,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
cc,-0.35020315256143314,0.3984889179239456,-0.4185457304128404,-0.0630447615136475,0.6029887103625376,0.8257167400203625,0.43648796511318594,0.3275739868140124,-0.26952058018659236,0.9931973547468685,0.7539090560184735,-0.7588788847997362,-0.612113223094307,-0.28885688890970923,0.3941226821974057,0.5739819252585099,0.4801740692158627,-0.09874245264086404,0.3858857039451018,-0.2356982762945219,0.5124308731577972,-0.4488353647911382,-0.3412549022700905,-0.10525227196102811,0.007066688193250231,-0.7902184995400133,0.09257870566695081,-0.026136190432732364,1.0,-0.7277097556353497,-0.02297894999473798,-0.7098907256506545,0.662569605768813,-0.47791354092161104,-0.34812014378023104,-0.6043529494689338,0.9957868646395789,0.9615168603083903,-0.8265546640451081,0.06706426034821326,-0.6639896496895357,-0.43691337146680376,-0.24208672903430617,-0.3033509986583231,0.07939026325284007,-0.4694166304113376,-0.3676858929339279,-0.058661568862720004,0.45458332190572304,0.4335760684433969
nsubj:pass,0.7361340053322364,-0.6368938923225991,0.8849239099642318,-0.47524401822825185,-0.9064070232007608,-0.9593414399745078,0.059143430117892935,-0.7702178362094186,-0.2406118659796662,-0.7578032673039906,-0.2604503510545686,0.13316260971085592,0.3730045853073537,0.5547522510559239,-0.7833931017638266,-0.29054450270588855,-0.48033748389121755,-0.2495044318988822,-0.7350730471164209,0.02199969665770974,-0.9418695733165319,0.6160917288978339,0.13916008058526774,-0.5275704625804674,0.46982157572360644,0.41163045362373496,0.20878159453024284,0.7005913912124071,-0.7277097556353497,1.0,-0.05608415900774239,0.717098031220249,-0.6569881292174187,0.25457961655145667,0.5748447573145241,0.25374908541849284,-0.6711173650906271,-0.5421511886213978,0.46546792777854784,0.5044799151016441,0.7954092642713986,0.8571441571973379,0.17317345097118605,0.8201126998537392,-0.253969427318764,0.1418741287711292,0.060429215592615146,-0.2109442236017717,-0.5461336305055757,-0.7849990176709559
discourse,0.34389408175178193,-0.4882764894731377,-0.2343146048403801,-0.3218887798120515,-0.28117105289871797,-0.10985208625921693,0.06066645880187542,0.22187717875368027,0.07787040922130099,-0.049428645131356,-0.2920704754113017,0.2998722813691228,-0.06745925748137024,-0.6383198008449721,0.0012629058563718848,-0.7043554121212781,-0.4217762626780211,0.8440976013984324,-0.3649295744007373,0.9441655127063492,-0.009763589097830367,0.729258814292222,-0.034783499030849395,0.022631355166601513,-0.7528398204836534,0.5052716318895691,-0.8611786715905113,-0.09264767949451362,-0.02297894999473798,-0.05608415900774239,1.0,-0.5180373292815859,-0.4284163206362823,0.42595204625454997,-0.6236035854126311,-0.27242095208535916,-0.07690699231574676,0.10325194783162947,-0.11529746731411546,-0.12683124807885707,-0.3532224286053975,-0.5037528717218475,0.9516354411285152,-0.015734804390818674,0.9497784111096366,0.06492751114567122,0.03334335180467241,-0.4866287951108801,-0.3684667851969026,-0.3490179083697874
csubj:pass,0.42667213188554515,-0.3738010260245787,0.7373703387013201,-0.16936934419882774,-0.3623611983051319,-0.7244586352495691,0.06018172161658448,-0.7380369297377248,-0.2806137825279322,-0.7427816844450583,-0.4714430566820559,0.22825497336791367,0.7564902327018879,0.8719114837989896,-0.23676987170919314,0.15531391930861857,-0.46708794356101696,-0.6150461678054376,-0.43812111858674974,-0.276190658750996,-0.6427274230173969,-0.015206907274799092,-0.13703354121011016,-0.32439103793002205,0.6342942028500504,0.38212080582012176,0.6223713828369477,0.34530052656085763,-0.7098907256506545,0.717098031220249,-0.5180373292815859,1.0,-0.10555910694085047,0.39740321560268915,0.9014549652820348,0.7767954612013876,-0.6663585351746529,-0.6939190369163932,0.8054767642741671,0.43848353991429256,0.9631500457950382,0.7352939979597464,-0.23598707775459624,0.2884840546139155,-0.5187220052160445,-0.09097316932820737,-0.16904050928251532,-0.0966458477005636,-0.5037102174524548,-0.46105001912864846
acl,-0.34001803861401714,0.33131155243877286,-0.2648040875926213,0.05609037727388293,0.8528862417858765,0.6617718757302709,0.47538678742142304,0.06483992099877753,-0.4137012856441901,0.6308380435030477,0.24913401769755542,-0.47332651055622815,0.08878348809348538,0.249051907793001,0.7831652712427308,0.8644765817454478,0.154521088951106,-0.5007014083232355,0.35266636368259596,-0.387808816051269,0.4773540756562456,-0.8403203809904599,-0.6652757390152235,-0.062068586968866975,0.2575733502610926,-0.4928654541580841,0.5379874866253365,-0.21681678976776442,0.662569605768813,-0.6569881292174187,-0.4284163206362823,-0.10555910694085047,1.0,-0.03953828438755459,0.21715882557738508,0.18079848750117208,0.6524983311946884,0.5086968062403251,-0.1524099334532684,0.17730297294549296,-0.1405202260830414,-0.3314218619868677,-0.4758973819331959,-0.6594038546848029,-0.1587531462916951,-0.7034592188746461,-0.6450953593309577,-0.1262582351563161,0.15320783824392184,0.4180803708139742
expl:pass,0.5943878371862955,-0.7573437604682679,0.24648636973995336,-0.4174451904611291,-0.15320232860861632,-0.5004563938075377,0.30755259011059244,-0.3906154336981235,-0.33827100964207657,-0.5572192047355531,-0.8557005018759549,0.492730772762335,0.8673764373568547,0.25793705313639276,0.31513196634899293,-0.24566658901558186,-0.9456843501550817,0.1486443054772325,-0.6346519469833004,0.6827929489618216,-0.32417193302268765,0.3332309140340527,-0.5499660358901927,-0.20990516244945004,-0.19475096503331238,0.8438540137917563,-0.12721858835202857,-0.034431324959453294,-0.47791354092161104,0.25457961655145667,0.42595204625454997,0.39740321560268915,-0.03953828438755459,1.0,0.2992462473407803,0.7196753574048306,-0.5159438091799363,-0.43442271207533484,0.745660862153478,0.2925371424982297,0.508614492438513,-0.1191499243090947,0.6464668902064787,-0.2323474482018288,0.5513854224730756,-0.3671306142807022,-0.4621598014978397,-0.7200372836618383,-0.8979368817536969,-0.5998051289560743
amod,0.46984933361295844,-0.3692678600259024,0.7969552454584891,-0.3796520167486062,-0.197730988001961,-0.5322854371620707,0.4237494731558694,-0.8561996219234964,-0.6134791517457432,-0.40684875838758183,-0.1825217783677316,-0.18047021457075096,0.655934850967988,0.9976147434468506,-0.12116531474039863,0.5210642146429469,-0.4181842416541427,-0.8589658949108193,-0.46267280497973595,-0.43524462648746176,-0.6315815352462689,-0.193307616452146,-0.44085043425504955,-0.5894338641368215,0.8523282835712254,0.07200589035526637,0.8586303170592906,0.5285670043496632,-0.34812014378023104,0.5748447573145241,-0.6236035854126311,0.9014549652820348,0.21715882557738508,0.2992462473407803,1.0,0.6506190011883107,-0.2911171675756575,-0.31840783035469244,0.5692445799542476,0.7077133426419936,0.913299712394511,0.7398064111136923,-0.3670193088900983,0.2639370251906858,-0.5745500352686509,-0.4555328188505323,-0.5041464912933237,-0.27039461070967696,-0.4883300354009908,-0.46267092225156276
nummod,0.20489639312542968,-0.304343582838567,0.27030629480154467,0.03119053160973022,0.08778606570271473,-0.4143872450549281,0.02161590907270703,-0.38694222958085095,-0.15603793763015897,-0.6437406973104264,-0.8008862217133724,0.5186359951346639,0.9562975679880317,0.6048812359836094,0.36096585211979815,0.1048339255549652,-0.6020891697118507,-0.31595565287282823,-0.2420674284353614,0.05922119689641442,-0.1959941299875883,-0.20463333169949718,-0.3590884564783815,0.01665574012031622,0.18165561424845977,0.612736833896575,0.362360684270388,-0.18421728209899813,-0.6043529494689338,0.25374908541849284,-0.27242095208535916,0.7767954612013876,0.18079848750117208,0.7196753574048306,0.6506190011883107,1.0,-0.6180145816494974,-0.6950110642611385,0.9443037316619349,0.15094265163279322,0.7180391299637767,0.1467932125533242,-0.024307589786109217,-0.3294553883506014,-0.10778547557681513,-0.21030287430019104,-0.290562883053416,-0.21239711442206632,-0.5634825639637038,-0.22654953836600125
conj,-0.31952858002752593,0.38974308301351657,-0.34774794246401713,-0.09623206496845027,0.5596458866649054,0.7903949980606005,0.4616127417020443,0.2662346479170381,-0.3080230759467697,0.9879197804194282,0.8005394186722561,-0.8126761152357619,-0.6245173681063227,-0.22894747576038016,0.3310691100781489,0.6110972228614423,0.4936744226725729,-0.166328444075069,0.35908762383854875,-0.2972237314164274,0.45241611341133203,-0.4468971838987405,-0.3363750514609025,-0.16369751252927597,0.0892309585471706,-0.8314094160711454,0.15581111080147172,0.049422823363182176,0.9957868646395789,-0.6711173650906271,-0.07690699231574676,-0.6663585351746529,0.6524983311946884,-0.5159438091799363,-0.2911171675756575,-0.6180145816494974,1.0,0.9685425234872667,-0.8384920189133346,0.12326301958056224,-0.6179130207698871,-0.3529417525598108,-0.28788701049127713,-0.2318259530840117,0.01082481473328751,-0.47942331213941614,-0.3769019147514341,-0.052083389262095534,0.4567005963098852,0.40326884158112863
case,-0.11600366442583374,0.18934960327275244,-0.23308626110485223,-0.29349107665187535,0.3703771392637146,0.6525847900566595,0.5614355760586176,0.1620937005004598,-0.4006863081098219,0.9389532537413681,0.7890934257416893,-0.8367573059631794,-0.6312977236647693,-0.2551612387805369,0.19936313643573286,0.49031934764290036,0.35675130626332086,-0.0804547691669671,0.1570196836331282,-0.1392276934288038,0.2902850675949899,-0.2179075644890973,-0.36844113388964,-0.3120521523865741,0.061639728871022904,-0.7463917708448272,0.05557469090583751,0.2043716935723556,0.9615168603083903,-0.5421511886213978,0.10325194783162947,-0.6939190369163932,0.5086968062403251,-0.43442271207533484,-0.31840783035469244,-0.6950110642611385,0.9685425234872667,1.0,-0.8667028913745741,0.24043798853144796,-0.5852189753221322,-0.3043761930787198,-0.09158564850740819,-0.0782058527858061,0.1488993345452175,-0.5099778361074296,-0.4189870003397337,-0.2169019954987913,0.30986129643846794,0.19963645145184358
xcomp:pred,0.3188289869176644,-0.4199754221627315,0.3489149237412677,0.0129631215716576,-0.19198483289941493,-0.6327697560404039,-0.13755800388331996,-0.4012752435670019,-0.014994925915554087,-0.8558432677648135,-0.8961009196217654,0.6872853098941877,0.9328962121670703,0.5122233260082374,0.11106257878718831,-0.1922688412323407,-0.662665545604821,-0.13537430540841694,-0.3610505396364503,0.2049923232823724,-0.34834636931034646,0.0798642697468383,-0.14205818626153405,0.04401030109684373,0.08009497846964107,0.7892295878703113,0.17000550434753914,-0.12297070510912242,-0.8265546640451081,0.46546792777854784,-0.11529746731411546,0.8054767642741671,-0.1524099334532684,0.745660862153478,0.5692445799542476,0.9443037316619349,-0.8384920189133346,-0.8667028913745741,1.0,0.08552411195790063,0.7594838537428353,0.2423113564180571,0.1484582394437725,-0.12139483682520999,-0.037828796811067614,0.022929679684725535,-0.07750807396873519,-0.17792139468837823,-0.6215589881588002,-0.36650845287984357
aux:pass,0.797464515264758,-0.6797532503643424,0.8313129851578018,-0.8959237426739246,-0.35867615936027014,-0.44991406994010447,0.8776686239189395,-0.9135807440659457,-0.9551030404013231,-0.03164120373686013,0.13575677914436474,-0.5838829257732713,0.3333192146616973,0.7357754300514464,-0.22561710688733463,0.46346055738261743,-0.536953397093886,-0.6322684164871998,-0.7712975815214065,-0.09928974986994371,-0.7511001846432952,0.1779479806302042,-0.6904702754573325,-0.9815866592513653,0.7220156570211075,-0.07575101670976853,0.5943982151937449,0.8627297666648369,0.06706426034821326,0.5044799151016441,-0.12683124807885707,0.43848353991429256,0.17730297294549296,0.2925371424982297,0.7077133426419936,0.15094265163279322,0.12326301958056224,0.24043798853144796,0.08552411195790063,1.0,0.6273653732786634,0.586528092702333,0.05424947622682801,0.4630296129964964,-0.12745098709688624,-0.7554517369706432,-0.7832326355457655,-0.72665627544358,-0.6374743479357248,-0.7494829731605793
advmod:neg,0.6497830713345144,-0.5942118273226513,0.858120958428594,-0.42398721885881685,-0.4839893311039138,-0.8149283873203546,0.26747243362096634,-0.8767727189346673,-0.47210953838932157,-0.721947521077763,-0.45839049366406415,0.12858324333973623,0.7760464655475138,0.8895207087970028,-0.2896635723324076,0.13211772295626967,-0.6338582745041618,-0.5879386302268169,-0.6577056430549992,-0.1295735159282495,-0.7918190913066495,0.15617519464334506,-0.2871272179874468,-0.5343141004743229,0.6459452780549959,0.4264708292895217,0.5824095208319973,0.5196259128499177,-0.6639896496895357,0.7954092642713986,-0.3532224286053975,0.9631500457950382,-0.1405202260830414,0.508614492438513,0.913299712394511,0.7180391299637767,-0.6179130207698871,-0.5852189753221322,0.7594838537428353,0.6273653732786634,1.0,0.7571126332664844,-0.052395776098238936,0.3905067882794536,-0.3666334368427235,-0.24349810322255613,-0.32916798347223486,-0.3374839096378342,-0.6839788536520638,-0.6726660506103265
cop,0.4978033331635787,-0.3065163196843964,0.8974514578350175,-0.36321752782572087,-0.6657100104427379,-0.6985932601590801,0.1423931252986793,-0.7852070228773802,-0.34070826331100434,-0.4541101890182264,0.12840239207190562,-0.2402660888496,0.1775238963608982,0.7449294683475696,-0.7465460107010765,0.1616014251711111,-0.12728878152057782,-0.6477388388210705,-0.4745358837672038,-0.4805172154027688,-0.8261265062157089,0.2058366640999365,0.10605728330134308,-0.5868833615656055,0.8229924263030217,-0.06265902955261866,0.6076341637365165,0.7807094452985097,-0.43691337146680376,0.8571441571973379,-0.5037528717218475,0.7352939979597464,-0.3314218619868677,-0.1191499243090947,0.7398064111136923,0.1467932125533242,-0.3529417525598108,-0.3043761930787198,0.2423113564180571,0.586528092702333,0.7571126332664844,1.0,-0.3210700008148633,0.8116804627021925,-0.6747381185317004,0.016688712132759922,-0.020209933819152617,0.010739116437570317,-0.23034993410173604,-0.5230475031784599
obj,0.5628921321084781,-0.7084514749428401,0.005827965341018003,-0.4642381698460067,-0.4232791438388289,-0.36688209906164726,0.1492798316898372,-0.034382804740924866,-0.066126661657517,-0.28989143544873797,-0.49036158771726235,0.3843450968113535,0.20861760136227114,-0.3919882018584894,-0.04848173051953705,-0.7012461240255797,-0.6689274641456645,0.7134678593389251,-0.5898682149130713,0.9762767855602117,-0.2418324436101165,0.8044457984082393,-0.1503260675558212,-0.12787834969989764,-0.610368882669216,0.6955822451140291,-0.7300542873145245,0.034368930076800704,-0.24208672903430617,0.17317345097118605,0.9516354411285152,-0.23598707775459624,-0.4758973819331959,0.6464668902064787,-0.3670193088900983,-0.024307589786109217,-0.28788701049127713,-0.09158564850740819,0.1484582394437725,0.05424947622682801,-0.052395776098238936,-0.3210700008148633,1.0,0.06529950064380025,0.9075839023614016,-0.022106902381016636,-0.08461316008435375,-0.6340523434760428,-0.623571591882577,-0.5751909752180894
ccomp,0.5755524279913103,-0.39677756936136377,0.7466663668327628,-0.4854277793381255,-0.890192401987085,-0.6604602266595919,0.09518878448440563,-0.5726906398588953,-0.20466566359948662,-0.3110372246626595,0.28973006530017015,-0.2683028225654891,-0.20369213568972394,0.2767758596406045,-0.9668286049483082,-0.21808651685084152,-0.0673652049207942,-0.18572483539942933,-0.5475619245090478,-0.13637875950980902,-0.8101171252797866,0.6239373597043099,0.30536247789129634,-0.5728919285179935,0.4683679661698137,-0.055554167236969716,0.11888578080922196,0.8367599097563195,-0.3033509986583231,0.8201126998537392,-0.015734804390818674,0.2884840546139155,-0.6594038546848029,-0.2323474482018288,0.2639370251906858,-0.3294553883506014,-0.2318259530840117,-0.0782058527858061,-0.12139483682520999,0.4630296129964964,0.3905067882794536,0.8116804627021925,0.06529950064380025,1.0,-0.2947448921067893,0.2006880737970089,0.1755003374296896,-0.05873976384683998,-0.16566507912966022,-0.6040311933693965
parataxis,0.26070981699337215,-0.44616010285424945,-0.35183180525623753,-0.28028602119169205,-0.019828170547400464,0.04338940951277073,0.15917188115501993,0.26534365809097676,-0.0018532948924871008,0.04067444647173687,-0.37828296307434633,0.30502527641733407,0.07440273300874274,-0.5899127919179367,0.30585595077038563,-0.5357400371476844,-0.4791375016564687,0.7797075101364599,-0.2874989090071882,0.9479784998175834,0.15066908438177032,0.5156263318652465,-0.24999999999999994,0.0703357123576834,-0.7773205742461562,0.5098596028498468,-0.7781246647113412,-0.25,0.07939026325284007,-0.253969427318764,0.9497784111096366,-0.5187220052160445,-0.1587531462916951,0.5513854224730756,-0.5745500352686509,-0.10778547557681513,0.01082481473328751,0.1488993345452175,-0.037828796811067614,-0.12745098709688624,-0.3666334368427235,-0.6747381185317004,0.9075839023614016,-0.2947448921067893,1.0,-0.12425650122489604,-0.15207938332178034,-0.5655894976904344,-0.4081783342767101,-0.24911534514593603
fixed,-0.416286615776096,0.40265362333129695,-0.296265209825371,0.6609587309614419,-0.2876672608387459,-0.11144758074368177,-0.9456172833334314,0.5080883279703347,0.9139840163589754,-0.3691473881627313,-0.10762391228316087,0.5838925594548687,-0.33245603754589065,-0.4885315629853244,-0.44414947763437407,-0.6926246990027937,0.4351983940306523,0.5084948763964012,0.39999799009249787,0.011993991077630177,0.16932304191253958,0.2504650105282059,0.9754484756066,0.6838249549896448,-0.41390936634878034,0.1838077263657166,-0.5079439421796164,-0.3669485791300315,-0.4694166304113376,0.1418741287711292,0.06492751114567122,-0.09097316932820737,-0.7034592188746461,-0.3671306142807022,-0.4555328188505323,-0.21030287430019104,-0.47942331213941614,-0.5099778361074296,0.022929679684725535,-0.7554517369706432,-0.24349810322255613,0.016688712132759922,-0.022106902381016636,0.2006880737970089,-0.12425650122489604,1.0,0.9932293769092486,0.7566011732627551,0.48103636073780015,0.33164012003720794
acl:relcl,-0.49355051346127293,0.4903077602575602,-0.3567277685696504,0.6984823082401148,-0.21934282025690258,-0.010221423091538439,-0.9435332510590981,0.5692903164700595,0.9267454095118952,-0.26196554873061845,-0.007624194957591062,0.5090821340359636,-0.42673211508104164,-0.5309101201730235,-0.4201893873163556,-0.635207311465225,0.5335216112843877,0.4962028976658507,0.4816426854711639,-0.04798521824569524,0.24252423996391587,0.18478709693593712,0.987053550016954,0.7059727094976784,-0.41050199108542507,0.07694443774531949,-0.4959856968495751,-0.3857308069028156,-0.3676858929339279,0.060429215592615146,0.03334335180467241,-0.16904050928251532,-0.6450953593309577,-0.4621598014978397,-0.5041464912933237,-0.290562883053416,-0.3769019147514341,-0.4189870003397337,-0.07750807396873519,-0.7832326355457655,-0.32916798347223486,-0.020209933819152617,-0.08461316008435375,0.1755003374296896,-0.15207938332178034,0.9932293769092486,1.0,0.8060361757815871,0.5767033777519378,0.414995255473036
advmod,-0.810202225580444,0.8632152355555672,-0.4276779791999631,0.8832298106104696,0.21982395161927995,0.3392116159348723,-0.8304693927728058,0.583933221535847,0.7985701491949895,0.053438895967197746,0.26461711101209756,0.19511483964492843,-0.4674031619568924,-0.2766580726138997,-0.14746080193836078,-0.06657753197966819,0.8338859183527858,0.03676773958896631,0.8133305729959938,-0.5616988529345849,0.47808430377119365,-0.4051123429070325,0.8137864785444063,0.7175505694236313,-0.07028989839781094,-0.35599208492677537,-0.018249438539236915,-0.45474164481199225,-0.058661568862720004,-0.2109442236017717,-0.4866287951108801,-0.0966458477005636,-0.1262582351563161,-0.7200372836618383,-0.27039461070967696,-0.21239711442206632,-0.052083389262095534,-0.2169019954987913,-0.17792139468837823,-0.72665627544358,-0.3374839096378342,0.010739116437570317,-0.6340523434760428,-0.05873976384683998,-0.5655894976904344,0.7566011732627551,0.8060361757815871,1.0,0.8570529421317089,0.7627456019082632
orphan,-0.8823394292787629,0.952092362333445,-0.6088924209697076,0.7398539071453762,0.4505863473959666,0.7097369775642843,-0.539888828538611,0.7155414764035732,0.6065392981281401,0.5533575757850463,0.6317535181619969,-0.19996668089588274,-0.7800725395920655,-0.46379765364500175,0.01979191903935839,0.15701532054239628,0.9912962452080398,0.05929953499178375,0.903395150736704,-0.5632365322655141,0.677636857438399,-0.5113825733684906,0.5976326849970606,0.5924655156859899,-0.11538480244954662,-0.7030633793270397,-0.05030456182826615,-0.40817833427671013,0.45458332190572304,-0.5461336305055757,-0.3684667851969026,-0.5037102174524548,0.15320783824392184,-0.8979368817536969,-0.4883300354009908,-0.5634825639637038,0.4567005963098852,0.30986129643846794,-0.6215589881588002,-0.6374743479357248,-0.6839788536520638,-0.23034993410173604,-0.623571591882577,-0.16566507912966022,-0.4081783342767101,0.48103636073780015,0.5767033777519378,0.8570529421317089,1.0,0.8797021560225813
punct,-0.99519619392787,0.9673736827149878,-0.8172215720647148,0.8698661562272475,0.772498965263203,0.8401247114944053,-0.5310400385868412,0.8267911278919495,0.616861509690361,0.5202247430051016,0.32131088001442143,0.020757180909126975,-0.47713648657920094,-0.45348075553365963,0.46107314261095117,0.22585293290913652,0.8245392792194853,0.10071140409272387,0.9965019975470499,-0.4258396357347685,0.9106046442735336,-0.7296635391288515,0.36913966126446834,0.776765901447668,-0.28401066030679767,-0.5049995622703455,-0.05861119761308655,-0.741474537968826,0.4335760684433969,-0.7849990176709559,-0.3490179083697874,-0.46105001912864846,0.4180803708139742,-0.5998051289560743,-0.46267092225156276,-0.22654953836600125,0.40326884158112863,0.19963645145184358,-0.36650845287984357,-0.7494829731605793,-0.6726660506103265,-0.5230475031784599,-0.5751909752180894,-0.6040311933693965,-0.24911534514593603,0.33164012003720794,0.414995255473036,0.7627456019082632,0.8797021560225813,1.0
