,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nmod,0.16176057371970395,0.18878694346974972,0.2571765810404904,0.47081418839333145,-0.04218311178485764,-0.04780480019381543,-0.30479553186095387,0.33148832013832225,-0.3634751305104314,-0.15683388142629323,0.44166480344717224,0.023861375984494913,-0.46202539272999066,0.4296959204707636,-0.25831442292935125,0.04061699146042689,-0.27691862683899643,-0.33068066631945153,-0.3535016350930236,0.052057080564447154,-0.05083289888356955,0.25828091738388026,0.027504751479225785,-0.2725851266080168,-0.25379006054544334,-0.26022962106268716,0.2003770125372496,-0.04665563476008891,1.0,-0.3430177783037267,-0.20323405475836911,0.15901244783395924,0.5892272734816846,-0.18252689670718816,0.299484350267015,-0.2593984108354065,0.22590926110487555,0.2215919382940563,0.40068138491807076,0.21434324881638442,0.2092046391012569,0.01871476422728589,0.06975473122949712,-0.664829994895509,0.22898329587091695,0.31994364991937485,-0.351645647276264,-0.15412575753052432,-0.0711014108440597,0.1747037175524591
cc,0.1410464206289828,-0.19458025028594497,-0.14251153626201665,0.12449912335277827,-0.009725078167979108,0.2423018371266545,0.9612257311882829,-0.27137837888191824,0.04604467064028576,0.1118534420319442,-0.03594432944044697,0.27602217293063314,0.13788890517157076,-0.5077797548409946,-0.005310010963288422,0.25454781796729825,0.17441544699119949,0.3474027826186638,0.30903560351674575,-0.12223409492036452,-0.19035433015283393,-0.2534110624440355,0.17489238273396074,0.15342232649033397,-0.00293684806288885,0.09358413849195184,-0.21632084448527042,-0.19401536369673894,-0.3430177783037267,1.0,0.31864044352370546,0.17041790019086855,-0.3679014064545175,0.24904998172806744,-0.18514469155337462,-0.30071205260379785,-0.5807074071559319,0.3250134955986616,-0.01707188616470141,0.2816653703373342,-0.02315167051551238,-0.023679780878318794,0.12562896068174859,0.0875208985630048,-0.40430290703211114,0.018953215059870153,-0.15161865703958918,-0.1154636450600529,0.32846994894686604,-0.10723083717573091
nsubj:pass,-0.203042163495916,0.03897621287388682,0.5516997168816081,-0.0714138965209194,-0.1896204441413165,0.351707419236822,0.3977583899613415,-0.6131841069157669,0.40586830167239124,-0.05241058478757014,-0.27601525129651727,0.15935836748622015,0.2697126228620323,-0.10218468353497193,0.2849606240276176,0.11617636884298618,-0.1853043607207854,0.3950862784078098,-0.054463009953990095,-0.014707921727298501,-0.09332547083847818,-0.03147633267619945,0.45808998997451833,0.37289279745085113,-0.2615595636648561,0.030584113206397208,-0.05277528938869373,-0.4186618574847498,-0.20323405475836911,0.31864044352370546,1.0,0.05717826718464561,-0.09130283656906016,-0.1850550119077329,-0.09793152859655345,0.11214508324037106,-0.09865431884989015,-0.13246725101343404,-0.18679292335972783,-0.002036967206384353,0.5737327508768947,0.5589626259885804,0.5950619141944898,-0.1675392857048056,-0.2613120358625085,-0.03368522991909619,0.060909690789553085,-0.3719815504104601,0.1717696625593269,0.1098627566806678
discourse,0.3812759322737735,-0.27647751887957817,-0.06333180430545803,0.0885305747782961,-0.29522762445162815,0.08307690447137493,0.30677045706457523,-0.10117415915659934,-0.143753425470054,-0.23257109220229882,0.46692681292207305,-0.03881878593602095,0.14577574988743502,0.1713530667105948,-0.3052350174416776,-0.4336814242601127,-0.23805472184136994,-0.30994718592369985,-0.14766361385888074,-0.022309029928886705,0.46527312172964075,-0.31125313681226546,-0.34851372010187537,-0.1348802929000536,0.1674835117268542,-0.08896460951916683,-0.008789424483193984,0.20980140927328755,0.15901244783395924,0.17041790019086855,0.05717826718464561,1.0,0.11834707339609349,-0.1343794749862022,-0.30994718592369974,0.041855173287998905,-0.17006513329103026,0.10047618855239138,0.564656482315337,0.04365974054741934,0.09124830096587219,0.040085065297228134,-0.2511182753687881,-0.32196660771835955,-0.12024694119184758,-0.11543525527026258,0.2247900233097092,-0.006231283594475267,0.3330193568042508,-0.21910614827746838
csubj:pass,0.041977757864325976,0.01294631140751375,-0.16228764495028308,0.5826464576100573,0.020006909040806434,-0.2459416245419307,-0.2753886179102456,0.07148601631706714,-0.21250910434585343,-0.2241186639560737,0.19758550621541957,-0.08166725122348187,-0.015699577593840556,0.2176917740999219,-0.01857918719119667,0.06330113299397591,-0.012933649843295201,-0.2577330058255366,-0.29050454534732867,0.6589750795969197,0.42751302867740704,0.08193375740616891,-0.21002902213811253,-0.13170602602010004,0.10336042155555587,-0.000742052073559944,0.05167004529130184,-0.11542448997985359,0.5892272734816846,-0.3679014064545175,-0.09130283656906016,0.11834707339609349,1.0,-0.15036187300316084,-0.25773300582553643,0.032365690018268445,0.006985909636182861,-0.2548829108403503,0.1673555388172874,0.20093005248683,-0.0030130299246432565,-0.005271344797218394,-0.1111308256212885,-0.4468528902764853,0.2468696905526525,0.22551185881446478,-0.19164013866448323,0.00782437328804855,-0.32280133905926217,0.06788688069861626
acl,0.4416701457297748,-0.4747528261814891,-0.4518844543749485,-0.16399080286461976,0.1426350248206722,-0.3900124379430596,0.31857298662335004,-0.22192976134601833,-0.3809875992930274,0.6301768629529783,-0.1824294257287382,-0.14622025518455511,0.3068735850921658,-0.16791104418289618,-0.33499427879328514,-0.09293302098476199,0.4756786161801287,0.09014979605755297,0.23463075655026217,-0.34055364911460045,-0.1383089717611174,-0.4345223243030112,0.06881826159050848,-0.2346392042638865,0.4617437463914407,-0.05631258645305753,0.40895624933270025,-0.14464547983775777,-0.18252689670718816,0.24904998172806744,-0.1850550119077329,-0.1343794749862022,-0.15036187300316084,1.0,-0.2237159179364624,-0.4488307717529093,-0.2670753710394399,-0.15713433099066534,-0.2523458217084023,0.2473619886890156,-0.3282403171331076,-0.7230145944542946,-0.550117732464406,0.5387397243368999,0.04868185541836726,-0.3912931004723147,0.056734703118633274,0.22292626807776514,0.2351889943555703,-0.44630597479777423
expl:pass,-0.3272653987499752,0.5819820663463631,0.6131180364160081,-0.17437004402413858,-0.06088347223339283,0.22799478739965287,-0.3270366688508124,0.5874958486364468,-0.026732039433517974,-0.21895154101178244,0.3720060072636557,0.002125251967207573,-0.6726030258178494,0.028627169349396703,-0.12763542927986035,-0.23495323102250362,-0.4835064854064084,-0.07692307692307698,-0.076246391810928,-0.0769230769230769,-0.3257406739913775,0.6030022075927648,0.5255476223024425,-0.008024798707942336,-0.4933079946588909,-0.49642467850965716,-0.04937678813334447,-0.1434167136130394,0.299484350267015,-0.18514469155337462,-0.09793152859655345,-0.30994718592369974,-0.25773300582553643,-0.2237159179364624,1.0,-0.29860181928098517,0.20933481352032907,0.468665009121333,0.34893799269876574,-0.2147415778071843,0.5253358578447379,0.25131606176787213,0.39798887590674065,-0.4389630368836893,0.010199874331048877,0.2774210430070347,-0.34667414434581273,-0.2177315475478494,0.09356252586331737,0.4852081251064592
amod,-0.2984334266850209,-0.06395837663049767,-0.019188137337403054,0.18301921563567958,-0.33529881738505984,-0.005800740605475735,-0.31030133344663435,-0.14542620830536948,0.1306008521954807,-0.5002391140301626,-0.12593595581992997,0.07150189082836611,0.17719336253163095,0.5272875230247842,0.5632913795355853,-0.027723244917625612,-0.29091722629845174,0.06603879550174963,-0.2475396853026944,0.1798073841277527,0.23791488871493918,0.05983676990051512,-0.5223907809707817,-0.19026984447681716,0.24152521351674205,0.38170830941092593,-0.05542912905575,0.6418626461777467,-0.2593984108354065,-0.30071205260379785,0.11214508324037106,0.041855173287998905,0.032365690018268445,-0.4488307717529093,-0.29860181928098517,1.0,0.5426330077089714,-0.3501353227821143,-0.06626183894846883,-0.562896619020752,-0.015950078535167375,0.3654247850655725,0.005902969233055303,0.11714652276422573,-0.38331696650522235,-0.07072630319586946,0.7649140440522023,-0.2656099208162556,-0.224301395889846,-0.005983253943255235
nummod,-0.02806684676411608,0.06825992040705992,0.178051719279119,-0.16630178243513613,-0.28487067707423624,0.3105641470823937,-0.6106364218111228,-0.03817752405360974,-0.033452464405794344,-0.20233238470267387,0.01232155545320042,-0.0690856279945229,-0.14604776596826305,0.7964699849481122,0.4064955787325743,-0.22199886653547427,-0.5532391814715333,-0.04734962987944255,-0.025722222902207888,-0.27012025322371397,-0.18116335199649686,0.19393159000838206,-0.35765690677856365,-0.3452791809830586,-0.09581027632925776,-0.15976056277203618,0.49977048602969776,0.46751865243642843,0.22590926110487555,-0.5807074071559319,-0.09865431884989015,-0.17006513329103026,0.006985909636182861,-0.2670753710394399,0.20933481352032907,0.5426330077089714,1.0,-0.1969635763028977,0.06357924259804391,-0.09510515458644977,0.08178024393704304,0.3333218490527154,-0.0547747570039876,-0.008087883510734507,0.13872033394322753,0.049132111533474875,0.49671344746076707,-0.16028798833295346,-0.19529313859609693,0.007457907229625713
conj,0.3227045291251424,-0.05856779227836644,0.3694127645990326,0.1821878342755071,0.4464661534175632,0.28869273300600834,0.22178474342332186,0.5692577853658994,0.3185712142639657,0.09283733423513577,0.11073273241745267,-0.3821395192903478,-0.7380565472503915,-0.14028247921241851,-0.2396688510010812,0.2395428409264071,-0.2998599019575491,-0.03781970535960927,0.0654121434796701,-0.06759269371691354,-0.5822874212674216,-0.12712458921866948,0.20215283314977373,0.4437406553896486,-0.4430881913991754,-0.08860604201189302,-0.2903683247388886,0.011060915347725048,0.2215919382940563,0.3250134955986616,-0.13246725101343404,0.10047618855239138,-0.2548829108403503,-0.15713433099066534,0.468665009121333,-0.3501353227821143,-0.1969635763028977,1.0,0.12527866950781344,0.11898206777853025,0.4200308151917899,0.06343878382590165,0.34511639157585794,-0.3109247761812901,-0.04329872397878284,-0.10832393886596915,-0.3863417895035547,0.3192863909537924,0.6142494130332415,-0.17011148826466532
case,-0.05120427322645029,0.2806792451501436,0.08006690486236855,0.11155492033003668,-0.4588163397855316,0.07308968512658859,-0.018054642006508026,0.2698420510421227,-0.4827769735207053,-0.6088370508912616,0.9795779678341855,0.22307148745178632,-0.14564388321238314,0.16836085212866556,-0.3080264762200861,-0.6550237491820565,-0.5995816864595277,-0.20681526482557125,-0.3966882355286981,0.20922608060860096,0.5022366779404899,0.39397392394013186,-0.07778513391574342,-0.48513047069361837,-0.1128903378974531,-0.4694017937585194,-0.0727440292814456,0.10814595572474739,0.40068138491807076,-0.01707188616470141,-0.18679292335972783,0.564656482315337,0.1673555388172874,-0.2523458217084023,0.34893799269876574,-0.06626183894846883,0.06357924259804391,0.12527866950781344,1.0,-0.17014572624156213,0.15717504252863324,0.251004773931341,-0.08052806240520631,-0.6175873786530793,-0.019672020874551815,0.34864348786967436,-0.060951510596828705,-0.2976353618376921,-0.11622069433765252,0.3522933166777869
xcomp:pred,0.5113348718055644,-0.1841740015956576,-0.257482283868388,-0.15565225439882796,0.32641348872973225,0.38185663843157636,0.30984742948602934,-0.3130026999307644,0.095730937164623,0.4818307903717218,-0.20301519797743706,-0.10684960923362169,0.06045964960675362,-0.1300404593660719,-0.08830718029790156,0.2188388847658868,0.1823326817258347,0.06765115598034356,0.5847166871427691,-0.21474157780718436,-0.28388801353349574,-0.3310245186335245,-0.03936837463790489,0.2070786569542713,-0.2334107890606781,-0.1929265925830229,0.30676933481963664,-0.40123981731941755,0.21434324881638442,0.2816653703373342,-0.002036967206384353,0.04365974054741934,0.20093005248683,0.2473619886890156,-0.2147415778071843,-0.562896619020752,-0.09510515458644977,0.11898206777853025,-0.17014572624156213,1.0,-0.1900025709668074,-0.1271583779328226,-0.17900953468802616,0.07061695815767094,0.5496983527997367,0.03188858262664031,-0.40324586557699826,0.3733380668241449,0.08348184888602006,-0.25703960855761315
aux:pass,-0.13564121777321606,0.21687686474792098,0.879763472420246,0.049328087271170565,-0.0335547771874002,0.3087357472349972,-0.007530545977045087,0.14804618131565692,0.301452429857333,-0.2376603271705166,0.0887186701478705,-0.273576283993637,-0.5012603192882542,0.1391005990336473,0.11918381944593426,-0.09198746835883205,-0.5905554095408018,-0.0036453369076171354,-0.12447031499395524,0.14205314387198778,-0.2721211926904654,0.19599275266196758,0.4366680577635382,0.3421052187373426,-0.39223212301228544,-0.1526363738434342,-0.11964165622691432,-0.27774877194089154,0.2092046391012569,-0.02315167051551238,0.5737327508768947,0.09124830096587219,-0.0030130299246432565,-0.3282403171331076,0.5253358578447379,-0.015950078535167375,0.08178024393704304,0.4200308151917899,0.15717504252863324,-0.1900025709668074,1.0,0.5703466217285571,0.5952165877802071,-0.5937432705278924,-0.19841440035030888,0.017173975607359233,-0.09289503511836658,-0.21953409610220503,0.5177936240410179,0.17573440476290858
advmod:neg,-0.38207848571431763,0.4254255138397194,0.632020196497477,-0.06792639097579566,-0.15320682698546567,0.50664975224074,-0.04989951091341284,-0.1802088640060729,0.28644131639139553,-0.5342563405779392,0.17322286112371899,0.10570341245395443,-0.1795519578738515,0.1165617808141408,0.5419716281118392,0.013798798299666928,-0.651131373417185,0.23241339720026863,-0.10222767994073391,0.24723869667563683,-0.03995474831301607,0.4377326038146357,0.05988900230358906,0.19473538687533304,-0.5247506987054285,0.07562572045318876,-0.3034650107434372,-0.2100461536960504,0.01871476422728589,-0.023679780878318794,0.5589626259885804,0.040085065297228134,-0.005271344797218394,-0.7230145944542946,0.25131606176787213,0.3654247850655725,0.3333218490527154,0.06343878382590165,0.251004773931341,-0.1271583779328226,0.5703466217285571,1.0,0.6219212966444768,-0.48463376089682086,0.026922953755470717,0.4182738627518202,-0.03931690243369958,-0.29800587898385694,-0.09447133805639876,0.43392469976943565
cop,-0.2810926653450763,0.23956682871193394,0.7727901580503056,0.1542741992430622,0.04195632415477271,0.4601901922394007,0.09335642999273547,0.11406291336488524,0.52661052405039,-0.08673517530355725,-0.08784775757850423,0.005917163777431635,-0.3706276259595803,-0.2898702297216185,0.2808506810362551,0.37748666458702906,-0.29400671661715,0.125270681794737,-0.2582076506731844,0.16056214887996254,-0.36930319909933995,0.22102990698892006,0.5568808788146784,0.5629060503035425,-0.5218609802647611,-0.010870462204833602,-0.2643802850654743,-0.28412135093666663,0.06975473122949712,0.12562896068174859,0.5950619141944898,-0.2511182753687881,-0.1111308256212885,-0.550117732464406,0.39798887590674065,0.005902969233055303,-0.0547747570039876,0.34511639157585794,-0.08052806240520631,-0.17900953468802616,0.5952165877802071,0.6219212966444768,1.0,-0.4876822837824586,-0.1482689482603115,0.2828180589903421,-0.3998326983727575,-0.19612123264353803,0.09597020722429214,0.24314374346748505
obj,0.12601899304819678,-0.3309573449494467,-0.5689854582588995,-0.44863584924738714,0.29208199460288525,-0.2661122952854482,0.04980217057317418,-0.40278150384220046,0.14684716088595248,0.47521993024359155,-0.6179760729741802,-0.032144621369309144,0.5633362903026922,-0.07237369878799983,-0.043010229286644885,0.09798709024956147,0.5002516575245092,0.4221611951081731,0.3349263972437912,-0.40673483233535784,-0.13842005737956156,-0.39991010987220843,-0.14007189173123716,0.03181669889732415,0.24522810935397826,0.22554189610397132,0.10138140452081974,0.1490920343386217,-0.664829994895509,0.0875208985630048,-0.1675392857048056,-0.32196660771835955,-0.4468528902764853,0.5387397243368999,-0.4389630368836893,0.11714652276422573,-0.008087883510734507,-0.3109247761812901,-0.6175873786530793,0.07061695815767094,-0.5937432705278924,-0.48463376089682086,-0.4876822837824586,1.0,0.08356827853183815,-0.5844384354868797,0.39825212006910216,0.34332167081904114,-0.09949347430495677,-0.3712502534259857
ccomp,0.326304940872093,0.038491370943567596,-0.09761450225644518,-0.42824717653590166,0.552126412254103,0.046305453795584706,-0.3681176095225349,-0.06913876721976848,0.10405573503185053,0.360871211021456,-0.007215179925942694,-0.3658666501494482,0.02584565286667095,-0.06901324106375865,-0.2159056235568074,-0.03872413624949255,-0.005474251866153933,0.03616289214456255,0.12060672556673349,0.003808005843101682,-0.07028894848966868,-0.04769891677520575,-0.033910928623864675,0.217888013214201,-0.39228230266889325,-0.17957406350753796,0.08481995676811939,-0.4260093457919958,0.22898329587091695,-0.40430290703211114,-0.2613120358625085,-0.12024694119184758,0.2468696905526525,0.04868185541836726,0.010199874331048877,-0.38331696650522235,0.13872033394322753,-0.04329872397878284,-0.019672020874551815,0.5496983527997367,-0.19841440035030888,0.026922953755470717,-0.1482689482603115,0.08356827853183815,1.0,-0.012685518963456039,-0.45359008230848846,0.640992179185402,-0.24469305763204025,-0.0873199372068152
fixed,-0.4409150775148036,0.553905546684243,0.1751701695612338,0.22013892518111694,-0.37259232446992113,0.1922230680852692,-0.00848067228245469,0.1835146831375682,-0.42104698942968166,-0.40563559248416553,0.42723159244411646,0.45263945710632114,-0.31795719577534914,-0.1734737852945016,0.45965837588019176,0.14580847525695245,-0.029478494305813674,-0.31782115552821627,0.07902586910326422,0.27351781547565596,0.13320182718616164,0.6441116441744662,-0.07590881362660692,-0.3071943219309266,-0.03358943006427595,0.10622896340574764,-0.11261445158719095,-0.22222894788211514,0.31994364991937485,0.018953215059870153,-0.03368522991909619,-0.11543525527026258,0.22551185881446478,-0.3912931004723147,0.2774210430070347,-0.07072630319586946,0.049132111533474875,-0.10832393886596915,0.34864348786967436,0.03188858262664031,0.017173975607359233,0.4182738627518202,0.2828180589903421,-0.5844384354868797,-0.012685518963456039,1.0,-0.4351914520825126,-0.4715203844762836,-0.3539585509030897,0.6216785132391878
acl:relcl,-0.010060867702274526,-0.3115425762754708,-0.21376396292715785,-0.07720793068482673,-0.45250247670220417,-0.05896882973209539,-0.12496861505231335,-0.31323285354477115,-0.03955097338834366,-0.22908909878083836,-0.15259647250926944,0.04083298403494688,0.3856658727600646,0.6312824742349458,0.23585767613066289,-0.3553074740229952,-0.1987318067482119,0.07355074339454121,-0.04380029662549412,-0.2378975349622611,0.21393424894437282,-0.22176149008634125,-0.4747931346658274,-0.3807918094038443,0.44872137292583725,0.10824099413294008,0.3048198185184774,0.6996759861615909,-0.351645647276264,-0.15161865703958918,0.060909690789553085,0.2247900233097092,-0.19164013866448323,0.056734703118633274,-0.34667414434581273,0.7649140440522023,0.49671344746076707,-0.3863417895035547,-0.060951510596828705,-0.40324586557699826,-0.09289503511836658,-0.03931690243369958,-0.3998326983727575,0.39825212006910216,-0.45359008230848846,-0.4351914520825126,1.0,-0.24170099232831257,0.0471368879611791,-0.2645947074574599
advmod,0.6547184515751138,-0.5075367747324404,-0.2653177737066988,-0.24265379166302142,0.7926215038192794,-0.007317094155202235,-0.08344999893279174,0.1679738638354832,0.4201428592597919,0.6163080534479005,-0.29676881667520544,-0.7854497577190518,-0.08675708032150763,-0.2648871524933742,-0.25641415571647663,0.1354600858071176,0.18190079822657793,-0.07148686278863611,0.2132908672914876,0.0381464367295798,-0.24589297621636919,-0.6092607347837489,-0.19343743952942025,0.5516729027557525,-0.058033488462717366,0.07944327867946607,-0.03135723131006566,-0.06371465456417387,-0.15412575753052432,-0.1154636450600529,-0.3719815504104601,-0.006231283594475267,0.00782437328804855,0.22292626807776514,-0.2177315475478494,-0.2656099208162556,-0.16028798833295346,0.3192863909537924,-0.2976353618376921,0.3733380668241449,-0.21953409610220503,-0.29800587898385694,-0.19612123264353803,0.34332167081904114,0.640992179185402,-0.4715203844762836,-0.24170099232831257,1.0,0.27612131697670994,-0.6462408371042434
orphan,0.5417023495066772,-0.4879003759297089,0.3449559732263065,-0.021607879067238895,0.18093064388638713,0.23913360114919063,0.39935982100729506,0.17672435893512048,0.2454711463689316,0.3784697919020943,-0.16641715891238026,-0.591769769705813,-0.4256211612777909,-0.060432536041316334,-0.05355353004662109,0.029164932787927762,-0.08665044560112134,-0.2709114776916456,0.2976501989440918,-0.2709114776916455,-0.4800965133320515,-0.5474363622903364,0.02898459050752784,0.37627786079488074,0.13021335122795313,0.07357314633073488,0.12371344039591188,0.034427736814678846,-0.0711014108440597,0.32846994894686604,0.1717696625593269,0.3330193568042508,-0.32280133905926217,0.2351889943555703,0.09356252586331737,-0.224301395889846,-0.19529313859609693,0.6142494130332415,-0.11622069433765252,0.08348184888602006,0.5177936240410179,-0.09447133805639876,0.09597020722429214,-0.09949347430495677,-0.24469305763204025,-0.3539585509030897,0.0471368879611791,0.27612131697670994,1.0,-0.5546100720672289
punct,-0.8764730310423419,0.9694814358629746,0.29006034727030683,-0.013802249352587856,-0.2969076256470945,-0.11147709650779013,-0.2308063564032006,0.08378109319918475,-0.2783643633095767,-0.6893593819469489,0.3822000273126635,0.6885291102966355,-0.08063762045029291,-0.02434431022813258,0.0903700063161287,-0.08695239105168653,-0.1606908863938682,0.18979674293472235,-0.1517015789824442,0.2535954947508563,0.28876046157763896,0.959756073553552,0.3493687479711886,-0.2841325221792016,-0.39683271105345874,-0.09293483129226535,-0.44905911674790977,-0.3438894763834085,0.1747037175524591,-0.10723083717573091,0.1098627566806678,-0.21910614827746838,0.06788688069861626,-0.44630597479777423,0.4852081251064592,-0.005983253943255235,0.007457907229625713,-0.17011148826466532,0.3522933166777869,-0.25703960855761315,0.17573440476290858,0.43392469976943565,0.24314374346748505,-0.3712502534259857,-0.0873199372068152,0.6216785132391878,-0.2645947074574599,-0.6462408371042434,-0.5546100720672289,1.0
