,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
obl,-0.2904131299420689,0.38521576147324066,0.1005557449453788,-0.009700866316942508,-0.22398054981818352,0.47959984009237117,0.14223929088209017,0.33317397362957235,-0.08290883009015212,0.47930459927063157,0.3123409539654944,0.49521315757548523,-0.6657061659506408,0.26377173816970817,-0.07646464611598804,0.11197861815130918,-0.2647865307692072,0.19196941443780122,0.5331173002704267,-0.4686762749759288,0.29056160801237724,-0.16642740788301813,-0.05231874910558726,-0.40645816888763797,-0.49201829343967207,-0.026326399365124174,0.4317521713493184,1.0,-0.3825712075191188,0.024172589001132477,0.21806118729499283,0.5101277420067786,-0.4586281346424379,0.27189781387982026,0.12976217969748371,0.3947296021814663,0.08231219728746593,-0.08370236844800044,-0.10047255362678295,-0.23288608159650642,0.34029900213502684,-0.24552113124135239,0.06366334755536292,0.3737514018613122,0.2993531518844552,-0.22632280682501185,-0.07862578403685971,0.11192801832649198,-0.005763242599101198,-0.1843863658195901,-0.4624105651766355,0.28337405004816146
nmod,-0.1707982562942559,-0.009530581626484534,0.21423882034067585,0.34911696187346825,-0.14272012923697117,-0.07085280771518603,0.16336586486925328,0.3833612414832312,-0.3665720843734675,-0.5429172663505786,0.1488256233600059,0.19888366110291741,-0.06825212345421411,0.4209557669919946,0.5465288121972754,-0.09244114472375314,-0.6768001324250704,-0.30086309482246626,-0.28352768123773947,0.30108019401084385,0.13847822764097234,-0.1185403574194759,-0.26181476324226016,-0.3299569241554203,-0.13224757445661794,0.16776138006525892,-0.09692712309921338,-0.3825712075191188,1.0,-0.26006932218563283,0.03804081749211984,-0.15341227420454742,0.14139498675643536,-0.2751509284698463,0.48470515506839834,-0.6366698635838665,0.3265266751973439,0.6158123794547722,-0.023422131047564757,0.22804793116067987,0.16924856739092844,0.8121037573875036,-0.031151167313288847,-0.00583898531764612,0.19774426622427105,-0.4538952576182231,-0.49273235060649445,0.2353041383890507,-0.09085490866626943,-0.0769337437177549,0.14567613822149914,0.03613395987333265
advcl:cmpr,-0.1961479703423886,0.44537016164467025,-0.2610043767014026,0.2975050526222052,-0.5710771456296956,-0.23286564318908512,-0.0999767002156764,0.19625185388225871,-0.08880152382276081,0.34674494357308405,0.12003366104519476,0.47640543502265614,0.05835730700317016,0.2746467512258783,-0.2897771389096464,-0.7087222756995633,0.36737853113891294,0.2832748389575109,-0.1352987995286992,0.07325983904606824,0.31867871206315124,-0.07981353507078202,-0.18792491866602498,-0.10423568440767228,0.47163724649083555,-0.33455491786479175,0.3757109007852845,0.024172589001132477,-0.26006932218563283,1.0,-0.0913254003319632,-0.12585286452951144,-0.18181561046630995,-0.2583647884758039,0.07413087068143454,0.6395343016650477,-0.2121811261940079,0.19601980087231266,0.2764455584849318,0.1549740125719727,0.2125883805727971,-0.2812724488312112,-0.20129850490967913,-0.5021927394556297,0.01719150499544541,0.3528893684219669,0.256263121877132,-0.34951822130499366,-0.2931292336581909,-0.22204976341380128,0.14056373444835063,0.44510701529392055
cc,0.26431738544225397,-0.3145886312621209,-0.1580241638915564,-0.052625137976818386,-0.24072498485037408,0.11543698493249689,0.9687705471056558,0.6600934176914786,0.1105805139274785,-0.18182061463479007,-0.5108965075302151,0.057368346859252135,-0.24867749445505918,-0.2813784867480988,-0.32189132696722494,-0.02832402821524933,-0.11980750946343043,0.07728824472248697,0.31000053965073615,-0.17280116220018713,-0.2714527281625033,0.37439382129472293,0.030244953437886756,0.034067583604227424,-0.33654615795558257,-0.3304797157894781,-0.18470460425158627,0.21806118729499283,0.03804081749211984,-0.0913254003319632,1.0,-0.1726779417278634,-0.3423180962932953,-0.42994575456061684,0.18684914901916777,-0.04637405343061734,0.06871327708397174,-0.21015050081072187,0.7463492856263327,0.05058151340675942,-0.3912494759157655,-0.21567532824981867,-0.37628666839946157,0.2673654790695152,0.2385985215308624,0.03686281684169326,-0.2293047245178639,0.06693737858317088,-0.4818995293332962,-0.28466631792388747,-0.33759696627660385,-0.28606518947948567
nsubj:pass,-0.15393847795111879,0.17536391975107077,0.0798902835786619,-0.04689550696341995,0.20031445190621144,-0.008004924164757666,-0.23450244248412044,0.11883979802570324,-0.08011985504413045,0.24732682302417158,0.2719795672858106,0.4532713665464667,-0.5209749655741132,0.2303284086108452,0.35678059488365166,0.3470147036690861,-0.09555188340880341,0.44488335921038785,-0.2703739892896267,-0.23603746824339947,0.10357017324004375,-0.05638894751515437,0.04400064575027408,-0.15715103256543056,-0.5187155125625444,-0.14070264910452313,0.005441356834552959,0.5101277420067786,-0.15341227420454742,-0.12585286452951144,-0.1726779417278634,1.0,-0.11803763105863371,0.014715856658010614,-0.045167940825247346,0.4062645938046331,0.18593363630862128,0.09918752973417667,-0.46817172177524896,-0.23426744691851034,0.19137183657894255,0.08102178583143922,0.32257724245864305,-0.13606299157340684,-0.21046270185383492,-0.4056180983764576,-0.16701093957876736,0.3044193263569916,0.24436622848923178,-0.003944444808760097,-0.4253173046190966,0.04569506570124833
discourse,0.6352032472947956,-0.592491363432441,-0.38635564010404194,0.46015388959718706,0.5478025822869881,0.4045262214710527,-0.43517167354814157,-0.23227763103345958,0.25024533310824204,-0.3424704148009356,-0.02645414999889962,-0.4816649389468875,0.48066598780089126,-0.19045260670259256,0.0019340652933248802,-0.07289370229733011,0.22917487421938884,0.07928680957632135,-0.37817148091951086,0.24557690596176057,-0.5505301262908174,0.2952515673681281,0.3314796465903803,0.08232552355617927,-0.03827120632765369,-0.1615006286890748,0.17997762663975594,-0.4586281346424379,0.14139498675643536,-0.18181561046630995,-0.3423180962932953,-0.11803763105863371,1.0,-0.20044694594491302,-0.3392714057948189,-0.3178031925754514,-0.0671104815310295,-0.14223844513256334,-0.4595203486571802,0.6248406606803942,-0.24805896985993325,0.12668543251089787,-0.16465374102994848,-0.06741934694188825,-0.3795983508273712,0.22916094415886096,-0.44222001863758154,-0.2100280797841518,0.505669596607604,0.6823620275393788,-0.13583800560164322,-0.6087681011755893
csubj:pass,-0.1649813642989397,0.1372570656282771,0.4891221829149807,-0.23675594236364253,0.2577916630260898,0.12621536514581688,-0.4594954767538991,-0.5168882720197053,0.20316509297470106,0.27194812507931054,0.2828049933037226,-0.016038896629068024,-0.2661240691454971,-0.08504797834991641,-0.04225972876069896,0.2153389088267294,-0.054403579320000915,-0.3369317783587247,0.44215086577644447,-0.35530998629481325,0.07040373694918345,-0.15301189938328222,0.21761016566141586,0.12976415363079633,0.0874458476169941,0.5088721791651438,-0.08735305887457613,0.27189781387982026,-0.2751509284698463,-0.2583647884758039,-0.42994575456061684,0.014715856658010614,-0.20044694594491302,1.0,-0.21135640415048268,-0.07469259791452447,-0.1422277619707009,-0.11134382859938424,-0.2567471411798523,-0.33743497732675914,0.3192606005026447,-0.22083587791736375,0.3862483523486856,0.5729007534025637,0.33188978479243747,-0.14132780824440874,0.3787713488802233,0.2403922061300882,-0.029711757797562275,0.08942293576721841,0.3736926026857544,0.12791920565750428
acl,-0.3972611064923558,0.4018532273659239,-0.1858180110072597,-0.05837848092006064,-0.259607953165038,0.07996016662854763,0.2591914210967468,0.3168268920335548,-0.7762670350451688,0.2953033475665962,0.5580498236301017,0.423825884262533,-0.1876911085924124,0.30127593428513666,0.31736108251915063,-0.24205473688967136,-0.7791157264044251,-0.08236824810148581,0.26661404924276555,0.3369588262589095,0.40602996545551934,-0.6374091388587648,-0.7056748618731403,-0.496164720258422,-0.16624804832896792,-0.09430795674148316,0.06782456182752367,0.12976217969748371,0.48470515506839834,0.07413087068143454,0.18684914901916777,-0.045167940825247346,-0.3392714057948189,-0.21135640415048268,1.0,-0.19528452602965093,0.4576910393538169,0.14239213126803835,0.04471908357740856,-0.3516479126228054,0.6467671436577325,0.656406936407489,-0.3076418625135757,-0.02370544534202307,0.01812445692025432,-0.3531583240187317,0.052920866354238295,-0.0880810511061532,-0.02919220827729151,0.025194365931170058,-0.1772796607571095,0.40443473126667046
expl:pass,-0.18302012375545898,0.3996355768528546,0.03363092889789948,-0.14860303898160415,-0.3160405899778941,-0.15984622230797627,-0.10482562908696381,0.15185354024074435,0.04633829983955243,0.3707962456491567,-0.008659219191149458,0.40404111662892056,-0.2305980691641977,0.17686834994317563,-0.023870743890720122,-0.3468290154396418,0.42598528072658726,0.38123016920101027,-0.14860303898160418,-0.12653856914864312,0.24854349054284974,0.0012760028855717217,-0.023551276702517682,-0.18893528903822057,0.32153800752043304,-0.07080846702044571,0.2528976086261818,0.3947296021814663,-0.6366698635838665,0.6395343016650477,-0.04637405343061734,0.4062645938046331,-0.3178031925754514,-0.07469259791452447,-0.19528452602965093,1.0,0.1378653113272443,0.0031312719753182057,-0.022628254108496133,-0.28901520131157454,-0.005181488164935569,-0.46000622958194326,0.30444807581395217,-0.34379715699119706,-0.04157990082547722,-0.012187400849503167,0.4140898731731112,0.14628800020904037,-0.24150371552703487,-0.2074073067473207,0.05920715689353094,0.3109584735531567
amod,-0.2463168074501414,0.2056130462697344,0.32969124167912667,-0.30639492516666517,-0.02177629612232389,0.1412551369457344,0.11442087108437385,0.32270002331792536,-0.3939500385196787,-0.24174834769869,0.2614971430018156,0.169142532802448,-0.29627748050977215,0.3756347663152586,0.8042841678343755,-0.254726510135447,-0.5903184859812094,-0.08654924154061897,-0.16107698919319285,0.2300532857191182,0.2608525186343599,-0.2600538735600819,-0.2943290031001073,-0.7390229712404282,0.10832090134755279,0.449987549202239,0.00965435225698615,0.08231219728746593,0.3265266751973439,-0.2121811261940079,0.06871327708397174,0.18593363630862128,-0.0671104815310295,-0.1422277619707009,0.4576910393538169,0.1378653113272443,1.0,0.2801346591402903,-0.34497733670832126,-0.5138109828454427,0.17986435263057673,0.5791162235469431,0.3908723498025691,0.0009721227873495981,0.15012953137257545,-0.8259707919175574,0.06971260326306128,0.6615222693174441,-0.1607647782559261,0.16440383718056198,0.16255805652988567,0.14655341046018386
nummod,-0.5985738544874538,0.5050323924206526,0.5779843483017345,0.2637004726698795,-0.4739544822714916,-0.31984200596074125,-0.06891154484113193,0.39680881098992354,-0.09720651270429645,-0.49718815260335775,0.25098279240808874,0.5171190942549764,-0.3778298261398658,0.8617888363068192,0.5963079503121225,-0.3257154146471901,-0.3848129740356961,0.018239059663082077,-0.5221424241717992,-0.13622593441863737,0.6113323079871535,-0.0029558699461197,-0.022686269875288878,-0.5054271231708266,0.16159615308748673,0.34299093473129394,0.09327934525482343,-0.08370236844800044,0.6158123794547722,0.19601980087231266,-0.21015050081072187,0.09918752973417667,-0.14223844513256334,-0.11134382859938424,0.14239213126803835,0.0031312719753182057,0.2801346591402903,1.0,-0.07143915951013918,0.09946356237183115,0.2826110547466481,0.5260107357617779,0.2897342278841699,-0.3373781108458217,0.5485090699259466,-0.5573334581404504,-0.3375230592179036,0.44187213591984054,-0.35996237662735736,-0.3714940757989577,0.35365145663070596,0.5287344616654708
conj,0.13514268796508502,-0.16509870741538185,-0.10884985511455954,-0.03741919096093618,-0.37707907198734714,-0.33235286765668987,0.7606035661874533,0.37064087435218135,0.26598083854215726,-0.11814538519832454,-0.5289654645674084,0.07626193635917795,-0.06936305714784502,-0.30838642795163934,-0.5751644409212289,-0.20375589851191228,0.19034829725328525,0.053762434482901016,0.1999582047392065,-0.2267398467409204,-0.1465729888125081,0.40620371035758995,0.11249085529200098,0.3852859221173465,0.06122890808019241,-0.35695820499290704,-0.3541698275300725,-0.10047255362678295,-0.023422131047564757,0.2764455584849318,0.7463492856263327,-0.46817172177524896,-0.4595203486571802,-0.2567471411798523,0.04471908357740856,-0.022628254108496133,-0.34497733670832126,-0.07143915951013918,1.0,0.11817812610066676,-0.30765708400537184,-0.38226374966635446,-0.44725539855345287,0.033640294482342,0.3234730067149127,0.34820935264785535,0.04006905603985186,-0.14812142797342834,-0.6845851594208634,-0.4410071085970008,0.03783742509802557,-0.06043862716188327
appos,0.49413952552283935,-0.44735524029672546,-0.34068492853457566,0.8681768098330673,-0.04363112339812857,0.298037785641841,-0.011192407756340303,0.2496934130517423,0.32345609436056133,-0.34371254122676603,-0.2749934922241116,-0.07747548852926583,0.2645333302474763,-0.014747998150246293,-0.3866260123577543,-0.15344852051968225,0.2790467543358533,0.05289613110533729,-0.1944880826746433,0.014078792888054581,-0.41592583701303554,0.4709655187895151,0.3129744810485453,0.16775707608149432,-0.17825706811990547,-0.39999493444934237,0.3513035569281486,-0.23288608159650642,0.22804793116067987,0.1549740125719727,0.05058151340675942,-0.23426744691851034,0.6248406606803942,-0.33743497732675914,-0.3516479126228054,-0.28901520131157454,-0.5138109828454427,0.09946356237183115,0.11817812610066676,1.0,-0.32584646845668747,-0.15469630705316137,-0.3810461070195764,0.008241568743991533,-0.03698585586774761,0.4854194931912907,-0.6961904850479828,-0.3866232400851676,0.14056788629812458,0.062030997037864674,-0.2127209569178266,-0.42872306304246066
case,-0.5590853983322571,0.6364574054631288,-0.019291743623110563,-0.00030524666903224037,-0.05993638019561392,0.11782529594476142,-0.37239457967481904,-0.0847601338448303,-0.43078146588350824,0.48107075612294414,0.9592561427991014,0.5394681194141814,-0.3992968052988362,0.4929289124947987,0.24750480626931007,-0.2682663676739803,-0.5809847821135502,0.17613741345121986,0.1832237355857771,-0.1283495158383744,0.5841733556710839,-0.5756757732226063,-0.30474226732170306,-0.44368954541973343,-0.138266942736222,-0.006080730392438597,0.1878995355839875,0.34029900213502684,0.16924856739092844,0.2125883805727971,-0.3912494759157655,0.19137183657894255,-0.24805896985993325,0.3192606005026447,0.6467671436577325,-0.005181488164935569,0.17986435263057673,0.2826110547466481,-0.30765708400537184,-0.32584646845668747,1.0,0.4828516076393089,-0.17835981148498997,-0.07320837980832919,0.21229494372023194,-0.3369445776233296,0.08098641651949431,-0.09833567797900244,0.08875854892487575,0.22101944696460799,-0.11207300912754412,0.6189113259103644
xcomp:pred,-0.3844281936572709,0.24923004612350066,0.11961176879608827,0.008355044193469685,0.040967873053014546,-0.040594521682804245,-0.09272880691333416,0.1223240910276713,-0.5517599976930327,-0.28220121909296947,0.540970361577419,0.15507719861403324,-0.07976126248409261,0.5169443085376845,0.7642682886026546,-0.0560438973764162,-0.7804159803061217,-0.07075278576513847,-0.316650464673985,0.3138593748125369,0.3795677336764583,-0.41641643241478465,-0.382667651282501,-0.523087351920153,-0.13760161806097368,0.2078716561185079,-0.06476038909684041,-0.24552113124135239,0.8121037573875036,-0.2812724488312112,-0.21567532824981867,0.08102178583143922,0.12668543251089787,-0.22083587791736375,0.656406936407489,-0.46000622958194326,0.5791162235469431,0.5260107357617779,-0.38226374966635446,-0.15469630705316137,0.4828516076393089,1.0,0.0018722562084606928,-0.22820643124546136,0.023819336097320717,-0.6208533855381474,-0.2876374116974043,0.20807599448123607,0.18172869724291554,0.195119013651174,-0.0015499775138716025,0.26264822669935883
aux:pass,-0.327361177164321,0.2497203444331926,0.7887821728360641,-0.23192867165137154,-0.11283919792413542,-0.1982509239586467,-0.30026598856141057,-0.09342806465693261,-0.09845851921016269,-0.15789652827343048,-0.13010502055333645,0.06779650202203524,-0.12585566569592488,0.2854158049305912,0.6014383949174893,0.2239090793167558,0.005196595012101516,-0.45678271672439685,-0.17738884428308668,0.13955861678804138,0.2368744966912552,-0.1853978961582266,-0.10141634801765091,-0.22853565884693378,0.3711141394213016,0.7985865838997676,0.03790791257272754,0.06366334755536292,-0.031151167313288847,-0.20129850490967913,-0.37628666839946157,0.32257724245864305,-0.16465374102994848,0.3862483523486856,-0.3076418625135757,0.30444807581395217,0.3908723498025691,0.2897342278841699,-0.44725539855345287,-0.3810461070195764,-0.17835981148498997,0.0018722562084606928,1.0,0.13880514980601777,0.07572379747412472,-0.49778223251273007,0.33702832184745807,0.696647911726204,-0.05976105973277926,-0.3379591528938175,0.6028958689962925,0.17818030065138446
advmod:neg,0.2791628997436643,-0.33442775718752804,0.2467893066058902,0.09976053720991232,0.1541304695701427,0.596370044349212,0.1896042443820178,0.09356068136235075,0.0900250052001484,0.05396989812748682,-0.11631814414402625,-0.05251137112041271,-0.2672038681275527,-0.297620287796022,-0.1707587766077481,0.23768337539375034,-0.2842302154310637,-0.5487307196185092,0.7235864811484832,-0.13803156493697274,-0.36656994332279913,0.0333438045966635,0.08221179776958491,-0.0008203434765151752,-0.293332521368518,0.29271901561484226,0.07036137020784518,0.3737514018613122,-0.00583898531764612,-0.5021927394556297,0.2673654790695152,-0.13606299157340684,-0.06741934694188825,0.5729007534025637,-0.02370544534202307,-0.34379715699119706,0.0009721227873495981,-0.3373781108458217,0.033640294482342,0.008241568743991533,-0.07320837980832919,-0.22820643124546136,0.13880514980601777,1.0,0.2982889057134561,-0.10668424310378587,-0.04804069557306506,0.24009808579183872,-0.09059962266615561,0.033403206109537995,0.033691693424428286,-0.366224158916692
cop,-0.3447502105425943,0.2661645136417168,0.6167066031300935,0.020643129179846304,-0.33766914541771287,0.0672459371588205,0.27638619644230167,0.3810518330706428,0.3413582393186198,-0.3855694299008165,0.10324423827528868,0.3419060959572845,-0.6528128323902569,0.4380842240309949,0.08337317179381415,-0.34718578000010697,-0.35158996344760346,-0.025606769926783977,0.1437773740777679,-0.6481052564108362,0.3459967368231383,0.2933389181108193,0.34978660757890284,-0.35241323503879596,0.03631602884373508,0.36570952979919696,-0.019174899923215735,0.2993531518844552,0.19774426622427105,0.01719150499544541,0.2385985215308624,-0.21046270185383492,-0.3795983508273712,0.33188978479243747,0.01812445692025432,-0.04157990082547722,0.15012953137257545,0.5485090699259466,0.3234730067149127,-0.03698585586774761,0.21229494372023194,0.023819336097320717,0.07572379747412472,0.2982889057134561,1.0,-0.4374334197579573,-0.20629736265124912,0.49307523377704726,-0.7069373586780608,-0.2571385237478048,0.2867219550814349,0.31757655718700645
obj,0.42957846563655033,-0.30107912626499816,-0.6339392723181607,0.2396005794432158,-0.0034194532068330596,-0.01547406963147345,-0.02535336916761282,-0.3232383172963984,0.21909206837435366,0.3233165164560691,-0.3715915190287153,-0.3947667967770047,0.6487035153047012,-0.5473479560516099,-0.8595936353402648,0.0618534310725518,0.7124998037342823,0.038089749171253226,0.21176042712639936,0.1398855634112381,-0.3778541301138446,0.14597212641009652,0.07184661965259653,0.6561584950515548,0.12036114172550062,-0.5256878507409966,0.1428208020755557,-0.22632280682501185,-0.4538952576182231,0.3528893684219669,0.03686281684169326,-0.4056180983764576,0.22916094415886096,-0.14132780824440874,-0.3531583240187317,-0.012187400849503167,-0.8259707919175574,-0.5573334581404504,0.34820935264785535,0.4854194931912907,-0.3369445776233296,-0.6208533855381474,-0.49778223251273007,-0.10668424310378587,-0.4374334197579573,1.0,0.11941096364567183,-0.8421866977044118,0.2686191006381995,-0.0016969551829380755,-0.1803635608710332,-0.25090314660679697
ccomp,-0.24151016603566336,0.3186971979043139,0.12892046067292046,-0.6280044852369098,-0.0818714934003411,-0.38784976186761044,-0.1905461612756256,-0.4948117649095917,-0.2296303497242031,0.5148876248487029,-0.003307522990105682,-0.11188847492163616,0.24537918778352455,-0.2631469849083061,-0.05510586816470976,-0.042047913124606165,0.2726734247483403,-0.28452957624858305,0.2604427094221517,0.2740040758432913,0.1997069092717429,-0.44773761163375875,-0.34944183148396046,0.1907253280289601,0.649195711763145,0.312141561540591,-0.17689658011644077,-0.07862578403685971,-0.49273235060649445,0.256263121877132,-0.2293047245178639,-0.16701093957876736,-0.44222001863758154,0.3787713488802233,0.052920866354238295,0.4140898731731112,0.06971260326306128,-0.3375230592179036,0.04006905603985186,-0.6961904850479828,0.08098641651949431,-0.2876374116974043,0.33702832184745807,-0.04804069557306506,-0.20629736265124912,0.11941096364567183,1.0,-0.00702429812075247,-0.11489651574755827,-0.11976155880918198,0.5186688493182364,0.3246587773128492
fixed,-0.16681196659212089,0.030076367532763253,0.7939991813910557,-0.2583306152918636,0.03471335772337849,-0.10101630904372537,0.09549195922404943,0.2924917331907744,0.15067811512688986,-0.4959877841676942,-0.08250974587877725,0.23677689337732352,-0.5872655312158199,0.28165716606599145,0.6596005884444989,-0.033588781213535264,-0.3220144751406556,-0.1415922293484012,-0.2583306152918636,-0.23704901066661976,0.08831709601014773,0.21193309447690678,0.21563491421997938,-0.36194310554094844,0.07809949600130422,0.6098013080985855,-0.29239893423927715,0.11192801832649198,0.2353041383890507,-0.34951822130499366,0.06693737858317088,0.3044193263569916,-0.2100280797841518,0.2403922061300882,-0.0880810511061532,0.14628800020904037,0.6615222693174441,0.44187213591984054,-0.14812142797342834,-0.3866232400851676,-0.09833567797900244,0.20807599448123607,0.696647911726204,0.24009808579183872,0.49307523377704726,-0.8421866977044118,-0.00702429812075247,1.0,-0.5035538628783376,-0.1313575757897788,0.42765838329226125,-0.012078349854179712
acl:relcl,0.0877894352828126,-0.06179033131685803,-0.4244968630028604,0.09345744699840783,0.37745848542724414,0.3256965419380007,-0.49763761694412345,-0.48305719051935164,-0.3217382644204655,0.3242435311997975,0.2709955710163665,-0.39841807283809444,0.5024235322768632,-0.09018058822172742,0.049460936628468774,0.5166268049318167,0.03126526571198831,-0.03188296337071012,0.04424713188254419,0.38232442202967704,-0.07372843418038125,-0.4231646529339163,-0.24169454169230548,0.047038945393893826,-0.2899724791668947,-0.10246643897711907,0.346577038122888,-0.005763242599101198,-0.09085490866626943,-0.2931292336581909,-0.4818995293332962,0.24436622848923178,0.505669596607604,-0.029711757797562275,-0.02919220827729151,-0.24150371552703487,-0.1607647782559261,-0.35996237662735736,-0.6845851594208634,0.14056788629812458,0.08875854892487575,0.18172869724291554,-0.05976105973277926,-0.09059962266615561,-0.7069373586780608,0.2686191006381995,-0.11489651574755827,-0.5035538628783376,1.0,0.36530094298829263,-0.4395420017493783,-0.11775955556435644
advmod,0.5232446484468234,-0.4393740331280739,-0.467240708990244,-0.007999394784739756,0.8035650185287943,0.4537696779837796,-0.4326827846015915,-0.39356554785795755,0.20136249609276088,0.03476611930861447,0.3982267915987644,-0.3455798363600027,0.1320438648555239,-0.3290170777026259,-0.005669692558247198,-0.17149850153357535,-0.022276443047919595,0.332850914324332,-0.10109002474268074,-0.014691907786727342,-0.45102814040535333,0.12521326116468248,0.33127991371186566,0.02212065924719718,-0.15683095166955155,-0.23971394453085274,-0.09484508303540952,-0.1843863658195901,-0.0769337437177549,-0.22204976341380128,-0.28466631792388747,-0.003944444808760097,0.6823620275393788,0.08942293576721841,0.025194365931170058,-0.2074073067473207,0.16440383718056198,-0.3714940757989577,-0.4410071085970008,0.062030997037864674,0.22101944696460799,0.195119013651174,-0.3379591528938175,0.033403206109537995,-0.2571385237478048,-0.0016969551829380755,-0.11976155880918198,-0.1313575757897788,0.36530094298829263,1.0,-0.266798839563907,-0.46030874627098933
orphan,-0.23856414785788335,0.17949369253016229,0.6542565196431611,-0.15826767465934682,-0.2368120712283128,-0.43819897170253413,-0.22489840868811678,-0.21250676821230882,0.023447097264275147,-0.2892722804759585,-0.18008551721256544,-0.05757438769417051,0.1642124015420877,0.13440578384040713,0.2843797946976673,-0.2733703341285312,0.11526268409035668,-0.5789508277648878,-0.15826767465934688,0.225322281018736,0.1930295134531172,-0.07964178237831035,-0.05990669982139062,0.005758514771596889,0.8386155227366592,0.7078186662585092,-0.16621258281598522,-0.4624105651766355,0.14567613822149914,0.14056373444835063,-0.33759696627660385,-0.4253173046190966,-0.13583800560164322,0.3736926026857544,-0.1772796607571095,0.05920715689353094,0.16255805652988567,0.35365145663070596,0.03783742509802557,-0.2127209569178266,-0.11207300912754412,-0.0015499775138716025,0.6028958689962925,0.033691693424428286,0.2867219550814349,-0.1803635608710332,0.5186688493182364,0.42765838329226125,-0.4395420017493783,-0.266798839563907,1.0,0.23122376983548276
punct,-0.9548646766578611,0.9844908830539607,0.3398737921100718,-0.20595687551740227,-0.6502418365982439,-0.31979636377133164,-0.13055628470792577,0.021028534740037706,-0.4661972795853563,0.30580121179323866,0.5205509579733784,0.4657726159168092,-0.20798519377365307,0.7269953960462939,0.29907425010383987,-0.20769720659807753,-0.30196203403908584,-0.016344562389591467,0.06520314709504758,-0.039257289529932196,0.9779956763502957,-0.6073891843668551,-0.47368501913966277,-0.475029738836122,0.3080550458791784,0.3177814385964518,0.29280793601208416,0.28337405004816146,0.03613395987333265,0.44510701529392055,-0.28606518947948567,0.04569506570124833,-0.6087681011755893,0.12791920565750428,0.40443473126667046,0.3109584735531567,0.14655341046018386,0.5287344616654708,-0.06043862716188327,-0.42872306304246066,0.6189113259103644,0.26264822669935883,0.17818030065138446,-0.366224158916692,0.31757655718700645,-0.25090314660679697,0.3246587773128492,-0.012078349854179712,-0.11775955556435644,-0.46030874627098933,0.23122376983548276,1.0
