,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nmod,0.4622931152372346,-0.5338512303560281,-0.3512207127694034,-0.12359791780918164,0.3152849509350329,0.14107275610851597,0.7347657734868733,-0.39238007776304773,0.3350831155511633,0.4714586357639131,-0.48649997348095214,-0.29782052104746354,-0.20510439468623334,-0.6640729205570058,-0.5399376601156393,0.6698441244728589,0.18595759586361726,-0.6213543047546204,-0.29214092061337776,-0.3940201803280303,-0.4790121668025821,0.426170441009992,-0.41388852111543034,-0.09873965006962399,0.18595759586361726,-0.15555428293983944,0.21764674802859008,-0.5182956936374488,1.0,0.28809602111181354,0.5686897108404588,0.2830593312679804,-0.4652606025308706,0.5431846132995857,0.6486268742524984,-0.19064448496139785,-0.18429871204907167,-0.07198768809659165,0.5160878099903808,-0.14841393668728356,-0.12913279337706737,0.29856416018724075,-0.4028966513287932,-0.054568500860348444,-0.45751057680921225,-0.4715645200835591,-0.28816973825624925,0.27087627780836243,-0.13805182936394073,-0.5391108095731195
cc,0.28483973968888904,-0.43988529472634097,-0.5081736439368918,-0.5414327166922434,-0.014879877871827835,0.9803854412693722,0.5988710988351851,0.440736822026198,0.6919081762914664,-0.025945579634898082,-0.8160731822680813,-0.42369339105701115,-0.08614915521600308,-0.5287055339409441,0.2191986848753371,-0.07401141507269468,0.7904030826097876,-0.63085228155873,0.2440938574145422,0.23866062922975578,-0.3832268051876758,0.7797073072404258,0.433882219135194,-0.7293301397786437,0.7904030826097876,0.46374726703298597,0.509699868917322,-0.41115838372910635,0.28809602111181354,1.0,-0.30530869460543175,-0.10989702380829591,-0.40472063504832273,0.24602522438777494,-0.06432142802599494,-0.35145768467784977,0.10755487766662085,0.674315569380429,-0.2780267646454988,-0.47005166713676855,-0.6471640453799045,-0.4003549354388085,-0.6904153489827014,0.16466274240139261,0.04221009876015348,-0.3502821841959973,-0.6758539687997333,-0.6912600726291227,0.664913069014346,-0.44126472303664677
nsubj:pass,0.23201082253129401,-0.22570307831295425,-0.10574337312373917,0.4429642525560468,-0.06187856122857001,-0.4176495040824241,0.308776116692813,-0.30253696696989896,-0.35600523653128946,0.4333949194776809,-0.0789369007142844,-0.2841620875068245,0.022200607766385504,0.1418090603554236,-0.5142999809545447,0.5921417687753103,-0.5643935426753909,-0.24808720470104537,-0.21464362544573448,-0.6654071521022952,-0.20146885168803125,-0.07996717576770719,-0.36664019399404485,0.15019322048360612,-0.5643935426753909,0.09551755865119381,-0.18162227184600127,-0.18267654920906784,0.5686897108404588,-0.30530869460543175,1.0,0.5553495109710357,-0.35507447421724153,0.2694688926668868,0.5285399674910047,0.47969270769112865,0.03297406356296903,-0.5046647794490075,0.516043907056964,0.14180353582035188,0.38148359196898357,0.5368856221475149,-0.07386850275667887,-0.6382051261622778,-0.6750846318551651,0.06582015826413662,0.11909497166802466,0.7103516597094165,-0.6538348461027674,-0.17670951081318184
discourse,-0.2184373425424889,0.14540504664105564,0.04228635012370489,0.6492113980616928,0.39691376300306863,-0.26118160430988696,0.12965926181502016,-0.28347309296471124,-0.39077810357415643,-0.034606784181725976,0.048108793873478564,-0.33813019041359565,0.1533132254509416,-0.02447290487379111,0.006520343097136724,0.3885192792418149,-0.47088312345526057,-0.027873616058912122,0.3196731769922625,-0.5890943458252047,0.16077920190402806,-0.16017758517762923,-0.5662676865246274,0.0686198147199363,-0.47088312345526057,-0.007883687150903661,-0.03480263767357724,0.252994197310897,0.2830593312679804,-0.10989702380829591,0.5553495109710357,1.0,0.05652738238017321,0.15502719283533897,0.5897552691756164,0.040503630435794045,0.07529842049372099,-0.367455169394982,0.36503255927654177,-0.4405506735521632,0.22362185065870402,0.41991104340213325,0.022109506362978364,-0.5800354106028127,-0.5271193986138349,-0.04735203627929255,0.28371454352305886,0.5962722808108718,-0.40007303235148245,0.10641076161393857
csubj:pass,-0.4060362828367637,0.42253492687337785,0.6892744186486335,-0.09832636051704578,0.2532463071469371,-0.3834985671215311,-0.41808274475559026,-0.33293109208795746,-0.4015230833761855,-0.09256965923469596,0.37787788006280987,0.3517156383268684,0.5321723493001009,0.16048901732410317,-0.10355835991148558,0.14400669932502216,-0.25379058758286394,0.34230145291945446,-0.08320684747326351,-0.06417577106374557,0.35510807334231953,-0.6981825594070333,-0.4361400806412025,0.16844606323246705,-0.25379058758286394,-0.536209505662631,-0.10501802749199306,0.47622658328971185,-0.4652606025308706,-0.40472063504832273,-0.35507447421724153,0.05652738238017321,1.0,-0.2668805215353251,0.2620847573316909,0.19104426877394903,0.43441141681038725,-0.3774574780037156,0.21992760839624265,-0.3240672291274554,0.5667767912613467,0.24637023593520413,0.5659801115766148,0.05031726699345389,0.5032555288084145,-0.3724279018875227,0.5657666653757958,-0.04681715186432568,-0.32155581822332585,0.4156226379568904
acl,-0.09514867009181416,-0.028464506979456176,0.34098446904729685,-0.2729035709351718,0.38589575070459853,0.18457687319481594,0.6072342156594711,0.17860973550142256,-0.1643285939704242,-0.044186706586977535,-0.08238384138625328,-0.770870173974491,-0.25526193905062233,-0.4605313793962055,-0.5322547899413658,0.14954355086825807,0.3129017348723027,-0.033598973437796414,-0.6238812503993519,-0.694875470243023,0.06724628481238569,0.5799973509441044,-0.09803330288490866,0.33375080418680086,0.3129017348723027,0.2389825319839793,0.09872968943023344,0.22410418528132894,0.5431846132995857,0.24602522438777494,0.2694688926668868,0.15502719283533897,-0.2668805215353251,1.0,0.42529616270417653,-0.22246924374067203,-0.20564542648705172,-0.25963788992011516,0.06307661193651644,-0.5281680625784957,0.25832025874404846,0.6518321291814592,0.24167871115496595,-0.46450571876654734,0.044859906584430745,-0.08114539912828651,-0.7100050485550478,0.11393573097622603,-0.17740493172044913,0.03814676409595924
expl:pass,0.20493857064468926,-0.28397701684430976,0.24252124352543267,-0.04697136476403363,0.37011343067363645,-0.22999356404626514,0.3564890913990215,-0.6545380350828599,-0.14354939917879805,0.5162652330540017,-0.15922321567506095,-0.16775366138340247,0.4180654315555312,-0.3204758332909975,-0.708331526600506,0.7701041683325629,-0.26113362890879227,-0.2884290446112337,-0.2611336289087924,-0.6436209352387892,-0.2727638595882484,-0.18577655348892186,-0.8266050607562534,0.07803136517641532,-0.26113362890879227,-0.33468263468888204,0.2638090959279064,0.02499868262756921,0.6486268742524984,-0.06432142802599494,0.5285399674910047,0.5897552691756164,0.2620847573316909,0.42529616270417653,1.0,0.1733172047891884,0.3495207447806375,-0.604579251948761,0.8321289399193066,-0.507176139754132,0.45511158245086314,0.6074551459826772,0.1011032489293211,-0.3434060536483021,-0.11143992606084613,-0.624518508808897,0.1109431118337953,0.3357858156252344,-0.4760229362895305,-0.2730396951881747
amod,0.24390208539876584,-0.1999426362122289,0.1812140731722284,0.012384431543626971,-0.6413115456073254,-0.3328027669352885,-0.18674332991866044,-0.07265185088884724,-0.40410098776746767,0.49332471334833944,-0.0445025347168547,0.08830890755095376,0.6245652541742195,0.7147635142733895,-0.42468409149088365,0.2552752298483768,-0.6101970037777531,-0.07231231785099568,-0.13179304352580754,-0.24202195272008306,-0.23825463887528814,-0.49618647059715715,0.0031469606033615247,-0.10895268962529772,-0.6101970037777531,0.253494203829301,-0.048933407131923616,-0.0013169650302792496,-0.19064448496139785,-0.35145768467784977,0.47969270769112865,0.040503630435794045,0.19104426877394903,-0.22246924374067203,0.1733172047891884,1.0,0.7086717422689842,-0.48438063010880034,0.34809404507799546,0.18550985316416546,0.5892857872255026,0.217249994958205,0.10598506910122346,-0.5134236004662124,0.0018932206183279636,0.0441347592491182,0.2677382855413757,0.07599750461344637,-0.49128465515154657,-0.09123791316539638
nummod,0.3673021362525717,-0.410529072198392,0.15939130987584776,-0.3481095944909518,-0.5087250417975023,0.08753350521634415,-0.16192341663105053,-0.15734206643840326,-0.010849108220067346,0.5453825379358923,-0.28809212391867356,0.13892233248605595,0.9426857604868897,0.4158899391058798,-0.31698895056867993,0.17691036516975692,-0.2753657207374965,-0.19838655847548284,0.15754809444145534,-0.006405100258685638,-0.4507834823877333,-0.4047412348419454,-0.11962395044694148,-0.4101018934645075,-0.2753657207374965,0.21445442435276413,0.5016863623289533,0.06883866038839141,-0.18429871204907167,0.10755487766662085,0.03297406356296903,0.07529842049372099,0.43441141681038725,-0.20564542648705172,0.3495207447806375,0.7086717422689842,1.0,-0.3230309472780728,0.4465609463477287,-0.30972679153437416,0.32596802772412903,-0.042708201397499417,-0.02851223151104145,-0.24271956854452717,0.3981511278110705,-0.36046068490581185,0.10564346231277488,-0.4174685803134434,-0.029894421177274918,-0.3455004932165024
conj,-0.021242852861030174,-0.020812514581460308,-0.6501415216758881,-0.22715492907512344,0.026278909458510993,0.7453723117563529,0.32141359930603014,0.5382431265005548,0.6229407787123088,-0.40954285098467236,-0.5460025929556107,-0.06723687365655641,-0.5016121560597341,-0.3972900261604827,0.680518335109676,-0.24332279042517826,0.7491548351534205,-0.45273305532069863,0.35151061151150426,0.595744448690738,-0.004621253299757396,0.6033767209084949,0.6664572283538821,-0.6571426706065759,0.7491548351534205,0.18332470725273584,-0.05596083585006008,-0.5538444724726256,-0.07198768809659165,0.674315569380429,-0.5046647794490075,-0.367455169394982,-0.3774574780037156,-0.25963788992011516,-0.604579251948761,-0.48438063010880034,-0.3230309472780728,1.0,-0.6859204340827512,0.06955594689981347,-0.8080243573031278,-0.652880148961258,-0.7022612418137579,0.5110682035284044,-0.1773811617456603,-0.07687955288813561,-0.25127492799569734,-0.5108039429609398,0.6204595264368342,-0.06839774159579085
case,0.5509304827915921,-0.5335295002953254,0.07426573914755295,0.004329437469855765,-0.03348409701937613,-0.4217919905833367,-0.03355044705952716,-0.8821548478930883,0.021963419821912196,0.8298501984257667,-0.019425323487177543,0.31313494789909874,0.5997218045626923,-0.00600294530768327,-0.704740296186888,0.6150083532973014,-0.5101209228676461,-0.17348448812133233,-0.0943279392736288,-0.28355802847041334,-0.5630532643034288,-0.47865690050042065,-0.8323176018642054,0.11738533529798671,-0.5101209228676461,-0.400846078599787,0.42191176525245544,-0.07743434125990971,0.5160878099903808,-0.2780267646454988,0.516043907056964,0.36503255927654177,0.21992760839624265,0.06307661193651644,0.8321289399193066,0.34809404507799546,0.4465609463477287,-0.6859204340827512,1.0,-0.05089388715764954,0.3463111002288806,0.28157556553452673,0.0701579776594936,-0.08249098248009026,-0.0062170598829834195,-0.45499492733866453,0.29847741468352845,0.2944078753234465,-0.3289609633561976,-0.5390538247370964
xcomp:pred,0.30018140449094793,-0.11412272497805476,-0.36474278925638215,0.2815817739942446,-0.4865273403464848,-0.39561359990703,-0.41552215370783396,-0.1404402722726329,0.10893366204203574,0.203747009761101,0.26436388531055877,0.5992997597358757,-0.24581077364757534,0.40990057711487454,0.11334802444703516,-0.18198513327594715,-0.316628638578183,0.14140730449603137,0.041560189666641094,0.4592138150137422,-0.16046985413264372,-0.2677855952440261,0.2079663456088908,0.16738132416892923,-0.316628638578183,-0.13722141171549826,-0.2802892712673438,-0.34941173448363094,-0.14841393668728356,-0.47005166713676855,0.14180353582035188,-0.4405506735521632,-0.3240672291274554,-0.5281680625784957,-0.507176139754132,0.18550985316416546,-0.30972679153437416,0.06955594689981347,-0.05089388715764954,1.0,-0.1877903561022513,-0.3819398534969885,-0.10103370540251388,0.3667674296032426,-0.22272441668837642,0.4663810223853885,0.3219041136379434,0.22940151640662082,0.00427550238342558,-0.13079839515761194
aux:pass,-0.3520959433888216,0.36872401031068197,0.8331009253978076,0.08572847560671824,0.09868215030064753,-0.6504291507192217,-0.13066110987637045,-0.20080528002681386,-0.8446180527661274,0.08121900044597331,0.44720620179959686,-0.14171309207894417,0.35961837990215206,0.36402845817663887,-0.6110695078747859,0.33592940157333856,-0.5555027655893415,0.3588478808979533,-0.5895204497358952,-0.713759564685926,0.3547341046451513,-0.525018851903809,-0.40296341215306986,0.5218921114377351,-0.5555027655893415,-0.17059888652981228,-0.3506503450920618,0.5244173303162736,-0.12913279337706737,-0.6471640453799045,0.38148359196898357,0.22362185065870402,0.5667767912613467,0.25832025874404846,0.45511158245086314,0.5892857872255026,0.32596802772412903,-0.8080243573031278,0.3463111002288806,-0.1877903561022513,1.0,0.8248328545432311,0.7448265768611064,-0.6278134393173047,0.15915965479452282,-0.0313084763887041,0.28526191888207586,0.4303686012504825,-0.8419836229710287,0.4610575497358514
advmod:neg,-0.42155959439508867,0.37280146561980887,0.6807417435754277,0.12803898326124197,0.48064321990970804,-0.45960218756893695,0.3232826284200686,-0.13211698016564835,-0.7440795477603387,-0.06485747941018648,0.265416562917046,-0.5213092008009185,-0.04043162097497483,-0.1005283654735326,-0.6294950547640592,0.49962167991001205,-0.27745216716741483,0.15050295284752394,-0.7034667102028809,-0.9534527990122124,0.4108642224207439,-0.08433188250306492,-0.4511388002760743,0.5329916103229337,-0.27745216716741483,-0.15756786829369399,-0.40637025908941693,0.3863846124466991,0.29856416018724075,-0.4003549354388085,0.5368856221475149,0.41991104340213325,0.24637023593520413,0.6518321291814592,0.6074551459826772,0.217249994958205,-0.042708201397499417,-0.652880148961258,0.28157556553452673,-0.3819398534969885,0.8248328545432311,1.0,0.5739421300562688,-0.6952038976740196,-0.14546326819075356,-0.11833863101095349,0.01391717153731739,0.595564104699261,-0.8405391088426742,0.4471337044437082
cop,-0.5247224710055249,0.5777956316183946,0.9316459207721868,0.14507046367123755,0.204075024422667,-0.6504039282119716,-0.49219488860095095,-0.11322749606793493,-0.743845865194558,-0.2360915916074748,0.8569009847043789,0.028432257373044233,0.14110716528942785,0.3411557246475011,-0.2820941405184984,-0.22442755470070835,-0.4098773389430324,0.8482064044504205,-0.4433846655102251,-0.39596420546037125,0.5649952193995231,-0.47787841443238493,-0.309451023158091,0.857573042045305,-0.4098773389430324,-0.22288801018958027,-0.256594333999325,0.8601087836159432,-0.4028966513287932,-0.6904153489827014,-0.07386850275667887,0.022109506362978364,0.5659801115766148,0.24167871115496595,0.1011032489293211,0.10598506910122346,-0.02851223151104145,-0.7022612418137579,0.0701579776594936,-0.10103370540251388,0.7448265768611064,0.5739421300562688,1.0,-0.29753711286698964,0.47637523943783666,0.3067550438042255,0.16593829812156852,0.32137839606272367,-0.44787522679308395,0.6119882601982111
obj,0.28458838359752553,-0.20973818255267132,-0.3890767949656933,-0.31573894149314585,0.021287453575826978,0.21008382123671937,-0.20706340850902205,-0.24973007543997056,0.7233439541202731,0.060569168817127185,-0.0744962328520623,0.6914148542191749,-0.15923349880719506,-0.3422014581088608,0.3076682535844132,-0.18365947269093752,0.4256725336418431,-0.10168030066533244,0.22325822542440812,0.8302883639430413,-0.2551949905919329,-0.006898555034246008,0.053237152774445,-0.2044390168275083,0.4256725336418431,-0.49767930556770323,0.2134302644890071,-0.4084778972523944,-0.054568500860348444,0.16466274240139261,-0.6382051261622778,-0.5800354106028127,0.05031726699345389,-0.46450571876654734,-0.3434060536483021,-0.5134236004662124,-0.24271956854452717,0.5110682035284044,-0.08249098248009026,0.3667674296032426,-0.6278134393173047,-0.6952038976740196,-0.29753711286698964,1.0,0.26732545637838534,-0.2521556202509635,0.13166976546402973,-0.4150593966704131,0.6013910425552718,-0.3079905143606817
ccomp,0.044223507036325216,-0.04483990074142652,0.5259845492189407,-0.6239505531975199,-0.21758541200995338,0.12138218226452617,-0.4263165067546835,0.043100482866150015,0.08891080858057777,0.06895183153213694,0.250461882006788,0.2585796553025435,0.46633003085155283,0.1577189272079418,-0.1532148356591077,-0.47156078530034956,0.19261942944908902,0.42581876438135124,-0.15670920296573002,0.29710007483547884,-0.06663246745355524,-0.18388448935463744,0.07687346138704888,0.1728457459087852,0.19261942944908902,0.0051589434715906225,0.4657650599971449,0.472362162335839,-0.45751057680921225,0.04221009876015348,-0.6750846318551651,-0.5271193986138349,0.5032555288084145,0.044859906584430745,-0.11143992606084613,0.0018932206183279636,0.3981511278110705,-0.1773811617456603,-0.0062170598829834195,-0.22272441668837642,0.15915965479452282,-0.14546326819075356,0.47637523943783666,0.26732545637838534,1.0,-0.07343279715822261,-0.24092431473217296,-0.6425624119646579,0.36702270866990044,-0.015038338716251798
fixed,-0.232765865980239,0.3218783998100971,0.04260998626419767,0.5409891205188498,-0.3591320949754503,-0.26977152729098164,-0.5002015075685378,0.4236548288711439,-0.35736367138557923,-0.3569056308853762,0.5752825058973946,-0.05587841554144843,-0.2928133033715412,0.6195156906391751,0.38491387855707987,-0.721915463740828,-0.3416523953757169,0.6598261990717337,0.1782878968123873,0.07733610944425734,0.333690086170351,-0.018486518298853307,0.424788143778821,0.47226956285141386,-0.3416523953757169,0.48070590261713225,-0.2493788921947371,0.4263303026229569,-0.4715645200835591,-0.3502821841959973,0.06582015826413662,-0.04735203627929255,-0.3724279018875227,-0.08114539912828651,-0.624518508808897,0.0441347592491182,-0.36046068490581185,-0.07687955288813561,-0.45499492733866453,0.4663810223853885,-0.0313084763887041,-0.11833863101095349,0.3067550438042255,-0.2521556202509635,-0.07343279715822261,1.0,-0.09242221742942165,0.2546234601635974,0.0742280474411905,0.33136710898397703
acl:relcl,-0.21014914768915471,0.3284807438617411,0.09282517757723106,0.5443160268382776,0.10978751114324609,-0.6897934425675878,-0.4977685319985886,-0.560366181482946,-0.33493026261092723,0.0319810752905063,0.378105845403211,0.6297030932923445,0.24461646009476448,0.32650817517525405,0.14852942439804412,0.3180830489046046,-0.6424946082093274,0.17184220188548266,0.2656543725254394,0.0864848449411939,0.23641450041176068,-0.84061966980655,-0.48692879334121875,0.09681500700751972,-0.6424946082093274,-0.6462663728786257,-0.40921512409613714,0.027704417675808106,-0.28816973825624925,-0.6758539687997333,0.11909497166802466,0.28371454352305886,0.5657666653757958,-0.7100050485550478,0.1109431118337953,0.2677382855413757,0.10564346231277488,-0.25127492799569734,0.29847741468352845,0.3219041136379434,0.28526191888207586,0.01391717153731739,0.16593829812156852,0.13166976546402973,-0.24092431473217296,-0.09242221742942165,1.0,0.4733719441596736,-0.4582257843016409,0.26473070115992064
advmod,-0.30317121964072663,0.37003059937969096,0.17101604595618491,0.7880584905893473,0.38545649866594034,-0.7723543519162344,-0.02695790338563559,-0.3943749880811265,-0.6134600941552169,-0.0635164341299464,0.47991429953919085,-0.07244340138746418,-0.2825602555647676,0.08830726722067007,-0.18755185626740406,0.39465535873832336,-0.6386743491011352,0.2453425225857566,-0.17940484930803016,-0.5944242397691174,0.3709509942575745,-0.31697012998528395,-0.5368405041320087,0.5830011892221537,-0.6386743491011352,-0.3427362450733926,-0.5710003448786559,0.16421356048724892,0.27087627780836243,-0.6912600726291227,0.7103516597094165,0.5962722808108718,-0.04681715186432568,0.11393573097622603,0.3357858156252344,0.07599750461344637,-0.4174685803134434,-0.5108039429609398,0.2944078753234465,0.22940151640662082,0.4303686012504825,0.595564104699261,0.32137839606272367,-0.4150593966704131,-0.6425624119646579,0.2546234601635974,0.4733719441596736,1.0,-0.7443043449464067,0.3477463854013015
orphan,0.36824598655939234,-0.3983621887264706,-0.5058840262417148,-0.36023654840728503,-0.2794922573093349,0.7017379273102798,-0.11381422945377075,0.27363931727934143,0.7967777036536604,-0.030486315534223367,-0.2957635647456991,0.18080227916627892,-0.03178721140681535,-0.1731462412658672,0.5051033393106639,-0.6198637058570434,0.5664856909983786,-0.08767514829001893,0.535951780122665,0.7731791511144754,-0.3893562236252169,0.41875844933173717,0.45079189049632107,-0.40770538302763704,0.5664856909983786,0.3130251628318528,0.6380848585946975,-0.17301751361100928,-0.13805182936394073,0.664913069014346,-0.6538348461027674,-0.40007303235148245,-0.32155581822332585,-0.17740493172044913,-0.4760229362895305,-0.49128465515154657,-0.029894421177274918,0.6204595264368342,-0.3289609633561976,0.00427550238342558,-0.8419836229710287,-0.8405391088426742,-0.44787522679308395,0.6013910425552718,0.36702270866990044,0.0742280474411905,-0.4582257843016409,-0.7443043449464067,1.0,-0.4603574224086708
punct,-0.9717169882802611,0.9869322139338972,0.6224328634300681,0.3597955128369649,0.45417585978555214,-0.35496999826743886,-0.178661436827647,0.37523643024617603,-0.7628873985345922,-0.8282617567902715,0.5765245624448571,-0.2531282426359273,-0.34876930936064393,0.15748790444477487,0.2978029547878536,-0.19040932863798055,-0.10214143900704811,0.5623519525808045,-0.23467675772433502,-0.330312388244276,0.9862610998588868,-0.161536435504028,0.11413671169118231,0.45668134826908346,-0.10214143900704811,-0.12086754408949801,-0.7856202697096162,0.5780573352159907,-0.5391108095731195,-0.44126472303664677,-0.17670951081318184,0.10641076161393857,0.4156226379568904,0.03814676409595924,-0.2730396951881747,-0.09123791316539638,-0.3455004932165024,-0.06839774159579085,-0.5390538247370964,-0.13079839515761194,0.4610575497358514,0.4471337044437082,0.6119882601982111,-0.3079905143606817,-0.015038338716251798,0.33136710898397703,0.26473070115992064,0.3477463854013015,-0.4603574224086708,1.0
