,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
obl,-0.3160688672292889,0.06195548512737209,-0.9383624281469273,-0.7656596031809573,-0.42742561620687525,0.15289761688000753,0.8320467956156047,-0.9932346164249098,0.9397895701455741,0.6134245370742134,0.3966294212499255,-0.9662337935202796,0.6260827304226196,-0.9810599655864586,-0.23652417001127768,-0.9101886500597529,0.5241627107357036,-0.9404513951570446,-0.6834629900836151,-0.9856556647278512,0.2944914127981022,0.8175422250867401,0.9717967048963866,-0.08532576424913715,-0.6834629900836151,0.08442222832875951,0.7161201238248961,1.0,-0.003447958490028811,-0.6834629900836151,0.5117974254365302,0.9982010436600335,0.4665907951857893,0.2576323569882667,-0.6087044763576348,0.9739171923566655,0.7188769305056987,-0.9756767499619694,-0.20376970782368786,0.9868148828141476,0.9833190353424195,0.8320575108166961,0.8001690097704603,-0.730724367962879,-0.56856117663008,0.9862286896200777,0.9739171923566655,0.2576323569882667,-0.8605657057204043,-0.2943870493145861,-0.9162191740966262,0.1673242188590097
nmod,0.9498204023589695,-0.9982866007787039,-0.34241544850669375,0.6458821043710287,-0.9025714002801816,-0.9887633448015517,-0.5575710097909472,-0.11269959666521492,-0.3449919835596185,0.7876335827270871,0.9166057951349489,-0.25433388268313145,0.777593295787629,0.19708577185988632,-0.9708043042819814,0.41732977227430995,0.8498057843462098,-0.336683530532565,0.7323373778672153,-0.16536930508964812,-0.9566638391485942,-0.5786840856361978,-0.23916950789386057,0.996641384208283,0.7323373778672153,-0.9967152328200458,-0.7004420577724408,-0.003447958490028811,1.0,0.7323373778672153,0.857336397679107,0.056513508401005275,0.8828592632609672,-0.967125579483675,0.795491109985207,0.22354435461717617,-0.6976118926086387,0.22257702203940197,0.9797156187167451,-0.1652545144203737,0.17849765815567492,0.5518171743964898,-0.602529971828143,-0.6801490488678757,0.8245964692942163,0.16198587991995111,0.22354435461717617,-0.967125579483675,0.5123036081823643,-0.9546655645524704,-0.39751599018851236,-0.9864729915693321
advcl:cmpr,0.908584760764841,-0.7709270816223877,0.389014474040907,0.9928600140237246,-0.3678138783190321,-0.8259018870683803,-0.9735999361097902,0.5940696328778274,-0.8917864912642773,0.15725525360997503,0.3990293855433606,0.47229198783909204,0.1413064031867002,0.8119194204853497,-0.5476167614313293,0.9244356891685794,0.2634227933265702,0.3946211877656422,1.0,0.5504604415672048,-0.8988873161516496,-0.9791354303558824,-0.8363323256231426,0.785639989267938,1.0,-0.7850786387936163,-0.9989544962294165,-0.6834629900836151,0.7323373778672153,1.0,0.2773401537885692,-0.6384667564389482,0.32675485257418224,-0.8814252495642234,0.9951950494747396,-0.5,-0.9987657418922548,0.8268620863312101,0.8539382896719058,-0.7926017246087613,-0.5392857631484579,-0.16376550196739875,-0.9847124552312584,0.0010821805669278092,0.9891062362466241,-0.55332050544732,-0.5,-0.8814252495642234,0.9599750462829516,-0.49643415364753846,0.3337132962941366,-0.8340536903981041
cc,0.6533019243203356,-0.8257470857762558,-0.7772040432130332,0.1607539580739156,-0.9954307011888058,-0.7707522134061647,-0.05071145669807755,-0.6080985525752965,0.18737920806119393,0.9924310581901558,0.9916351707754821,-0.7158792306032908,0.9903212611656459,-0.33569143352834335,-0.9557820047075889,-0.10999564077176983,0.9998955146166117,-0.7733550037313428,0.2773401537885692,-0.6494463543499176,-0.6702883999033261,-0.07631630504915321,0.29476846930819595,0.8123035860238522,0.2773401537885692,-0.8128321339921627,-0.23312795163786,0.5117974254365302,0.857336397679107,0.2773401537885692,1.0,0.5623849671985677,0.9986564342480391,-0.6982497519271381,0.37007889965919344,0.6933827034762874,-0.22927743213770427,-0.3110205513274406,0.7367923125207675,0.3660004243725026,0.6595222679712838,0.9023819480448041,-0.10574560401970055,-0.9604710987418057,0.41574779091240127,0.6468345857315426,0.6933827034762874,-0.6982497519271381,-0.0028586609838743664,-0.9717025044827527,-0.8131430866956753,-0.761358313195634
nsubj:pass,-0.25861820255415946,0.0020035892851234856,-0.9573981914925646,-0.7257160039566305,-0.4808596061201524,0.09337189630673019,0.7972922706214077,-0.9984101722750454,0.9176088770025801,0.6596711646709252,0.45095389166216243,-0.9799441628946612,0.6717072280440125,-0.9676814218749664,-0.29435308947192024,-0.8837180056156075,0.5742790588324841,-0.9591401696435307,-0.6384667564389482,-0.994001151840993,0.23666479946823485,0.7815449396252365,0.9559097389247558,-0.0254352980996349,-0.6384667564389482,0.024528773151151817,0.6729842075682034,0.9982010436600335,0.056513508401005275,-0.6384667564389482,0.5623849671985677,1.0,0.51878056466917,0.1992371879133478,-0.5600408318007281,0.9857693117532532,0.6759063100943089,-0.9607784247631435,-0.14470545240604882,0.9753356500844327,0.9924553661421821,0.8638174211566776,0.7627696830715751,-0.7703398869429934,-0.5182164092124619,0.9943704077839676,0.9857693117532532,0.1992371879133478,-0.8284798233315298,-0.3511562238198682,-0.9385938014161783,0.10791284817390454
discourse,0.6916570634885558,-0.8538662977921215,-0.7435520683481025,0.21168416283403438,-0.9990414107339692,-0.8027330791990402,-0.10239678241157549,-0.566143520259459,0.1362251735445359,0.9847339900544938,0.9969913935746492,-0.6787353318060879,0.9817983709809182,-0.28642729397310657,-0.9697369123885863,-0.05834216090876934,0.9978030062168308,-0.7394633731562956,0.32675485257418224,-0.6091693661192892,-0.7078435818383255,-0.1278827783102233,0.2448547297262949,0.8414355108196865,0.32675485257418224,-0.8419251653414802,-0.28320701498059264,0.4665907951857893,0.8828592632609672,0.32675485257418224,0.9986564342480391,0.51878056466917,1.0,-0.7344072701160429,0.41772259619134156,0.6551110890504291,-0.27940908665650505,-0.2613526538621163,0.7708389682210496,0.3172841007058853,0.6196837373328833,0.8788383179546887,-0.15713311798178586,-0.9447549681500672,0.46231857956740396,0.6064459147466135,0.6551110890504291,-0.7344072701160429,0.048965102534663546,-0.9826372911758378,-0.7818879487431383,-0.7939319951519425
csubj:pass,-0.9981393436751396,0.9803485187638238,0.09223221355821286,-0.8187906107829485,0.7634138333122842,0.9942733387300743,0.7503424393093336,-0.14368448346689996,0.572337289275422,-0.6050556404614262,-0.7848060460846008,3.580000245555589e-05,-0.5921352373136489,-0.4399181888746443,0.8778901772851593,-0.6347060511819591,-0.6878288045350244,0.08616252899563395,-0.8814252495642234,-0.09086510969787966,0.9992646426879213,0.7670543992114124,0.4782258923360008,-0.9847019102988929,-0.8814252495642234,0.9845434965469968,0.858911170342707,0.2576323569882667,-0.967125579483675,-0.8814252495642234,-0.6982497519271381,0.1992371879133478,-0.7344072701160429,1.0,-0.9234363172675524,0.03166843759326448,0.8568775848252589,-0.46318012189067753,-0.998467796579094,0.41062475570344753,0.07758564815900355,-0.3215997942237387,0.7856774351427539,0.4713694053189653,-0.9413508625517317,0.09428006074807507,0.03166843759326448,1.0,-0.71385524943052,0.8475815651772565,0.15110409027321692,0.9957289837687348
acl,0.9451170648703078,-0.8295854352571734,0.2969453932742171,0.9764098717341873,-0.4570951191467187,-0.8771377671642067,-0.946572265672717,0.5124531905427265,-0.8432004595485593,0.2531936989935423,0.48689156779966974,0.38371864164168734,0.23755724672647005,0.7508599861619358,-0.6269115566285748,0.8826561522315308,0.3566111199915034,0.302758956009382,0.9951950494747396,0.4660723427490944,-0.937471394161793,-0.9545340990226542,-0.7786360486469706,0.8424417789419364,0.9951950494747396,-0.8419528559283987,-0.9896784526563512,-0.6087044763576348,0.795491109985207,0.9951950494747396,0.37007889965919344,-0.5600408318007281,0.41772259619134156,-0.9234363172675524,1.0,-0.41280300766387085,-0.9891035336515613,0.7678227277436722,0.9007861883713031,-0.7290923112932817,-0.45424035974765703,-0.06638822698445154,-0.9629258394847053,-0.09683523644026092,0.9987666535671605,-0.4691039934557021,-0.41280300766387085,-0.9234363172675524,0.9279386012602301,-0.5790439492014245,0.2398104044149516,-0.8840626684468149
expl:pass,-0.0925531104939795,-0.16612831565143688,-0.9923172421219235,-0.5997341425273729,-0.6214095906515478,-0.07532618546394992,0.6844799450511982,-0.9936774461058775,0.8377320396519645,0.7766226809465191,0.5945770286967316,-0.9994972948729465,0.7866824242346147,-0.9115189461182056,-0.4508204290549632,-0.7924662245100059,0.703726407106104,-0.9930527560338693,-0.5,-0.9982412695942193,0.06996876477422184,0.6655516825339223,0.8929410366605768,0.14297600707498892,-0.5,-0.14387343975650624,0.5390681037164053,0.9739171923566655,0.22354435461717617,-0.5,0.6933827034762874,0.9857693117532532,0.6551110890504291,0.03166843759326448,-0.41280300766387085,1.0,0.5423973408000063,-0.9004878341469021,0.02368820623486369,0.9243509353186858,0.998942647959108,0.9362162018528692,0.6432072646830627,-0.8665659869601794,-0.36707119758738654,0.9980320803470024,1.0,0.03166843759326448,-0.7225487172462494,-0.5035573895683724,-0.9832368150468873,-0.06074489020393062
amod,-0.8867166354311861,0.7383403169128057,-0.4342908289903721,-0.9975593319987773,0.3211728829317244,0.7968785351738921,0.9837357283765774,-0.6332906821405317,0.9131587805476519,-0.10801030859782422,-0.35299363440326814,-0.5154892596542511,-0.09196154470377949,-0.8399124523723375,0.5053814955460878,-0.9422353089009436,-0.21518310930810308,-0.4397720263588968,-0.9987657418922548,-0.5912476139216551,0.8760139753827728,0.9880200672571849,0.8625296616675494,-0.7539409987902969,-0.9987657418922548,0.7533449685080196,0.9999921680962016,0.7188769305056987,-0.6976118926086387,-0.9987657418922548,-0.22927743213770427,0.6759063100943089,-0.27940908665650505,0.8568775848252589,-0.9891035336515613,0.5423973408000063,1.0,-0.8537755113008914,-0.8270379266916115,0.8219085080999669,0.5804474024103716,0.212561640358923,0.9921487690814097,-0.05074964729120136,-0.9805740008847061,0.5940101341042793,0.5423973408000063,0.8568775848252589,-0.9727017108608982,0.4527051856063832,-0.38012295472374585,0.8056227889890663
nummod,0.516357533609718,-0.2792416290660451,0.8397663608151616,0.8880449436162002,0.21884849550351226,-0.36581536870038456,-0.9334080414064424,0.9436196876225279,-0.9918480995251405,-0.4253788867524666,-0.1857480838997808,0.8862475851338283,-0.43992061092869994,0.9996601313906667,0.0177769724522554,0.9788471108294836,-0.3247265538806386,0.843059463887477,0.8268620863312101,0.9246847908606861,-0.49682140989055007,-0.9238955466176209,-0.9998545936249137,0.3016651456806841,0.8268620863312101,-0.3008004583874406,-0.8517082590109537,-0.9756767499619694,0.22257702203940197,0.8268620863312101,-0.3110205513274406,-0.9607784247631435,-0.2613526538621163,-0.46318012189067753,0.7678227277436722,-0.9004878341469021,-0.8537755113008914,1.0,0.4134282314699724,-0.9982928143594316,-0.919528823084091,-0.6902233633035952,-0.912185424542533,0.563299223528384,0.735066532606947,-0.9259851441660625,-0.9004878341469021,-0.46318012189067753,0.9512884053517713,0.077726565512439,0.8060995448249039,-0.37937808353223224
conj,0.9932359314911074,-0.9897627200832864,-0.14719090345565597,0.7857681581709363,-0.7979861063002733,-0.998663481603659,-0.7126130178757459,0.08870264340741332,-0.5260839204897164,0.6481860665680168,0.8178974999586879,-0.05537162131110278,0.6358197510759682,0.3895504332152607,-0.9030433205467774,0.590972551196617,0.7269417264353988,-0.14116059775825246,0.8539382896719058,0.03561892260137349,-0.9956118309798844,-0.7303766100091614,-0.42889514640158866,0.992835277859309,0.8539382896719058,-0.9927265142301962,-0.8292562804874243,-0.20376970782368786,0.9797156187167451,0.8539382896719058,0.7367923125207675,-0.14470545240604882,0.7708389682210496,-0.998467796579094,0.9007861883713031,0.02368820623486369,-0.8270379266916115,0.4134282314699724,1.0,-0.35954009825357114,-0.022297694419969427,0.3735032338758847,-0.7502408314773438,-0.519449865774503,0.9212365738417789,-0.03904621009694645,0.02368820623486369,-0.998467796579094,0.6740101355401306,-0.8756477182697779,-0.20557306983090912,-0.9993121747973852
case,-0.46545725116647496,0.2226806410025861,-0.8700450516164256,-0.8596755678124764,-0.2754666888644436,0.31083156188978456,0.9108568901547517,-0.9613435375040166,0.9827121826815375,0.47751253138986566,0.24282220951735822,-0.911789724352175,0.49162182089092293,-0.9994761881428746,-0.07614507167506245,-0.9652262297017454,0.3794146307472187,-0.8730330430894353,-0.7926017246087613,-0.9453439448011944,0.4452839768573957,0.8999688931411781,0.9971516527033923,-0.24546345331779248,-0.7926017246087613,0.2445842875457024,0.8196476621053453,0.9868148828141476,-0.1652545144203737,-0.7926017246087613,0.3660004243725026,0.9753356500844327,0.3172841007058853,0.41062475570344753,-0.7290923112932817,0.9243509353186858,0.8219085080999669,-0.9982928143594316,-0.35954009825357114,1.0,0.9409145524468876,0.7313086074374845,0.8866939917770124,-0.6105970847468124,-0.6942115254076896,0.9464567152082293,0.9243509353186858,0.41062475570344753,-0.9316571522751932,-0.13582484948915105,-0.839287876486114,0.3246891937408843
xcomp:pred,-0.13823167273162412,-0.12061774986612146,-0.9855801679623079,-0.635888179559778,-0.5847327546769135,-0.029403398692474225,0.7172725326027543,-0.997788371422996,0.8619516797591971,0.7468396134061998,0.5569836759053607,-0.9969829123639182,0.757468364026055,-0.9294622277818189,-0.4093069058072475,-0.8196684278866941,0.6703192980276645,-0.9865930190112225,-0.5392857631484579,-0.9999111979686329,0.11575586423026367,0.6991605528254339,0.9126930559140546,0.0973234039960873,-0.5392857631484579,-0.0982258670618061,0.5772200735047243,0.9833190353424195,0.17849765815567492,-0.5392857631484579,0.6595222679712838,0.9924553661421821,0.6196837373328833,0.07758564815900355,-0.45424035974765703,0.998942647959108,0.5804474024103716,-0.919528823084091,-0.022297694419969427,0.9409145524468876,1.0,0.9190699852174429,0.6777289093574422,-0.8427059443459898,-0.40944753162896474,0.9998596115289643,0.998942647959108,0.07758564815900355,-0.7535673050310426,-0.4633053855491028,-0.9738146496664862,-0.014791805753128657
aux:pass,0.2632664389183313,-0.5020732384352494,-0.9725015170089445,-0.2802711233586506,-0.8571099088604692,-0.42094774235172056,0.38462157147243353,-0.8908415807330927,0.5923918478288018,0.9484722768265709,0.839211579988413,-0.9468872026889681,0.9534595576398353,-0.7088526135919597,-0.7357521083791834,-0.5275803254277904,0.9085170498623701,-0.9710642000915445,-0.16376550196739875,-0.9137364629889991,-0.2850573942750553,0.3608139254181397,0.677783791599097,0.4816705355944312,-0.16376550196739875,-0.48246502079102005,0.20869267423634819,0.8320575108166961,0.5518171743964898,-0.16376550196739875,0.9023819480448041,0.8638174211566776,0.8788383179546887,-0.3215997942237387,-0.06638822698445154,0.9362162018528692,0.212561640358923,-0.6902233633035952,0.3735032338758847,0.7313086074374845,0.9190699852174429,1.0,0.3330980456111814,-0.986675941865675,-0.01676538715149754,0.9123375874611023,0.9362162018528692,-0.3215997942237387,-0.4335149846726747,-0.7750559771649863,-0.9845985724256995,-0.4076459459703025
advmod:neg,-0.8219364052108687,0.6481972279015318,-0.543534686723093,-0.9984596700780696,0.20021379560160457,0.7150663932809964,0.9984762895494796,-0.7251067843036518,0.9569656499431066,0.017169320955115804,-0.2332097930009252,-0.6186082501252105,0.03329378247280036,-0.9011926793705265,0.3934970357510492,-0.9767277513201044,-0.09136016010854825,-0.5486397725560042,-0.9847124552312584,-0.6874678749557172,0.8088199611364603,0.9995633389401771,0.9190405672118763,-0.66586230607405,-0.9847124552312584,0.6651854859367686,0.9916460301475777,0.8001690097704603,-0.602529971828143,-0.9847124552312584,-0.10574560401970055,0.7627696830715751,-0.15713311798178586,0.7856774351427539,-0.9629258394847053,0.6432072646830627,0.9921487690814097,-0.912185424542533,-0.7502408314773438,0.8866939917770124,0.6777289093574422,0.3330980456111814,1.0,-0.17525330840292885,-0.9483441904853723,0.6899545111931129,0.6432072646830627,0.7856774351427539,-0.9940868616967197,0.3376369504374915,-0.4928140324279451,0.725206574910546
cop,-0.4167170323338903,0.6360887583614396,0.9216520868849276,0.12035972486098608,0.9295008449975402,0.5629197586145821,-0.22931465313519198,0.8050560391160057,-0.45342127548395944,-0.9873872339581328,-0.9165057795353537,0.8819527472594283,-0.9898124099897295,0.5846478234361813,0.8361361665967606,0.3823381651419541,-0.964394845891119,0.9192704163915882,0.0010821805669278092,0.8354564560491776,0.43720684863184056,-0.20426826419675098,-0.5491275440166634,-0.6178333650307428,0.0010821805669278092,0.6185461422493487,-0.04679660465213457,-0.730724367962879,-0.6801490488678757,0.0010821805669278092,-0.9604710987418057,-0.7703398869429934,-0.9447549681500672,0.4713694053189653,-0.09683523644026092,-0.8665659869601794,-0.05074964729120136,0.563299223528384,-0.519449865774503,-0.6105970847468124,-0.8427059443459898,-0.986675941865675,-0.17525330840292885,1.0,-0.14613296453287233,-0.8335667426756094,-0.8665659869601794,0.4713694053189653,0.28112424375631256,0.8675366413814263,0.9430352042952886,0.550780360354374
obj,0.9601738088426739,-0.8562861030758908,0.24916817336657904,0.9644848187976823,-0.5006913979696002,-0.8999000485717911,-0.9293929375901937,0.469185524834679,-0.8154684305738215,0.3009140877229753,0.5296589039992265,0.3373956306487783,0.2854934341127699,0.7171416790196876,-0.6648205835985364,0.8582308415298433,0.4025574152659328,0.2550652923308126,0.9891062362466241,0.4215694061330977,-0.9535966343462595,-0.9385559281055957,-0.746521235194529,0.8681538172474191,0.9891062362466241,-0.8677034158905628,-0.9813426308701009,-0.56856117663008,0.8245964692942163,0.9891062362466241,0.41574779091240127,-0.5182164092124619,0.46231857956740396,-0.9413508625517317,0.9987666535671605,-0.36707119758738654,-0.9805740008847061,0.735066532606947,0.9212365738417789,-0.6942115254076896,-0.40944753162896474,-0.01676538715149754,-0.9483441904853723,-0.14613296453287233,1.0,-0.42467694123983263,-0.36707119758738654,-0.9413508625517317,0.9082877490903241,-0.6188096543059829,0.19131295373117682,-0.906177384413215
ccomp,-0.15480722141138978,-0.10396733833180698,-0.9826065673709522,-0.6487307288485384,-0.5710579148381012,-0.012650703640184285,0.7288471638055657,-0.9987620654857823,0.8703257080651863,0.735592080359123,0.5429893872577938,-0.9955423388797271,0.7464226259526208,-0.9355132507326385,-0.3939614952437462,-0.8291517259798492,0.6577911606778717,-0.983719965511843,-0.55332050544732,-0.9999941186532336,0.13238278768901535,0.7110422127778838,0.9194121164131954,0.08063347202006495,-0.55332050544732,-0.08153729400803068,0.5908216439226245,0.9862286896200777,0.16198587991995111,-0.55332050544732,0.6468345857315426,0.9943704077839676,0.6064459147466135,0.09428006074807507,-0.4691039934557021,0.9980320803470024,0.5940101341042793,-0.9259851441660625,-0.03904621009694645,0.9464567152082293,0.9998596115289643,0.9123375874611023,0.6899545111931129,-0.8335667426756094,-0.42467694123983263,1.0,0.9980320803470024,0.09428006074807507,-0.7644762936952452,-0.4483913642249147,-0.9698686138225923,0.0019642496020473446
parataxis,-0.0925531104939795,-0.16612831565143688,-0.9923172421219235,-0.5997341425273729,-0.6214095906515478,-0.07532618546394992,0.6844799450511982,-0.9936774461058775,0.8377320396519645,0.7766226809465191,0.5945770286967316,-0.9994972948729465,0.7866824242346147,-0.9115189461182056,-0.4508204290549632,-0.7924662245100059,0.703726407106104,-0.9930527560338693,-0.5,-0.9982412695942193,0.06996876477422184,0.6655516825339223,0.8929410366605768,0.14297600707498892,-0.5,-0.14387343975650624,0.5390681037164053,0.9739171923566655,0.22354435461717617,-0.5,0.6933827034762874,0.9857693117532532,0.6551110890504291,0.03166843759326448,-0.41280300766387085,1.0,0.5423973408000063,-0.9004878341469021,0.02368820623486369,0.9243509353186858,0.998942647959108,0.9362162018528692,0.6432072646830627,-0.8665659869601794,-0.36707119758738654,0.9980320803470024,1.0,0.03166843759326448,-0.7225487172462494,-0.5035573895683724,-0.9832368150468873,-0.06074489020393062
fixed,-0.9981393436751396,0.9803485187638238,0.09223221355821286,-0.8187906107829485,0.7634138333122842,0.9942733387300743,0.7503424393093336,-0.14368448346689996,0.572337289275422,-0.6050556404614262,-0.7848060460846008,3.580000245555589e-05,-0.5921352373136489,-0.4399181888746443,0.8778901772851593,-0.6347060511819591,-0.6878288045350244,0.08616252899563395,-0.8814252495642234,-0.09086510969787966,0.9992646426879213,0.7670543992114124,0.4782258923360008,-0.9847019102988929,-0.8814252495642234,0.9845434965469968,0.858911170342707,0.2576323569882667,-0.967125579483675,-0.8814252495642234,-0.6982497519271381,0.1992371879133478,-0.7344072701160429,1.0,-0.9234363172675524,0.03166843759326448,0.8568775848252589,-0.46318012189067753,-0.998467796579094,0.41062475570344753,0.07758564815900355,-0.3215997942237387,0.7856774351427539,0.4713694053189653,-0.9413508625517317,0.09428006074807507,0.03166843759326448,1.0,-0.71385524943052,0.8475815651772565,0.15110409027321692,0.9957289837687348
acl:relcl,0.755226818755574,-0.5616777217118398,0.6314678510636885,0.9865309372037221,-0.09264075939177939,-0.6349290909785263,-0.9985642987558448,0.7955966474722661,-0.9828192925913003,-0.12563959517976755,0.12623713793778785,0.7002677269924852,-0.1416245165932959,0.9429277858513383,-0.2913426533927815,0.9942424486764843,-0.017313746827771304,0.6361813850573858,0.9599750462829516,0.7622608523376754,-0.7401815485898137,-0.996861421760049,-0.9564074434403491,0.5809103610977756,0.9599750462829516,-0.5801720100873062,-0.9717756623662333,-0.8605657057204043,0.5123036081823643,0.9599750462829516,-0.0028586609838743664,-0.8284798233315298,0.048965102534663546,-0.71385524943052,0.9279386012602301,-0.7225487172462494,-0.9727017108608982,0.9512884053517713,0.6740101355401306,-0.9316571522751932,-0.7535673050310426,-0.4335149846726747,-0.9940868616967197,0.28112424375631256,0.9082877490903241,-0.7644762936952452,-0.7225487172462494,-0.71385524943052,1.0,-0.23342931660349134,0.584385967890766,-0.6461522198439101
advmod,-0.8136476355186326,0.9356114313671035,0.6065775166461522,-0.38934107228131837,0.9898172440171058,0.8994382751081144,0.2851805813102192,0.4033743995064585,0.04994740497709651,-0.9353406703879686,-0.9940623221904922,0.5306954826679064,-0.9295133681720221,0.10369083603461676,0.9981989125479499,-0.12789171615994993,-0.9681864836332865,0.6017214170892883,-0.49643415364753846,0.45145429712776675,0.826611077912955,0.309675931138221,-0.0607142396868408,-0.9270821941836166,-0.49643415364753846,0.9274217373008297,0.45623060407608806,-0.2943870493145861,-0.9546655645524704,-0.49643415364753846,-0.9717025044827527,-0.3511562238198682,-0.9826372911758378,0.8475815651772565,-0.5790439492014245,-0.5035573895683724,0.4527051856063832,0.077726565512439,-0.8756477182697779,-0.13582484948915105,-0.4633053855491028,-0.7750559771649863,0.3376369504374915,0.8675366413814263,-0.6188096543059829,-0.4483913642249147,-0.5035573895683724,0.8475815651772565,-0.23342931660349134,1.0,0.6526450079856088,0.8929548598091552
orphan,-0.0905488718902042,0.343142918175432,0.9982409892637654,0.4437778512299586,0.753848208929211,0.2558785776040177,-0.5400792607682847,0.9565492371186337,-0.72412023633669,-0.8784676829359737,-0.7312128979069634,0.9885232660424684,-0.8860599094752243,0.821253017284472,0.6060164569847811,0.66797411774059,-0.8214721162208773,0.9978611628849073,0.3337132962941366,0.9706984760328174,0.11309038636718155,-0.5183102728381304,-0.7958909381846292,-0.3210391285467928,0.3337132962941366,0.3218978033911021,-0.37645931685632733,-0.9162191740966262,-0.39751599018851236,0.3337132962941366,-0.8131430866956753,-0.9385938014161783,-0.7818879487431383,0.15110409027321692,0.2398104044149516,-0.9832368150468873,-0.38012295472374585,0.8060995448249039,-0.20557306983090912,-0.839287876486114,-0.9738146496664862,-0.9845985724256995,-0.4928140324279451,0.9430352042952886,0.19131295373117682,-0.9698686138225923,-0.9832368150468873,0.15110409027321692,0.584385967890766,0.6526450079856088,1.0,0.2417230191420302
punct,-0.9882468710727387,0.994374575450065,0.18376913652015958,-0.762290830612467,0.8197864905870144,0.9998931985215107,0.6861067454651353,-0.05170442547962208,0.4941851465967287,-0.6759785562590527,-0.8386713713698681,0.09236002563552295,-0.6640047667542549,-0.3551285043306852,0.918351332751806,-0.560651209298591,-0.7519068453465464,0.17777556036042033,-0.8340536903981041,0.0014654286337416147,0.9914567877077557,0.7045446317721675,0.3951007087124492,-0.996583513117875,-0.8340536903981041,0.9965082090491776,0.8079611617373749,0.1673242188590097,-0.9864729915693321,-0.8340536903981041,-0.761358313195634,0.10791284817390454,-0.7939319951519425,0.9957289837687348,-0.8840626684468149,-0.06074489020393062,0.8056227889890663,-0.37937808353223224,-0.9993121747973852,0.3246891937408843,-0.014791805753128657,-0.4076459459703025,0.725206574910546,0.550780360354374,-0.906177384413215,0.0019642496020473446,-0.06074489020393062,0.9957289837687348,-0.6461522198439101,0.8929548598091552,0.2417230191420302,1.0
