,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,vocative,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nmod,-0.10813829149556628,0.5505017993082983,0.3043829089376053,-0.40708339176151703,0.429634089686856,-0.876506694868248,-0.014171393540229634,0.8740630203771792,-0.8436277433755833,-0.8755940981915418,-0.4152658273630989,0.6307251192558586,-0.6664289832706104,0.5648531501638426,0.5071995925397501,0.7431882169245251,-0.3077129243279182,0.318027320507579,-0.5287332095077011,0.30841630457183433,-0.7711878263482771,-0.8040292818436208,0.8331518454520421,0.44867311748421446,-0.2570737005360629,-0.4677106642832217,-0.12373869695836616,1.0,0.44867311748421446,-0.13970707505362107,0.22145719441884523,0.28191561864070797,0.10668417593187403,0.6975620221380081,0.5042375414396815,-0.5556469809786995,0.12539084748962862,0.5089381484773926,0.560609164426438,-0.7239923083735663,-0.34571719436576653,-0.6115520829213528,-0.23968842243152436,-0.6062956586796165,0.5657733179150928,0.29790184570937006,-0.606893224030846,-0.8107752519671452,0.4775222937406899,-0.21242743286871338,-0.14517084749869286,0.4724290633020268
advcl:cmpr,0.6567702986009437,-0.28288145191761105,0.825309565258146,-0.31263918093132376,0.08432583919980376,0.009819600372627498,-0.424765821571122,0.3951691944547037,-0.263804098251009,-0.39026473867080275,-0.6711600492094111,-0.04010531472342833,-0.07099922883279758,0.9608102433830998,-0.4108416350645356,0.024086598752504483,0.4133746241156954,-0.0011788085265916166,0.18705344968520954,-0.44514597197664485,-0.32992696497602486,-0.16911078499278995,0.37129305387420314,1.0,0.3343791447268074,0.19943753862170366,-0.476400524149193,0.44867311748421446,1.0,-0.5751502902746524,0.5252543705017471,0.9070669012225414,0.3156539219662921,-0.10262122356336388,-0.2,0.18062607233776146,-0.3995991677664231,0.8681960347151033,0.8849861591092226,-0.2,-0.7919942116684126,-0.3588026742046336,0.4468086447997272,-0.12044413165825502,0.8464490492474221,-0.6070752608607628,0.043837418520615,-0.31312047410990335,0.1981520915126988,0.07412204462405221,-0.10676044950871613,-0.40298470021527216
cc,-0.5419770922353918,0.4435850159498184,-0.27261634860544726,-0.28414336061744105,-0.28142509255473674,-0.1882710297434496,0.8937750620409092,-0.2341314785461379,0.2867819752533489,0.3100881248300694,0.2880127107331146,0.05184203679105879,-0.26395730396250294,-0.5710733134068484,0.10173070779090918,0.513270738741468,-0.03265281896588977,-0.644266101068938,-0.1825742978166114,0.46443389714838895,0.25068925723243496,0.19201090903102067,-0.3799618616288964,-0.5751502902746524,0.3275236994780003,-0.0005899548719328412,-0.2911948138165746,-0.13970707505362107,-0.5751502902746524,1.0,-0.6422512909206705,-0.4654238391633864,-0.5061059359573341,0.22726997226047232,0.7180840424135784,0.17741384757748402,-0.18823816667036705,-0.7224931629569653,-0.6381025130552115,0.3952568241975038,0.36945598349729153,0.029497269277755523,-0.4166035572302851,0.419356819902368,-0.24189617092113974,0.5713418478521923,0.26582532108944795,0.3906787971106846,-0.6151111387326779,-0.5615132652113355,-0.3044375500673481,0.4803577454055862
nsubj:pass,0.5681445222024422,-0.4435129724803529,0.6440180986969511,0.5915943222320487,0.7118013757067703,-0.06558457469624793,-0.6969279522871731,0.04153838613948032,-0.1046143367187036,-0.11555016999459645,-0.35937242648132384,-0.41407314130755307,-0.39553299517615226,0.6413749098772994,-0.006359998553203334,-0.0730035281304116,-0.38916897124916056,0.08967801237783775,-0.36324778883287445,-0.539426462130436,-0.6191772623634911,-0.07711336241728899,0.19193686046488906,0.5252543705017471,-0.2296498308250942,0.5264006548335776,0.39509503321301576,0.22145719441884523,0.5252543705017471,-0.6422512909206705,1.0,0.17076177604147305,0.9628457072743015,0.060946078636838555,-0.18707274815872596,-0.4069219755120668,-0.3434711400573979,0.6859710685867724,0.3202994974051793,-0.6049312455331466,-0.3727618472027081,0.11300347731189331,0.7944641537817543,0.036103895776530705,0.49041674308945626,-0.6013172911065595,0.20971499443466393,-0.41977321076374446,0.05483379453628598,0.7685706087215175,0.3351649367484261,-0.5690286541082596
discourse,0.4958261886631168,-0.1864859568872288,0.5949857088879975,-0.5707192920628167,-0.32909871448101546,0.19992487497791592,-0.3187463412579763,0.3883101870420802,-0.21915995447443531,-0.2628967693564893,-0.66921332901984,0.008321351706735949,0.2545039449897256,0.8088443398757511,-0.603396257146964,-0.1345381272910584,0.7095633849923554,0.012735743083156207,0.4535132576479979,-0.2784510254227589,-0.042029735366079075,-0.1289761227880991,0.3186115585296456,0.9070669012225414,0.439289911742815,0.01571590226500231,-0.6601807797873736,0.28191561864070797,0.9070669012225414,-0.4654238391633864,0.17076177604147305,1.0,-0.037322308560448936,-0.2156828802541246,-0.28476669398081744,0.49440232909073634,-0.23247921914845202,0.733528358803986,0.8365952595811471,0.14788668052725243,-0.8073847551815926,-0.2915082592898075,0.2541825627541162,-0.07854682739106647,0.6389919064646781,-0.4800758536207678,0.018539864645501437,-0.1452920188463637,0.17824202059194355,-0.23333369455057615,-0.33351270027238905,-0.27091303510638803
csubj:pass,0.3907367137839131,-0.36252313980720274,0.4951027509777956,0.7118181411711434,0.7002570729337984,-0.05987926264537692,-0.666286009983821,-0.046014491226239906,-0.05065679727334247,0.061687339235929055,-0.3194876515240636,-0.5370602975374056,-0.4332440733684454,0.47441511722923313,0.023140340532408803,-0.08221913894580485,-0.5311450707169885,0.036421356728829325,-0.49727497322538805,-0.41178797573504133,-0.6290981081429603,-0.06315818701428977,0.12324877254190665,0.3156539219662921,-0.33828116687843324,0.5588275451868806,0.5506108899206426,0.10668417593187403,0.3156539219662921,-0.5061059359573341,0.9628457072743015,-0.037322308560448936,1.0,0.15319598874561885,-0.08997045852314717,-0.4336828272267034,-0.2861428185311432,0.5548977086127621,0.061616969853527895,-0.5519550840315942,-0.2880652366176913,0.32399231787489396,0.8224627698538182,0.1834860285835552,0.2935667318133627,-0.46963035298059613,0.30435165373167733,-0.39776209626750264,-0.10199318434031479,0.7663045138874103,0.2713920764602046,-0.4888179027159355
acl,-0.6773985728544332,0.8593302025951851,-0.15544112232428317,-0.17603386018561068,0.2759183342810828,-0.8455600521423343,0.03200341947096403,0.7208934174111796,-0.7714021506006553,-0.37114815676679697,-0.4166711026311291,0.2907871696642561,-0.706944760129982,0.13737022937189874,0.5154823001583263,0.6866685942387449,-0.633556887131757,0.21265909052839482,-0.8804410104746463,0.7615690312768535,-0.8055020314856087,-0.8479279212996268,0.724970367492217,-0.10262122356336388,-0.5805182444782022,-0.4608199097236477,0.2671318639483669,0.6975620221380081,-0.10262122356336388,0.22726997226047232,0.060946078636838555,-0.2156828802541246,0.15319598874561885,1.0,0.7768281916655373,-0.5494615916357912,0.3676475921155451,0.2023337079998195,-0.13559462914322076,-0.5083738042044758,-0.2162884880445572,0.02546830851182858,-0.17610250725465726,-0.18844268835663272,-0.019514388528801274,0.7206606623339635,-0.3679257982148347,-0.8004944888257949,0.0458010816831913,-0.33481796898471883,-0.4690675890708248,0.7704386147469885
vocative,-0.5674228671161454,0.7330785412754472,0.01793509292445685,-0.3126391809313238,0.1472180324582358,-0.7334187806296675,0.5788158441298933,0.3520585897369832,-0.3192448059065906,-0.15952079239636197,-0.1793730589628802,0.2102876868056742,-0.7814517576051229,-0.047426256995960335,0.371455038064184,0.8928630684287104,-0.40616785143983125,-0.38184362487498813,-0.7110954217860959,0.6124796531993418,-0.4781973377385553,-0.406926978260563,0.24921053362678705,-0.2,-0.027421531199726165,-0.15126840243219375,-0.13604113107973087,0.5042375414396815,-0.2,0.7180840424135784,-0.18707274815872596,-0.28476669398081744,-0.08997045852314717,0.7768281916655373,1.0,-0.2770452288281488,-0.11298968210077281,-0.1669554206638964,-0.30449291016270486,-0.20000000000000004,-0.026484162185003275,-0.12265784578730567,-0.25327228169026955,0.14223259677460284,0.12816237928201182,0.6535910729783965,-0.0058131516373947124,-0.31312047410990335,-0.3722491415111387,-0.48825372855374016,-0.42606782811298377,0.6666537387312024
expl:pass,0.15276556111539474,-0.2611083505314447,0.07978828830126658,-0.43307596710881807,-0.8687465088089291,0.7461224153217777,0.13531166441455753,-0.33580341429084554,0.49377715970795655,0.580092923151423,-0.2217631414552072,-0.4148601276488539,0.6657274755213489,0.014915703778389322,-0.9062030316876044,-0.4570183042095547,0.8910953395806804,-0.47438318865083495,0.7233813377794639,-0.13206336312594633,0.6645491919971411,0.4916327947610606,-0.4432739126017288,0.18062607233776146,0.6930175492771978,0.25288216667856095,-0.6505980985155332,-0.5556469809786995,0.18062607233776146,0.17741384757748402,-0.4069219755120668,0.49440232909073634,-0.4336828272267034,-0.5494615916357912,-0.2770452288281488,1.0,-0.2753451060955416,-0.05603033795788978,0.011096586338913717,0.9275548429748338,-0.345465900584722,0.26439865279114866,0.15502562920750562,0.5754626679986881,-0.0478521758442279,-0.28390131233337995,0.5491494772522538,0.6179558094081241,-0.47654978316062624,-0.43838250887570734,-0.46841877514796043,-0.2611601695894202
amod,-0.6610542733225271,0.5544018581820044,-0.8130016997196226,-0.08980152854475947,-0.1878318772971929,-0.21671592438157877,-0.25313721038549036,0.46948382363955543,-0.5870548781631657,-0.22940569485186282,0.040148378260033216,0.4432151164864316,0.28366486563631704,-0.3235674969992629,0.392538045832512,-0.18032507634149306,-0.2510405180586938,0.8320753190130556,-0.13032689358573635,0.6592762038662766,-0.08807508830339254,-0.6060326084189214,0.5381016506363924,-0.3995991677664231,-0.7707372046820319,-0.8446708656321458,0.46944019133217674,0.12539084748962862,-0.3995991677664231,-0.18823816667036705,-0.3434711400573979,-0.23247921914845202,-0.2861428185311432,0.3676475921155451,-0.11298968210077281,-0.2753451060955416,1.0,-0.07005184844858954,-0.12616774584527551,-0.1224713991900751,0.15308289850042311,0.1615116294333213,-0.5067153137515513,-0.5375759820048546,-0.6634718179885801,0.6310637798100511,-0.7210344251146937,-0.43824590827940646,0.5732747194908205,-0.24830912990443815,-0.20702808641967602,0.624280121877929
nummod,0.3914004338949708,-0.08290121019729876,0.6073086662679933,-0.10277815909500433,0.19924561032620505,-0.1170858056207915,-0.7325218569242483,0.5738965745108625,-0.5282072492208313,-0.3589774236780209,-0.8275409201422763,-0.12686450127590634,-0.148942459105551,0.9473945244332184,-0.2697593195023418,-0.04579964966582966,0.07585397936035002,0.2881135223182722,-0.13550968523668577,-0.19851277686841284,-0.6236729494870374,-0.47348421326719137,0.6357931524088436,0.8681960347151033,-0.13621841657633432,0.056985379974063194,-0.058990790767919556,0.5089381484773926,0.8681960347151033,-0.7224931629569653,0.6859710685867724,0.733528358803986,0.5548977086127621,0.2023337079998195,-0.1669554206638964,-0.05603033795788978,-0.07005184844858954,1.0,0.7233384842783621,-0.38567556594052543,-0.8609682097625375,-0.049471347982071916,0.5543315439107827,-0.15761585558576338,0.5947911455592944,-0.41190809325810723,-0.07045448484426176,-0.6498660375483368,0.2676701279497462,0.16524850049043507,-0.2266600814172929,-0.23260873234033455
conj,0.5903054303638283,-0.1933792512915442,0.5967325326933268,-0.40911176159973067,0.11185432897382556,-0.11997669637747801,-0.33536598694979963,0.5142773097325739,-0.40738139709033366,-0.688294415279273,-0.404243152549392,0.373909415965383,0.03367349949728981,0.7995698818640523,-0.11970051122917312,0.04931363202885759,0.39940555843852293,0.30715798610804457,0.3004344667216327,-0.37343133945681933,-0.22384122391045252,-0.27407403849207157,0.48073803671265325,0.8849861591092226,0.21166687573718201,-0.14866181375070006,-0.44862657216639334,0.560609164426438,0.8849861591092226,-0.6381025130552115,0.3202994974051793,0.8365952595811471,0.061616969853527895,-0.13559462914322076,-0.30449291016270486,0.011096586338913717,-0.12616774584527551,0.7233384842783621,1.0,-0.3251841607151338,-0.5328158806337573,-0.6489766568524229,0.05532320146564752,-0.537279196584324,0.7541838077386015,-0.45589496346857966,-0.36860210708716096,-0.34460093031246974,0.5932015372679021,0.030717763381563082,0.0875995445436912,-0.24043436142361768
appos,-0.09734869400582516,-0.1526343080718082,-0.2340814708841937,-0.3126391809313238,-0.8974674270947686,0.7395423343892729,0.2961788994522688,-0.4846601874113702,0.5921203005420747,0.7261534338273,0.03408178716488871,-0.3980384136021415,0.6901604105194468,-0.3501879500116818,-0.7466488118216815,-0.46442443690530133,0.7306364377776373,-0.47212376361357866,0.6495505254779094,0.03756807052521977,0.7873626740925438,0.5540066967813202,-0.582648869638568,-0.2,0.563328308512471,0.17614291014807018,-0.46711176898151996,-0.7239923083735663,-0.2,0.3952568241975038,-0.6049312455331466,0.14788668052725243,-0.5519550840315942,-0.5083738042044758,-0.20000000000000004,0.9275548429748338,-0.1224713991900751,-0.38567556594052543,-0.3251841607151338,1.0,-0.04323929622015964,0.39971114180140227,-0.01532520146792816,0.6190262158428764,-0.3692661648998645,-0.052167231039775476,0.5303969834339489,0.7345618241354687,-0.5500151302103504,-0.46487008955666403,-0.42606782811298377,-0.10705434478084434
case,-0.18197385943318725,-0.07952058010985262,-0.5383861168614157,0.39025213280148463,0.22357003489404095,-0.026683487302822443,0.4839854051160631,-0.5109246160896256,0.39366633361651165,0.06451406106224562,0.9737799101068549,0.28154583706185954,0.03809265938976477,-0.852011309761018,0.5804893928646505,0.019824693228046763,-0.3436009385285478,0.03388992440493836,0.035690056826971454,-0.017300318280468685,0.4330266543345792,0.38244645467315064,-0.49596796888826405,-0.7919942116684126,-0.12125962523532102,-0.08727212203388209,0.35077339139214786,-0.34571719436576653,-0.7919942116684126,0.36945598349729153,-0.3727618472027081,-0.8073847551815926,-0.2880652366176913,-0.2162884880445572,-0.026484162185003275,-0.345465900584722,0.15308289850042311,-0.8609682097625375,-0.5328158806337573,-0.04323929622015964,1.0,-0.13068618510054864,-0.521261594884081,-0.1936054812640168,-0.48987906177107104,0.26042436473324804,-0.1891431406856677,0.4473796461864412,0.10561595856794466,0.23436072123883955,0.63562748998744,0.08445459365012915
xcomp:pred,-0.3076914189699363,-0.054625834598784576,-0.3280317685825568,0.4566405859238841,-0.26800626624095264,0.47175410783425326,-0.38408526775181423,-0.3467454985140957,0.260305696645861,0.8251328390538643,-0.21046008643934003,-0.791096448694757,0.26025753074075375,-0.24812458958576342,-0.4126687953205217,-0.5320719012163614,-0.14972415384183888,-0.09973138337346006,-0.14903254954997575,0.17360667355629683,0.04857127724825697,0.14778287432874232,-0.23133869343684074,-0.3588026742046336,-0.3014963340553467,0.306960934232292,0.48939074850150216,-0.6115520829213528,-0.3588026742046336,0.029497269277755523,0.11300347731189331,-0.2915082592898075,0.32399231787489396,0.02546830851182858,-0.12265784578730567,0.26439865279114866,0.1615116294333213,-0.049471347982071916,-0.6489766568524229,0.39971114180140227,-0.13068618510054864,1.0,0.5235499065003513,0.6787744881458243,-0.6196504621239989,0.03204975489429544,0.5445685223313097,0.10049226437577868,-0.552159331919154,0.12488454447932748,-0.3515451009122436,-0.10280564714627595
aux:pass,0.5209805652706393,-0.5612972537925665,0.597336089973677,0.5121554735305412,0.224925589735844,0.40089923778227665,-0.6219624993655023,-0.2783811305305823,0.2727765797219233,0.44559406270232305,-0.4792324160144822,-0.8584226258512615,-0.0711855630248637,0.5171255672244641,-0.5429335622115937,-0.36255785157120485,-0.02766789688083257,-0.28603228962673216,-0.09861152111264801,-0.5348378738783094,-0.2674380256800939,0.25510452248443416,-0.16323367015896267,0.4468086447997272,0.07911195795572958,0.7881738536735693,0.18923685799849563,-0.23968842243152436,0.4468086447997272,-0.4166035572302851,0.7944641537817543,0.2541825627541162,0.8224627698538182,-0.17610250725465726,-0.25327228169026955,0.15502562920750562,-0.5067153137515513,0.5543315439107827,0.05532320146564752,-0.01532520146792816,-0.521261594884081,0.5235499065003513,1.0,0.5825113914357117,0.29296688276178395,-0.6892852231158098,0.6978978862758336,-0.03222034490150135,-0.4363519549254244,0.5623253320455545,0.004418807361110874,-0.6999330549815261
advmod:neg,0.01874885800461945,-0.2446341098633055,0.17899652267524988,0.1882103817941103,-0.3282841967422024,0.5182451342145972,0.11668021601831458,-0.5855718795230783,0.6378135818903834,0.8870355595994082,-0.19066257459292088,-0.8695830536328198,0.05891100142169221,-0.10518884707443832,-0.6624804089457722,-0.2029190975759959,0.19073863240848074,-0.7892258722867945,0.02759742750170784,-0.11757432636641098,0.23364003973934297,0.5413384798892886,-0.6028345554737642,-0.12044413165825502,0.42218038479126146,0.7199847642755264,-0.12565969984903097,-0.6062956586796165,-0.12044413165825502,0.419356819902368,0.036103895776530705,-0.07854682739106647,0.1834860285835552,-0.18844268835663272,0.14223259677460284,0.5754626679986881,-0.5375759820048546,-0.15761585558576338,-0.537279196584324,0.6190262158428764,-0.1936054812640168,0.6787744881458243,0.5825113914357117,1.0,-0.12260071229687737,-0.21521654356322392,0.9547357677269457,0.49188163243506855,-0.9651704410911575,-0.031366281183538486,-0.3472122109312047,-0.3171515351655482
cop,0.6649813520090938,-0.24345101811091177,0.9320664890639995,-0.25931174160576614,0.36329523387221646,-0.2567306850943629,-0.022243195787940956,0.2699143379110214,-0.13734514087157337,-0.49965058404718016,-0.38743464275186323,0.10515801969057278,-0.44286403949872066,0.8107121453770221,-0.1125195100012863,0.4232605987186769,0.2035312658512987,-0.2726713993435184,-0.005595281024198743,-0.488113722560173,-0.37026388804584387,-0.05024329582046656,0.20122559802164994,0.8464490492474221,0.4790848123799805,0.317204118670606,-0.5328817998736095,0.5657733179150928,0.8464490492474221,-0.24189617092113974,0.49041674308945626,0.6389919064646781,0.2935667318133627,-0.019514388528801274,0.12816237928201182,-0.0478521758442279,-0.6634718179885801,0.5947911455592944,0.7541838077386015,-0.3692661648998645,-0.48987906177107104,-0.6196504621239989,0.29296688276178395,-0.12260071229687737,1.0,-0.5151794213600149,0.07565660036623265,-0.2058200423596712,0.07852624897011065,0.1190688214120656,0.12248778019134966,-0.3458008793145156
obj,-0.9589881718300074,0.9301535275765674,-0.7047910866859401,-0.3375230479226166,-0.16888536872259519,-0.5953014034828276,0.4367744324966134,0.44033286326251636,-0.4917709480230459,-0.16545739356144884,0.0763876143563712,0.49147703357906103,-0.2556304497640932,-0.48299980592842723,0.5319380391001173,0.4934392219838192,-0.38664124723506604,0.21587699955850814,-0.48892268438746794,0.9528687087696759,-0.18923707932823247,-0.5778501378002451,0.3844836813888878,-0.6070752608607628,-0.4614054126060958,-0.7268563279095301,0.164625521064623,0.29790184570937006,-0.6070752608607628,0.5713418478521923,-0.6013172911065595,-0.4800758536207678,-0.46963035298059613,0.7206606623339635,0.6535910729783965,-0.28390131233337995,0.6310637798100511,-0.41190809325810723,-0.45589496346857966,-0.052167231039775476,0.26042436473324804,0.03204975489429544,-0.6892852231158098,-0.21521654356322392,-0.5151794213600149,1.0,-0.47554710841532744,-0.328407285680005,0.05533905988804219,-0.6315512226252773,-0.44840482406036036,0.9704685058911329
ccomp,0.3078755711773595,-0.4917132796508043,0.39280445637028166,0.2845939431458638,-0.18215400754536945,0.5874027419677182,0.05000077474369463,-0.6802948546665127,0.7415673964570464,0.8184144250882599,-0.13509796818620703,-0.8950546662415654,0.053986146146156315,0.02143536659300079,-0.688733337779682,-0.2507786351229769,0.24069252772684707,-0.8205248877650061,0.13110846782052477,-0.40166913976024077,0.25515461412178814,0.6799507766076295,-0.6867485602433734,0.043837418520615,0.5407206783047166,0.8851402350061716,-0.1682897741338072,-0.606893224030846,0.043837418520615,0.26582532108944795,0.20971499443466393,0.018539864645501437,0.30435165373167733,-0.3679257982148347,-0.0058131516373947124,0.5491494772522538,-0.7210344251146937,-0.07045448484426176,-0.36860210708716096,0.5303969834339489,-0.1891431406856677,0.5445685223313097,0.6978978862758336,0.9547357677269457,0.07565660036623265,-0.47554710841532744,1.0,0.5571652916901918,-0.8995222031942087,0.1755576339130266,-0.12557702166689763,-0.5649720980922494
fixed,0.2784146502685655,-0.5559544873668926,-0.06397239233266348,0.07948531741070632,-0.42399967694792173,0.7226484590729724,0.4675221348751784,-0.872841931302264,0.9342315550202916,0.6213773639333162,0.5753345741324932,-0.32358732050875233,0.519590378204618,-0.5215636927919886,-0.4352392711234201,-0.3913498208763219,0.525624373514183,-0.5896889279439151,0.6852957106250412,-0.4269457322535355,0.9092023100091414,0.9365598278239146,-0.9463023603347204,-0.31312047410990335,0.6902298391290673,0.4717820530749211,-0.340514787732364,-0.8107752519671452,-0.31312047410990335,0.3906787971106846,-0.41977321076374446,-0.1452920188463637,-0.39776209626750264,-0.8004944888257949,-0.31312047410990335,0.6179558094081241,-0.43824590827940646,-0.6498660375483368,-0.34460093031246974,0.7345618241354687,0.4473796461864412,0.10049226437577868,-0.03222034490150135,0.49188163243506855,-0.2058200423596712,-0.328407285680005,0.5571652916901918,1.0,-0.46422859908642833,0.02187216253572455,0.2562873668890457,-0.45181430562819197
acl:relcl,0.09172383413899776,0.08833150763247308,-0.17016404302820778,-0.10368228585227443,0.26484449604439675,-0.3212124247487492,-0.32847041845608266,0.5276413812562742,-0.5879803025870621,-0.7924439001937879,0.1295811093139793,0.7341072718859257,0.12748040360192017,0.1670737589201588,0.5068551745859452,-0.041611113803824255,-0.09868663515549984,0.8749243647429817,0.10303231239224876,0.0020134212302123167,-0.17150464233547172,-0.4810542263391932,0.5794181019052529,0.1981520915126988,-0.447934365172387,-0.6581663598440026,0.1830184806829551,0.4775222937406899,0.1981520915126988,-0.6151111387326779,0.05483379453628598,0.17824202059194355,-0.10199318434031479,0.0458010816831913,-0.3722491415111387,-0.47654978316062624,0.5732747194908205,0.2676701279497462,0.5932015372679021,-0.5500151302103504,0.10561595856794466,-0.552159331919154,-0.4363519549254244,-0.9651704410911575,0.07852624897011065,0.05533905988804219,-0.8995222031942087,-0.46422859908642833,1.0,0.13843631741980836,0.36195874201569184,0.15720584806815677
advmod,0.6028517433847258,-0.7129008522828737,0.2950794087502176,0.8914879012633061,0.7149239889786,0.20190949526219548,-0.5272627060257328,-0.4292658868093872,0.29741703030044825,0.0624473101572873,0.2805083266603761,-0.3638612577777395,-0.09485171139264931,0.09879902732036527,0.15685086340963988,-0.3522446358575073,-0.4148956782990062,0.14474861408167888,-0.0876278877550036,-0.7165903563921586,-0.14500261490607166,0.335271797795612,-0.2515217976840583,0.07412204462405221,-0.2302773387324057,0.5536694033870655,0.5985083446460598,-0.21242743286871338,0.07412204462405221,-0.5615132652113355,0.7685706087215175,-0.23333369455057615,0.7663045138874103,-0.33481796898471883,-0.48825372855374016,-0.43838250887570734,-0.24830912990443815,0.16524850049043507,0.030717763381563082,-0.46487008955666403,0.23436072123883955,0.12488454447932748,0.5623253320455545,-0.031366281183538486,0.1190688214120656,-0.6315512226252773,0.1755576339130266,0.02187216253572455,0.13843631741980836,1.0,0.7881642895360106,-0.7184703160565474
orphan,0.5583927279470597,-0.6250493752708287,0.13040958918598286,0.6225720454887178,0.6462182850713483,0.06948473657973749,-0.04753364881261393,-0.45829622162305766,0.35874399096972365,-0.20340951028017148,0.7162862237636303,0.12865199120781018,-0.03915744876044256,-0.18966817329104657,0.42655762504185185,-0.14126508446529634,-0.27634861505176433,0.1444429833970044,0.1394096611180418,-0.6751801931434944,0.16402562074542903,0.4359757645719442,-0.37127407415958436,-0.10676044950871613,-0.02442583684152252,0.28267506456804137,0.3370871365557839,-0.14517084749869286,-0.10676044950871613,-0.3044375500673481,0.3351649367484261,-0.33351270027238905,0.2713920764602046,-0.4690675890708248,-0.42606782811298377,-0.46841877514796043,-0.20702808641967602,-0.2266600814172929,0.0875995445436912,-0.42606782811298377,0.63562748998744,-0.3515451009122436,0.004418807361110874,-0.3472122109312047,0.12248778019134966,-0.44840482406036036,-0.12557702166689763,0.2562873668890457,0.36195874201569184,0.7881642895360106,1.0,-0.5320498337457644
punct,-0.9010399146909099,0.9804209443111763,-0.5826138126030197,-0.505666112281403,-0.18980298560470416,-0.6716534694955777,0.3909966509614746,0.624781879035656,-0.6419796693991298,-0.32692688524331515,-0.08445056627859296,0.5906385888465518,-0.28133547857213553,-0.2845242812466893,0.49471887097841105,0.5627761973996468,-0.2916932359217516,0.2679072493055678,-0.46534635185324774,0.958706483795439,-0.27999986925905385,-0.7069250546809462,0.5486012113606478,-0.40298470021527216,-0.41800098814648556,-0.8057026475363999,0.02635844709501612,0.4724290633020268,-0.40298470021527216,0.4803577454055862,-0.5690286541082596,-0.27091303510638803,-0.4888179027159355,0.7704386147469885,0.6666537387312024,-0.2611601695894202,0.624280121877929,-0.23260873234033455,-0.24043436142361768,-0.10705434478084434,0.08445459365012915,-0.10280564714627595,-0.6999330549815261,-0.3171515351655482,-0.3458008793145156,0.9704685058911329,-0.5649720980922494,-0.45181430562819197,0.15720584806815677,-0.7184703160565474,-0.5320498337457644,1.0
