,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
cc,-0.7017152754631104,0.6924329581244991,-0.1893589634985551,-0.5898208676832447,-0.5067152834033074,0.9516588417489146,0.2940675020786876,-0.8057024579368746,-0.2925533131949559,-0.49398445723188855,-0.15131090795428848,-0.4888855655181063,0.25692414393755353,0.6750258385164968,0.3255684718684151,-0.5574461213644331,0.10925445035995345,-0.5347870511692918,-0.040693151091137796,0.1163242013065281,0.6861767177929452,-0.9106594011531062,-0.8183280861995061,0.5728757841514985,-0.22882355660000991,-0.6906059856231098,-0.1588314574469641,-0.4531035120632159,0.03078890295056803,1.0,0.34369173925190666,-0.24850954208194018,-0.5536925026391997,0.3967191200792242,0.2764767943233675,0.3465509539577387,0.7616012299812365,-0.48419449917862634,-0.4425017214447276,-0.4136250185438443,-0.5095547878537038,0.3879757126815209,-0.0900273696018643,-0.21933361165726545,-0.4765913644819519,0.04689328984686982,-0.729240666200172,-0.4761803468531736,0.6851141928467673
nsubj:pass,0.06631424122691526,-0.15220988919179979,-0.2227560482856008,-0.4486445306125897,-0.4591180350087167,0.5103592852355029,0.541532069799173,-0.46645655724251234,-0.5336196149444922,0.4199193200763085,-0.28072526898495936,0.054193833855463724,0.15317494960794015,0.7718089814632838,-0.3696050968274032,0.031000306406182912,-0.30351198634009663,-0.08134559375071557,0.44002751197635104,0.36235091771443784,-0.1564540081362773,-0.20628529796773104,-0.43118050695555576,0.3837799914174263,-0.06926754418543604,-0.3743026842737866,0.03540678123973192,0.1233088890620505,-0.08194709970121163,0.34369173925190666,1.0,-0.5643359308519394,0.2790422849431587,-0.5836440359249779,0.879489983111249,0.1758189614742582,0.4803873117700704,0.3946904409271098,-0.6029256124630167,-0.1959807280832215,0.07849064048002705,-0.03745093132638713,0.0590873988431074,-0.662369077348621,0.4577920190015367,0.46508086198599896,-0.32279578269763126,-0.4946963988753092,-0.12926957747915832
discourse,0.3653507885863098,-0.28657102444439775,0.2922839765631138,0.25369652782218854,-0.02126576527161034,-0.20350373512021586,-0.4256110185998761,0.45747224654160634,0.22721173210940332,0.14583566844312346,0.03040134319628052,0.5227716038080314,-0.3748418480085983,-0.3571886121340597,0.22253709587995532,0.17405452942293514,-0.21764932886491417,0.20389175479159757,-0.21764932886491423,0.2816915801677776,-0.24151505666038653,0.3194764322770014,0.4553570773925442,-0.5496797220377649,0.600948903609559,0.5013482885767971,-0.7358095004474875,0.16454348016515138,-0.20620897790127735,-0.24850954208194018,-0.5643359308519394,1.0,-0.08361458328441171,0.20930420842741007,-0.3455421036802545,-0.36058096609941226,-0.20658722664025883,0.15693209141592207,0.22975913207070406,0.5128336079720168,-0.34091841086475644,-0.052813534809066365,-0.1788647328974273,0.6277577381975097,-0.4448947004976041,-0.019114650106714263,0.27244850858694347,0.5984153618238723,-0.35997852993205814
csubj:pass,0.6187428332785795,-0.5888681349054012,0.06517580106355206,0.3251020097987367,-0.09120097847679566,-0.5135570483733031,0.08067728519756524,0.6894586838108961,-0.5002873645724234,0.7872527855113365,0.3531633867415656,0.6954628237699825,-0.71792998455754,-0.02184112160601052,-0.43290876265112493,0.6599223022602677,-0.6578333347571509,0.2631464526712265,0.4685540974065049,0.07522827788077938,-0.6128245746369845,0.5182679190776673,0.7062657678402011,-0.5240915117562587,0.05070250332107293,0.18399150152884097,0.11681595147917943,0.5227597390814682,-0.23075447897249138,-0.5536925026391997,0.2790422849431587,-0.08361458328441171,1.0,-0.7482492344504666,0.10350765357884131,-0.7376572721751253,-0.5300696340843521,0.7846365027008855,0.12272215341013513,0.0016702622238068635,0.026549896383503697,0.01934353349094011,0.5253393139058589,-0.2901056570823074,0.5576797706747268,0.04276990369962239,0.28606594115643047,0.12537826855960293,-0.5666700335421091
acl,-0.48636102968769707,0.568232357774537,0.23319607952777183,-0.2969971231268634,-0.06993323089700042,0.2840708033904924,-0.10256943974550987,-0.2993687784976211,0.43408433505944133,-0.8505947137592009,-0.2857465674981831,-0.6074976518361811,0.2790082754296595,-0.014037684044156735,0.6741907984092855,-0.8012668711696506,0.42295538968596885,-0.24495715170996465,-0.3740001562559053,-0.09709934431977647,0.5502462134282409,-0.3838812647365469,-0.3166443711950823,0.3115279208821879,0.043646897632066424,-0.23043888019751718,0.029830482747683,-0.7607673048146377,0.12441279462177698,0.3967191200792242,-0.5836440359249779,0.20930420842741007,-0.7482492344504666,1.0,-0.36230539691355185,0.20887362413826718,0.28526935597593767,-0.8394468252075149,0.22133715855995673,0.07098493392732197,-0.13297056055269052,0.3085856967866426,0.008618139792904989,0.3951477187349529,-0.4527950420269927,-0.17315153996352317,-0.49787470400706074,-0.22138713111516864,0.5474809111475537
amod,0.20034910864588823,-0.2582193383373516,-0.14210358346777302,-0.5396939073004713,-0.5912895032601272,0.5147334395693174,0.40055792458671347,-0.4765218731539375,-0.18443033446660376,0.3977508899712178,-0.6801784553025838,0.059135845247449685,0.27866014297531283,0.777967685255284,-0.2077763769987787,-0.2065455784631754,-0.14931722416531099,0.12363044842964864,0.46912697019547983,0.5739644488243554,-0.24432041339613209,-0.11669816650136389,-0.4403533470223587,0.41049406549023204,0.18948343117883015,-0.3265997116320334,-0.014118413313512592,-0.08127725185796349,-0.28188174501448077,0.2764767943233675,0.879489983111249,-0.3455421036802545,0.10350765357884131,-0.36230539691355185,1.0,0.2716451965826183,0.4986937617349196,0.36837542179428323,-0.5230242384722776,0.14449882209505427,0.1671094176737774,-0.24346274194080303,-0.003796204658090036,-0.35504131397395106,0.4904694835347516,0.5596961192716047,-0.380780525058044,-0.5923118195733302,-0.2528312390975264
nummod,-0.5054630539299484,0.38672795531140985,-0.4087238329471163,-0.1943808610966697,0.1957421161238213,0.38273719633158304,-0.03297420422539219,-0.7747038907275293,0.48685672361145194,-0.40937493882290527,-0.413423974441003,-0.6151539550554819,0.933705748225327,0.060619926436710075,0.07276416416858102,-0.36712790086730934,0.7554712348397299,-0.12780758996142197,-0.28974166746477625,-0.04371133768964072,0.4247732071826368,-0.35417901054283923,-0.7893248766586193,0.5770486920636138,-0.2947845754586635,-0.21592500778000057,0.1664267064623014,-0.2713801349758386,0.1960057436292311,0.3465509539577387,0.1758189614742582,-0.36058096609941226,-0.7376572721751253,0.20887362413826718,0.2716451965826183,1.0,0.4433841201201489,-0.419169924971874,-0.3621326985502457,-0.12424558447075068,0.32687064782026487,-0.4341017744572702,-0.6955357695150872,0.009793056990695511,-0.14041103410437258,0.017870228672213953,-0.014026029037670236,-0.2702491873575675,0.39601106059175567
conj,-0.39712142560575103,0.3462773280360775,0.10467081435486467,-0.7519643760616922,-0.3712388729741432,0.8636968021673519,0.6061503579916669,-0.8566114203752562,-0.310239718362928,-0.4068775197903086,-0.43169103521456714,-0.4890555799808628,0.5219458132963172,0.7653777015321173,0.24149200417327643,-0.6217736270228983,-0.10264990872301553,-0.5465614504257396,-0.23759005175850478,0.366626411006925,0.32976740244750785,-0.45572356439201994,-0.8088893708724956,0.65880070953452,0.07704417587149538,-0.38991643985334556,-0.3224229134152476,-0.46700320574358417,0.40527915410017035,0.7616012299812365,0.4803873117700704,-0.20658722664025883,-0.5300696340843521,0.28526935597593767,0.4986937617349196,0.4433841201201489,1.0,-0.436446771696578,-0.6479190781888894,-0.18347432305083108,0.0016628445033779063,0.4077878197940184,-0.17901155666322144,-0.49802655680564745,-0.07599399526636696,0.4425087922044,-0.7357528142543184,-0.466528114599854,0.3230407238790389
case,0.6269852019598754,-0.6321933386354929,-0.25346303043293456,0.4106473501151092,-0.2462864795467574,-0.34917026111102445,-0.2204966383177546,0.5083770003627405,-0.23850025492735846,0.998021399672415,0.10066168337470398,0.8955375031276133,-0.5315856070104813,-0.0021300113788495943,-0.3804754799901401,0.7423888485679095,-0.4582312016140309,0.3721227859933904,0.42863133133181425,0.41763540054073006,-0.5930270619554247,0.46720332810429377,0.505670522899216,-0.6007169401223421,0.14137210718233667,0.17753844520916529,-0.20287667072836604,0.5935194039097258,-0.5151582674899768,-0.48419449917862634,0.3946904409271098,0.15693209141592207,0.7846365027008855,-0.8394468252075149,0.36837542179428323,-0.419169924971874,-0.436446771696578,1.0,-0.1407665885783734,0.1452845428135461,-0.0927006067338044,-0.4497252776783473,0.025844019861284397,-0.012585617891286933,0.34979268923893625,0.04297871406605075,0.47043092018856975,0.1639709139914579,-0.6420809174282894
xcomp:pred,0.3857444555482799,-0.3192695400038853,0.5020826778442714,0.08770525479020705,0.432421788155561,-0.5278018541476915,-0.1422621441391993,0.6095863827564,0.374311191052548,-0.1530595495133661,0.12761100344926224,-0.0511929180402148,-0.2546382952474957,-0.5681637466557096,-0.3261770147570279,0.029532878319629415,0.17922061151734364,0.6862723711657768,0.38980427769421544,-0.6754663844986251,-0.34058779936401506,0.18362775243899376,0.6029353378070083,-0.05121823050406298,0.34650221615086607,0.5140696470117838,0.412092387900436,0.2563599991842219,-0.19525730743870598,-0.4425017214447276,-0.6029256124630167,0.22975913207070406,0.12272215341013513,0.22133715855995673,-0.5230242384722776,-0.3621326985502457,-0.6479190781888894,-0.1407665885783734,1.0,0.5502003254085924,0.1077697403935557,0.012560438492062235,0.5128502493423956,0.530541146793473,0.049766100973513916,0.04322033149469551,0.26612327567120575,0.4419520087187204,-0.2807057628952031
aux:pass,0.7579595577471931,-0.7329321588974548,0.6139482289967573,-0.2594075975161292,0.0998127485272341,-0.22664082440003697,0.043312750470028465,0.3363945508019458,0.4380499831165891,0.1682696054613854,-0.5352585977622598,0.1716125707827672,0.042565630046200134,-0.15586705356011962,-0.35091615083856337,-0.11417119502322229,-0.017962150430847278,0.8153860264378898,0.4078170540939987,0.02394700545475457,-0.7152633653071915,0.42393319610184094,0.3803391337135929,0.07128380586838286,0.8972226340879028,0.6594502123412104,-0.10017360236404829,0.2271554050521061,-0.2695369790657085,-0.4136250185438443,-0.1959807280832215,0.5128336079720168,0.0016702622238068635,0.07098493392732197,0.14449882209505427,-0.12424558447075068,-0.18347432305083108,0.1452845428135461,0.5502003254085924,1.0,0.32408240354707174,-0.25066420029316894,0.19906540741352388,0.48554456588166806,0.28271414234062314,0.6103075820817806,0.14132590742198858,0.3191151283414252,-0.7413900430350744
advmod:neg,0.353941897498595,-0.4352781821048146,0.32492917218664696,-0.1400391741684127,0.5333116371784311,-0.38229269114623793,0.3597158975433057,-0.016817945901808434,0.29052057610629056,-0.04489904776990923,-0.36171633356019395,-0.3204688153568338,0.568217805454564,-0.15741807936233793,-0.3540686145343584,-0.11869114987100018,0.15880319935132226,0.2782057052480587,-0.055749687121895944,-0.17239687539797965,-0.462925124401496,0.578512919892641,0.04453350361836464,0.3276317812942117,0.1721752416411224,0.42949753914652045,0.42754895015320066,0.02068347906659457,0.4711238328188734,-0.5095547878537038,0.07849064048002705,-0.34091841086475644,0.026549896383503697,-0.13297056055269052,0.1671094176737774,0.32687064782026487,0.0016628445033779063,-0.0927006067338044,0.1077697403935557,0.32408240354707174,1.0,-0.18864122289579988,0.008875120844572293,-0.28185143334956075,0.7405174817678143,0.4250047029550608,0.16910751065858304,-0.041617293076472925,-0.3999892310746445
cop,-0.1773013288166621,0.23153565005716678,0.5697703271475527,-0.45007174104485687,-0.0915718333610497,0.30228291856204675,0.633953460565364,-0.07465444305571861,-0.6668653406186007,-0.4380510416919825,0.29008104136269647,-0.2840572508530556,-0.2553711594008264,0.35267695941959654,0.14234909899076037,-0.31294536707764337,-0.554212761133798,-0.5051797872147887,-0.14581732952983725,-0.16081159020809607,0.15043043172187534,-0.20580700116142825,-0.026262854545850863,0.22424478990712096,0.08976277549791382,-0.10130129612698982,-0.14018334889382428,-0.22346838121325963,0.5357395937337478,0.3879757126815209,-0.03745093132638713,-0.052813534809066365,0.01934353349094011,0.3085856967866426,-0.24346274194080303,-0.4341017744572702,0.4077878197940184,-0.4497252776783473,0.012560438492062235,-0.25066420029316894,-0.18864122289579988,1.0,0.5538076867777908,-0.5062401934441328,-0.06604713392100661,0.20187939839954108,-0.618929498693487,-0.04468462771319956,0.23091212833813934
obj,0.3738289916099425,-0.28291369405602257,0.5916744428386017,-0.35817947718957827,-0.19380096323563098,-0.11181426806883972,0.4717615089504519,0.38844592075467527,-0.3997285154397063,0.03328653665683984,0.0347499494222782,0.0038864726900452516,-0.5068327943597626,0.24661482360823478,-0.24171187174320033,-0.15342480000241893,-0.47608489035802076,0.254030204564472,0.601013233499739,-0.24885033848922924,-0.36107722992590546,0.056579460230045904,0.424868741663327,0.11587635043177884,0.27447766587136485,0.009084100303952332,0.3910407986276978,-0.0034879980681189124,-0.10035382330026076,-0.0900273696018643,0.0590873988431074,-0.1788647328974273,0.5253393139058589,0.008618139792904989,-0.003796204658090036,-0.6955357695150872,-0.17901155666322144,0.025844019861284397,0.5128502493423956,0.19906540741352388,0.008875120844572293,0.5538076867777908,1.0,-0.2111520877581255,0.4607907305902324,0.3098329780985409,-0.40548404925398074,-0.15985400444177783,-0.23910166519804338
ccomp,0.09329609045386551,-0.018024376287317033,-0.0911595630568395,0.34802695193870875,0.037855820761296365,-0.26628236307804853,-0.7740707291317253,0.3365038622705921,0.7670126381965304,-0.047749238032881634,-0.14632542755887867,0.18951071822905274,-0.11310779940030456,-0.5418338087981895,0.23124899015574132,-0.014177492892339267,0.4998214177236114,0.5012916781139449,0.05258302312093322,-0.05794444180493002,0.042304801360977286,-0.0020195123501496313,0.27493285677700585,-0.32645521523050924,0.23180314603126304,0.2083956306286305,-0.0751106066908728,-0.01954499032350968,-0.6001761381416411,-0.21933361165726545,-0.662369077348621,0.6277577381975097,-0.2901056570823074,0.3951477187349529,-0.35504131397395106,0.009793056990695511,-0.49802655680564745,-0.012585617891286933,0.530541146793473,0.48554456588166806,-0.28185143334956075,-0.5062401934441328,-0.2111520877581255,1.0,-0.46714560643002767,-0.33008326254909387,0.3572595095201715,0.3096112531042047,-0.043899426814409774
fixed,0.5966320109688231,-0.6281487444781422,0.3101832117393788,-0.22890760836302973,0.03370370072156177,-0.30888850359207404,0.49699411652768954,0.17672839386829142,-0.1347680697720381,0.39334539145464237,-0.35571408308843094,0.055388884206866495,0.07621180194298857,0.22581639649682678,-0.45624126217132055,0.020186449941142406,-0.2920127809115312,0.3540965414742965,0.4242016126818271,0.08145202164940873,-0.672561641368967,0.5557375717392281,0.24181465563605134,0.17622867658473176,0.22285811989530543,0.18635309763859967,0.456245348003817,0.10286789451752294,0.09319040196591774,-0.4765913644819519,0.4577920190015367,-0.4448947004976041,0.5576797706747268,-0.4527950420269927,0.4904694835347516,-0.14041103410437258,-0.07599399526636696,0.34979268923893625,0.049766100973513916,0.28271414234062314,0.7405174817678143,-0.06604713392100661,0.4607907305902324,-0.46714560643002767,1.0,0.5167910060449638,-0.04380174369977165,-0.29201278091153127,-0.5840607920049438
acl:relcl,0.5570497901131948,-0.6099117287706435,0.6742937625687884,-0.7621879845004117,-0.035998078728994624,0.2869640135492981,0.7716982189533477,-0.17941695334092944,-0.2201110321389261,0.09404015630839517,-0.5118003649794168,-0.11431959585977622,0.2590290319183551,0.46224063334923554,-0.5653083713487446,-0.24109317161701838,-0.35935284275466217,0.38143953081549925,0.433439664123718,0.06910636209511085,-0.6340292268784202,0.1577077457186297,-0.08493752986946101,0.5562015436806402,0.7523556992528453,0.3898912640192583,-0.11763379245135928,0.21720036142075091,0.1860237743859873,0.04689328984686982,0.46508086198599896,-0.019114650106714263,0.04276990369962239,-0.17315153996352317,0.5596961192716047,0.017870228672213953,0.4425087922044,0.04297871406605075,0.04322033149469551,0.6103075820817806,0.4250047029550608,0.20187939839954108,0.3098329780985409,-0.33008326254909387,0.5167910060449638,1.0,-0.30501502978926404,0.014523198023398388,-0.5982516812891666
advmod,0.3405192883311782,-0.3922600621288004,-0.2569244348013278,0.8015925864588931,0.6324373695120525,-0.7490882921461566,-0.5710616275842556,0.5731608818336169,0.3365227822235169,0.45673590681298604,0.43659409507835273,0.4800227475724812,-0.12951847456273943,-0.8266175640131305,-0.38920569300720004,0.8084399422846656,0.18307373301612712,0.41687300791320603,-0.09463107458530186,-0.2639838544164392,-0.33839272117825586,0.5350845909955784,0.5419852042778113,-0.592334144008878,-0.06661261948603209,0.606887197346853,-0.02469938091577075,0.7021236724347444,-0.09749489817823252,-0.729240666200172,-0.32279578269763126,0.27244850858694347,0.28606594115643047,-0.49787470400706074,-0.380780525058044,-0.014026029037670236,-0.7357528142543184,0.47043092018856975,0.26612327567120575,0.14132590742198858,0.16910751065858304,-0.618929498693487,-0.40548404925398074,0.3572595095201715,-0.04380174369977165,-0.30501502978926404,1.0,0.7135470845807881,-0.39110644442649295
orphan,0.38848960358420237,-0.40810828264715204,0.29450663904731356,0.4362657941847973,0.656820811227979,-0.5044924698451291,-0.22043939990480318,0.5716065208664001,0.05445900643371259,0.15810523219392003,0.5501187576475274,0.3671985404758468,-0.2677601341978953,-0.7146091449556983,-0.4199094017367423,0.6234280984036309,-0.14285714285714285,0.32675276918183743,-0.14285714285714288,-0.404953313949703,-0.3817072809768079,0.4013203008116254,0.5784863153488489,-0.43424786272268123,0.3433398566796579,0.8345404410247282,-0.3805589799520709,0.7456435898090154,0.16970423692707645,-0.4761803468531736,-0.4946963988753092,0.5984153618238723,0.12537826855960293,-0.22138713111516864,-0.5923118195733302,-0.2702491873575675,-0.466528114599854,0.1639709139914579,0.4419520087187204,0.3191151283414252,-0.041617293076472925,-0.04468462771319956,-0.15985400444177783,0.3096112531042047,-0.29201278091153127,0.014523198023398388,0.7135470845807881,1.0,-0.4251704430889101
punct,-0.9848949330142102,0.9954961193028631,-0.48621355507508557,-0.01518291336724335,-0.14032822899726527,0.46434861936916083,-0.16283887225366703,-0.5743427564814951,0.024262594374708256,-0.6739415262464296,0.1888817679652024,-0.5836338570748341,0.2464486459407911,0.13116990837822776,0.6110205590340725,-0.420611482221572,0.46982616073509975,-0.6939652543489971,-0.42446234168124,-0.15580734382813746,0.9858152672548292,-0.7592161479462024,-0.635570511251453,0.25648259720590555,-0.7453474687961232,-0.7426951379620066,0.18439582455589404,-0.6057141456305882,0.14367424801411793,0.6851141928467673,-0.12926957747915832,-0.35997852993205814,-0.5666700335421091,0.5474809111475537,-0.2528312390975264,0.39601106059175567,0.3230407238790389,-0.6420809174282894,-0.2807057628952031,-0.7413900430350744,-0.3999892310746445,0.23091212833813934,-0.23910166519804338,-0.043899426814409774,-0.5840607920049438,-0.5982516812891666,-0.39110644442649295,-0.4251704430889101,1.0
