,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
xcomp,0.2590585166414799,-0.13371668007282975,-0.21893260420757546,-0.19017383143862363,0.19840774123769148,0.16080308798862725,-0.17421114692628506,0.08488368683062678,0.874313367575023,-0.05409836196274355,0.4855254625655176,-0.14898063671629266,0.3748823091367274,-0.3671726841703896,-0.706490148350481,-0.2634132682241732,0.23898045622039327,0.0205894284762457,0.16231865269925153,-0.06011687306016959,-0.236628808182076,0.08289036211069761,0.05232933331082394,-0.5190533503674288,-0.07876866796874082,-0.054482306645668825,1.0,0.11497771570322254,0.053787738639109996,0.09638123697760505,0.1830946553232415,-0.18272317903875976,0.45058861466146344,0.7874957176665084,-0.2624589233106504,0.24866765363439708,-0.15770281387501026,0.27111894070493675,0.11282773838057987,0.11843106764862643,-0.03910699761281552,0.23291574847103458,-0.11535006572999339,0.4394559004028719,-0.2856114199628139,-0.10810066987916363,0.459876470255698,0.16231865269925153,-0.2419546276063809,-0.07959423451733424,0.11905778231929931,-0.46955192972175985,-0.16290366806105383
obl,0.4419726729444236,-0.5448234590225816,-0.7176871692437701,-0.183098801234336,-0.16454891009368056,-0.1323054062345228,0.6602729759959973,-0.08985468378956514,0.329859261095743,0.41605047774348375,0.06251260125863563,-0.41375025829393214,0.5493809144511379,-0.37134404712081154,-0.5791274413487673,-0.16659341451086193,-0.175691447815853,-0.11653429066475102,-0.2999120966519243,-0.3338984655447518,-0.5814879312482824,0.29587726864500163,-0.09144171338610807,-0.011208158097618147,0.2917019182237566,-0.07699214142743205,0.11497771570322254,1.0,0.4577250477681846,0.1503025971901158,-0.08484646115312049,0.17934462005783824,0.0012400623400716491,-0.0965655739513638,0.357075760691941,-0.700363695910403,-0.052019473225325144,0.7067529157874222,0.05480305228241595,-0.23774761785909115,0.43248886683975307,0.27528243193557883,-0.8254616657000508,-0.16305016187211607,-0.4578030493540484,-0.13505774507822743,-0.49067576857243994,-0.2999120966519243,-0.7521740870994772,0.15561801104975148,0.15882544757324435,0.19946298411409458,-0.5595262717083773
nmod,0.5794156901130882,-0.7122932016240453,-0.5615205698379468,-0.05598066262664045,-0.4251571710035344,-0.40563894388998983,0.8238404561794828,-0.3954521694776274,0.029421274091502688,0.37987936028253144,-0.6171934827622643,-0.20335035638079368,0.5418643482616811,0.03450364087304014,-0.1369946409229159,0.14707420926436737,-0.35953090046364566,-0.2944807053558989,0.3324713250079656,-0.20212201978077424,-0.6084813524495947,0.07889935475288509,-0.39272179003616453,0.19795915042950815,0.2647233912063215,-0.32753140771236006,0.053787738639109996,0.4577250477681846,1.0,0.1913015577429862,-0.34565594862388,0.7198010678435945,0.13721567290547734,0.21115608672019107,0.4668433268955401,-0.5945035836959834,0.34425025821069916,0.2617422860715657,-0.12839255192167354,-0.7132748208086398,0.49335791882791036,0.5404018909029062,-0.5393554484866048,-0.38432327152818047,-0.49729579946280794,-0.2581733568819355,-0.2788968021406414,0.3324713250079656,-0.2249706484322965,0.22115721518143042,-0.2515680972510005,-0.057342238565406135,-0.7039186280111458
advcl:cmpr,0.027953644568659893,-0.16633123888609092,0.015325168241376468,0.2077549508682024,-0.38159526440444785,-0.3773956822825513,0.10002684861596324,0.23434221489226917,0.11018580474451546,0.3891669078206534,-0.010981190586012457,-0.2917690336602457,0.10537030928858421,0.36354132620096247,-0.24174707987973998,-0.3865437233956682,-0.1576591815892612,-0.017112887198015774,-0.08333333333333331,0.4023356542587993,-0.1109539795859763,0.6381787126599592,0.3336798772459162,-0.464118871857478,0.6763345048395475,-0.33378348958843673,0.09638123697760505,0.1503025971901158,0.1913015577429862,1.0,-0.3055387510084348,0.3952316294486851,0.35041309090812894,0.1190104660657208,0.35662883016857605,-0.22434508808258402,0.061281779373490254,-0.08672382785571807,-0.1534836023861725,-0.19013639872050533,0.2797470134928971,0.2557849656707109,0.02772358653091723,-0.1789192592568329,-0.007726011015479037,-0.7198963305768055,0.33780909032405815,-0.08333333333333331,0.04193039434810337,-0.010910858333230808,0.0038130910008232722,0.10011258293566346,-0.18547608079291747
cc,0.05126929811773199,0.06037792997327354,-0.06304243263391088,-0.03699627233198441,0.333990143002366,0.9332759975506726,-0.4646036905886609,0.24714575337563832,0.39239857410428414,-0.49033520970625655,0.43792331668584794,-0.3018884941243583,-0.02503591471047297,-0.46831048339772535,-0.13332992992480208,-0.35716376355603385,0.5478305203601429,0.15389915923849037,0.1509235997045751,0.010250257796713841,-0.10489154798847133,0.11591003496612733,0.13696791728602783,0.08473172934387262,-0.37830245176760313,-0.02524974000657154,0.1830946553232415,-0.08484646115312049,-0.34565594862388,-0.3055387510084348,1.0,-0.37125850309022523,0.25936065073240017,0.21247004904500427,-0.6335579094978238,0.36156264264606225,-0.3943354443587892,-0.032092995093790405,0.686428783678441,0.35903075298090786,-0.4581377576581263,-0.5082900429347872,-0.057018132064134384,0.40663702908319166,-0.17855688144974233,0.008618440158654976,-0.1556736433838028,0.1509235997045751,0.10181172113148458,-0.1518907672405336,-0.1436020709369921,-0.2091229767597476,0.041410973605635275
nsubj:pass,0.567148132437527,-0.6646490703649964,-0.19260750482804623,-0.03350381180780891,-0.37635191063076673,-0.45438780471603746,0.5631364817261142,0.06103852509175751,-0.1731632537642803,0.10466979837464013,-0.6224293884363449,-0.08036203926699882,0.3765389478630287,0.06117823826121204,0.18905341390351935,0.20387027131334803,-0.3083571401551269,-0.4503691685544712,0.5243112080077295,-0.021190642190601256,-0.5756143467150485,0.37113024538273953,0.05443665965431813,0.2547276611754264,0.45236014223929366,-0.2349357954784399,-0.18272317903875976,0.17934462005783824,0.7198010678435945,0.3952316294486851,-0.37125850309022523,1.0,0.0888403658712566,-0.11242518063893545,0.3539192812318732,-0.4310060341610715,-0.06692887714976761,0.20486806188324838,-0.10982403092434807,-0.5793305549827839,0.1711523623123486,0.39278796409781747,-0.14110018498938937,-0.2997267057615034,-0.16594056084910228,-0.4047459062862595,-0.1074671144699984,0.5243112080077295,0.1788975524964176,0.2704488870210134,-0.46618235889595805,0.06633995389807339,-0.6558088960111882
discourse,0.3290720822844054,-0.4300253913429604,0.13277918653873577,0.6149627025250916,-0.4279134914147446,0.3942795708364672,-0.16562440324959954,0.19075521365917225,0.4569390447780266,0.13426068415224832,0.05121173743675828,-0.6520951875772814,0.23247419380767467,0.06896389399897178,-0.31355672527470324,-0.5517814641463132,0.05784386458647062,-0.3336407454018786,0.40166547258254504,0.11766700178237831,-0.37156936176075,0.15468900873594307,0.15160880853174566,-0.5386670384166874,-0.06623453586825875,-0.268887732729663,0.45058861466146344,0.0012400623400716491,0.13721567290547734,0.35041309090812894,0.25936065073240017,0.0888403658712566,1.0,0.7055491806028792,-0.13679257782681944,-0.02870113406301938,-0.11000148647150229,-0.0284881667550641,0.4833821942428946,0.09410637591847704,0.23788539584299284,0.1582993534301311,0.0501102311505873,-0.07353385406219257,0.20762285772522668,-0.40568138164279605,0.2764281210099587,0.40166547258254504,0.13065071869935144,-0.09500706464440738,0.37908003469128226,-0.4277572408828201,-0.4362638317830265
csubj:pass,0.203780060907993,-0.17069274712834034,-0.16227061409029778,0.17714637692186533,-0.1323500296536913,0.23941410174206032,-0.15053742373037227,-0.1335961829470003,0.6510745293936931,-0.01856852337529328,0.09987023109594355,-0.1819795592991577,0.3523611037064793,-0.10522552888330587,-0.4212714775848639,-0.24549507814529994,0.21779847442182965,0.07064416721413297,0.39137215457120056,-0.07872901231792465,-0.15505477841208978,-0.06725150785665891,-0.17448421080310764,-0.4023397888725385,-0.20368893506012595,-0.31103012685259984,0.7874957176665084,-0.0965655739513638,0.21115608672019107,0.1190104660657208,0.21247004904500427,-0.11242518063893545,0.7055491806028792,1.0,-0.1393320238902314,0.25569051938533366,0.09610099580368515,0.005225760233795449,0.15315616649108516,-0.14415170269037453,0.06643178018364575,0.17996359263360337,-0.12574629087833952,-0.014061970226883021,-0.2297711840615003,-0.09518201523509189,0.4692639581571284,0.39137215457120056,-0.0312440351677044,-0.09667166634892285,0.2016521785274549,-0.45709116657184545,-0.1863790016017554
acl,0.1800030085487805,-0.327881301064888,-0.4010568090449761,0.007780152346875642,-0.11784964390933976,-0.6147801631269612,0.5142391217892774,-0.2680170828655587,-0.21960446626960395,0.5169728975461169,-0.5556766295716411,0.2404906119085657,-0.027536747948744136,0.14215465739868585,0.10942784358850956,0.1684419352027364,-0.6077260480542955,0.10711380452800975,-0.0064237769109385615,-0.22259905254103574,-0.19620133483021426,-0.05885961589888605,-0.14055371207185352,0.12925157886021427,0.6582098498059079,0.04157903453029999,-0.2624589233106504,0.357075760691941,0.4668433268955401,0.35662883016857605,-0.6335579094978238,0.3539192812318732,-0.13679257782681944,-0.1393320238902314,1.0,-0.49466535725114874,0.19138562130287362,0.09920371391142846,-0.7170539233467527,-0.433741979416749,0.4927547637851992,0.0039609642051206964,-0.3736714555014282,-0.5724148555098936,-0.26515133934044904,0.11231726732770134,-0.08818994017694572,-0.0064237769109385615,-0.3186791768499723,0.27737691299459866,0.29184818293812936,0.10144140035843108,-0.31979155086583877
expl:pass,-0.30339708262279186,0.602933114949281,0.32922880393621073,-0.2702543783179994,0.38401567616446763,0.3772376528730218,-0.7253454743953226,0.44329358336607416,0.04656899310688736,-0.6512992891685744,0.35159069013759653,0.48447558274263935,-0.4615084372843684,-0.07028265585689508,0.043454205932016716,-0.09095407083863818,0.2928158232721826,0.43698681441422393,0.21502555787162878,0.4156729072085126,0.4753665188629872,0.031548920702866884,0.4098537957271647,-0.16228767310754158,-0.33137951996649867,-0.11444442653673048,0.24866765363439708,-0.700363695910403,-0.5945035836959834,-0.22434508808258402,0.36156264264606225,-0.4310060341610715,-0.02870113406301938,0.25569051938533366,-0.49466535725114874,1.0,-0.18115547902229495,-0.183794148297156,-0.08253889701395076,0.2546947488750419,-0.670868325436438,-0.3954011569940716,0.4217281581692058,0.392299195584832,0.2021423003035637,0.07964266015519617,0.6393401268873533,0.21502555787162878,0.631582148140224,-0.41196684371313846,-0.22479248383815467,0.014386710430795606,0.5910143240826474
amod,-0.2898941394829575,0.1357637978458167,0.08125368649339179,0.20826376399113952,-0.5067803601512291,-0.42145987939481694,0.28314154092599647,-0.5322026219054703,-0.2535431079609109,0.49933096307463887,-0.3261875022082038,-0.05248347425153741,0.006681820898517763,0.7403795278852281,-0.04764486100989639,-0.06931226561801854,-0.019582611688009358,0.02320738268565981,-0.3386932456521578,0.1925039318594226,0.2922324703734075,-0.16567057541322688,-0.503502263499446,-0.1829853375753347,-0.09710421652245653,-0.33395670468046706,-0.15770281387501026,-0.052019473225325144,0.34425025821069916,0.061281779373490254,-0.3943354443587892,-0.06692887714976761,-0.11000148647150229,0.09610099580368515,0.19138562130287362,-0.18115547902229495,1.0,-0.310639320441349,-0.20208452560552725,-0.42704027890927654,0.5261034911540328,0.27664985981093493,-0.053095953155187996,-0.3659581883690324,-0.027677313309803248,-0.13953901160248197,-0.011425341171784422,-0.3386932456521578,-0.08471529766231044,0.12966139055601342,0.029997172215909314,0.10712110851013229,0.1705893342670569
nummod,0.44178076650235065,-0.38846278298546977,-0.6251350758086449,-0.4995158676952974,0.010292404738108713,-0.05133764035652666,0.3431218489910361,0.33517898035744226,0.3756314371429207,0.05027373319486993,0.036275917624275164,-0.03721116762102463,0.5615798808689193,-0.5303313423401458,-0.5605983936021401,-0.017580104307044105,0.021277621838780427,-0.18737196741480347,-0.007348690944639597,-0.289168933404011,-0.4685847524099614,0.41654971617422937,0.2681428373569169,-0.03864887400974344,0.17122161488538273,-0.048229962439579124,0.27111894070493675,0.7067529157874222,0.2617422860715657,-0.08672382785571807,-0.032092995093790405,0.20486806188324838,-0.0284881667550641,0.005225760233795449,0.09920371391142846,-0.183794148297156,-0.310639320441349,1.0,-0.0732175035562865,-0.32319003953878556,0.11753370376905545,0.20397211232164378,-0.6907779705690136,-0.0025172074803554933,-0.34058426356997923,-0.0663888413726911,-0.20429326710206971,-0.007348690944639597,-0.3773717394839253,-0.039245819522408056,-0.08857688026303132,0.2117376793757813,-0.3932642436835591
conj,0.1803373681594275,-0.21120609836044008,0.21904535601407324,0.4259761956257707,-0.22780368085974886,0.69568140833618,-0.15218454315541993,0.0770360964127619,0.2697173891536264,-0.2382184561275695,0.37326003923284357,-0.7531861139147892,0.23403774730435745,-0.1664297926442373,-0.12359932953503339,-0.37906341955414075,0.42167058015246117,-0.3116171740840387,0.09414793475280941,0.021741496373890216,-0.2724969470547124,0.07976798348136795,-0.05314961541449445,-0.06651297368611123,-0.5342031827019432,-0.14470383094247907,0.11282773838057987,0.05480305228241595,-0.12839255192167354,-0.1534836023861725,0.686428783678441,-0.10982403092434807,0.4833821942428946,0.15315616649108516,-0.7170539233467527,-0.08253889701395076,-0.20208452560552725,-0.0732175035562865,1.0,0.3664719424110284,-0.1592477533787516,0.03267925357589221,0.07820876194770483,0.2296387414132548,0.19734157283503762,-0.21948085354250077,-0.24682892944766183,0.09414793475280941,0.03707886442692502,-0.010544992294264555,-0.0008269791249072196,-0.15465065574026132,-0.22050598201937632
appos,-0.17122162046322673,0.2889780970550643,0.515460680101421,0.22284137815453217,0.4164978051848943,0.5058122278665464,-0.545920654980471,0.2728399759069309,0.10236074995734996,-0.23928128605577625,0.7063028756175027,-0.2032370734365411,-0.5544127111299448,-0.16051024340729797,-0.01879309582545903,-0.29742053860314516,-0.02477207568323159,0.038200163358463254,-0.19013639872050528,0.2255360067071705,0.1574579348179596,-0.2540421819211218,0.29651302594020335,-0.26749284683505276,-0.2808499578692185,0.4271012575886154,0.11843106764862643,-0.23774761785909115,-0.7132748208086398,-0.19013639872050533,0.35903075298090786,-0.5793305549827839,0.09410637591847704,-0.14415170269037453,-0.433741979416749,0.2546947488750419,-0.42704027890927654,-0.32319003953878556,0.3664719424110284,1.0,-0.3105012898102202,-0.3038868408497691,0.5470044305896955,0.6337010206007373,0.5185199675156552,0.15804242429482224,0.12073489853333666,-0.19013639872050528,0.08642022727197132,-0.18842523264080277,0.39739782014668285,-0.26246687246960976,0.26783041507682104
case,-0.0285861620042597,-0.32470845017372996,-0.15795239716896384,0.2793971562147564,-0.4062379368760207,-0.38140987009585486,0.3649159914978539,-0.2711175265707575,0.047917282270559095,0.9685516448045696,-0.4368321389355062,-0.4116838438404638,0.31102341438757775,0.4818995964582759,-0.27694157373890915,-0.1364406281628645,-0.18903015870288103,-0.5324286743710941,-0.3406031370487548,-0.1326524812316775,-0.13253536340718458,-0.012409570872260233,-0.2045400290563063,-0.3523021925862074,0.4197526220410082,0.16295103825030705,-0.03910699761281552,0.43248886683975307,0.49335791882791036,0.2797470134928971,-0.4581377576581263,0.1711523623123486,0.23788539584299284,0.06643178018364575,0.4927547637851992,-0.670868325436438,0.5261034911540328,0.11753370376905545,-0.1592477533787516,-0.3105012898102202,1.0,0.39806262550093274,-0.23866136792416773,-0.2916660949908154,-0.07468051796570535,-0.2452682313402301,-0.36780518963747105,-0.3406031370487548,-0.444726140571596,0.12607330865607816,0.3656418413426864,-0.2966184009140339,-0.2847923729750492
xcomp:pred,0.10706459697771432,-0.20353481269908386,-0.12247741984489821,0.03729566060892402,-0.49317582610118277,-0.45145564500758256,0.5515043269285365,-0.23310069119268245,-0.023558314063054572,0.3691443747023855,-0.14367879410792334,-0.2773875106561243,0.5314049347445168,0.19500051260112547,-0.2648771691711486,0.20837010667724312,-0.27002079333048806,-0.37299232906711516,-0.07822375541390596,0.02822927972693035,-0.12391745013249199,0.06808637019221078,-0.2041720870079941,-0.16660534371459834,-0.0012660624765618448,-0.2265140809044105,0.23291574847103458,0.27528243193557883,0.5404018909029062,0.2557849656707109,-0.5082900429347872,0.39278796409781747,0.1582993534301311,0.17996359263360337,0.0039609642051206964,-0.3954011569940716,0.27664985981093493,0.20397211232164378,0.03267925357589221,-0.3038868408497691,0.39806262550093274,1.0,-0.11495225926951316,-0.09906413168161712,0.02608497426903329,-0.3974108293849316,-0.043015777409434776,-0.07822375541390596,-0.11772446401774447,-0.2663741615227108,-0.14969846109280177,0.07315397909278973,-0.21033437120305498
aux:pass,-0.4084925786452056,0.43242861886205447,0.9192506858694408,0.3354225068073151,0.12023351974185993,0.036766254534638255,-0.6344123075492828,0.21878633598990946,-0.2863887026232048,-0.17818193715070496,0.13250093713107458,0.1107859568121855,-0.5693755827679196,0.45607319230713106,0.45222437200925175,0.00824404350241875,0.06106685223379912,-0.19237616883700936,0.07469662631108999,0.4214951336068028,0.4672148466466886,-0.2116250334256976,0.2503963303457445,-0.2292547529977216,-0.14015302647918215,0.2996128070736877,-0.11535006572999339,-0.8254616657000508,-0.5393554484866048,0.02772358653091723,-0.057018132064134384,-0.14110018498938937,0.0501102311505873,-0.12574629087833952,-0.3736714555014282,0.4217281581692058,-0.053095953155187996,-0.6907779705690136,0.07820876194770483,0.5470044305896955,-0.23866136792416773,-0.11495225926951316,1.0,0.3691339009092441,0.7062434382043825,-0.03474532595920746,0.4018704369785616,0.07469662631108999,0.6077873124580292,-0.0828932664245191,0.019903424232680978,-0.2907378130719209,0.4474643658575381
advmod:neg,-0.0511628452985075,0.22503424283919513,0.17698352435424164,-0.41430899071060895,0.6372742118221799,0.3865719858008346,-0.4703407394363952,0.43470665484210347,0.3868815621268521,-0.2255514609446643,0.6220708699798324,-0.06968272232055017,-0.2309417421069982,-0.2855436266584549,-0.3473720884799263,-0.21994919214524486,0.2033965411393955,-0.11261941263750314,-0.10245600836923192,0.3078062134672783,0.02375791737744824,0.10454943656397477,0.42881441980930773,-0.28761682281193257,-0.04935865505720326,0.4010268630856164,0.4394559004028719,-0.16305016187211607,-0.38432327152818047,-0.1789192592568329,0.40663702908319166,-0.2997267057615034,-0.07353385406219257,-0.014061970226883021,-0.5724148555098936,0.392299195584832,-0.3659581883690324,-0.0025172074803554933,0.2296387414132548,0.6337010206007373,-0.2916660949908154,-0.09906413168161712,0.3691339009092441,1.0,0.02338070711690307,-0.13315388767423542,0.09095231094864605,-0.10245600836923192,0.11086049595895787,-0.2700014652155475,-0.2374028777470314,-0.4255042512319604,0.20969951315217325
cop,-0.21524730321055077,0.22495063987447575,0.8648517359419182,0.5905410191502415,-0.325448158082218,0.06590597072840534,-0.35510272977770213,0.3240852734319712,-0.4357439931244816,-0.09264267039928567,0.14074152537939164,-0.14354614797005685,-0.5109344639197069,0.466895030381539,0.29345875498338014,-0.20127089451023658,-0.1958201461233474,-0.25658810987053504,-0.02159793905522579,0.44303719338801906,0.28627495822460264,-0.13978724123711933,0.3295937086962683,-0.3438832933828402,-0.3162509164741945,0.02879326993602682,-0.2856114199628139,-0.4578030493540484,-0.49729579946280794,-0.007726011015479037,-0.17855688144974233,-0.16594056084910228,0.20762285772522668,-0.2297711840615003,-0.26515133934044904,0.2021423003035637,-0.027677313309803248,-0.34058426356997923,0.19734157283503762,0.5185199675156552,-0.07468051796570535,0.02608497426903329,0.7062434382043825,0.02338070711690307,1.0,-0.08486176599070175,0.31027842684300866,-0.02159793905522579,0.5248451271000276,-0.1734788571053031,0.35097863950559244,0.11477191539705639,0.24053397473582774
obj,-0.12545652634591586,0.20325710560057203,-0.07134748985990987,-0.0802200995233718,0.4775071636226718,0.05083525009981739,-0.08728381832100132,-0.4732929134545295,-0.0888041075928718,-0.26539237464535675,-0.05088660437581417,0.5464278787093837,-0.13637054436305893,-0.38035557810420934,0.4305573508841347,0.5793498464374073,0.03309559333715138,0.28742895024534737,0.03594366194548852,-0.6919639750155688,0.2110969737073199,-0.7971191378780574,-0.4944838775926053,0.535051416424376,-0.36854162150357767,0.48298833733236274,-0.10810066987916363,-0.13505774507822743,-0.2581733568819355,-0.7198963305768055,0.008618440158654976,-0.4047459062862595,-0.40568138164279605,-0.09518201523509189,0.11231726732770134,0.07964266015519617,-0.13953901160248197,-0.0663888413726911,-0.21948085354250077,0.15804242429482224,-0.2452682313402301,-0.3974108293849316,-0.03474532595920746,-0.13315388767423542,-0.08486176599070175,1.0,-0.1615462439332873,0.03594366194548852,-0.30552181827717,0.28745898750743276,0.3416662586325319,-0.10210918459972126,0.21010971781634039
ccomp,0.006048597583816279,0.21327961443515528,0.3805776535212375,0.08495419746129138,-0.06607944783185195,-0.12167680938379062,-0.39025032418154215,0.3057443099776298,0.18349297250112354,-0.3396905334991439,0.30908443695857934,0.2727824692302261,-0.29935433232544095,0.16980407345849358,-0.13647141300232413,-0.27915116374338933,-0.038569367914602415,0.3451797300180582,0.29655890579558636,0.4716680821614469,0.1765626085195492,0.13740087041759605,0.32460705665055306,-0.5137486977178735,-0.06186306001947315,-0.3771975046884544,0.459876470255698,-0.49067576857243994,-0.2788968021406414,0.33780909032405815,-0.1556736433838028,-0.1074671144699984,0.2764281210099587,0.4692639581571284,-0.08818994017694572,0.6393401268873533,-0.011425341171784422,-0.20429326710206971,-0.24682892944766183,0.12073489853333666,-0.36780518963747105,-0.043015777409434776,0.4018704369785616,0.09095231094864605,0.31027842684300866,-0.1615462439332873,1.0,0.29655890579558636,0.45179809306600366,-0.08359814364355816,0.10036545807105784,0.035173653511362604,0.19106281206352851
parataxis,0.6515105114809255,-0.5197024724199771,-0.007899895010923546,0.1006425854552466,-0.05853476511142748,0.18061992881682007,0.039569001345881906,0.12037629772188572,0.07160190723117761,-0.49307165108673456,-0.34693080759691225,0.09991132979440326,0.05184048655733171,-0.27242381941382465,0.27958754961451704,0.09265423675599045,-0.15765918158926118,-0.13227090668031014,1.0,-0.06672653661118612,-0.5139810476540322,-0.059041628252002154,0.0454139904238665,0.24492755278922299,-0.12309144021483027,-0.2386637113993393,0.16231865269925153,-0.2999120966519243,0.3324713250079656,-0.08333333333333331,0.1509235997045751,0.5243112080077295,0.40166547258254504,0.39137215457120056,-0.0064237769109385615,0.21502555787162878,-0.3386932456521578,-0.007348690944639597,0.09414793475280941,-0.19013639872050528,-0.3406031370487548,-0.07822375541390596,0.07469662631108999,-0.10245600836923192,-0.02159793905522579,0.03594366194548852,0.29655890579558636,1.0,0.47584912962589043,0.16024959066626712,-0.21150656628342204,-0.241787259622159,-0.5243581881297829
fixed,-0.0846204006855054,0.23954298258525147,0.5659839492605376,0.11038156212883474,-0.11713283694833311,0.18829958629484378,-0.39114852667323335,0.4861156041466599,-0.46108456165837963,-0.4830698222345402,-0.14059767208707244,0.2004619322625218,-0.5197389247781555,0.3196166169475099,0.4130844460557257,-0.07921455301006891,-0.10347555812739828,0.0023541624520613865,0.47584912962589043,0.6597485369628879,0.23136377341611325,0.15808597465433502,0.47381915752302134,-0.032151409570703685,-0.16781961390864086,-0.29051938434207975,-0.2419546276063809,-0.7521740870994772,-0.2249706484322965,0.04193039434810337,0.10181172113148458,0.1788975524964176,0.13065071869935144,-0.0312440351677044,-0.3186791768499723,0.631582148140224,-0.08471529766231044,-0.3773717394839253,0.03707886442692502,0.08642022727197132,-0.444726140571596,-0.11772446401774447,0.6077873124580292,0.11086049595895787,0.5248451271000276,-0.30552181827717,0.45179809306600366,0.47584912962589043,1.0,-0.3837640059062697,-0.39581493494424913,0.1241189200416405,0.24519639584321434
acl:relcl,0.36435882501817607,-0.47188999581140967,0.022702617196501896,0.20343671038205985,-0.09726023109476423,-0.3089034798781103,0.20570533055905854,-0.33785844435734114,0.17432058253938876,0.08863721953957347,-0.2050821564060569,-0.032104311125679595,0.19839887855953686,0.017854120063397042,0.1705450836369053,0.024803131475566138,0.17426224988131706,-0.18580106061352053,0.16024959066626712,-0.4293981800054943,-0.3909634636743221,-0.12669166723538347,-0.401554277232453,0.1692333715394301,0.10600744686932534,0.09415283456495345,-0.07959423451733424,0.15561801104975148,0.22115721518143042,-0.010910858333230808,-0.1518907672405336,0.2704488870210134,-0.09500706464440738,-0.09667166634892285,0.27737691299459866,-0.41196684371313846,0.12966139055601342,-0.039245819522408056,-0.010544992294264555,-0.18842523264080277,0.12607330865607816,-0.2663741615227108,-0.0828932664245191,-0.2700014652155475,-0.1734788571053031,0.28745898750743276,-0.08359814364355816,0.16024959066626712,-0.3837640059062697,1.0,0.1657034298083533,-0.15323447086611758,-0.4470580313713146
advmod,-0.045256829216882566,-0.07089049768457416,0.1741326936725663,0.6005976317717203,-0.1230046476802278,0.0704714071974322,-0.1205974156227345,-0.18526364570882095,0.17283852223731816,0.354077027290814,0.17899559921875166,-0.23888135228648721,-0.15801924435335618,0.08465581109649555,-0.12158791144488403,-0.2705221871468395,-0.19540159512935648,0.001545273884291328,-0.21150656628342204,-0.2390570215993915,0.015358117137059158,-0.4270447037089352,-0.14052803214228143,-0.38563398640906976,-0.08540936803520463,0.23430529502224245,0.11905778231929931,0.15882544757324435,-0.2515680972510005,0.0038130910008232722,-0.1436020709369921,-0.46618235889595805,0.37908003469128226,0.2016521785274549,0.29184818293812936,-0.22479248383815467,0.029997172215909314,-0.08857688026303132,-0.0008269791249072196,0.39739782014668285,0.3656418413426864,-0.14969846109280177,0.019903424232680978,-0.2374028777470314,0.35097863950559244,0.3416662586325319,0.10036545807105784,-0.21150656628342204,-0.39581493494424913,0.1657034298083533,1.0,-0.22113718772289648,-0.06744774220362855
orphan,-0.06990213111010089,0.19544825852968303,-0.11124636008916544,-0.1411982346478697,-0.35460667238752025,-0.24990254132221615,0.3579257101999704,0.08245935391706233,-0.5121771248511223,-0.26113911080051627,0.04600078937284293,0.20682707055201938,-0.09001671667178593,0.04926769482510354,0.09493048199031351,0.05905243826537686,-0.20504742324025074,0.46396588512091097,-0.241787259622159,0.2401746068461635,0.15428674759474817,0.3127818911607092,0.08329498292343245,0.24655131090720533,-0.10484459207226632,-0.565219403877358,-0.46955192972175985,0.19946298411409458,-0.057342238565406135,0.10011258293566346,-0.2091229767597476,0.06633995389807339,-0.4277572408828201,-0.45709116657184545,0.10144140035843108,0.014386710430795606,0.10712110851013229,0.2117376793757813,-0.15465065574026132,-0.26246687246960976,-0.2966184009140339,0.07315397909278973,-0.2907378130719209,-0.4255042512319604,0.11477191539705639,-0.10210918459972126,0.035173653511362604,-0.241787259622159,0.1241189200416405,-0.15323447086611758,-0.22113718772289648,1.0,0.17536314564766103
punct,-0.9214275966197295,0.997101873373978,0.3841703479919845,-0.18288352547840092,0.34217112587595355,0.04500865862572056,-0.5949797180724742,0.029276358084935065,-0.3050922863481545,-0.14524973316756992,0.2754431205743723,0.4844478557081446,-0.44585382790590056,0.27819130639029305,0.22319576882410266,0.2086245776643855,0.308610321518349,0.4297305178228215,-0.5243581881297829,0.23860673909382343,0.9688837670971272,-0.17979816937564996,0.0816627903119201,-0.04190048728660619,-0.20419660234751894,0.21109586085498197,-0.16290366806105383,-0.5595262717083773,-0.7039186280111458,-0.18547608079291747,0.041410973605635275,-0.6558088960111882,-0.4362638317830265,-0.1863790016017554,-0.31979155086583877,0.5910143240826474,0.1705893342670569,-0.3932642436835591,-0.22050598201937632,0.26783041507682104,-0.2847923729750492,-0.21033437120305498,0.4474643658575381,0.20969951315217325,0.24053397473582774,0.21010971781634039,0.19106281206352851,-0.5243581881297829,0.24519639584321434,-0.4470580313713146,-0.06744774220362855,0.17536314564766103,1.0
