,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nmod,0.04053444781958602,0.24417535023381579,0.26196888886247544,0.003461771063223763,-0.5587211869316062,-0.9123628788344714,-0.49111570628256923,0.8478276112319686,-0.6468494381263643,-0.5141942093344075,0.8773382101978461,0.017997507179418046,-0.4143513590437898,0.5546134533959168,0.6896845263630872,-0.22560537436407327,-0.2710686907196141,-0.14171299666796416,-0.549979159119156,-0.21215797937499112,-0.11656113524916291,-0.6240399995930602,-0.5784996789173533,-0.1988658633189886,-0.01637731436490958,0.03311007584173993,0.0725753628514497,-0.04123575879045897,1.0,-0.4430477506576592,0.39799609896844135,0.6332243515634209,0.7396569204782127,-0.12501491321921357,0.20463942228340923,0.8065111666593605,0.6922900154689704,0.5093510575644739,0.7337286185007932,-0.7726591248013305,0.39552551984334994,-0.5323966787827079,0.38013348609241954,-0.4954129403543688,-0.21927847127195602,-0.7274348909871036,0.19096240820104143,-0.8483954602378153,-0.4200412273282604,0.49612507137395756
cc,-0.23363394586668837,0.10013629428389237,-0.41414640928205565,0.7577257739536406,-0.14992521077181936,0.4570911451096625,0.985307475826871,-0.07267458752038804,-0.24774150470304981,-0.04792285178717826,0.0029114323026411056,-0.4658505398284804,-0.13011164951593845,0.2553244639416024,-0.00738497875058944,-0.3019477639266137,-0.41035725708511095,0.5562245270628602,-0.027123608319323575,0.4124253349038753,0.4679288835240739,-0.21002555237907522,-0.3967431176370399,-0.2960449649405228,-0.28015395118835956,0.6908292280813116,-0.7099895043295025,0.7932345426649708,-0.4430477506576592,1.0,-0.6468369756083245,-0.2713795716569636,-0.6130892471588405,0.5017912318176803,0.5547408147613334,-0.19277370886734027,-0.09020219420841939,0.4646813462759459,0.13418056580716142,0.010309413943649603,-0.8274252203535162,0.019458477770168982,0.36395822366187164,-0.18864054876738348,-0.21942956747308873,0.6978319876884826,-0.6612094267779474,0.20331287186699623,0.8791638579732255,0.09485279383689474
nsubj:pass,0.1878336271213803,-0.24027219262890248,0.38781152684629494,-0.8363425062514876,0.44515150326847786,-0.3090174202340249,-0.7421474459052885,0.32079866680954217,0.0747909926329383,-0.6227492060031466,0.22210713039286362,0.49156063687020907,-0.5122931777697058,0.2746256240748031,0.5732824175078566,-0.0016187923295946072,-0.2885985223255091,-0.5045050572278673,-0.21399012223651614,-0.5139577524549089,-0.22949125019020483,-0.10257486605564077,0.02063230811676568,-0.24286735823085534,0.01705008610964481,-0.06795401323727056,0.5002636389714241,-0.13227194690262162,0.39799609896844135,-0.6468369756083245,1.0,0.8007620169728759,0.8203966832884916,-0.7959920346616514,-0.11772556407385842,0.16055846095035411,0.5206006405544032,-0.1391690196480735,0.26783186025943395,0.1122212441181634,0.6613750679833673,0.17223668309290885,-0.12750325983276814,-0.15251437063205495,0.6391455148575196,-0.12298530320262034,-0.13848097309927276,0.09622971189960916,-0.6510563542603447,-0.3148027626338686
discourse,0.2706904564155714,-0.25763276798417284,0.3877272619427666,-0.3713315221382235,-0.01271180057248855,-0.40343856456422394,-0.41291687485316886,0.7549550478619372,-0.32466968411328195,-0.9473773077853364,0.6812558221013774,0.3021832096534529,-0.8912445348554323,0.7663467045563317,0.9062339578549367,-0.48412471861343076,-0.5724134883282967,-0.23040204169156622,-0.6479170142490991,-0.3923679074908121,-0.16055683096589324,-0.45278417310785,-0.4780171986772585,-0.3636578148807745,0.04440213507585537,0.25476266497490246,-0.028400559637925846,0.2763611067403086,0.6332243515634209,-0.2713795716569636,0.8007620169728759,1.0,0.7902454457367541,-0.4415814175587049,0.43765231835777757,0.5643590163037233,0.7424720736061207,0.30208449138854004,0.7578641436735167,-0.370139228907123,0.47019352339288695,-0.18237357515176464,0.34019730614301774,-0.4661071641922555,0.3377787470333163,-0.11242946177107387,-0.4357495136900425,-0.22632513789398,-0.3512632624575753,-0.11297739736433174
csubj:pass,0.19433016344931747,-0.025060550353391386,0.5623943495001932,-0.48505785678970437,0.1109639672060357,-0.7091251379520213,-0.7128087378929512,0.5107559777284238,-0.1872120056038236,-0.636905792706471,0.526620648930568,0.5177815212228676,-0.44796954209948725,0.32475978337017214,0.6584036883392368,0.049325030862016866,-0.3169957248853982,-0.11978040618733467,-0.4850578567897043,-0.13040357517601606,-0.3272771297793306,-0.2831136210891775,-0.18822102991398207,-0.4448956119158201,-0.22611982522615273,-0.005939086395618342,0.49403634863953083,-0.1275932805957272,0.7396569204782127,-0.6130892471588405,0.8203966832884916,0.7902454457367541,1.0,-0.7231092368534411,-0.13043627696375845,0.3517444623114549,0.5703024393289305,0.2130888315334169,0.4361419963950905,-0.23631951880012605,0.6483863779051185,-0.31685075333096185,0.30518495558679415,-0.5884035104178362,0.14320521397279012,-0.37559022762230704,-0.03274049580482183,-0.27865385132336057,-0.4452461257975562,-0.06182638754319847
acl,0.06290747151882044,-0.023696445406421164,-0.32328239236835604,0.7296615551941394,-0.7471051972333642,0.2700969417897435,0.5648855074741748,0.11970638641679464,-0.2224271365969017,0.3213510900841495,0.09980638957482664,-0.5333213820821462,0.0966855053780552,0.1415596089863526,-0.2747086778065465,-0.5134709482964386,0.2750691411546788,0.1727999367929597,-0.07776191848576798,0.07565960878096535,0.11594284305051017,-0.05086223605697618,-0.23709793512847915,0.5457615727692919,0.4798947969234535,-0.04672991418521529,-0.8039129518982119,0.13103734742069112,-0.12501491321921357,0.5017912318176803,-0.7959920346616514,-0.4415814175587049,-0.7231092368534411,1.0,0.528797286401608,0.357589741375837,-0.2693468441440129,0.09685504166145943,0.12403813991438145,-0.4956769040873991,-0.4121466050494965,-0.24031816349092647,0.10885137512423695,0.31253487369874916,-0.5272022557513519,-0.13221531715469179,0.14438040059117413,-0.3719639273606954,0.3149243011718375,0.3507722644584531
expl:pass,0.15367872549593564,-0.21773435393172014,-0.1269983047459354,0.46097183263497826,-0.5418650774834864,0.11025953061578775,0.4724520320871582,0.6759699979149926,-0.5131183090525078,-0.6134463019617734,0.6102424683065365,-0.3429449302207085,-0.7726375264055912,0.8721041296570566,0.579222627450184,-0.9184955872230727,-0.48975051037026895,0.08256076455535452,-0.5643370296164119,-0.18932657915109405,0.18813369067158753,-0.5032496477345145,-0.7286094762126104,-0.029646952193919864,0.2911440417053666,0.49257536506307886,-0.900859157961935,0.6894407813436828,0.20463942228340923,0.5547408147613334,-0.11772556407385842,0.43765231835777757,-0.13043627696375845,0.528797286401608,1.0,0.6208511089820355,0.41896457765236905,0.4791096220280845,0.77740183163182,-0.5988862311236427,-0.2579207050288171,-0.21294450010796956,0.4395669188766397,-0.18045793656650383,-0.07161673636771464,0.16481160984134532,-0.5879310478480783,-0.3037980275646169,0.26118406163434726,0.16068635611863716
amod,0.26737497734835747,-0.07412983504938178,0.17167563944235467,0.18121111303499632,-0.8013891110356647,-0.5287589310457735,-0.24065376571895436,0.9133765101857839,-0.5891600642124577,-0.5006112757038884,0.8508204572587403,-0.1352940370830453,-0.5808481698177117,0.7305800274282099,0.6064360779387329,-0.7018078853286399,-0.13593054478689895,-0.19615226620533643,-0.6574907293975872,-0.36082172811634533,-0.15374647050126017,-0.5272699841869514,-0.6209429103930814,0.20171077118188954,0.4577005871543715,-0.036888057957455665,-0.44393571715188196,0.0564200466994888,0.8065111666593605,-0.19277370886734027,0.16055846095035411,0.5643590163037233,0.3517444623114549,0.357589741375837,0.6208511089820355,1.0,0.5418649367360583,0.36391357130730595,0.8194492116371322,-0.9384663522284704,0.30929638820286326,-0.5229209053439429,0.35290727074957057,-0.1895350186015394,-0.2593839114604721,-0.6518465685022661,0.10621518371975104,-0.8419033111647415,-0.3489728598615335,0.41233122981663184
nummod,-0.4003393596234759,0.4110310201894341,-0.24508911966195066,-0.0919051982149709,-0.20175513509159582,-0.6291055235976962,-0.15399757464412278,0.8083586003026082,-0.7998892303167839,-0.7416972519648991,0.8008420705750915,-0.3433642882730484,-0.644400391328219,0.7808130911513588,0.9171828447991192,-0.23883135160227317,-0.8015855690359098,-0.38748058308008165,-0.22643503052996328,-0.5216667887243019,0.4701310506357575,-0.900250035297349,-0.8079915599589622,-0.5194973900923373,-0.25081187910682196,0.5817544156903695,-0.031378731506037746,0.5043292920179835,0.6922900154689704,-0.09020219420841939,0.5206006405544032,0.7424720736061207,0.5703024393289305,-0.2693468441440129,0.41896457765236905,0.5418649367360583,1.0,0.6768403674558472,0.8270269871888615,-0.4027031306410942,-0.05176633620205477,0.08576087249341126,0.10570587559883446,-0.36794166894256214,0.37249487646686913,-0.15148231558064962,-0.33641899912048107,-0.4826419077684574,-0.3143980542079438,0.5182373351997942
conj,-0.4787125341745489,0.600236558178515,-0.2958583072517144,0.6066760488260884,-0.4516244096164166,-0.5527456554051855,0.42290060053326733,0.6187829784037296,-0.8990397710129794,-0.4814323212609295,0.7607729641024622,-0.4916079446562096,-0.37219932090387775,0.6406549807177864,0.6547055248399714,-0.17194217281511157,-0.7831518790544149,0.32083289975031737,-0.30002796772587437,0.1779874106253163,0.5413350668621761,-0.8825798951675542,-0.9078306674822945,-0.7065536203637135,-0.5868113453603172,0.8153231003257845,-0.31636777793093324,0.739790597920568,0.5093510575644739,0.4646813462759459,-0.1391690196480735,0.30208449138854004,0.2130888315334169,0.09685504166145943,0.4791096220280845,0.36391357130730595,0.6768403674558472,1.0,0.7180591453993954,-0.49978123474000846,-0.5143704474590625,-0.28074802777385593,0.5593972638756033,-0.692583066164889,-0.24747497963407783,0.04876498664835944,-0.4434715632827627,-0.5229327956960483,0.4001156916651288,0.6587626260143906
case,-0.003773533132693893,0.0911094695583801,0.001547294467407104,0.24661196656506582,-0.565671412786201,-0.5060905143746355,0.03830618772072355,0.9711008015481453,-0.793149118673315,-0.8220152507673422,0.955887082220608,-0.24853204007461907,-0.8271027297052458,0.9679965591729236,0.9138031442734714,-0.6768862051794813,-0.6720586556441944,-0.06343790667623124,-0.6516209150649096,-0.2915709285815763,0.18628290173890924,-0.8142362083934856,-0.9032006716393024,-0.32571537615682855,0.022313003033163754,0.5104870947512246,-0.48137513962960765,0.5630464362930627,0.7337286185007932,0.13418056580716142,0.26783186025943395,0.7578641436735167,0.4361419963950905,0.12403813991438145,0.77740183163182,0.8194492116371322,0.8270269871888615,0.7180591453993954,1.0,-0.7629123730750876,-0.0031038094646916314,-0.3434531466205844,0.49974795603473365,-0.49176378704578044,-0.03259521997033693,-0.2053676199571217,-0.4136992440053629,-0.636368553863177,-0.06464729414521521,0.4167614284833998
xcomp:pred,-0.23443458478194992,-0.03237863495275284,-0.17540225469109177,-0.4689863267334086,0.9253577437137995,0.5536975039844044,0.0444938625971801,-0.837164807630809,0.6360369786742243,0.36642676579225647,-0.8455886576674978,0.17967572271059015,0.42962658641795287,-0.6423544932558346,-0.484195874699658,0.6345386228795313,0.09663814111841491,-0.10478724592284018,0.6901082542230658,0.05044098675288042,0.14976044883374529,0.5175943357236429,0.6491245977401042,-0.1272672370627216,-0.30517637599553116,-0.02344134369231267,0.5174245277492121,-0.10387856604083077,-0.7726591248013305,0.010309413943649603,0.1122212441181634,-0.370139228907123,-0.23631951880012605,-0.4956769040873991,-0.5988862311236427,-0.9384663522284704,-0.4027031306410942,-0.49978123474000846,-0.7629123730750876,1.0,-0.14799585624791062,0.7125962739920783,-0.548581038744392,0.34233916612977794,0.55551737180468,0.6289554343814019,-0.12088278936919303,0.9000364959402596,0.07603414991024364,-0.4964853726494942
aux:pass,0.7187378948835522,-0.5833279026526756,0.8087938344887079,-0.6664122484785044,0.10410775644884082,-0.23727936804060673,-0.8870905565040764,0.160550410023962,0.4245629987917534,-0.2118369444169823,0.05863303833698221,0.7958823904813537,-0.19443679234147643,-0.06236932305933538,0.09980467095878279,-0.09421404803327832,0.42096523548987064,-0.24340896818147864,-0.43375006015228296,-0.19584183557718476,-0.831389223372551,0.39216072999340434,0.4074981689564749,0.32525640967304237,0.4612177660983417,-0.7073456549884309,0.40522802379743184,-0.6885463489749352,0.39552551984334994,-0.8274252203535162,0.6613750679833673,0.47019352339288695,0.6483863779051185,-0.4121466050494965,-0.2579207050288171,0.30929638820286326,-0.05176633620205477,-0.5143704474590625,-0.0031038094646916314,-0.14799585624791062,1.0,-0.33812176655074666,0.03222104056277995,-0.019502619728941357,0.04391805561209475,-0.5439881456247481,0.3769694304447642,-0.08734286329556297,-0.6448036548917184,-0.4762756360929368
advmod:neg,-0.5652345043801502,0.22193905058498756,-0.6674391137935738,-0.4497614481137598,0.6058007174465943,0.4098694796520409,0.0780175747627615,-0.4001958108755662,0.15006822698880315,0.1906601656460495,-0.49090506437187903,-0.37959241807847,0.17560293846836483,-0.21221724033227954,-0.15441856021598355,0.3403578949720079,-0.1661116668999562,-0.6370428749137909,0.8080297187802374,-0.5665248825888174,0.6023697496598021,0.01409639081581304,0.19391044108655167,0.008269926426436307,-0.06971105355849681,0.17594715572189465,0.24897782604041577,0.12718823944883337,-0.5323966787827079,0.019458477770168982,0.17223668309290885,-0.18237357515176464,-0.31685075333096185,-0.24031816349092647,-0.21294450010796956,-0.5229209053439429,0.08576087249341126,-0.28074802777385593,-0.3434531466205844,0.7125962739920783,-0.33812176655074666,1.0,-0.8411428708184467,0.628842340517447,0.8502895174144098,0.45441228610857404,-0.11948327182998279,0.5405841276167397,-0.254188617832392,-0.01902922357671881
cop,0.39606750317278566,-0.17806613293738874,0.5263916039285874,0.5484540842161534,-0.39814146417575075,-0.26342250068052797,0.2551487566900968,0.42845656950989297,-0.27937180679701035,-0.4888077247935246,0.5464637489421373,0.28757605174173717,-0.4414089278378081,0.4499791289184013,0.40223375392071214,-0.4159878965760038,-0.29832191086956744,0.7976155242231456,-0.840611275855414,0.6477880704457715,-0.3251782326281294,-0.2151607865275451,-0.4319195255009741,-0.42981086584085226,-0.24914746117334205,0.3207459180227397,-0.3949975091516149,0.37238245092341143,0.38013348609241954,0.36395822366187164,-0.12750325983276814,0.34019730614301774,0.30518495558679415,0.10885137512423695,0.4395669188766397,0.35290727074957057,0.10570587559883446,0.5593972638756033,0.49974795603473365,-0.548581038744392,0.03222104056277995,-0.8411428708184467,1.0,-0.865811375649749,-0.6557591606693236,0.02662079737726862,-0.41757870836001854,-0.29234132536502033,0.5790727852756595,-0.055587310118488914
obj,-0.08023018833176312,-0.12656911485903366,-0.4247114772259003,-0.31550499370927554,0.12847937258610806,0.5190110163277466,-0.0798086145706929,-0.4175163101501812,0.3937279915060789,0.5768346970184708,-0.5761164995850809,-0.2756215739704263,0.397667106915963,-0.40493556216254434,-0.5639801928978766,0.066499813880322,0.5437442109211282,-0.6506119203407515,0.6428755014663783,-0.5572828494466985,0.11601600955260352,0.401046587052543,0.4765030872946011,0.7771003269242591,0.6176362505104707,-0.490348054262272,0.0021849617347692463,-0.41017477485130005,-0.4954129403543688,-0.18864054876738348,-0.15251437063205495,-0.4661071641922555,-0.5884035104178362,0.31253487369874916,-0.18045793656650383,-0.1895350186015394,-0.36794166894256214,-0.692583066164889,-0.49176378704578044,0.34233916612977794,-0.019502619728941357,0.628842340517447,-0.865811375649749,1.0,0.3930564532552987,-0.05867607133335829,0.4469224177847001,0.24267302462424284,-0.4367224395099578,-0.05510001884857441
ccomp,-0.29355030488283834,-0.026104518523535257,-0.32296037117348503,-0.7282636122345328,0.655535681442107,0.2243630424748816,-0.23943517222504393,-0.07157762554364244,0.11888603924589045,-0.27089486194444407,-0.20841003935660551,-0.06675582516828386,-0.2551294450753909,0.09973787242572317,0.2502139093368346,0.11515382405178473,-0.3478326182166087,-0.7341986990822903,0.43130952711541576,-0.7274293241357317,0.36210001193356645,-0.08258006424824364,0.07902724054768823,-0.11938855789063921,0.008474655595027365,0.17420365723374545,0.30828581249916526,0.14108236314772643,-0.21927847127195602,-0.21942956747308873,0.6391455148575196,0.3377787470333163,0.14320521397279012,-0.5272022557513519,-0.07161673636771464,-0.2593839114604721,0.37249487646686913,-0.24747497963407783,-0.03259521997033693,0.55551737180468,0.04391805561209475,0.8502895174144098,-0.6557591606693236,0.3930564532552987,1.0,0.35660543985169946,-0.28239639626314517,0.4743323826748607,-0.4779694494511148,-0.2038344942399749
fixed,-0.1742443940661296,-0.13204725982407545,-0.24938791169224606,0.09244483360815914,0.5878830170026291,0.6830766238950603,0.6519687876418988,-0.426509486332557,0.22889008759331078,-0.12257818422928218,-0.41027907168448974,-0.05412272428843993,-0.13275846979590608,-0.004356768952748,-0.055010001725691836,0.01679264233538412,-0.42349388608901695,0.3023125863658415,0.2118979933015246,0.24003208404932128,0.3488805075153568,0.12245667727494187,0.04326101149104913,-0.426474871314897,-0.38321311963761084,0.5806885988779892,-0.20670047575537354,0.6283942462089984,-0.7274348909871036,0.6978319876884826,-0.12298530320262034,-0.11242946177107387,-0.37559022762230704,-0.13221531715469179,0.16481160984134532,-0.6518465685022661,-0.15148231558064962,0.04876498664835944,-0.2053676199571217,0.6289554343814019,-0.5439881456247481,0.45441228610857404,0.02662079737726862,-0.05867607133335829,0.35660543985169946,1.0,-0.7895634507247664,0.7935818740897459,0.6341531961110786,-0.4214083380001575
acl:relcl,0.037565034430997776,0.16912310709238365,0.0631536187781499,-0.17076358506435463,-0.252625786990198,-0.3025413755979276,-0.5403815163276995,-0.19706370044295649,0.19198285997610723,0.6768355555075853,-0.20536597264084525,0.033928986485271116,0.6715862291479955,-0.575769144013847,-0.5309789467835767,0.3989806129115133,0.7790928845634699,-0.30643823346966914,0.3073663692771613,-0.11188408908249402,-0.2940039655552615,0.3114201015824041,0.4515296973405153,0.6267257548000993,0.3488189124074095,-0.7955227227781428,0.4255137177068935,-0.8710250453949061,0.19096240820104143,-0.6612094267779474,-0.13848097309927276,-0.4357495136900425,-0.03274049580482183,0.14438040059117413,-0.5879310478480783,0.10621518371975104,-0.33641899912048107,-0.4434715632827627,-0.4136992440053629,-0.12088278936919303,0.3769694304447642,-0.11948327182998279,-0.41757870836001854,0.4469224177847001,-0.28239639626314517,-0.7895634507247664,1.0,-0.38152082912297647,-0.5439443034693286,0.255363031497921
advmod,0.08873249698484686,-0.388427073312063,0.03555015887279338,-0.3772443038979409,0.8776800980538237,0.7746454148053152,0.1840144758489625,-0.756012822897627,0.735770964241417,0.15960845779927568,-0.7972887000615807,0.3447373139186711,0.15282441925841533,-0.45009163435675187,-0.3996561802354093,0.2841424869161753,0.06468150022781302,0.08603952529402364,0.3765411317001698,0.1524647038240144,-0.047506700243313105,0.6166980710277549,0.6127645199714306,-0.08641669700259694,-0.13827542397150056,0.015355098985602179,0.2150597678617091,0.04208529577367632,-0.8483954602378153,0.20331287186699623,0.09622971189960916,-0.22632513789398,-0.27865385132336057,-0.3719639273606954,-0.3037980275646169,-0.8419033111647415,-0.4826419077684574,-0.5229327956960483,-0.636368553863177,0.9000364959402596,-0.08734286329556297,0.5405841276167397,-0.29234132536502033,0.24267302462424284,0.4743323826748607,0.7935818740897459,-0.38152082912297647,1.0,0.26215576077658154,-0.7571199476513757
orphan,-0.05972124399716893,0.044586595045837195,-0.07658475968789208,0.75136603577634,-0.047961974307289566,0.352544001579461,0.8555351925803696,-0.24932422366419926,-0.04512271133667926,0.05850164924209459,-0.10357596831460543,-0.12314080897499005,0.05592952689525172,-0.00024541681050892,-0.15992925046607104,-0.06821862186136377,-0.23755626121619433,0.8682596999887983,-0.13637035921460106,0.7917999826826568,0.16803618846647828,0.018854707843586577,-0.16887180641998792,-0.40174887474351084,-0.4608343265180139,0.528357349634311,-0.46370931261125814,0.5769710794257982,-0.4200412273282604,0.8791638579732255,-0.6510563542603447,-0.3512632624575753,-0.4452461257975562,0.3149243011718375,0.26118406163434726,-0.3489728598615335,-0.3143980542079438,0.4001156916651288,-0.06464729414521521,0.07603414991024364,-0.6448036548917184,-0.254188617832392,0.5790727852756595,-0.4367224395099578,-0.4779694494511148,0.6341531961110786,-0.5439443034693286,0.26215576077658154,1.0,-0.07840076206833195
punct,-0.7021700266693858,0.8496768347396332,-0.6342882426923409,0.47517017024786623,-0.6304204813948939,-0.6170138071909167,0.17538431405593846,0.4552166109969418,-0.855771211193483,0.08789151044488747,0.5428503874984963,-0.8069057909365693,0.13387092418629343,0.2716417455914598,0.24290154505292436,0.0783970778820024,-0.29054416697549224,-0.18265934451417906,0.19990317951301237,-0.19751806576731384,0.6497805242193302,-0.7716835203535005,-0.6599783149716567,-0.13749012798136656,-0.23510329732573967,0.3438625954045361,-0.12757223445577934,0.23484687525767872,0.49612507137395756,0.09485279383689474,-0.3148027626338686,-0.11297739736433174,-0.06182638754319847,0.3507722644584531,0.16068635611863716,0.41233122981663184,0.5182373351997942,0.6587626260143906,0.4167614284833998,-0.4964853726494942,-0.4762756360929368,-0.01902922357671881,-0.055587310118488914,-0.05510001884857441,-0.2038344942399749,-0.4214083380001575,0.255363031497921,-0.7571199476513757,-0.07840076206833195,1.0
