,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
cc,-0.04351672686631557,-0.11225394746105863,0.29320376355035327,0.21943139793911814,-0.5266366030689162,0.3879552337832669,0.9086209620266653,-0.2908621851554465,-0.13275022107507284,-0.2964189126456034,-0.12131996507670967,-0.24861176994141973,0.5485350517424923,-0.4750412754881643,-0.20815666657513607,-0.6766189823644494,-0.013741177799610628,-0.45854004028940265,-0.792908822798318,0.5559596695255643,-0.023922992519720826,-0.1825836796060414,-0.10135411966543349,0.2314079683807276,0.027144258155570793,-0.22787980006266714,0.5136370110297418,-0.4423862516023441,1.0,-0.468601200008299,0.22448997789409106,-0.21033450755658112,0.1283064181255009,-0.4010133315529725,-0.471476850362456,-0.14365721610534654,0.5605284181200355,-0.792908822798318,-0.2273628815500511,-0.1992264597974438,-0.09565091084556622,0.02366334009072099,0.4095618126244327,-0.2159646141711181,-0.09342514128568191,0.0619476227571302,0.3854241365128309,-0.1600611450688014,0.05903979079327236,-0.2040769234256766
nsubj:pass,0.46623866966663524,-0.17760334797944569,0.27299903656499347,0.4404095348581983,-0.13705015079612812,-0.4674568221237322,-0.4091237067781171,-0.1616327416623612,-0.2328583709075751,-0.39748870606747866,0.21057923297587994,0.41854805475769113,0.07991794601906288,0.8002829115811746,0.08065870817943788,0.13270764149000105,-0.00702287792839096,0.8161961019264091,0.7125104890288781,-0.22037628485890706,-0.2846340853977993,-0.37580873892970373,-0.17916503190699085,-0.0709158249309514,-0.17920116394541677,-0.15918005920695885,-0.15630878713918045,0.5106001614817194,-0.468601200008299,1.0,-0.11917075459542585,-0.21695457115112862,-0.06259765350590417,-0.2407089958205735,0.20534454837645066,0.6012829918738054,-0.1577147180185337,0.7125104890288781,0.2585848254257478,0.42882959489541844,0.589831001946111,0.1470850573605313,-0.10314259545815163,-0.32198259983064675,0.26491983065730956,-0.15450331720966584,0.17507094784889,-0.46150894795365094,-0.4341504785007551,-0.13590618430947787
discourse,-0.08573053092490669,0.0555199994521416,-0.056591450077345555,-0.05680261294902082,0.1778106433795241,0.3462468099223801,0.029654615524601326,-0.14328492308187477,-0.05913179860145495,-0.06915797973006615,-0.26547283428748947,0.5154867803083507,0.03403123542090458,-0.4994800128875295,-0.4725360521960685,-0.1693915903054806,0.12276222993737433,0.03511961274240498,-0.38502808598412774,0.41046949213620154,-0.03406996195634319,-0.30548285134610925,-0.17852677907975348,0.4707844769308301,0.19422056898388237,-0.5223066131840514,-0.0839601864756833,-0.5393786827322139,0.22448997789409106,-0.11917075459542585,1.0,0.4687008977026423,0.5376765806872149,-0.4887289446866296,-0.4956861773364564,-0.2961510678476325,0.34829798634093695,-0.38502808598412774,-0.16989093330326396,-0.07802547366734396,-0.15351774306787186,-0.3934564639352148,0.25164757745907423,-0.1524839148571038,-0.5722708341724496,0.8057438599954544,0.025885161423342642,0.4755915201401973,-0.02522865587231029,-0.015936821987723507
csubj:pass,-0.48608318621535385,0.0722253564023737,-0.13385662418445957,-0.3289540235627677,0.5890830087056457,-0.2854641300453112,-0.22675084534659712,0.17549434161234312,0.5858071106365903,-0.07565498731733084,-0.22652649310645026,0.3275759278376488,-0.5430110347104162,-0.486582166114122,-0.7384872824753825,0.43999714645389437,-0.38112611292728443,0.00260111701045501,-0.07327151064453798,0.004448427282156137,0.15504853746183214,0.39347135797382005,0.3369526037561632,0.7032656048153281,0.2542211111766934,-0.34176192406270894,0.02225632236594878,-0.40594036533286376,-0.21033450755658112,-0.21695457115112862,0.4687008977026423,1.0,0.1494575117509862,-0.4122521128496469,-0.4617915494182341,-0.5107678787293434,-0.4935631008274115,-0.07327151064453798,-0.1161389856517051,-0.1382600531691052,-0.017647844894933533,0.03331205446057839,0.028869883115732367,-0.12352405591987546,-0.3333519571669875,0.7700303748800578,-0.19235131101136993,0.4769239453164293,-0.04394288359337742,0.1278522911606314
acl,-0.3620486327962967,0.5689371044503891,-0.12946068738815633,-0.504460542095087,-0.08322922632128146,0.46030979355325297,-0.08676648606421514,-0.261907877241808,0.3452849667382365,-0.17499543649008362,0.07401804873430284,0.6863498481466548,0.18611649503895203,-0.4011717588024778,-0.3390906732748139,-0.2841085297256268,-0.03278216747890048,0.13313978654999098,0.045690330404989196,0.38332765961244986,0.3184977092455814,-0.09594271796892263,0.35503919941173623,-0.10907506131636023,-0.22086697380753362,-0.504012082361013,-0.7001933585421654,0.05830764342946718,0.1283064181255009,-0.06259765350590417,0.5376765806872149,0.1494575117509862,1.0,-0.20454620431490833,-0.40265705798711776,-0.6615046676459942,0.11088258729681215,0.045690330404989196,-0.23347389313702027,-0.5456989687148249,-0.02698815806118729,0.12022876626287167,0.15010798914790788,0.5023689925677224,-0.33863601268699806,0.23907271867580476,-0.24554155078725698,0.13962491746534914,0.454438226515188,0.4921659485263367
expl:pass,0.11613834376852585,0.16553939960250447,-0.5743202350040014,-0.4304131583232741,0.23011541334568364,0.23519055355678176,-0.29928626993675267,0.4158454010692357,-0.1491892723397385,0.8005916454618888,0.21945495736626974,-0.4430353270568538,-0.3148245562902861,0.23531812287879747,0.7909234013686294,0.1488349137017271,0.2889182419098157,-0.15681468034101906,0.2701083397378019,-0.4166630242210604,0.1139375765236697,0.1800265426515937,0.00413031065446519,-0.8045788026227788,-0.04020052904434685,0.6357080349666655,-0.3663363606983249,0.2705236428075191,-0.4010133315529725,-0.2407089958205735,-0.4887289446866296,-0.4122521128496469,-0.20454620431490833,1.0,0.7994842372350761,-0.001680924827384919,0.06469535331908703,0.2701083397378019,0.20529306234571296,-0.18483509182651706,-0.47893265655041745,-0.12653245616427308,-0.46671795232092406,0.5902112527995919,0.3142541469661901,-0.4612422120439177,-0.3935474165348841,0.24066866091425665,0.23018302707385593,0.16686551033065905
amod,0.5255529044819031,-0.1600599501302842,-0.5892167932643787,-0.19902463039984528,0.15216851946040924,-0.04667961585883551,-0.2254723626732035,0.4502538534448588,-0.283559213572569,0.6922971710768021,0.33950043373919,-0.36270268233154446,-0.39204149206540323,0.6937419874896422,0.8524949944056978,0.13980447309124905,0.10792100104250463,0.3126272326018344,0.5337107447125219,-0.45439955028670465,-0.16692148059456952,0.039334399292984164,-0.08519440388558117,-0.7490719528583205,-0.046414743759455646,0.6006284944039723,-0.15954953890847787,0.3291151708086239,-0.471476850362456,0.20534454837645066,-0.4956861773364564,-0.4617915494182341,-0.40265705798711776,0.7994842372350761,1.0,0.3454323656315218,0.09789586077304475,0.5337107447125219,0.37493805681910486,-0.03576166612978657,-0.31355605067689235,-0.07454232613839967,-0.6540727927894693,0.20939836357682434,0.6622146543116499,-0.3367117687267141,-0.09165399874460067,0.0058215773219085585,-0.30566334604928674,-0.14329904319189965
nummod,0.5633256173226352,-0.3981653206306645,0.3368037671653355,0.8092893034040417,-0.3126439566680799,-0.2310533954154896,-0.01992052669903772,0.00945703859029471,-0.721429315470275,-0.12167638424210009,-0.17175351810682588,-0.20695260683260147,0.2634783644908643,0.7134540462136252,0.42501920447126357,-0.06171615482806823,0.21369177777577908,0.19177309039342863,0.14827571356048766,-0.15919175834815016,-0.3051954718680951,-0.45052119816246256,-0.6757634628220573,-0.06490154487845927,-0.13588584620970556,0.3202851028764909,0.40059618978357425,0.3049594785603902,-0.14365721610534654,0.6012829918738054,-0.2961510678476325,-0.5107678787293434,-0.6615046676459942,-0.001680924827384919,0.3454323656315218,1.0,0.19747348309962634,0.14827571356048766,0.1377644229692561,0.6796153938381,0.3732516272859162,-0.18193548872787543,-0.11568156018091717,-0.4839060393831957,0.16584919058265568,-0.337870517521975,0.35809921798031613,-0.4177628685700669,-0.5645536632857465,-0.36454599246716496
conj,0.25844360897456,0.03287514868950904,0.0024712111655923455,0.23740997500092534,-0.21974577633972062,0.4940474415146233,0.45411106295629833,0.14907997635903533,-0.7541067595370644,0.07579149162552697,-0.05273583983405886,-0.2707461800917878,0.2561592739742183,-0.048640753816428364,0.2402735025619106,-0.7818037239527569,0.512420958913131,-0.14345507918615305,-0.4847078577200858,0.12530270658457132,-0.006679381462750461,-0.7453168594615871,-0.6655305479225861,-0.20773662603215465,0.0034401557881532305,-0.16593248720083983,0.19435525464587963,-0.2628509179514178,0.5605284181200355,-0.1577147180185337,0.34829798634093695,-0.4935631008274115,0.11088258729681215,0.06469535331908703,0.09789586077304475,0.19747348309962634,1.0,-0.4847078577200858,0.19830894277030917,-0.1450567317619352,-0.08172485235362804,-0.12210413727835648,0.0489322493703037,-0.02581311997791072,0.04485534070996907,0.11475356049245207,-0.03216111357316617,0.24105373344029352,-0.16611233883498439,-0.08507963700753388
appos,0.2373821309596845,0.07592961765138385,-0.2621385376517975,-0.23118264599065624,0.16234308928948513,-0.417132235068131,-0.6385037412535903,0.11705880874438376,0.22023770089924438,0.07115620337277288,0.40959957907284744,0.3523292925984772,-0.34397605738910547,0.7350863338516074,0.27170012185064435,0.4113418052993743,-0.203007590828149,0.7704289344067585,1.0,-0.41405184005994733,-0.05705253694895203,0.13205070992547815,0.3176086768479612,-0.4427212235977119,-0.21790604895505622,0.1180903640890934,-0.5522024121537249,0.6536446527223505,-0.792908822798318,0.7125104890288781,-0.38502808598412774,-0.07327151064453798,0.045690330404989196,0.2701083397378019,0.5337107447125219,0.14827571356048766,-0.4847078577200858,1.0,0.26563449345086493,0.0025404409354143264,0.23023574793391993,0.2757885505724483,-0.4571680287414203,0.2002650236737704,0.46805285936744184,-0.24774148503798255,-0.15652060920041974,-0.2588644222708384,-0.17417257404919415,0.14299411712843857
case,0.3986739567122885,-0.30076544366713154,0.14691981177068134,0.13864856435743647,0.5911057442958633,-0.6161557269456792,-0.30493309918741335,0.2705539949760458,-0.3457359680270467,-0.028058116673525303,0.7185488940111773,-0.4626519195020924,-0.513278320957741,0.3200807968154763,0.06546094233993713,0.13937231745543394,0.5621088022302514,0.49067811025727065,0.26563449345086493,-0.860994231004657,-0.4005689566900174,-0.4288657466567895,-0.28325546870044704,-0.0739058537151122,0.6028549629848317,-0.4016944635747726,0.1396223730650029,-0.2323711426383112,-0.2273628815500511,0.2585848254257478,-0.16989093330326396,-0.1161389856517051,-0.23347389313702027,0.20529306234571296,0.37493805681910486,0.1377644229692561,0.19830894277030917,0.26563449345086493,1.0,0.1797911160136027,0.1782107209946506,0.2908806470336922,0.13912510499327124,-0.2769182586025071,0.6125814363927444,0.017579570389257414,-0.424810613615215,0.37008591429186566,-0.09210627105298178,-0.3033979455115951
xcomp:pred,0.5240410447988303,-0.6621598313336698,0.5934944483730602,0.7826287816698493,0.019767487519502365,-0.42059018390643305,-0.27526799667069607,-0.4496854592989792,-0.40647986535089814,-0.1939385891512593,0.045668795526124635,-0.12709363499743315,0.26214748745007205,0.2712525349877382,0.10080263362494433,0.46369901371609534,0.4084260341900017,0.11764291616399634,0.0025404409354143264,-0.19782671478394767,-0.6611170464480156,-0.19832077647066174,-0.42207460765524385,0.33014484581206927,0.4262101159374025,0.05617516834606811,0.39145372450079585,-0.13712753254133103,-0.1992264597974438,0.42882959489541844,-0.07802547366734396,-0.1382600531691052,-0.5456989687148249,-0.18483509182651706,-0.03576166612978657,0.6796153938381,-0.1450567317619352,0.0025404409354143264,0.1797911160136027,1.0,0.16420154896427822,-0.48698666585567624,0.477718386788321,-0.6926908779580349,-0.18085306517434754,-0.2151906245869775,0.3797668824173606,-0.22782874480858853,-0.06371170870292246,-0.6199862363755155
aux:pass,-0.24119040841797054,0.27616585523659454,0.63689529322661,0.5120760220076924,-0.14646686993782354,-0.46935628814209884,-0.1481625005503561,0.0918328847096582,-0.1904716513494626,-0.8244685799795772,-0.14891172431718463,0.18863420901270322,0.10654230597013827,0.3210653573180807,-0.44273529673278533,-0.2369971606069496,-0.021961319701599653,0.2819859197100047,0.23023574793391993,-0.24461272908475504,0.2912233519309448,-0.48595407878162383,-0.31857354608774313,0.2722097482657929,-0.3329036315244118,-0.4458551585837356,0.07897452124729082,0.4410852144842218,-0.09565091084556622,0.589831001946111,-0.15351774306787186,-0.017647844894933533,-0.02698815806118729,-0.47893265655041745,-0.31355605067689235,0.3732516272859162,-0.08172485235362804,0.23023574793391993,0.1782107209946506,0.16420154896427822,1.0,0.6497326482931699,0.0854758070821178,-0.18307785557653594,0.035624025558703885,-0.08914543119945702,-0.21424412897029452,-0.27140999179757863,-0.2709518990236625,0.3233354074079127
advmod:neg,-0.43170271567772206,0.4556705378698969,0.1572118602245436,-0.13648320200323724,0.004929642239581506,-0.3932842040459171,0.07226260846639807,0.39137766443111144,0.22557106571562627,-0.5021210500046189,0.17709222836709998,-0.07443635735819137,-0.2533446202054523,0.15931629954949203,-0.3536712450708664,-0.3136774436112641,-0.2770603239296243,0.20379896219146254,0.2757885505724483,-0.3412350052364526,0.49146251781097733,-0.09246590177694301,0.1810498973108185,-0.04775891263035076,-0.3187660795787967,-0.3620253127867431,-0.049002966580515214,0.38027596898193594,0.02366334009072099,0.1470850573605313,-0.3934564639352148,0.03331205446057839,0.12022876626287167,-0.12653245616427308,-0.07454232613839967,-0.18193548872787543,-0.12210413727835648,0.2757885505724483,0.2908806470336922,-0.48698666585567624,0.6497326482931699,1.0,-0.1915757425003802,0.21944004128127118,0.47564293882375264,-0.10274773547398719,-0.4474463368660059,-0.10866139406809937,-0.11710276663818553,0.4874840755020349
cop,0.059338383829765175,-0.33420798881212427,0.7690376658549855,0.4254567380025275,-0.008420857966103252,-0.1495167810521417,0.06787906619745589,-0.7232965770276959,-0.039941403846642756,-0.5103258775618714,0.2558809831289542,-0.055385851907058865,0.4495343844243506,-0.486621419719984,-0.4277302465049981,0.10327944373475403,0.4773407979161542,-0.15757788942131684,-0.4571680287414203,0.06065426499877471,-0.45350085473486434,-0.20084556357454236,-0.07266006026272814,0.4971108028677834,0.5839796515711326,-0.5606482542408406,0.2550943765019651,-0.5230418347120396,0.4095618126244327,-0.10314259545815163,0.25164757745907423,0.028869883115732367,0.15010798914790788,-0.46671795232092406,-0.6540727927894693,-0.11568156018091717,0.0489322493703037,-0.4571680287414203,0.13912510499327124,0.477718386788321,0.0854758070821178,-0.1915757425003802,1.0,-0.44085438636304225,-0.3775360746285932,-0.04519256371667925,0.14863987684300353,-0.007688491717063991,0.5508779347368031,-0.3751688692137108
obj,-0.5478160123773389,0.8365659110909659,-0.5233062410490271,-0.7256337999579769,-0.020039474931563973,0.5563265223297159,-0.22133974811330137,0.32232835707360274,0.25908988552497453,0.383254278990228,-0.1254392367413273,0.17176889413284788,-0.09085950006532416,-0.15662257882053196,0.24799307171925342,-0.19397225319280084,-0.0694258672603283,-0.2647920838976197,0.2002650236737704,0.044917597758343246,0.7243983216362312,0.20550825515572196,0.29899085406345977,-0.6531567780577211,-0.5425833186433581,0.27167692279899397,-0.7749696399467667,0.49930555583389585,-0.2159646141711181,-0.32198259983064675,-0.1524839148571038,-0.12352405591987546,0.5023689925677224,0.5902112527995919,0.20939836357682434,-0.4839060393831957,-0.02581311997791072,0.2002650236737704,-0.2769182586025071,-0.6926908779580349,-0.18307785557653594,0.21944004128127118,-0.44085438636304225,1.0,-0.10875770350536411,-0.25041653187088647,-0.5680439963453489,0.18685515040186904,0.449389020600752,0.8172841457967898
ccomp,0.463604185310186,-0.2938929726277171,-0.2320278370824705,-0.09239599400593891,0.07948589332648782,-0.4586935223218532,0.13273101308523047,0.3314023206330538,-0.043003967166269454,0.128225610736652,0.6492999029841144,-0.4457631894445805,-0.39372888623696695,0.6250462052098283,0.37685942478547835,-0.03377562874104493,-0.1181496301567242,0.5117032390040661,0.46805285936744184,-0.4951221534814518,-0.2577943656816754,0.010036062454256228,0.13966802355115576,-0.4167205334954945,0.1001395024637266,0.09350425594188638,0.17133646567544272,0.1566641961028103,-0.09342514128568191,0.26491983065730956,-0.5722708341724496,-0.3333519571669875,-0.33863601268699806,0.3142541469661901,0.6622146543116499,0.16584919058265568,0.04485534070996907,0.46805285936744184,0.6125814363927444,-0.18085306517434754,0.035624025558703885,0.47564293882375264,-0.3775360746285932,-0.10875770350536411,1.0,-0.2381498957926301,-0.001492930048872914,-0.19066166417504887,-0.39859167923020383,-0.2781889389022371
fixed,-0.1778894204426919,-0.012732953370216628,-0.24064461471675508,-0.19176720135931064,0.474572573129692,-0.028335994443011676,0.03212337732226458,0.269979588723945,0.1343099916249337,-0.0028954311469637757,-0.2321888657446489,0.3102979438967707,-0.4564847933053985,-0.38729635144298336,-0.5908205409143732,-0.0006309494441575889,-0.17219149553705254,0.13287660390592834,-0.24774148503798255,0.129785294836787,0.041896535711547646,-0.07714412701586444,-0.04921606047401722,0.6099255676561552,0.261765630924789,-0.47185068652041023,0.13319634143195697,-0.5829244634037892,0.0619476227571302,-0.15450331720966584,0.8057438599954544,0.7700303748800578,0.23907271867580476,-0.4612422120439177,-0.3367117687267141,-0.337870517521975,0.11475356049245207,-0.24774148503798255,0.017579570389257414,-0.2151906245869775,-0.08914543119945702,-0.10274773547398719,-0.04519256371667925,-0.25041653187088647,-0.2381498957926301,1.0,-0.09254303052414875,0.6001721812798334,-0.3451981771826828,-0.02834584106986408
acl:relcl,0.5371341567146704,-0.655113846700921,0.13591950967521382,0.3993889407562548,-0.6232403991829156,0.07735205510555244,0.5291602157215696,-0.6016297928857365,0.020974709849662196,-0.09111758611080055,-0.08052458459668554,0.11169379960098204,0.561121695396273,0.17096353040038262,0.15824007166240373,0.014968118216708572,-0.37068042179205773,0.05426652979422015,-0.15652060920041974,0.6289704695467007,-0.5482073963568557,0.21274230681637715,0.12384178457555498,0.1843058199427071,-0.008969265124044796,0.2732503829169396,0.45213665335697445,-0.12086467669537368,0.3854241365128309,0.17507094784889,0.025885161423342642,-0.19235131101136993,-0.24554155078725698,-0.3935474165348841,-0.09165399874460067,0.35809921798031613,-0.03216111357316617,-0.15652060920041974,-0.424810613615215,0.3797668824173606,-0.21424412897029452,-0.4474463368660059,0.14863987684300353,-0.5680439963453489,-0.001492930048872914,-0.09254303052414875,1.0,-0.6870316424920011,-0.30744733671147095,-0.6630057771201634
advmod,-0.28316542969698666,0.21374631141473904,-0.3098188413259673,-0.3672724872287293,0.8148945304005425,0.06270358139093493,-0.3115355048011652,0.5199021429749919,-0.10128657072167327,0.37841119695536196,-0.013599523267798305,-0.1767834046374673,-0.645655051144265,-0.47186908644785885,-0.21438090988056283,0.09400920091252335,0.4275244040384077,-0.1707604237977747,-0.2588644222708384,-0.39745883618853983,0.17178044909049386,-0.15957957909804954,-0.23405674296760912,0.16511503182421056,0.44732124908146503,-0.28444618493918317,-0.10959621296007385,-0.53426390176462,-0.1600611450688014,-0.46150894795365094,0.4755915201401973,0.4769239453164293,0.13962491746534914,0.24066866091425665,0.0058215773219085585,-0.4177628685700669,0.24105373344029352,-0.2588644222708384,0.37008591429186566,-0.22782874480858853,-0.27140999179757863,-0.10866139406809937,-0.007688491717063991,0.18685515040186904,-0.19066166417504887,0.6001721812798334,-0.6870316424920011,1.0,0.15448119800886168,0.18796343807785068
orphan,-0.33763211776483926,0.26751283404795545,0.17259434401691615,-0.3221254122215698,0.0853112966514783,0.2655870439124067,-0.23105475061629846,-0.44691350401945007,0.3138527308097512,0.037138411050456906,0.24515222897748806,0.011058186295070353,0.24939951571905095,-0.5793838264519705,-0.06528983233783942,0.19411110958767464,0.37034060731168056,-0.3893208390765981,-0.17417257404919415,0.01635767456904939,0.062291679413011086,0.22295136607353183,0.3437790877135071,-0.14994662064726813,0.21678583903086784,-0.12411175644627548,-0.4444988856712819,-0.09677081447831556,0.05903979079327236,-0.4341504785007551,-0.02522865587231029,-0.04394288359337742,0.454438226515188,0.23018302707385593,-0.30566334604928674,-0.5645536632857465,-0.16611233883498439,-0.17417257404919415,-0.09210627105298178,-0.06371170870292246,-0.2709518990236625,-0.11710276663818553,0.5508779347368031,0.449389020600752,-0.39859167923020383,-0.3451981771826828,-0.30744733671147095,0.15448119800886168,1.0,0.2320872664017352
punct,-0.8157467545626041,0.9896195339239588,-0.1998939648879348,-0.4571458806801633,-0.01251519375413623,0.3351268698106571,-0.2438118437693842,0.4256637140985219,0.21629533555699515,-0.07384347343809809,-0.41363922749179893,0.33718452262552984,-0.09964346661511382,-0.18219981876548377,-0.19613344894438628,-0.3056854130817303,-0.17226833121168947,-0.2301413448447372,0.14299411712843857,0.028070899455030197,0.9444515749969108,-0.00893974129466804,0.10157695000578433,-0.25061436570301177,-0.6795383783089767,-0.03054589101260612,-0.6221329597235699,0.5544558389815053,-0.2040769234256766,-0.13590618430947787,-0.015936821987723507,0.1278522911606314,0.4921659485263367,0.16686551033065905,-0.14329904319189965,-0.36454599246716496,-0.08507963700753388,0.14299411712843857,-0.3033979455115951,-0.6199862363755155,0.3233354074079127,0.4874840755020349,-0.3751688692137108,0.8172841457967898,-0.2781889389022371,-0.02834584106986408,-0.6630057771201634,0.18796343807785068,0.2320872664017352,1.0
