,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
xcomp,-0.43229608333225555,-0.08907245031609014,0.8400541584754841,-0.33336491933525314,-0.2866782874032988,-0.13201741512850645,-0.8769371561561102,-0.7411295628276271,-0.14169609754224535,0.7150243586070127,0.08254056577519028,0.2010003895195287,0.7705671825969266,-0.39090337066397146,-0.047083381275191565,0.1650757161784302,-0.09089951165654003,-0.7396599543857528,-0.8701140628779513,-0.33336491933525314,0.4819621337128111,0.061843046702691494,-0.2274517636175184,-0.04006007365268002,0.388064806213709,0.0986210099792921,0.39246405900272974,1.0,-0.2420904360740661,0.10388894461650273,0.0986210099792921,-0.8915154491979537,-0.044220685310714644,-0.517063323982609,0.1333452412246224,-0.36547817388741133,-0.6174412377408014,-0.7944314106773721,-0.36778551670520104,-0.3328629076700726,-0.020552715975578284,0.636079128917293,-0.48915248617070606,0.0986210099792921,-0.5602701555503578,0.9631971008241111,-0.6292965591880676,0.7127386934025983,0.5385486459657194,0.5389116819543444,-0.17305898107518078,-0.824416926773296,-0.08858844858263208
obl,-0.459745124714413,0.36738032380075464,-0.04114953988642705,0.25161397306791317,-0.48126710205859696,-0.8085563589116035,0.07665866710242956,0.056396580423843885,0.6810909806163532,0.03298814085812978,0.722431098875459,0.4912555153854513,0.08335282124074442,-0.11971358924149798,0.6522381604211636,-0.5373610207460929,-0.7669250470189773,0.41624871095301696,0.5733154394077633,0.25161397306791317,-0.38367217286554933,-0.1553904495024618,0.6925086940997612,0.6475887963485176,-0.9291931474764957,-0.9768868269629576,0.24454718938688977,-0.2420904360740661,1.0,-0.35084491614633767,-0.9768868269629576,0.5466081165223649,0.8186996624717943,0.09837272538138485,-0.43334038813543946,-0.1837653028399412,0.5920264602987888,-0.021607897418640408,-0.13589383964169002,0.697682131691229,0.7396831745579425,0.3541268728180668,0.2338562904462151,-0.9768868269629576,0.009616460383660645,-0.028700717238610018,0.009060515174623992,-0.5503006774845383,0.5003637819308849,-0.49616745861916944,-0.5597654738213947,0.631687760702623,-0.05174295990343832
nmod,0.44454777373980503,0.4630557059293411,-0.34394296699436805,0.5757918774972991,0.5049613896606029,0.054121734741880284,-0.3713138797242175,0.5370706678740264,-0.9187397069259601,-0.5160946604660918,-0.8390341187457763,0.38665757453954697,-0.5106870076986805,0.85041571920835,-0.8406937918744465,-0.11486088070034073,-0.2534207854586448,-0.4422621976026445,-0.29690737103215725,0.5757918774972991,-0.5460688953792217,0.803465032054371,-0.8094870497102882,-0.9145361427864046,0.6368430049122138,0.39621401104003795,0.4825293292122694,0.10388894461650273,-0.35084491614633767,1.0,0.39621401104003795,-0.43748215241619726,-0.48122566925223526,-0.1402414773406682,0.520090265244306,0.56400578719973,-0.5037349181407212,-0.28125193577006496,0.8809227594927121,0.19978022368179088,-0.859418393579779,-0.3032943520014476,-0.3896432626960519,0.39621401104003795,-0.7374768972047426,-0.1121403390143584,0.6301742319490868,0.26158864515944835,-0.42580643470531193,-0.5139630393338808,0.46202103393453775,-0.2147259520655726,0.645053711326941
advcl:cmpr,0.6383346034362609,-0.21996202359966943,-0.05731442564522598,-0.25,0.45088478668594756,0.7615980049916771,0.07405687851372167,0.12497595519780243,-0.6994873718669864,-0.11682275172167085,-0.7958019485349945,-0.5725445196214325,-0.2611048351692297,0.20236282792199164,-0.6391917199416663,0.3852756891611177,0.7327994370140515,-0.25000000000000006,-0.41239107504923417,-0.25,0.21611082433254836,0.11050987631799747,-0.7617120498369633,-0.7166533393087283,0.9066016534581708,1.0,-0.3587457649621405,0.0986210099792921,-0.9768868269629576,0.39621401104003795,1.0,-0.412641586628352,-0.7595038918347281,0.09565546425074743,0.5626920978730668,0.16821257912065452,-0.6106024512036433,0.1925039180697632,0.2541549128513731,-0.5539648959131573,-0.7688402003750013,-0.3860171025227728,-0.06549512069036663,1.0,0.06592309765649164,-0.1106235437868865,0.07625747473129799,0.542209215426472,-0.5348313492852795,0.39623694722786645,0.5047239360074788,-0.5690076651062532,0.2139543546187822
cc,0.2130786482352842,0.16025362416712438,-0.53849184604553,0.08205880618766451,-0.1427628210049132,-0.18960705336425174,0.8705120988830028,0.5092321750576858,0.5471244115816393,-0.36638672798397925,0.3261168990980165,-0.22728984378500441,-0.49777841634273295,0.025973181123075176,0.48964910094986247,-0.37301486761452424,-0.08730936185014526,0.9097869722672729,0.9765858897997051,0.08205880618766451,-0.4080133673576039,-0.3989308828159156,0.5096644404768848,0.41532919972391363,-0.7168423515507822,-0.412641586628352,-0.4796350195225745,-0.8915154491979537,0.5466081165223649,-0.43748215241619726,-0.412641586628352,1.0,0.4611084233377602,0.6198679856867094,-0.2197819959756169,-0.02170429178903207,0.6863754136831574,0.7865362766499236,0.037623454000407903,0.48109006143057176,0.4528697735695448,-0.24873081185528106,0.6905249322423984,-0.412641586628352,0.6907943672022717,-0.7377454234048024,0.28597135594092465,-0.685306317508082,-0.11233941095633727,-0.4058419156121983,-0.24789030514231283,0.822697627489057,0.011206444746576226
nsubj:pass,-0.21865240576161876,0.5156093354732099,0.35238685692136923,-0.28935061103671567,-0.8835399648717309,-0.8790928911020397,0.14839641202484471,-0.07427586823722036,0.7588881363282742,0.45026466536599774,0.7165653315655052,0.050123074694509565,0.1992568920775221,-0.44864481760955205,0.8750469104944771,-0.7624408357576647,-0.6387032407201406,0.5801215187085662,0.5257797356052382,-0.28935061103671567,-0.2939948644021458,-0.5873019956184142,0.48538700152312814,0.6261621877399937,-0.792736074049583,-0.7595038918347281,-0.16056693523229962,-0.044220685310714644,0.8186996624717943,-0.48122566925223526,-0.7595038918347281,0.4611084233377602,1.0,0.4546813085707243,-0.01917607350713602,-0.6900527023282991,0.1843020169064063,0.16034165177734086,-0.3358822128933416,0.7017020306557027,0.8211376616860909,0.720672958787643,0.5974990659666249,-0.7595038918347281,0.2170543142682546,0.20081178924365753,-0.4065727155096561,-0.07250492864164149,0.8095304264151695,-0.12052261002898537,-0.9310260406486353,0.22490840752651312,0.17287004214939453
discourse,0.7282588343717659,0.5508648290540689,-0.12165942781966992,-0.40555875059794944,-0.4500986747469538,-0.23916729655040778,0.7469247142321289,0.5357836375413705,0.20333960634228276,-0.005359714690962421,-0.08221656512288777,-0.6461428929508399,-0.5351674774895591,-0.04469215577444186,0.38099623285911255,-0.6982998257799394,-0.010266726884962697,0.8730735630742111,0.7111766354536784,-0.40555875059794944,-0.4965825771141891,-0.6022080270393124,-0.16992814978801662,-0.05225073529619638,-0.1930559211198137,0.09565546425074743,-0.7880498252407788,-0.517063323982609,0.09837272538138485,-0.1402414773406682,0.09565546425074743,0.6198679856867094,0.4546813085707243,1.0,0.5909135825842091,-0.4554574158416034,-0.14031574057597107,0.8587634818201133,0.15471175130557108,0.5352135783188574,0.14557172238429703,0.12594615910884968,0.964257556417333,0.09565546425074743,0.6018936563313677,-0.4283015306641044,-0.01780514835338775,0.12888477779551538,0.11986684261621972,-0.09124461345573197,-0.5244113762760634,0.11565342696970447,0.6005099648770963
csubj:pass,0.8032780069672484,0.6419743401701126,0.14941009681912404,-0.31370837113886163,-0.20948467586762298,-0.09254587823205532,0.04603079900312325,0.39509859790961815,-0.5088658747827477,0.08915690340220749,-0.6321474312276802,-0.41678827962802517,-0.39582000112051247,0.2254658513045638,-0.24296495148386701,-0.5238873292314892,-0.022765660656728994,0.12672051022662803,-0.053714948213163326,-0.31370837113886163,-0.42585453850863025,-0.08817549798250117,-0.855018625480746,-0.6905083901576079,0.553164766716442,0.5626920978730668,-0.3488133621144674,0.1333452412246224,-0.43334038813543946,0.520090265244306,0.5626920978730668,-0.2197819959756169,-0.01917607350713602,0.5909135825842091,1.0,-0.2894147161694316,-0.847508995104794,0.2642171304359256,0.447313432092927,0.29056029121401,-0.4827340603284081,0.21495707432306363,0.41122893649826475,0.5626920978730668,-0.1049190939025536,0.039376877173603615,-0.016133040129954316,0.7502682919305333,0.06247732873556644,0.031953444548164234,-0.22675153035345808,-0.5680834205752354,0.8761494558139326
acl,0.060872752887145935,-0.20371239269674135,-0.799783046829496,0.8737565834928281,0.9401765557473339,0.4563834909591896,-0.03977286908455394,0.4625665411207476,-0.590663995502784,-0.8809256661737686,-0.5184812345366296,0.47631668327255144,-0.49611021007973694,0.8134277282782988,-0.7784405765335819,0.45352014702834303,0.07458572794535,-0.3481873442347448,-0.051137030884630244,0.8737565834928281,-0.22466513623704434,0.8588931706753192,-0.15480075140714772,-0.4617047357250849,0.26347383797288476,0.16821257912065452,0.5077484206717248,-0.36547817388741133,-0.1837653028399412,0.56400578719973,0.16821257912065452,-0.02170429178903207,-0.6900527023282991,-0.4554574158416034,-0.2894147161694316,1.0,0.32730748580464464,-0.14663044659939128,0.6454240268195139,-0.15269692944322935,-0.6287423765065175,-0.8622307674220826,-0.5918114873824217,0.16821257912065452,-0.3674699083311815,-0.5428169040678477,0.8744944298363941,-0.5259724462659793,-0.8523991741375165,-0.5781151859859244,0.8920810534522079,0.43307012961383334,-0.0960350959762806
expl:pass,-0.43985195240818625,-0.3600027386412392,-0.5030293089124738,0.3987580342334099,0.18776299603938898,-0.004904552654766647,0.416297602887108,0.07274195580556242,0.5647192782372674,-0.3827873009388675,0.5461297688116007,0.258355228122146,-0.06474740580318573,-0.017897376372504745,0.326984561452793,0.20143092916628993,-0.05548805937519657,0.35159165640924855,0.5600298066909516,0.3987580342334099,0.020867503180304996,-0.022348866242554305,0.84442811520667,0.6363272354949419,-0.7443342401616869,-0.6106024512036433,0.0755182801283743,-0.6174412377408014,0.5920264602987888,-0.5037349181407212,-0.6106024512036433,0.6863754136831574,0.1843020169064063,-0.14031574057597107,-0.847508995104794,0.32730748580464464,1.0,0.20587452183744218,-0.18683270709542507,0.06441672341203236,0.49555569557270396,-0.38771973380086605,0.0018548636879158627,-0.6106024512036433,0.3707274260290436,-0.49219735004104637,0.2934926813239859,-0.9630029879128487,-0.20677189164777857,-0.343909705927679,0.1338229213582777,0.9017890033363138,-0.597214674815669
amod,0.6776584683615948,0.13893051977821033,-0.42967300670033104,-0.26788823863803474,-0.08347154975417963,0.1620580417821105,0.9743028329840062,0.5597420836340602,0.21959916844869445,-0.27428412910256694,-0.09786368593297556,-0.7207614894805817,-0.6235106647685116,0.01160970915843581,0.25866376013990555,-0.30069537094087595,0.33452468345954683,0.8883033601992001,0.78413084401871,-0.26788823863803474,-0.29661584975618166,-0.5313955739970794,0.022560709383840815,0.027098068133781874,-0.20422063087561576,0.1925039180697632,-0.8567613413157156,-0.7944314106773721,-0.021607897418640408,-0.28125193577006496,0.1925039180697632,0.7865362766499236,0.16034165177734086,0.8587634818201133,0.2642171304359256,-0.14663044659939128,0.20587452183744218,1.0,0.11013139543077355,0.23026014189110988,0.08840179796972121,-0.3045601590251158,0.8449189640744256,0.1925039180697632,0.8298156996251402,-0.7333187095328549,0.1734539858784834,-0.21652169541733501,-0.26783156598166685,-0.07068967282818783,-0.15386248461864407,0.3812589902249864,0.24625387366006818
nummod,0.6123809114903622,0.5585268119392033,-0.6885569829806746,0.6897185607767767,0.5273905014650411,0.010684143522933693,0.05856611465719831,0.8652011333915013,-0.7501987526875981,-0.7886748266132932,-0.7805279111993652,0.2950562566978551,-0.8380074249300355,0.9676727376533829,-0.703852190251816,-0.2795933560442673,-0.2836809402932689,-0.024229389866415284,0.17381998237602905,0.6897185607767767,-0.797243188584493,0.6950065615526394,-0.6342557488999243,-0.808693812395971,0.35325518019337326,0.2541549128513731,0.2755816987706663,-0.36778551670520104,-0.13589383964169002,0.8809227594927121,0.2541549128513731,0.037623454000407903,-0.3358822128933416,0.15471175130557108,0.447313432092927,0.6454240268195139,-0.18683270709542507,0.11013139543077355,1.0,0.4346711975202712,-0.7406092444161998,-0.5100374478871847,-0.08721034842917796,0.2541549128513731,-0.44171757264807043,-0.5347134749217196,0.8664990738020023,-0.08308892353810163,-0.5748229026503132,-0.7723128206428718,0.42657817680250204,0.19900356252071774,0.6968784122828529
conj,0.2343989838086858,0.9038130125028708,-0.20037839143081537,0.26741126043034014,-0.4329192337996541,-0.8327943539234539,0.18702625097034534,0.5840308696168744,0.1677282663230615,-0.18144034055740757,0.10793715698613855,0.2915714319073951,-0.4429205227804771,0.3095342596637372,0.305277896371078,-0.9296288796350556,-0.832148737960368,0.5346583137745327,0.6424273995838348,0.26741126043034014,-0.8838997563161441,-0.02346244940288501,0.0074965367834367745,0.0015658862632363644,-0.5091654588352824,-0.5539648959131573,0.07139095624232213,-0.3328629076700726,0.697682131691229,0.19978022368179088,-0.5539648959131573,0.48109006143057176,0.7017020306557027,0.5352135783188574,0.29056029121401,-0.15269692944322935,0.06441672341203236,0.23026014189110988,0.4346711975202712,1.0,0.23387176865336254,0.28932551480969265,0.49189792100885005,-0.5539648959131573,-0.12872740537369493,-0.22306451009120745,0.28083970173059813,-0.16230104478224117,0.33030351518314194,-0.7148950419916732,-0.5559955849983744,0.39177390557398667,0.6728993431956894
case,-0.5690812395283384,-0.06333452076329193,0.401875161618842,-0.3827793870588788,-0.7325907422947254,-0.5442137118028397,0.1689060823553296,-0.44763054659484036,0.9849878045232993,0.5423854550442126,0.9738446582450664,-0.021111982935524493,0.5141486309835452,-0.7417042838355247,0.9620117601776629,-0.26468726009304283,-0.27516563651829196,0.45343299051654173,0.3894467607227801,-0.3827793870588788,0.21427674702156238,-0.6872382925053984,0.8498445356376239,0.9569698645096207,-0.8692834855322376,-0.7688402003750013,-0.19197021073813197,-0.020552715975578284,0.7396831745579425,-0.859418393579779,-0.7688402003750013,0.4528697735695448,0.8211376616860909,0.14557172238429703,-0.4827340603284081,-0.6287423765065175,0.49555569557270396,0.08840179796972121,-0.7406092444161998,0.23387176865336254,1.0,0.5725572181119322,0.39082637130734554,-0.7688402003750013,0.4391642069069178,0.2446155452507169,-0.5778571294516271,-0.28712802341355675,0.7108334816748586,0.1952993945819428,-0.7280254663185074,0.3032127989504941,-0.41056593259668717
xcomp:pred,-0.32104416291534205,0.35916223169870753,0.8763952968160783,-0.5782056330599988,-0.9136545895590269,-0.7093826463276658,-0.401052432634736,-0.5326314422212007,0.4552661737520375,0.8754308695652578,0.5321502264234201,0.007471588598109821,0.6317279773133954,-0.6464011329488614,0.6427645252758751,-0.506520572676721,-0.4541050992372957,0.009855347294092346,-0.17659546271768523,-0.5782056330599988,0.10937413606586881,-0.507654710004644,0.11850805052081448,0.3902686091459152,-0.26107996009608553,-0.3860171025227728,-0.010102664412950681,0.636079128917293,0.3541268728180668,-0.3032943520014476,-0.3860171025227728,-0.24873081185528106,0.720672958787643,0.12594615910884968,0.21495707432306363,-0.8622307674220826,-0.38771973380086605,-0.3045601590251158,-0.5100374478871847,0.28932551480969265,0.5725572181119322,1.0,0.2408155963032234,-0.3860171025227728,-0.1221136673313104,0.7916104695182974,-0.7921574728765117,0.5430890528935064,0.9819152358103109,0.3618855312846798,-0.8684053029076299,-0.47960885089790933,0.15123950976685815
aux:pass,0.5342647156274271,0.43178840595189333,-0.0019070492444595536,-0.5168337938688331,-0.5895363801832098,-0.29873535631704046,0.7638658512174069,0.35252343265307956,0.450669645387909,0.14885996865975545,0.17367807278730915,-0.6614718899836072,-0.3476096263087003,-0.2683071068215048,0.6019606429314527,-0.6622716089947533,-0.004786343803987157,0.9284112989236786,0.7460950969564385,-0.5168337938688331,-0.34588320874740885,-0.7681830010069337,0.06913600834597994,0.20993270735276975,-0.3806408833075721,-0.06549512069036663,-0.8272328495719208,-0.48915248617070606,0.2338562904462151,-0.3896432626960519,-0.06549512069036663,0.6905249322423984,0.5974990659666249,0.964257556417333,0.41122893649826475,-0.5918114873824217,0.0018548636879158627,0.8449189640744256,-0.08721034842917796,0.49189792100885005,0.39082637130734554,0.2408155963032234,1.0,-0.06549512069036663,0.7221452016948406,-0.3410320217045844,-0.19155959502783038,0.05157118681330164,0.2700687363915677,0.024395452223074345,-0.650247440229318,0.1693960570163607,0.40727027241173097
compound,0.6383346034362609,-0.21996202359966943,-0.05731442564522598,-0.25,0.45088478668594756,0.7615980049916771,0.07405687851372167,0.12497595519780243,-0.6994873718669864,-0.11682275172167085,-0.7958019485349945,-0.5725445196214325,-0.2611048351692297,0.20236282792199164,-0.6391917199416663,0.3852756891611177,0.7327994370140515,-0.25000000000000006,-0.41239107504923417,-0.25,0.21611082433254836,0.11050987631799747,-0.7617120498369633,-0.7166533393087283,0.9066016534581708,1.0,-0.3587457649621405,0.0986210099792921,-0.9768868269629576,0.39621401104003795,1.0,-0.412641586628352,-0.7595038918347281,0.09565546425074743,0.5626920978730668,0.16821257912065452,-0.6106024512036433,0.1925039180697632,0.2541549128513731,-0.5539648959131573,-0.7688402003750013,-0.3860171025227728,-0.06549512069036663,1.0,0.06592309765649164,-0.1106235437868865,0.07625747473129799,0.542209215426472,-0.5348313492852795,0.39623694722786645,0.5047239360074788,-0.5690076651062532,0.2139543546187822
advmod:neg,0.2408982231369446,-0.30017829777791216,-0.09508769040814331,-0.5473857205110787,-0.2330007128069824,0.25713542700027137,0.8600710402560307,0.02770804489568109,0.5774043102946698,0.09966280512372291,0.31516170901075935,-0.7890533090455143,-0.11605548846989834,-0.4780471730031563,0.5449916987259638,0.014715067782657376,0.5394886047034276,0.7647908744982946,0.5894067137943869,-0.5473857205110787,0.22842383144581418,-0.789832044820917,0.40291858808668607,0.4644010371225897,-0.35370445046512056,0.06592309765649164,-0.89023933615629,-0.5602701555503578,0.009616460383660645,-0.7374768972047426,0.06592309765649164,0.6907943672022717,0.2170543142682546,0.6018936563313677,-0.1049190939025536,-0.3674699083311815,0.3707274260290436,0.8298156996251402,-0.44171757264807043,-0.12872740537369493,0.4391642069069178,-0.1221136673313104,0.7221452016948406,0.06592309765649164,1.0,-0.4312338430954422,-0.24903731677278265,-0.23877473252481643,-0.04550128833700167,0.3535044991287792,-0.23806924242440278,0.2929773680692502,-0.26148976894372994
cop,-0.5430751195987195,-0.057953977142030655,0.9279271600510021,-0.43367208293291654,-0.4993064283381981,-0.3033768580736122,-0.8001813052055137,-0.8151896812609558,0.11996855347223807,0.8433610117403654,0.3291931594005627,0.18284419173187727,0.8658240360690171,-0.5685402039415541,0.2185920768768696,0.045031681219927705,-0.1868397588617609,-0.5763364951613473,-0.7243506681411149,-0.43367208293291654,0.48984088254929786,-0.13274577914574207,-0.016971425539090177,0.20043393266334528,0.1441745318720166,-0.1106235437868865,0.31867774794527964,0.9631971008241111,-0.028700717238610018,-0.1121403390143584,-0.1106235437868865,-0.7377454234048024,0.20081178924365753,-0.4283015306641044,0.039376877173603615,-0.5428169040678477,-0.49219735004104637,-0.7333187095328549,-0.5347134749217196,-0.22306451009120745,0.2446155452507169,0.7916104695182974,-0.3410320217045844,-0.1106235437868865,-0.4312338430954422,1.0,-0.7645603055838213,0.6363371317811864,0.7305416770353778,0.5604498078864858,-0.3913388317332802,-0.7281777637504355,-0.15096978161038874
obj,0.37502054154474096,0.21748330435163943,-0.9357420815033644,0.8689296277573005,0.7389605438608862,0.18312199558458658,0.23404170900221563,0.8251744415976104,-0.5390383457052027,-0.9841047101660818,-0.5684971395418759,0.37745250250526874,-0.8222005642678526,0.9433888584454726,-0.6385183350076062,0.0009641344530711729,-0.15143311526067796,0.041661810175336295,0.3318706519716359,0.8689296277573005,-0.6434282881886251,0.7229036323478223,-0.24350753017141905,-0.5302353962465726,0.10289887333362283,0.07625747473129799,0.31073556307858635,-0.6292965591880676,0.009060515174623992,0.6301742319490868,0.07625747473129799,0.28597135594092465,-0.4065727155096561,-0.01780514835338775,-0.016133040129954316,0.8744944298363941,0.2934926813239859,0.1734539858784834,0.8664990738020023,0.28083970173059813,-0.5778571294516271,-0.7921574728765117,-0.19155959502783038,0.07625747473129799,-0.24903731677278265,-0.7645603055838213,1.0,-0.5381526268796611,-0.7777363424721176,-0.8354429852849277,0.6314349412765521,0.5816340964631139,0.2920999860309057
ccomp,0.29327058061986816,0.23195837701867258,0.6981043990298966,-0.6042816503625845,-0.35482376722780234,-0.014315251330300422,-0.41836628351204913,-0.2972790215623388,-0.3539951439566283,0.6074392582454499,-0.33407752221588094,-0.3562331226984344,0.28334518617430593,-0.2514182680476553,-0.12025968825966522,-0.15362673484201744,0.1251895849724575,-0.3220860565768593,-0.591441987997781,-0.6042816503625845,0.18037899535371374,-0.1874616194665894,-0.6808264266771068,-0.41819135404337265,0.6436056509635715,0.542209215426472,-0.17165496011078232,0.7127386934025983,-0.5503006774845383,0.26158864515944835,0.542209215426472,-0.685306317508082,-0.07250492864164149,0.12888477779551538,0.7502682919305333,-0.5259724462659793,-0.9630029879128487,-0.21652169541733501,-0.08308892353810163,-0.16230104478224117,-0.28712802341355675,0.5430890528935064,0.05157118681330164,0.542209215426472,-0.23877473252481643,0.6363371317811864,-0.5381526268796611,1.0,0.3783866329937251,0.55459474235374,-0.27510668780489367,-0.9619498097409719,0.4315369131224211
fixed,-0.4196751268781794,0.3169353940754944,0.8222949235394729,-0.5348313492852795,-0.9364296550606989,-0.7582857626915079,-0.32843246872349513,-0.539772387032728,0.6013918835066353,0.847605345074218,0.6749308738656199,0.05332032896379117,0.6468480874584199,-0.687630302940801,0.7539612968467865,-0.5076143447637859,-0.495295340416227,0.09628545561862112,-0.06011756482598859,-0.5348313492852795,0.1103076365239054,-0.5503033144946877,0.2966905875251682,0.5432569188077059,-0.4337387862752712,-0.5348313492852795,-0.005531163352941747,0.5385486459657194,0.5003637819308849,-0.42580643470531193,-0.5348313492852795,-0.11233941095633727,0.8095304264151695,0.11986684261621972,0.06247732873556644,-0.8523991741375165,-0.20677189164777857,-0.26783156598166685,-0.5748229026503132,0.33030351518314194,0.7108334816748586,0.9819152358103109,0.2700687363915677,-0.5348313492852795,-0.04550128833700167,0.7305416770353778,-0.7777363424721176,0.3783866329937251,1.0,0.3087912024686013,-0.9010307763592208,-0.31964892975643416,0.047901738976603415
acl:relcl,-0.17465127423418217,-0.5716849971263277,0.726378018770272,-0.8479630170597715,-0.2946905819610814,0.38278570280066393,-0.12446271510814852,-0.7761402445931792,0.22326262430721652,0.7615607949015597,0.21388019548415285,-0.6057063568822605,0.6799695002787396,-0.7993458230941551,0.2566623095726341,0.4314779689792245,0.6491793294946859,-0.20037868432127126,-0.5086689206726352,-0.8479630170597715,0.8643569934792346,-0.5756928449393484,0.03268118457720409,0.260416808282142,0.29165880016081025,0.39623694722786645,-0.43668199243244904,0.5389116819543444,-0.49616745861916944,-0.5139630393338808,0.39623694722786645,-0.4058419156121983,-0.12052261002898537,-0.09124461345573197,0.031953444548164234,-0.5781151859859244,-0.343909705927679,-0.07068967282818783,-0.7723128206428718,-0.7148950419916732,0.1952993945819428,0.3618855312846798,0.024395452223074345,0.39623694722786645,0.3535044991287792,0.5604498078864858,-0.8354429852849277,0.55459474235374,0.3087912024686013,1.0,-0.15961988516544393,-0.6697727053387365,-0.4321658153837125
advmod,0.09265732090961738,-0.5049196277044532,-0.5957101294174756,0.5727803065849586,0.9887446999197083,0.7873965307510759,-0.07461808237369773,0.20781390841427283,-0.661622362179164,-0.6777422283394968,-0.6028363004688164,0.18031298565753112,-0.30722637113570167,0.5943806701823671,-0.84841950047835,0.7454281290134394,0.4731818939530345,-0.5002251732139131,-0.3253419654664959,0.5727803065849586,0.14895355488385467,0.7216168008086055,-0.2673279329808024,-0.5061432698069022,0.5475191366189919,0.5047239360074788,0.31720953445048816,-0.17305898107518078,-0.5597654738213947,0.46202103393453775,0.5047239360074788,-0.24789030514231283,-0.9310260406486353,-0.5244113762760634,-0.22675153035345808,0.8920810534522079,0.1338229213582777,-0.15386248461864407,0.42657817680250204,-0.5559955849983744,-0.7280254663185074,-0.8684053029076299,-0.650247440229318,0.5047239360074788,-0.23806924242440278,-0.3913388317332802,0.6314349412765521,-0.27510668780489367,-0.9010307763592208,-0.15961988516544393,1.0,0.1196351982664736,-0.2607529372006415
orphan,-0.10957596081449994,0.008171534200223969,-0.7402443195467556,0.574043806436146,0.22816581335684966,-0.1361573351023113,0.5488840433627972,0.48102527285901137,0.3674199850216264,-0.6356385149405608,0.293014373310402,0.2864312816376685,-0.44769235756116105,0.31007065091593594,0.19233868194958428,-0.10045992202697912,-0.2433147222672923,0.5206301862706136,0.7740797173630268,0.574043806436146,-0.4003921983930758,0.10410329300781883,0.602859340857799,0.36318564434081474,-0.7032998514604482,-0.5690076651062532,0.05642882107371482,-0.824416926773296,0.631687760702623,-0.2147259520655726,-0.5690076651062532,0.822697627489057,0.22490840752651312,0.11565342696970447,-0.5680834205752354,0.43307012961383334,0.9017890033363138,0.3812589902249864,0.19900356252071774,0.39177390557398667,0.3032127989504941,-0.47960885089790933,0.1693960570163607,-0.5690076651062532,0.2929773680692502,-0.7281777637504355,0.5816340964631139,-0.9619498097409719,-0.31964892975643416,-0.6697727053387365,0.1196351982664736,1.0,-0.20093320543004514
punct,0.7418530855273798,0.9047484814849447,-0.11816999544769541,0.06611572391628427,-0.18124259794735842,-0.38932790331498524,0.07216692779467519,0.6674850582986349,-0.4619730031019011,-0.18180868105297032,-0.5603760955963477,-0.06505098123185235,-0.6040921321341529,0.49647929924720163,-0.22118627150667214,-0.7629094991366445,-0.4188534854445294,0.24548421172082782,0.21703914633341848,0.06611572391628427,-0.8003959546237022,0.11834956997862507,-0.7202842191202675,-0.6530382957399293,0.2662534676687711,0.2139543546187822,-0.10289772830269342,-0.08858844858263208,-0.05174295990343832,0.645053711326941,0.2139543546187822,0.011206444746576226,0.17287004214939453,0.6005099648770963,0.8761494558139326,-0.0960350959762806,-0.597214674815669,0.24625387366006818,0.6968784122828529,0.6728993431956894,-0.41056593259668717,0.15123950976685815,0.40727027241173097,0.2139543546187822,-0.26148976894372994,-0.15096978161038874,0.2920999860309057,0.4315369131224211,0.047901738976603415,-0.4321658153837125,-0.2607529372006415,-0.20093320543004514,1.0
