,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
cc,-0.27271296850240784,0.3019534869022222,0.5855474525613323,-0.24284680935587358,0.22794657161658965,0.9721133910106013,0.10354627154836535,-0.26111053911715454,-0.3053035499082661,-0.010338831689107235,-0.12999316007114034,-0.57959843951901,-0.7101134790099184,-0.38708853190837855,-0.34068524903503067,0.24463265575287496,0.2983151022618825,0.13801506778231312,-0.648444817367214,0.36459558551669285,-0.6870739805064431,-0.3452133437676372,0.4001743162239112,0.20893964291548944,0.16840902680463862,0.33969185195305884,-0.03069520455635117,-0.06704313939977177,1.0,0.6449849976361693,0.5196158857044995,0.3697610067037254,0.1411466470548199,-0.5673876247728488,-0.08523109013290539,-0.6162285072899809,0.1515810653883089,-0.4366238801400227,0.06704457235136933,0.5848663152363421,0.398631778005815,0.45849752956339235,0.33397168129940213,-0.7824159496841873,-0.6077525432856367,-0.050200110105974145,0.18505511841308556,-0.31413258563923185,0.18267238828143834,0.16426077579597959
nsubj:pass,0.3930676178200032,-0.2199076714173224,0.5218649458137681,-0.044530201208608476,0.17890323728531538,0.731508807761291,0.10347718645574984,0.09295111280309566,0.018801287345902813,0.19982858617965463,-0.3110668280255476,-0.23875167963362814,-0.46201560648223233,-0.8624755431830208,-0.5334341116461269,-0.09102048466836381,-0.26944319476004464,0.24141355943048037,-0.4919947145097423,-0.21966206384518847,-0.25077459148512243,0.039846585754950065,0.2141639704346867,-0.45460323562425675,0.3946677190299505,0.4400712356606043,0.26256876325457285,-0.18419172965849998,0.6449849976361693,1.0,0.7127996480029971,0.1514498892436501,-0.004313174893844921,-0.4031202985540343,-0.6883642955197917,-0.2200381241472324,0.13490658187600243,0.20159719309484728,0.34617024202406965,0.49486445394507006,0.33256248466905347,0.6681144210193316,0.19484657256455573,-0.7869295141877621,-0.6140123765000707,0.3416069056607111,0.36636935062176834,-0.03005451126292843,0.1758703157155056,-0.30336849266843213
discourse,-0.05977668424976209,-0.09380843443739721,0.679120888348397,0.208724769913107,0.4176820035427737,0.55882065787096,0.26244911991314906,0.15768365951476657,-0.2919921553967626,-0.3874642940451121,-0.5870071738026276,-0.19860618176726333,-0.6765771135043035,-0.7668359291864877,-0.5228714239755792,0.34812560814403415,-0.44863851335355726,0.3196585014831037,-0.5477119655370281,0.03319544787766147,-0.31828733449507846,0.08520161133006073,0.2316448479406782,-0.26047657039158467,0.2071893969968652,-0.12028081301409448,0.16842210550290276,0.2252409705274457,0.5196158857044995,0.7127996480029971,1.0,-0.12246286566000471,0.24811639557260529,-0.1725767024712695,-0.5767442001368176,-0.6001035261530705,-0.06933040122822826,-0.09935175577728711,-0.2949530973584674,0.7315464953666505,0.517458588039953,0.9182024952524097,0.3626763152818809,-0.5034648979954505,-0.21138760489651603,-0.2949764957980571,0.3222481806825493,0.12979031628677087,0.4995471982772668,-0.0739030099658192
csubj:pass,-0.027389558412791427,0.4075956764542372,0.04521053035141748,-0.44558988554589546,0.2525948051077995,0.22039552999698095,-0.2482865232339873,0.12759229242265305,0.29132161063044376,0.23225029873960937,0.11485624000303646,0.02428923507160908,0.25015453696631984,-0.0963607303769287,-0.3256826776223498,-0.36360803547705284,0.1677141580648089,0.21531340815148137,-0.5068473052921748,0.2133355987540008,0.20812034743215674,0.13373083471351777,-0.21179787720263604,0.2807789714394932,0.11198127147071286,0.40010195930950687,-0.5358177001200253,-0.5121067214527917,0.3697610067037254,0.1514498892436501,-0.12246286566000471,1.0,-0.2611124114161361,0.1589908953240941,0.12408426610931308,-0.05994303321581581,-0.1764971381763461,-0.417790368814876,0.24493302966657637,-0.3862761917451573,-0.04173330698235353,-0.16562176210520532,0.4174614875731027,-0.02573463048026776,-0.13826219280743085,0.23621881386433502,-0.39801931803709245,-0.2614903048048455,0.13678888161351213,0.23185296221217294
acl,-0.07256100088527721,-0.3079397522994998,-0.37205139546618277,-0.2514817864417789,0.08901423115279689,0.21082070827177166,0.6037674987755789,-0.6652888351533223,0.03511361800443874,0.1843426110876114,-0.0051446918686461835,-0.7336275297040218,-0.2900176990408016,0.20968640744067374,0.1402765871469999,0.6167788249267875,0.4435575896242418,0.6518557898446304,-0.1170412940409746,-0.11180028859510098,-0.5304277528531318,-0.646552184081892,0.5072664373421397,0.39043146414326807,0.11580888837750354,-0.024097793689773134,0.08527915439014055,0.4278483240938683,0.1411466470548199,-0.004313174893844921,0.24811639557260529,-0.2611124114161361,1.0,-0.21775010881982365,0.20742658940092532,-0.36324897629803465,0.2953889004503738,-0.2113162366950699,0.07599939349988491,0.03938125519509333,-0.3028546643221788,0.47134828837080545,-0.5795989731287228,-0.0418899200616425,-0.3840399629671524,-0.510375758713506,-0.03841563283522437,-0.42871984131324353,0.14100982959930317,-0.15059516881094956
expl:pass,-0.050276757027643976,0.1174018776947836,-0.3108115538597748,-0.2513776016286795,-0.27380003824249677,-0.6164669343284658,0.13695044938284714,0.244605815589506,0.1064803691553818,-0.04035576578472154,0.12840853257985885,0.40751269572185655,0.43308514564553224,0.018681183948797534,-0.36215497867578994,-0.5435665709821463,-0.2759352486498641,-0.17604873639716004,-0.19436172994496065,-0.05759037692821581,0.6436962402071817,0.33622707816566694,-0.12471353413698875,-0.011702994733915187,-0.37469728794723123,0.02993792115565293,0.0204312745527246,-0.003368369465484942,-0.5673876247728488,-0.4031202985540343,-0.1725767024712695,0.1589908953240941,-0.21775010881982365,1.0,-0.17513280385215887,-0.04922627070523833,0.11625955531187707,-0.13700477550889312,-0.10690743884938084,-0.48403963818774354,-0.34010578873475766,-0.3409811982708091,0.08188637879705617,0.8564595269025673,0.46434871155425406,-0.25937151147258913,-0.28047460067234786,-0.16664951627313426,0.09235447385167977,0.2278354572867789
amod,-0.5681072412831516,0.5043794064441283,-0.2985876408891538,-0.14513482258013197,0.2475406323014787,-0.21999037657260082,0.024492163348206003,-0.4323466397177673,-0.21217860973697517,-0.06141721394026543,0.48800190751221706,-0.23271170084453974,0.09323393673065034,0.7602175886118723,0.461202551665627,0.36089890213943177,0.6567225443104671,-0.05002220443175098,0.42895115901153147,0.5737810148000896,-0.06788066687650993,-0.45635115733767545,-0.28242860493568156,0.5049136747436542,-0.3785260405597146,-0.3031082962733573,-0.31856915069971986,0.31659215875968677,-0.08523109013290539,-0.6883642955197917,-0.5767442001368176,0.12408426610931308,0.20742658940092532,-0.17513280385215887,1.0,0.036236861086242085,-0.2506454125382719,-0.2333063268141179,-0.15898031089413395,-0.24632121640657864,0.011595587424160251,-0.4796990391567663,-0.22189772171382421,0.21307401315754199,0.09863001839801135,-0.10974510267971146,-0.6242293456509338,-0.0816421350940697,0.13290180827857856,0.5113654094958997
nummod,0.6799535835724736,-0.4712922584805355,-0.43219171937751916,0.36202334040110923,-0.11242460539017964,-0.5711163422846453,-0.5809663695762672,0.3924853491994448,0.6514805641896674,0.2964383878617669,0.013039705925115311,0.5865946808094479,0.8030839879584514,0.2826428323685249,0.5639984672016746,-0.27640644078478616,-0.23243855177084075,0.01720304838590999,0.6998773166875509,-0.5693841014191748,0.5049517093685079,0.44238020801732636,-0.4780613735975389,-0.26671727207533014,0.36532699170354704,-0.07362867756218786,-0.22584580037191285,-0.4782307920942873,-0.6162285072899809,-0.2200381241472324,-0.6001035261530705,-0.05994303321581581,-0.36324897629803465,-0.04922627070523833,0.036236861086242085,1.0,-0.3148269950235592,0.5949764013184201,0.2976161655413842,-0.5842257762479002,-0.32903867822943506,-0.40869525091871406,-0.205664648089135,0.17136619322473143,0.2979781504989977,0.6266562015334102,0.04409801844306408,0.47230131829759386,-0.48812748390808075,-0.5352954602322634
conj,0.09467229792155132,-0.16092472108813874,-0.36887393955558573,-0.6764648016881631,-0.8077517498246138,0.28869752336291954,0.5850679853119892,-0.6496691554501556,-0.07610144640539106,0.6040742259929166,0.4318614555615976,-0.5861319430648524,-0.2409844105802983,-0.007030657014494284,-0.25549315216968205,-0.3368148775927366,0.4912210826362399,-0.2052073925445036,-0.3338601158629379,-0.19778932690603582,-0.3733866653999303,-0.5773299559779059,0.7873001399894605,0.09614055193543232,-0.20713094189976525,0.7361648305791445,0.6418324473440387,0.0959794906507304,0.1515810653883089,0.13490658187600243,-0.06933040122822826,-0.1764971381763461,0.2953889004503738,0.11625955531187707,-0.2506454125382719,-0.3148269950235592,1.0,-0.06905377751294402,0.561694264569807,-0.021766163316767423,-0.510219308053184,-0.13487213636627596,-0.5479569467292705,0.02943684137187791,-0.5770809255091437,-0.11728653750520612,0.24394987766972479,-0.8337722864093163,-0.36159987200676674,-0.05232794171365363
appos,0.5484470515003983,-0.3264164310798627,-0.11332484366026135,0.20565437385348678,-0.0006839675100720942,-0.32441992125743396,0.08059178971769453,0.1100990126846123,0.0601209298343256,0.31228450735208124,0.2283932870719543,0.23844404980977948,0.17706127241160002,-0.297232773568265,-0.012083742989659571,-0.29778808026845277,-0.31050055900999907,-0.1981016609214892,0.653463533810011,-0.34641040114647653,0.4699474047999852,0.1026012890551901,-0.4431603198406156,-0.8630960242285182,-0.07268780698451915,0.04499052226969851,0.5255557227011567,0.1735656648546833,-0.4366238801400227,0.20159719309484728,-0.09935175577728711,-0.417790368814876,-0.2113162366950699,-0.13700477550889312,-0.2333063268141179,0.5949764013184201,-0.06905377751294402,1.0,0.4060725632473086,-0.01939129344341888,0.13324071880580424,-0.07945591559807381,-0.4198200259961517,-0.1448730938700858,-0.15027704464301342,0.7191834702147364,-0.0700641428372413,0.38250842868826,0.05941449148411472,-0.2530454173517058
case,0.5897524631527494,-0.2590559628458769,-0.4925717761132665,-0.6456241735668671,-0.40419123079470953,0.17036810075427103,0.27364680893232207,-0.4270626221091308,0.3826475439944227,0.9799971931352596,0.5457461965730068,-0.3614125480799938,0.207431441258519,-0.13363375906841043,-0.1915644627533551,-0.5630739082232771,0.3974361390838297,0.07434236847829574,-0.02176350644349253,-0.3984697014366595,0.0751672179898189,-0.3664337255716975,0.17870370548143433,-0.2370395209413964,0.07646513361999224,0.8688348788545928,0.37642836592080303,-0.2373383034167748,0.06704457235136933,0.34617024202406965,-0.2949530973584674,0.24493302966657637,0.07599939349988491,-0.10690743884938084,-0.15898031089413395,0.2976161655413842,0.561694264569807,0.4060725632473086,1.0,-0.4037842514786848,-0.4610518384243145,-0.22655056702984772,-0.5922962342196956,-0.1868698972463392,-0.7293326048802369,0.6394013545173338,-0.10403924764909721,-0.5433312817594451,-0.26487320163923556,-0.25881082084960855
xcomp:pred,-0.3944951951999871,0.21079655300180428,0.8280368058840473,0.310245649077609,0.2685777654052303,0.6137591347159002,0.1999292206839563,-0.026171548735069626,-0.7232204108742188,-0.5177788449329341,-0.3071316609925663,-0.26460638376714724,-0.9041216286253386,-0.50937512814383,-0.2800764452346756,0.4363659725315119,-0.1800003623217365,-0.2193916353740495,-0.20332136372878892,0.39472551993754057,-0.523109203182715,-0.14549404654867962,0.2022814437046056,-0.2604622062955055,-0.10737828089285073,-0.22498539481747337,0.3647646220969097,0.43268368564005183,0.5848663152363421,0.49486445394507006,0.7315464953666505,-0.3862761917451573,0.03938125519509333,-0.48403963818774354,-0.24632121640657864,-0.5842257762479002,-0.021766163316767423,-0.01939129344341888,-0.4037842514786848,1.0,0.7647405620150628,0.5775907173597636,0.31841228676151384,-0.6610650403459678,-0.21613856178545177,-0.19681342369515142,0.34532723691150413,0.2047291359203987,0.3686360580194272,0.20668030813003035
aux:pass,-0.4608185145927825,0.5415311424382712,0.8772378573680799,0.36945934067876735,0.6629018323034341,0.31060375919733463,-0.02121213488314008,0.24853064042884815,-0.6975560772783176,-0.605043079995111,-0.15648473109569286,0.07969978021477256,-0.6103801899084723,-0.5044773332723265,-0.34043832469853347,0.25743168951332834,-0.31561240909008775,-0.2855633320452918,0.020304138370160252,0.6354177877130202,-0.008846303699349006,0.10566186389060853,-0.444206459096737,-0.4290861066525366,-0.27377845497107006,-0.39555003023942925,0.10285034264394378,0.3949379012261258,0.398631778005815,0.33256248466905347,0.517458588039953,-0.04173330698235353,-0.3028546643221788,-0.34010578873475766,0.011595587424160251,-0.32903867822943506,-0.510219308053184,0.13324071880580424,-0.4610518384243145,0.7647405620150628,1.0,0.32180622034532624,0.5301365790670645,-0.5214574444129294,0.007097133664870134,0.1258727811087226,-0.15036371630980108,0.5017621369598471,0.6746490645232445,0.482611222354466
advmod:neg,0.12689001760315227,-0.3600527812339288,0.4708966938420899,0.29796651060479995,0.46315490034790047,0.5243061996720418,0.17219390052561911,0.10602219529313445,-0.02094641990199984,-0.28184872270881434,-0.6882931991914026,-0.252369840225702,-0.5207610605924314,-0.5810214691158403,-0.22889513287066318,0.5476731150800384,-0.37247549821274023,0.618012197422777,-0.41577177028199974,-0.18827708160811216,-0.4194091311009157,0.049195188683075965,0.27596208597221866,-0.11639580518061676,0.4800159890759425,-0.18457250621635574,-0.0069096286437246215,0.11960936266167486,0.45849752956339235,0.6681144210193316,0.9182024952524097,-0.16562176210520532,0.47134828837080545,-0.3409811982708091,-0.4796990391567663,-0.40869525091871406,-0.13487213636627596,-0.07945591559807381,-0.22655056702984772,0.5775907173597636,0.32180622034532624,1.0,0.19536008522126644,-0.5291629544670413,-0.22294139026156726,-0.29993366623689793,0.38872834059958594,0.17001908605478752,0.34585245793020936,-0.3447480238129879
cop,-0.26401373211636525,0.3599820294916407,0.7594929469113493,0.4188415461269519,0.3937849707547304,0.201289661835362,-0.5918146065081302,0.7264664262380461,-0.11882424413767248,-0.6750007021659146,-0.5775342068195943,0.5096645559110234,-0.10022817226048873,-0.3327235266620465,-0.21146546303710434,0.010547105273020215,-0.5306902594007701,-0.10790967753843089,-0.41388085512098394,0.3037477058149591,0.07855980842957502,0.6612967589063931,-0.25979256971894665,0.054376838921707873,0.18568560506557394,-0.30838177431612435,-0.5159640719297771,-0.3774424885910567,0.33397168129940213,0.19484657256455573,0.3626763152818809,0.4174614875731027,-0.5795989731287228,0.08188637879705617,-0.22189772171382421,-0.205664648089135,-0.5479569467292705,-0.4198200259961517,-0.5922962342196956,0.31841228676151384,0.5301365790670645,0.19536008522126644,1.0,-0.15504821800664026,0.4550756962162975,-0.11735559260003822,0.1790201362147106,0.4531045842119614,0.1737384530899696,0.17036933765670056
obj,-0.10550343449944698,0.027334458054222202,-0.5978790610948674,-0.12328342209406011,-0.3050833524252259,-0.8331503107492368,0.03835388497987237,0.0972543786575116,0.1973439325395279,-0.05106905057937407,0.20585553764114597,0.38324684549671434,0.6104448272310853,0.500958312218854,0.12314568586182618,-0.278742185860188,-0.04811972305746374,-0.11838748143442794,0.1733494792231879,-0.07845614910516928,0.5492679328304931,0.20125517770463686,-0.15168453167674206,0.24068958823630876,-0.3426167590530998,-0.2029055083959468,-0.13864597948066545,0.05426767902118989,-0.7824159496841873,-0.7869295141877621,-0.5034648979954505,-0.02573463048026776,-0.0418899200616425,0.8564595269025673,0.21307401315754199,0.17136619322473143,0.02943684137187791,-0.1448730938700858,-0.1868698972463392,-0.6610650403459678,-0.5214574444129294,-0.5291629544670413,-0.15504821800664026,1.0,0.6152683683542036,-0.3482737338700068,-0.3266111881775992,-0.0970461685480638,-0.10559361264261176,0.15907598114373953
ccomp,-0.1436078607562409,-0.0018624048622621807,0.0312300566852933,0.6428175027348032,0.10046374415008236,-0.6931016301700101,-0.5753709564134487,0.6894940574875086,0.12775191035613856,-0.6762228875551776,-0.42238018933726473,0.8109174087076583,0.4842164820326963,0.34695145740376154,0.3902821546881668,0.09330667792678647,-0.5396379299460707,-0.1381493008491853,0.2973741095595937,-0.019547724977183413,0.42948146538216253,0.7100745160504844,-0.4106280891348355,0.14221491911413675,0.034320750064497016,-0.7396879708117091,-0.5016291492304809,-0.15864612320708124,-0.6077525432856367,-0.6140123765000707,-0.21138760489651603,-0.13826219280743085,-0.3840399629671524,0.46434871155425406,0.09863001839801135,0.2979781504989977,-0.5770809255091437,-0.15027704464301342,-0.7293326048802369,-0.21613856178545177,0.007097133664870134,-0.22294139026156726,0.4550756962162975,0.6152683683542036,1.0,-0.3247504923916081,0.05873922855509373,0.6253137659840023,-0.11578244065052805,-0.01508538791417679
fixed,0.5382327093580999,-0.036524181965620156,-0.016048587886375757,-0.05854156902670161,0.03524959580762737,-0.024127715715329092,-0.23582214989771239,0.15718833308892463,0.2283285484976703,0.5186540153342745,0.3437829368147959,0.22002989612201662,0.2921010794945211,-0.286120915595884,-0.08845145683438023,-0.5501361843022781,-0.07533018441517567,-0.21047054256568049,0.3692697737944971,-0.18481893650887937,0.43534217895613203,0.1411764955183034,-0.49893425784706613,-0.6295150076753485,0.06583667403830816,0.40422666693278925,0.1761649493947699,-0.2982252034957391,-0.050200110105974145,0.3416069056607111,-0.2949764957980571,0.23621881386433502,-0.510375758713506,-0.25937151147258913,-0.10974510267971146,0.6266562015334102,-0.11728653750520612,0.7191834702147364,0.6394013545173338,-0.19681342369515142,0.1258727811087226,-0.29993366623689793,-0.11735559260003822,-0.3482737338700068,-0.3247504923916081,1.0,-0.17641909575026937,0.2029637305027419,-0.06819517992785432,-0.14295648442541775
acl:relcl,0.3859516728689006,-0.6270209133576711,0.2350605880462852,0.44717001797953004,-0.41768644372722397,0.3348455198568609,-0.3442738571164901,0.27817039463400045,0.2273652446295346,-0.13263263222170715,-0.6517943913690031,0.11260156504609516,-0.1412123911406116,-0.16494282970110302,0.25616486498232094,0.1525010551805934,-0.33023966667816523,0.04192413210784534,-0.19698686601751958,-0.5581968450559578,-0.5009268806823619,0.291770824817881,0.5906018998187345,0.03355748030999963,0.6281907886597909,0.026793587709329127,0.03906251120490183,-0.4273676173655808,0.18505511841308556,0.36636935062176834,0.3222481806825493,-0.39801931803709245,-0.03841563283522437,-0.28047460067234786,-0.6242293456509338,0.04409801844306408,0.24394987766972479,-0.0700641428372413,-0.10403924764909721,0.34532723691150413,-0.15036371630980108,0.38872834059958594,0.1790201362147106,-0.3266111881775992,0.05873922855509373,-0.17641909575026937,1.0,0.15080398117424243,-0.6341116664610815,-0.6945835045366512
advmod,0.13901116028797295,-0.14013021488360922,0.42474402815978207,0.9232377851670047,0.5111918434598868,-0.34627130977008896,-0.6232352868756379,0.7709939563186755,0.04621345434763654,-0.6218072877229216,-0.5492736621039274,0.7375240858315931,0.1962307366046741,-0.12064727209051875,0.3309046146359814,0.25358922387938243,-0.7331529687811675,-0.030804377287955497,0.5136071197531037,-0.07927508126756684,0.34815218213030424,0.7063994208538737,-0.6588822357549047,-0.3990246344001898,0.2684966253821407,-0.7469010841030373,-0.3154008868367692,-0.09325795510906988,-0.31413258563923185,-0.03005451126292843,0.12979031628677087,-0.2614903048048455,-0.42871984131324353,-0.16664951627313426,-0.0816421350940697,0.47230131829759386,-0.8337722864093163,0.38250842868826,-0.5433312817594451,0.2047291359203987,0.5017621369598471,0.17001908605478752,0.4531045842119614,-0.0970461685480638,0.6253137659840023,0.2029637305027419,0.15080398117424243,1.0,0.11272660788006622,-0.21390515635844504
orphan,-0.46813291415318053,0.5425807946908109,0.4195226235678516,-0.09761215798227404,0.7404345656587893,0.07425723178138442,0.47444404626396974,-0.056321134217842156,-0.5567518964090428,-0.32630302569012654,0.10616594784729072,-0.16530847988158306,-0.4492341545616192,-0.4518002583870137,-0.6000889034467369,0.17984785588146832,-0.1364332492847418,0.08297181616674174,-0.130105448539705,0.6026822248146847,0.2337240554658234,-0.14247941935626263,-0.44167908726286964,-0.3204078329811856,-0.47966875223780897,-0.2602961036888493,0.1413269931215749,0.6488117804544662,0.18267238828143834,0.1758703157155056,0.4995471982772668,0.13678888161351213,0.14100982959930317,0.09235447385167977,0.13290180827857856,-0.48812748390808075,-0.36159987200676674,0.05941449148411472,-0.26487320163923556,0.3686360580194272,0.6746490645232445,0.34585245793020936,0.1737384530899696,-0.10559361264261176,-0.11578244065052805,-0.06819517992785432,-0.6341116664610815,0.11272660788006622,1.0,0.6249192381950242
punct,-0.8551494479605773,0.9579736598895,0.25820960200610277,-0.3789853627344867,0.2366634917134042,0.002413745776231427,0.37704713897359887,-0.2884872848013661,-0.7735131816157597,-0.26705898063648553,0.55257455605132,-0.19715529025047754,-0.37951636834682567,0.0467710698650953,-0.42874308945680734,-0.07145921412355849,0.3316524449413114,-0.5055375679290468,-0.08698569585524286,0.9390833642456581,0.13122437483674892,-0.348715003242416,-0.2812867116761325,0.058097136028184615,-0.8692216088306292,-0.07840500339776296,0.1575975159862496,0.5753134817346583,0.16426077579597959,-0.30336849266843213,-0.0739030099658192,0.23185296221217294,-0.15059516881094956,0.2278354572867789,0.5113654094958997,-0.5352954602322634,-0.05232794171365363,-0.2530454173517058,-0.25881082084960855,0.20668030813003035,0.482611222354466,-0.3447480238129879,0.17036933765670056,0.15907598114373953,-0.01508538791417679,-0.14295648442541775,-0.6945835045366512,-0.21390515635844504,0.6249192381950242,1.0
