,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
expl:pass,0.9971359348278611,-0.8634433059034576,-0.8004476139735767,-0.6248184846902527,0.08758385932109332,0.4363130241663441,0.8399327547790335,-0.8122304645317765,-0.9317609419198858,0.7773110232715867,0.27704743671667525,-0.6715483094999488,0.8783962204598732,0.6858308208313344,0.38919490077696883,-0.11243732390610492,0.48971118628935006,-0.7669340571217244,-0.98059503740288,-0.36949786654480704,-0.8148136397070673,0.20018947111283183,-0.4472237431797463,0.11858588302023515,0.6967977880658287,0.8527983974884448,0.7452934769987205,-0.31643977285396596,0.6396886924005791,-0.5409178875234709,0.890399778360671,1.0,0.8191717357177057,0.6747892883173777,0.3245340626096681,0.7112855642169269,-0.49517994437749824,-0.2851448149195811,0.13898997214395048,-0.5557737054490534,-0.4595810824185822,-0.8613202016965041,-0.9946868834714396,-0.10334229934603331,-0.591074601529864,-0.9100314124984239
amod,0.8561335115428553,-0.896146592491079,-0.9900058376914739,-0.8004513685855876,-0.36428602964180823,0.8734559096716616,0.9842705066237669,-0.7312013902238328,-0.9599017500385749,0.8795763002451732,0.5677571367175513,-0.8250412049322857,0.9135887808490722,0.903907604578135,0.7883158972942104,-0.4137284776962192,-0.09410879242272549,-0.39593025277590627,-0.9052698384666167,-0.6251553846628392,-0.7264502355256066,0.5543583469200222,-0.8598456950103529,0.6143307151303364,0.9668143459706503,0.8978184952132171,0.9919837569873379,0.17818758907729584,0.8645880993028984,-0.9093762884323078,0.9100333389734832,0.8191717357177057,1.0,0.27575978360966685,0.7150977710457895,0.8366023429768122,-0.7292364797715865,-0.4399918897359333,-0.4174572736436982,-0.7263766759170065,-0.8747021845045797,-0.7771674299799357,-0.8683784273293228,-0.4175096073615503,-0.8455188704509409,-0.8161536152178079
nummod,0.6219086616444556,-0.6368940015694894,-0.33665093224374587,0.1545466309706992,0.7854863949247639,-0.13425843210087474,0.4103278147771301,-0.8117900174442901,-0.3964592752302384,0.5797170084322233,-0.5214002657559653,-0.5369415285186894,0.24095242472640807,0.40741287008550936,0.10299612779141208,0.6527164410693613,0.6802440499732452,-0.9909016069635831,-0.5297582871654243,0.4350637611148189,-0.8185357294077971,-0.5869095619373265,-0.022531309965133736,-0.5874694269222638,0.24509984582632596,0.19007964758259727,0.155552661521196,-0.8966697149745109,0.41721514747421984,-0.09270605080000477,0.6320952703910495,0.6747892883173777,0.27575978360966685,1.0,-0.4551983107883249,0.570781019067016,0.30702029251126256,0.4771291459352829,0.736534266103162,-0.5283654158573471,0.006241516192406731,-0.7957404836270405,-0.6019215561784187,-0.24021377714498823,0.18651405757943448,-0.7754264370431955
conj,0.3942450578793113,-0.3354612326757567,-0.6421793501401818,-0.9134694812935896,-0.9083751690208978,0.8407640830124359,0.5887675869240391,-0.05026211685780276,-0.634302926735683,0.3371425721775461,0.9557193232893548,-0.2938060558745061,0.7290603942153225,0.4686613714380865,0.5435019759946839,-0.9106791978731722,-0.4535324043017539,0.3322948138710465,-0.5012832151831229,-0.9525948245618194,-0.04246334682874841,0.9717714270640624,-0.6895681879137167,0.9652182271888965,0.6639766539300405,0.755619312673604,0.7876646657589441,0.7937882381043245,0.4139268252328646,-0.6979760124876878,0.3614185882758731,0.3245340626096681,0.7150977710457895,-0.4551983107883249,1.0,0.2881560042276247,-0.9529383853803635,-0.8454661736818286,-0.8661022737310331,-0.18798635962388743,-0.7315187485983616,-0.11617263065458303,-0.4189311003026471,-0.05978933632384221,-0.9523774101846539,-0.18199774022727586
case,0.7221311346459893,-0.9685747663573456,-0.9037449092832679,-0.3413116396744329,0.07713224934937926,0.7144405423702797,0.9170757758804257,-0.9407934079964744,-0.7492754451218471,0.9943848080646993,0.04791350744736324,-0.9983586479838561,0.5902643690964448,0.9795497625586477,0.8698744690342651,0.119586295363981,-0.09979802035222754,-0.6379023050983625,-0.7311652102584331,-0.10784725625138326,-0.9365664392716767,0.058983362318271136,-0.832409003124701,0.25664029459539084,0.9073634936419139,0.5474814502877928,0.7990061628906062,-0.19541269057831911,0.9843534673385147,-0.8624139411114217,0.9521802143209072,0.7112855642169269,0.8366023429768122,0.570781019067016,0.2881560042276247,1.0,-0.24133747368239314,0.12283072997575231,-0.1201797364822665,-0.9779459318582994,-0.8124452839874413,-0.936781725824459,-0.7251935423773547,-0.7714531294107614,-0.42434025298618566,-0.917935107528
xcomp:pred,-0.5535593329370594,0.36083038330320194,0.6328454887912666,0.9877090979866825,0.8108355967865429,-0.7167390130053324,-0.5972191942222034,0.0891237936321005,0.7337891851871378,-0.31634686791410427,-0.9713003447622752,0.2296997344594175,-0.8488724817275347,-0.40064386807402835,-0.37549198945105533,0.9140039819610837,0.16507168069671666,-0.17759822368675698,0.6404223979035857,0.9889656408603963,0.08457118445090471,-0.9487417885088788,0.5455312502010891,-0.8421246778553844,-0.6062866475578945,-0.875907204050709,-0.7752524456499357,-0.6462927773354249,-0.32934770553531456,0.5840577884428303,-0.4015037905710817,-0.49517994437749824,-0.7292364797715865,0.30702029251126256,-0.9529383853803635,-0.24133747368239314,1.0,0.9311450831660547,0.6850958097323921,0.09008304793980378,0.5955244159988032,0.1715745604077554,0.5738644193677481,-0.15506674892259342,0.9809261305820776,0.25867260517176766
aux:pass,-0.3374050218871568,0.02518179268045817,0.3137919190557583,0.8895865589206366,0.8204699455655492,-0.43886572640443405,-0.27733161794092404,-0.2351575522236587,0.4952567609186793,0.03937879767014226,-0.963632329094226,-0.13794584787353248,-0.6721264661125022,-0.03977761614866051,-0.030304417532214637,0.9625946290818882,0.06404627147902511,-0.36925178569401657,0.4169181679658758,0.9649378067941898,-0.23748797604128177,-0.9280996567679957,0.22017399544214153,-0.7276270918648375,-0.2746291313178187,-0.714609345946478,-0.4934885892253578,-0.6853871837004479,0.03746707673229888,0.2552357906013868,-0.07530914439937765,-0.2851448149195811,-0.4399918897359333,0.4771291459352829,-0.8454661736818286,0.12283072997575231,0.9311450831660547,1.0,0.604715730621271,-0.27894689362553865,0.2794017992312638,-0.1469783342895321,0.35573210924499615,-0.4792827872820322,0.842758229694188,-0.047768626095856304
advmod:neg,0.06390826269073697,0.05120904748954307,0.3797459687971262,0.588284781528111,0.9417592414399971,-0.7691547737499775,-0.30336448902388846,-0.2067446729048389,0.22992331991055473,-0.12126730973218318,-0.7762639685490457,0.15292453189968544,-0.3094761741167929,-0.31124172614753215,-0.5563435833259537,0.7909868250473864,0.825798641387664,-0.6560580240704701,0.05732885597261339,0.7284613534767516,-0.2177058828242981,-0.8493753117737544,0.6493958803178007,-0.9643685504254077,-0.4747870146383307,-0.3397614054976319,-0.528924647823288,-0.947933132699677,-0.2903211936271317,0.6024261989714044,-0.0529754986800187,0.13898997214395048,-0.4174572736436982,0.736534266103162,-0.8661022737310331,-0.1201797364822665,0.6850958097323921,0.604715730621271,1.0,0.12123175120244808,0.6761032068804661,-0.1764675244372811,-0.03657703838242717,0.24047972024652442,0.6777732595872997,-0.1508723580090045
cop,-0.5647038967818262,0.8968724505111582,0.8159978642971389,0.17685644176431695,-0.12955604437228618,-0.6749669930912057,-0.8249008217423786,0.8968117636131707,0.5981463919030635,-0.9503654878317864,0.0815469974862873,0.9862122685898018,-0.4172183258340899,-0.9482668281372363,-0.8921200611840758,-0.23344560719141394,0.21842421106759513,0.5751717718354037,0.5726097943546579,-0.03484274289717347,0.8916318967275969,0.048995372450156845,0.8223067280261401,-0.20784195444193454,-0.8464605499906878,-0.3714638389541274,-0.6965464704708002,0.20119861438514208,-0.9699700850166882,0.8323726206003155,-0.8684695257759273,-0.5557737054490534,-0.7263766759170065,-0.5283654158573471,-0.18798635962388743,-0.9779459318582994,0.09008304793980378,-0.27894689362553865,0.12123175120244808,1.0,0.7924797908953628,0.8745078967139454,0.5673250535945449,0.8841802650716899,0.28178834926350815,0.8347004997853437
obj,-0.5118850913754733,0.7534978990623341,0.9000456744118553,0.6138983202000938,0.501116879284665,-0.984040945352247,-0.8654762846765688,0.578766670424593,0.7039235532726413,-0.8110563683036641,-0.5038771977179668,0.8295033130000791,-0.6351416833664677,-0.910422539019151,-0.9680609167789639,0.38710954770254835,0.5473367385193488,0.0926404107102071,0.5898801778423002,0.5214177133783998,0.5692945246494946,-0.5529252495261873,0.9981277122707217,-0.7609455803965275,-0.9559421936962765,-0.6215682209003899,-0.9116048407000008,-0.4127332385882523,-0.9000535054120412,0.9946676515557941,-0.7435701434080789,-0.4595810824185822,-0.8747021845045797,0.006241516192406731,-0.7315187485983616,-0.8124452839874413,0.5955244159988032,0.2794017992312638,0.6761032068804661,0.7924797908953628,1.0,0.5953515658221128,0.530244906629487,0.7009896213405609,0.7257538840149531,0.5984711853338436
ccomp,-0.8516574193702174,0.973022008529592,0.8310649903893128,0.3069850155185165,-0.29755644771507284,-0.4933025373317617,-0.8699942546240054,0.9955893813924993,0.7864706226527508,-0.9515398596682578,0.0590681747387937,0.9165233894973431,-0.6325483568772517,-0.8705396681983485,-0.64544885456355,-0.23714532637281718,-0.25464093629603435,0.8551390463358933,0.82616452243375,0.024083671668709915,0.9956311550306827,0.08969139396398348,0.6129122990119341,-0.009977362463104808,-0.7820160479760431,-0.5858422026241363,-0.7018891102207988,0.455187758546235,-0.8654651384477622,0.6735927953730796,-0.9680773339195818,-0.8613202016965041,-0.7771674299799357,-0.7957404836270405,-0.11617263065458303,-0.936781725824459,0.1715745604077554,-0.1469783342895321,-0.1764675244372811,0.8745078967139454,0.5953515658221128,1.0,0.8470597699706961,0.5592832079138562,0.3396649234996112,0.9941378636706447
fixed,-0.9996238899902113,0.8730399159679166,0.8445647542152452,0.6943590086099031,0.01176847022326487,-0.5175578925566187,-0.8764778766214238,0.7938516952361049,0.9640045181927095,-0.7925514836521699,-0.36378476303944607,0.688257909187353,-0.9199497671326113,-0.719815060683639,-0.4452627840981171,0.19975188449974163,-0.4116959986633232,0.7034653800964775,0.9955671184957556,0.45209780356204465,0.7953636448051228,-0.29322323216098917,0.5146101599229554,-0.22017569627704328,-0.749156190124269,-0.8976036070985798,-0.8054710627744859,0.2190959508766605,-0.6705908088227158,0.6046147800241162,-0.9008399533892372,-0.9946868834714396,-0.8683784273293228,-0.6019215561784187,-0.4189311003026471,-0.7251935423773547,0.5738644193677481,0.35573210924499615,-0.03657703838242717,0.5673250535945449,0.530244906629487,0.8470597699706961,1.0,0.12198216541632259,0.6685921884768865,0.8995528689197803
acl:relcl,-0.11698418878508546,0.5890277341688441,0.533930768692777,-0.12562155376280765,-0.08783992743355508,-0.575739742226432,-0.5211440796317214,0.6125601790029798,0.19868813187665615,-0.7019282595454401,0.23647720423550783,0.8040030761541226,-0.014396621077813893,-0.7538617920407689,-0.8565124928677067,-0.3255835448456745,0.5478915050049361,0.24624888355446115,0.13787901212929024,-0.23315195106853068,0.6047492627385576,0.15361218148725234,0.7428741291484807,-0.19976727875860284,-0.6296144659214377,0.02528930742641279,-0.4251550297007448,0.0458234642912787,-0.8049614398051419,0.7018935539050335,-0.5402535541628337,-0.10334229934603331,-0.4175096073615503,-0.24021377714498823,-0.05978933632384221,-0.7714531294107614,-0.15506674892259342,-0.4792827872820322,0.24047972024652442,0.8841802650716899,0.7009896213405609,0.5592832079138562,0.12198216541632259,1.0,0.019779194307446138,0.48528459382306216
advmod,-0.6486686590705946,0.52526108728334,0.7698869784938868,0.987048464586716,0.7514314282643152,-0.8194144182838461,-0.7378882259664106,0.2643129737715799,0.8269333491380768,-0.4917593510533814,-0.9184639131998559,0.41429433896192736,-0.9023823322504549,-0.5710815967067115,-0.5329491949810359,0.8329476467992243,0.1938277537791646,-0.05259204186641768,0.7332043380655134,0.9452858084775304,0.25900109434646773,-0.9021178825197173,0.6833479594243406,-0.8475788918014459,-0.7490043885101269,-0.9193411158512677,-0.8831200743881225,-0.5775867067147992,-0.5063382788388283,0.7232459939780529,-0.5591742818144663,-0.591074601529864,-0.8455188704509409,0.18651405757943448,-0.9523774101846539,-0.42434025298618566,0.9809261305820776,0.842758229694188,0.6777732595872997,0.28178834926350815,0.7257538840149531,0.3396649234996112,0.6685921884768865,0.019779194307446138,1.0,0.41615608958244865
punct,-0.9032120410568758,0.9776020377208888,0.855604584794194,0.39433772250554877,-0.24079699654937678,-0.5121008874571477,-0.8939701716096369,0.9796709462653783,0.842867965735271,-0.9437331662172673,-0.02648698130468638,0.8938372215503254,-0.7074378418606578,-0.8626753612829033,-0.6222542701317689,-0.1532490502360835,-0.29152987988827006,0.8450187751356393,0.8816253135986515,0.1127182720535111,0.9799928591764334,0.012885009366670258,0.6097035388328904,-0.05450723192552507,-0.7960742553987373,-0.6645335908897232,-0.7416601686332139,0.4172737275576714,-0.8484859527515526,0.6777911997614536,-0.979172284746631,-0.9100314124984239,-0.8161536152178079,-0.7754264370431955,-0.18199774022727586,-0.917935107528,0.25867260517176766,-0.047768626095856304,-0.1508723580090045,0.8347004997853437,0.5984711853338436,0.9941378636706447,0.8995528689197803,0.48528459382306216,0.41615608958244865,1.0
