,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nmod,0.4419534416373424,0.1027488675715811,0.20413902769242942,0.3964450207976365,-0.19130797955350407,0.49383104850255916,-0.26390940167570826,0.8696326012525809,0.251327145990425,-0.7271101151772431,-0.4755906304788434,0.609769619901708,-0.7449893942896292,0.706116787342071,0.28615099560990853,-0.618411074011692,-0.01966374938569087,0.3964450207976365,0.366680527165531,-0.4102716715734922,-0.01995573600267879,0.3178540473250075,0.25238133626930237,0.4359848412232199,-0.05487371141112677,0.281395537920341,-0.19720516737888408,-0.07693380726735059,1.0,-0.2286081620948511,0.07175430358994307,-0.3396263464573251,-0.31653788846902825,0.4572499900660529,0.3964450207976365,0.5118883293339892,0.5900181594595942,0.34091315649076015,0.07612185918300425,-0.45909040842655296,-0.74943060240928,0.005962379445017857,0.007404193242350036,-0.00789492287623962,-0.6792181937454931,-0.9008417025725557,-0.054500278875847,-0.5798269227025502,0.20966965136159066,0.750408414060971,-0.08562979533094765
cc,-0.022042572401201593,0.45048155041187254,-0.01412156335962154,0.12582873039989073,0.729962381853374,0.033784787403802544,0.9255526842280379,-0.21434292649927195,-0.6220988731679735,0.020136198862454654,-0.14235989045697856,-0.3467574602006921,0.12015659660968295,-0.15186011922457573,-0.4018325518007795,0.4485056806443402,-0.07992208757959578,0.12582873039989073,-0.01573296262894714,0.18477034587162564,0.18787709248789303,-0.8969477723040151,-0.618454974940889,-0.20385384752388486,-0.5397022290199024,0.05308132119802994,-0.3090606231711105,0.12570674060112025,-0.2286081620948511,1.0,-0.3453150641295994,-0.17108604974478012,-0.21428511391511854,-0.035817954498227035,0.12582873039989073,-0.4430534252244479,-0.3025343825139099,0.3537856560599659,0.3374127030518651,-0.17139788705487902,0.48575256038033665,0.10186092154841746,0.5528905454477541,0.21012318974660057,0.19243657542241122,0.21374172353246068,0.5255530025500946,-0.1400798834624889,0.1425238501979676,0.19543861855036418,0.4350882376272389
nsubj:pass,-0.006993252338800646,0.29569565706756196,0.089079079281595,-0.24652685855515996,-0.5780642572908187,-0.29679245413560024,-0.6424278969103318,-0.052384902006307056,0.293339167869459,0.24950054807832034,0.5545566586314707,0.41186033094324337,-0.3832903014571177,-0.1754258964187039,0.39871590492751713,-0.19000334398123908,-0.048901309878518845,-0.24652685855515996,-0.3036393263182784,-0.6208565855518874,0.2619430895588277,0.3284591448232605,0.06663214481096395,0.20167534267683782,0.15344557461639316,-0.0161373940707136,0.49777690137591873,-0.15751520792836451,0.07175430358994307,-0.3453150641295994,1.0,-0.5678249166800319,0.3695483955802215,-0.12257856457617738,-0.24652685855515996,0.4411222960445038,-0.040912269771239365,-0.4595671523413531,0.11668076069671442,0.5818976281651644,-0.40290991150197586,0.40528228735723865,-0.1740589708091266,-0.3758607352812159,-0.07421617607460794,0.06228874291424611,-0.02299146525363667,-0.2415752917212503,-0.7058979240679883,-0.28474172810403786,0.10542172743389436
discourse,0.11575025879585865,-0.6983751163890213,-0.13356660829561964,0.1393769515000558,-0.1302015180514934,-0.11738071708286638,0.055365529988914614,-0.004362130065226168,-0.08222233149044646,0.23581505820698756,-0.3492023448283003,-0.4128112074361216,0.6021421192274479,-0.1643261411343741,-0.06842260572322909,0.10200327712314029,-0.0037845868991579325,0.1393769515000558,0.2094766388715354,0.4827554172468867,-0.4555798541223518,0.12515296510681412,0.046261209535005454,-0.23090963674669834,-0.17152859768202272,0.3055119893155667,-0.05269813248063586,0.3956783736531656,-0.3396263464573251,-0.17108604974478012,-0.5678249166800319,1.0,-0.28344657860359895,-0.2128963328521484,0.1393769515000558,-0.3121183878161821,-0.14017348721016584,0.22653181566047736,-0.18362535597467947,-0.3132385718821724,0.3698145859168691,-0.4840706937114965,0.07474486279830331,0.40516760395031354,0.3619002459240783,0.1641377141661272,-0.3420383986478813,0.6965106813671598,0.09102685424376901,-0.10013443738746075,-0.5259228061126504
csubj:pass,-0.22014457228679327,-0.13325649347778676,-0.43068444602162254,-0.4162389114123406,-0.0016069072007692412,0.2918094000017236,-0.2575126736920417,-0.35610981830142047,0.010255678752197047,0.06906327380691415,0.6549241361770679,0.3176240693530536,-0.04895907594926223,-0.35456902039909016,0.49206051510906623,0.08200522177430113,0.6079956908530079,-0.4162389114123406,-0.30437030895752504,-0.27876927491463854,0.09111662500952643,0.24451100796406813,0.08311257914712795,0.11834808631002783,0.35799326563513423,-0.30048674159160776,0.21940796298375675,-0.5546385726310354,-0.31653788846902825,-0.21428511391511854,0.3695483955802215,-0.28344657860359895,1.0,-0.2667531725531649,-0.4162389114123406,0.34078496569574723,0.02109099688725996,-0.5840764738781785,0.08480502442731969,0.6071951002004627,0.16066343241466355,-0.2577115468326862,-0.3530822710785671,-0.07538093264068758,-0.09403101855127384,0.40671428664807274,-0.49365596024689135,-0.17554726270794627,-0.052924368943163755,-0.36522804577687595,-0.0622787536029715
acl,-0.24665738355848194,0.20183128818354198,-0.06250372946584673,-0.29058039533727237,0.3633366382297452,0.14275226748783099,-0.0774511329077381,0.35884501878928105,0.5358876280937391,-0.25877328158527946,-0.2712252995823593,-0.24788162177620326,-0.5755750807181882,0.7265258669780559,-0.25101742438180447,-0.13225616816110694,-0.4794387744646386,-0.29058039533727237,-0.2841588481633688,-0.3623007183235614,0.013583560134719359,0.09242406977777272,0.5001961822993992,-0.17857788367445127,-0.23036344119643068,-0.319434928781166,-0.2457795403194975,0.08903546999444296,0.4572499900660529,-0.035817954498227035,-0.12257856457617738,-0.2128963328521484,-0.2667531725531649,1.0,-0.29058039533727237,0.3267300478427221,0.38718448103522385,0.19575678805116223,-0.008490325286553043,-0.31740541644092907,-0.16507388647398974,-0.08080210812625761,0.19695659967483692,0.041821512228400706,-0.2666234002001832,-0.42291276853812243,0.059872302001650966,-0.42230003820139483,0.14610763888197098,0.2485689260806692,0.5307654946146507
expl:pass,0.6406954625928014,-0.044894550196090136,0.38355597887937387,1.0,-0.14962116485581467,0.027219450928151444,0.23447397851019933,0.34390067305529376,-0.39530295925127484,-0.22261376292036394,-0.5855331061827879,0.36041012239874787,0.0051373461234413545,0.10159299306031445,0.17742211354384235,-0.24009231330716263,0.06128680395279286,1.0,0.7059981556294409,0.25179051353385773,-0.3018999803940603,-0.29659165540885846,-0.39132995829353384,0.2372051731580009,-0.10000000000000003,0.5735910307215148,0.19019442837810926,0.37333933251238377,0.3964450207976365,0.12582873039989073,-0.24652685855515996,0.1393769515000558,-0.4162389114123406,-0.29058039533727237,1.0,-0.3673049603552383,0.07909754328151539,0.5789644609108489,-0.10000000000000002,-0.4954656974772619,-0.3218093216215854,0.1279477381354972,-0.05647922920394828,0.5002352407492561,-0.44101728204245216,-0.3991423307910064,0.2504841955075259,0.15120708179167522,0.1502376705338722,0.6542457586132383,-0.1798954772633757
amod,0.2668965011767293,-0.10407579775380434,-0.28080790503365954,-0.3673049603552383,-0.26081217615973923,0.5390263383962285,-0.5839208000790678,0.5904517477963892,0.5344435202805258,-0.5226142816055098,0.09284053578108155,0.5005369104483008,-0.7552813173211921,0.4677192511813841,0.5868743146214508,-0.4806482967822665,0.1041874057914143,-0.3673049603552383,-0.08812861477868637,-0.7593504467932197,-0.02979497512255285,0.6849669154468173,0.5878934798529648,0.42359360503828425,0.024203003896223863,0.08825993994804263,-0.28323855069408244,-0.5651886639719376,0.5118883293339892,-0.4430534252244479,0.4411222960445038,-0.3121183878161821,0.34078496569574723,0.3267300478427221,-0.3673049603552383,1.0,0.6090209972229207,-0.08711060131017387,0.13390259985823716,0.011010545816687268,-0.5375102571505148,-0.3918411644251165,-0.00993262753654494,-0.19640111823750067,-0.29055634616865383,-0.3084544892751847,-0.6119185407596804,-0.5367301636564538,-0.008977139462430337,0.08179012154066294,-0.23186196508712612
nummod,0.4262755969795114,0.14834548539395967,-0.45193873150953373,0.07909754328151539,0.07503424198839657,0.5178745576230762,-0.27282318669176214,0.5303665655236286,0.3698584341819285,-0.5431421918847867,-0.148312067829366,0.43609511268211687,-0.6782127059961314,0.8405956420339737,0.17357506155352362,-0.2217986060174414,-0.04690462580343394,0.07909754328151539,-0.025703020166339262,-0.2082540697505141,0.02195032736422092,0.32175734376869086,0.5417724651681869,0.10380451302044175,-0.0834080627131575,0.17627141910210425,-0.5214515232860952,-0.5779319860825807,0.5900181594595942,-0.3025343825139099,-0.040912269771239365,-0.14017348721016584,0.02109099688725996,0.38718448103522385,0.07909754328151539,0.6090209972229207,1.0,0.2350873900898085,-0.47494038844265607,-0.2561002324434765,-0.5725200554380608,-0.5105410310642746,-0.39311345636198664,-0.018305910416001964,-0.3826422479478449,-0.5345768500677003,-0.18658503201112142,-0.2131103205105125,0.5033099120891207,0.17267914782135887,-0.030747032194471214
conj,0.7110863056321749,-0.1271596132718374,0.3321117241379414,0.5789644609108489,0.28207679163098487,0.09547727508068793,0.44453004254727774,0.5398298343045227,0.023856208065560786,-0.45665751117284614,-0.893492832180504,-0.16906304400854244,-0.23137824996179743,0.4683565800317413,0.09070161018776256,-0.1519479105956963,-0.4625059589158911,0.5789644609108489,0.6557834329161877,-0.07158834046158001,-0.6360043412997896,-0.3124495479834349,0.07240876152822352,0.1234699152674844,-0.3345081344690813,0.3788802435696954,-0.28887004836978414,0.27872680807869565,0.34091315649076015,0.3537856560599659,-0.4595671523413531,0.22653181566047736,-0.5840764738781785,0.19575678805116223,0.5789644609108489,-0.08711060131017387,0.2350873900898085,1.0,0.0804541992781616,-0.9221456511406506,-0.28390464911167634,-0.14630646231643288,0.5065921580687165,0.6781314931081578,-0.15122817817394674,-0.17873775135882625,0.1003696863655028,-0.026163625284514862,0.2412920753288232,0.6109806320998319,-2.538086043793488e-05
appos,0.032390276160671826,-0.21218521806504206,0.3331494562198832,-0.10000000000000002,0.06370191151389806,0.22607319486798275,0.2226434169076905,0.25973702780851954,-0.07479905105106259,-0.2470981608617491,-0.2036478414969077,-0.02981742368289358,-0.02154951860670782,-0.36935881537727894,0.33012056005660145,0.007321849886299582,0.18685409366713485,-0.10000000000000002,0.2448961425653747,-0.5105191694326218,-0.11974733889920339,-0.01756329509303894,-0.16556395414608727,0.11829955959567866,-0.09999999999999998,-0.11636753624386002,0.11831774092823585,0.1766571748248138,0.07612185918300425,0.3374127030518651,0.11668076069671442,-0.18362535597467947,0.08480502442731969,-0.008490325286553043,-0.10000000000000002,0.13390259985823716,-0.47494038844265607,0.0804541992781616,1.0,-0.1594153289625684,0.10334615775992415,0.20297633900054352,0.7787917561887958,0.13365543674612806,0.12341190373858796,0.022523628299718542,-0.1762064001817616,-0.627552317190577,-0.41386155622523074,0.43331732074978524,-0.15805152957438456
case,-0.6051837455821114,0.3223017353301651,-0.3786578480538802,-0.4954656974772619,-0.23561163991803338,-0.2404796360063991,-0.337629894612653,-0.6721656435310864,-0.1731387772361613,0.6098884395643525,0.9808010259771606,0.16756163070414296,0.18590851689626495,-0.5169022593544454,-0.08572811607133023,0.2208312795737963,0.3705070618137819,-0.4954656974772619,-0.7130116224749578,0.060382833391759046,0.656180091654017,0.07197235396563854,-0.25798047179993777,-0.11866208164945867,0.16744532205805907,-0.2252162145082015,0.3448667708248239,-0.2626053155947939,-0.45909040842655296,-0.17139788705487902,0.5818976281651644,-0.3132385718821724,0.6071951002004627,-0.31740541644092907,-0.4954656974772619,0.011010545816687268,-0.2561002324434765,-0.9221456511406506,-0.1594153289625684,1.0,0.3208142624146331,0.17763253477555027,-0.5039445226622439,-0.5807070467570941,0.1517298741704018,0.33933995974221265,0.04522975446058625,0.1383664622119838,-0.32525343232710807,-0.7009462680629509,0.1648448762291306
xcomp:pred,-0.6066881684229791,-0.06061076089620998,-0.37172739504875935,-0.3218093216215854,0.45618210792343367,-0.12289694062264542,0.525319632812297,-0.6680735673991363,-0.5577701234369506,0.5570708685117162,0.3066186212679453,-0.5744001298423193,0.6529748109278414,-0.5633649228929568,-0.4456332044102146,0.5256501637943678,0.24322337362995997,-0.3218093216215854,-0.42083209685139406,0.493381597176363,0.20503628030723295,-0.4892088478080843,-0.5041221008839358,-0.41594206403496026,-0.3218093216215852,-0.1378509886540057,-0.01650505336027705,0.2445612969022326,-0.74943060240928,0.48575256038033665,-0.40290991150197586,0.3698145859168691,0.16066343241466355,-0.16507388647398974,-0.3218093216215854,-0.5375102571505148,-0.5725200554380608,-0.28390464911167634,0.10334615775992415,0.3208142624146331,1.0,-0.20538529375645645,0.17711140421058186,0.10056647708571968,0.4174270357931039,0.5394061766840921,0.05580318363868743,0.380099463701721,0.04457296773362012,-0.3728955295028428,0.17262414506411303
aux:pass,-0.22226514814767284,0.4265874621278054,0.7323632528983548,0.1279477381354972,-0.1951369259933658,-0.6048213037737333,-0.004588211272439871,-0.2400364299502933,0.04327717544464995,0.24298214811978364,0.09180785533644696,-0.06906192332533816,0.12090583512014381,-0.2878491967395039,-0.2635156931712941,0.08209399548890471,-0.3246955327822013,0.1279477381354972,0.06140244828721555,-0.024464434856195618,0.23256343965822626,-0.21773925590416754,-0.23165761920709815,-0.06531482076586007,0.3396314444918916,-0.344798984832093,0.5071467074409949,0.3302801948958953,0.005962379445017857,0.10186092154841746,0.40528228735723865,-0.4840706937114965,-0.2577115468326862,-0.08080210812625761,0.1279477381354972,-0.3918411644251165,-0.5105410310642746,-0.14630646231643288,0.20297633900054352,0.17763253477555027,-0.20538529375645645,1.0,0.07411471378027784,-0.34088971623987246,0.08834717776366155,0.014222750172928211,0.665215122846904,-0.1683723234447889,-0.48572211842093566,0.015635448832533004,0.3463773102753873
advmod:neg,0.15703685203922826,-0.1527593697774959,0.3511448722374793,-0.05647922920394828,0.28117734219460283,0.028680269719803243,0.46545277614249536,0.29959022055540746,-0.034762019491838735,-0.19726753447063503,-0.5063650436260579,-0.43034768008384583,-0.02331918966909912,-0.08868231855172815,0.03503436021862928,0.038467402319595015,-0.30076867641906,-0.05647922920394828,0.27561488284517505,-0.3548832489711014,-0.32570248723327383,-0.2625413366503852,-0.10994078908004089,0.017695081896252407,-0.4159559331296054,0.05271873415330641,-0.1600414427231056,0.374550630113463,0.007404193242350036,0.5528905454477541,-0.1740589708091266,0.07474486279830331,-0.3530822710785671,0.19695659967483692,-0.05647922920394828,-0.00993262753654494,-0.39311345636198664,0.5065921580687165,0.7787917561887958,-0.5039445226622439,0.17711140421058186,0.07411471378027784,1.0,0.3347142930645801,0.2618478661440784,0.11738725709608715,-0.010065557397070171,-0.3432807702419952,-0.2627305852561778,0.390494215953178,0.02049457343952563
cop,0.4560556111683178,-0.4253205133097008,0.08776785133115234,0.5002352407492561,0.222275975727574,0.04818979524364134,0.31622065246564834,0.2055660714142875,-0.11377785757273853,-0.06789692361125427,-0.6069390659409141,-0.18109376189280593,-0.007471073234863358,0.06451386347034813,0.3525568927864771,-0.049349730637213665,-0.09808784256304265,0.5002352407492561,0.45551037905356456,-0.08692883961772684,-0.7444716559381749,-0.2829026764961075,-0.0747256874106612,0.002378422153715128,-0.3161020541962419,0.3165873440981716,0.20639174867390317,0.45918428629122837,-0.00789492287623962,0.21012318974660057,-0.3758607352812159,0.40516760395031354,-0.07538093264068758,0.041821512228400706,0.5002352407492561,-0.19640111823750067,-0.018305910416001964,0.6781314931081578,0.13365543674612806,-0.5807070467570941,0.10056647708571968,-0.34088971623987246,0.3347142930645801,1.0,-0.24025200913805841,0.10896404914725448,-0.21588330377626874,0.16499608536303706,0.017479484350848846,0.45180997712790455,0.0002850857281075985
obj,-0.22322927686966137,-0.055282408604333526,-0.102246339857234,-0.44101728204245216,0.11763517231256733,-0.4204720962719939,0.20063062375667257,-0.4319008886799039,0.06594267475195961,0.44354382520864577,0.18747456537959514,-0.6489744241078579,0.614925519000974,-0.44854380940573624,-0.4013665746258707,0.7311310394053636,-0.24295771090948337,-0.44101728204245216,-0.28012126470818965,0.2416157792483248,0.12115327749543388,-0.0904179807632008,0.05595496994759817,-0.6356926765192813,-0.046671044566955366,-0.31594078737233344,-0.13126718149126246,-0.009922822322511255,-0.6792181937454931,0.19243657542241122,-0.07421617607460794,0.3619002459240783,-0.09403101855127384,-0.2666234002001832,-0.44101728204245216,-0.29055634616865383,-0.3826422479478449,-0.15122817817394674,0.12341190373858796,0.1517298741704018,0.4174270357931039,0.08834717776366155,0.2618478661440784,-0.24025200913805841,1.0,0.5191247256859511,0.16587914022253789,0.28825207562891575,-0.3114105461960255,-0.5634801385547218,-0.128995304552351
ccomp,-0.2520071692450695,-0.1482596164124942,-0.027939658350184478,-0.3991423307910064,0.1676943579945062,-0.4392892871749675,0.21541735672972775,-0.7376626311373372,-0.10566504758817524,0.522762538485638,0.38711775007253935,-0.5244570970925784,0.5086912352926295,-0.6063377884489385,-0.028022113850672804,0.3791934598952806,-0.07618137696875132,-0.3991423307910064,-0.18122216100079586,0.1346152896385652,-0.22348811586409836,-0.25833160974326896,-0.12417346939628235,-0.13749930348833334,0.17205627062673187,-0.2666318105821865,0.20040867374581892,-0.017207555402823066,-0.9008417025725557,0.21374172353246068,0.06228874291424611,0.1641377141661272,0.40671428664807274,-0.42291276853812243,-0.3991423307910064,-0.3084544892751847,-0.5345768500677003,-0.17873775135882625,0.022523628299718542,0.33933995974221265,0.5394061766840921,0.014222750172928211,0.11738725709608715,0.10896404914725448,0.5191247256859511,1.0,-0.08061645365351273,0.4283566731298642,-0.21808676900117627,-0.6725022923712412,0.10905520413075481
fixed,-0.18605350107216295,0.7863101265162278,0.255673967790558,0.2504841955075259,0.3207329126710293,-0.5006471631129148,0.4535307180711632,-0.3332319969763327,-0.2670093896671205,0.30045665038049635,0.018837216990966407,-0.25721099522054525,0.11862670039922173,0.015732523785700756,-0.7218181988047392,0.4503090304813868,-0.43487639663358685,0.2504841955075259,-0.1764543549161755,0.36419023545776064,0.47189177081208705,-0.6992442110773814,-0.4158359958944505,-0.429977636461102,-0.1762064001817616,-0.16067576891462657,0.04196767781539993,0.24588540172435017,-0.054500278875847,0.5255530025500946,-0.02299146525363667,-0.3420383986478813,-0.49365596024689135,0.059872302001650966,0.2504841955075259,-0.6119185407596804,-0.18658503201112142,0.1003696863655028,-0.1762064001817616,0.04522975446058625,0.05580318363868743,0.665215122846904,-0.010065557397070171,-0.21588330377626874,0.16587914022253789,-0.08061645365351273,1.0,0.04730282063228134,-0.05841024324610543,-0.008460417902476635,0.6312851754519658
acl:relcl,-0.0552340014289807,-0.22377815775180598,-0.12712369640118232,0.15120708179167522,-0.2091192479966271,-0.5398865818527793,-0.003778721656320701,-0.48915038443389286,-0.24297178761641983,0.6395427850102852,0.10443726095046652,-0.3486085095616754,0.6247884184617597,-0.2755818073371495,-0.27693530794158927,0.14277623603967296,-0.13058302321497653,0.15120708179167522,-0.061066312467800775,0.6826485994132252,-0.17417349918087205,-0.1430626207563201,-0.20949604064969624,-0.19152923334296962,-0.05715105538483429,0.30524835148868606,0.1754221363443202,0.33605192145789153,-0.5798269227025502,-0.1400798834624889,-0.2415752917212503,0.6965106813671598,-0.17554726270794627,-0.42230003820139483,0.15120708179167522,-0.5367301636564538,-0.2131103205105125,-0.026163625284514862,-0.627552317190577,0.1383664622119838,0.380099463701721,-0.1683723234447889,-0.3432807702419952,0.16499608536303706,0.28825207562891575,0.4283566731298642,0.04730282063228134,1.0,0.02769556044978049,-0.5185599025265294,-0.13954467509184348
advmod,0.07357580210754877,0.00573762647558037,-0.29219193066200894,0.1502376705338722,0.4997400843163403,0.6003873451076964,0.3741797447558156,0.13023859638441418,-0.21298270178083653,-0.5355140797657648,-0.22939790064110907,0.10784777989910006,-0.07325662415916795,0.4794326921743894,-0.2267657872315498,-0.11718272582857044,0.23905601420272804,0.1502376705338722,0.18419828437737146,0.4624807769885701,-0.003270529333702826,-0.13234587575813997,0.07450329987756296,0.18876514077412967,0.0701197870307708,0.04313509238289473,-0.70422351638983,-0.42292910204839357,0.20966965136159066,0.1425238501979676,-0.7058979240679883,0.09102685424376901,-0.052924368943163755,0.14610763888197098,0.1502376705338722,-0.008977139462430337,0.5033099120891207,0.2412920753288232,-0.41386155622523074,-0.32525343232710807,0.04457296773362012,-0.48572211842093566,-0.2627305852561778,0.017479484350848846,-0.3114105461960255,-0.21808676900117627,-0.05841024324610543,0.02769556044978049,1.0,0.18590744670077494,-0.03730713558199834
orphan,0.4992870341194712,-0.12316807484503263,0.3768896629004493,0.6542457586132383,0.08596667499545158,0.4863580676591744,0.24280553172580846,0.7528647169874967,-0.12406832366188873,-0.6740162990483134,-0.7593893196851855,0.3491437997872215,-0.380374257874775,0.3531114476026282,0.2957871246372656,-0.39339014281532597,0.10240421660724151,0.6542457586132383,0.6591654078789178,-0.2402345246889014,-0.291109416510719,-0.08270272656246062,-0.10793029258197745,0.32621473549591157,-0.19083806952063737,0.31389446987888736,-0.07049024858403617,0.2646949535596254,0.750408414060971,0.19543861855036418,-0.28474172810403786,-0.10013443738746075,-0.36522804577687595,0.2485689260806692,0.6542457586132383,0.08179012154066294,0.17267914782135887,0.6109806320998319,0.43331732074978524,-0.7009462680629509,-0.3728955295028428,0.015635448832533004,0.390494215953178,0.45180997712790455,-0.5634801385547218,-0.6725022923712412,-0.008460417902476635,-0.5185599025265294,0.18590744670077494,1.0,-0.12547943451282956
punct,-0.43733003480704435,0.7324303179575156,-0.02522837716375038,-0.1798954772633757,0.5531532739719615,-0.34108669752014614,0.2913968128112104,-0.37895074625426944,0.020545304561901435,0.29517061482152857,0.19632311984581083,-0.3488042370658102,-0.27810140380332354,0.23315006240390576,-0.5055451680332629,0.28023977957553564,-0.477985337339379,-0.1798954772633757,-0.5111186036080086,-0.06580702760403898,0.31240411617378744,-0.5901494709869198,-0.12498649901275055,-0.33691035194103747,-0.24172907516329092,-0.3786126584745057,0.09091232999827671,0.14026830980218702,-0.08562979533094765,0.4350882376272389,0.10542172743389436,-0.5259228061126504,-0.0622787536029715,0.5307654946146507,-0.1798954772633757,-0.23186196508712612,-0.030747032194471214,-2.538086043793488e-05,-0.15805152957438456,0.1648448762291306,0.17262414506411303,0.3463773102753873,0.02049457343952563,0.0002850857281075985,-0.128995304552351,0.10905520413075481,0.6312851754519658,-0.13954467509184348,-0.03730713558199834,-0.12547943451282956,1.0
