,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
advcl:cmpr,-0.5595517776786119,0.6707477227562141,0.28263895210528567,0.782401493198709,-0.3042062185996672,-0.849145356683642,-0.0748162423864604,0.14584138889762893,-0.6010768092793145,-0.2079135418930205,-0.3517769151466835,0.02905749684780757,0.6011937823392901,0.23616799307740896,0.7500177294717184,0.8454822056342619,-0.25,-0.045988454013161435,0.4297835385906826,0.5752604268085181,-0.4568225275628695,0.15535439830187858,0.004153523179526183,-0.25,0.9727518874623006,0.315040669489785,-0.17456888425039357,-0.32017926415478587,1.0,-0.7031301428437831,-0.05643859290835257,0.5227241902383956,-0.38517571202442535,-0.49270590373118534,0.5346191517398938,-0.04202847852098555,0.24113964860039133,-0.82853841902116,-0.3605893401194254,-0.16721446711850452,0.1120168082841967,-0.37393552587155865,0.3442871100514749,0.5624192796183434,0.01953800235155538,-0.3163862415579759,-0.7997481091624095,0.19171156062361405,-0.14966107630488854,0.642920365104985
cc,0.7162785980340906,-0.8189500292056039,-0.4124433808667707,-0.8730177243489884,-0.26651148465337854,0.9681855930995651,0.720679407685651,-0.1228210116284796,0.4204636725935799,-0.13317295818600353,-0.02559224294182763,-0.6804036747159533,-0.7038799808734,0.23362276101939075,-0.33060360931519006,-0.613881608830491,0.5716184564581903,0.6032182020018498,-0.5085029456945918,-0.789038717822844,0.7060097551628542,-0.10465849423232383,0.1982587599648512,-0.4814802450897602,-0.7284770867827068,0.27268273774727886,0.2840881769042571,0.5284808159251206,-0.7031301428437831,1.0,-0.39421294919849736,-0.48616404655897955,-0.30099809118272963,0.4025823259352144,-0.18904679103728383,0.48900362640509626,-0.607110415082556,0.9792759526397532,0.4019438525717937,-0.0539755442021128,-0.5435568343523167,-0.19476421977498393,-0.2571368935663656,-0.5547807306087679,0.000898589979461592,0.2777676348890548,0.5404922723792637,-0.809833856327266,-0.5295663655199327,-0.7894916589114104
nsubj:pass,-0.032715509235613977,0.09613741390490889,0.7891320458156855,0.4722861104180925,0.14874388405161326,-0.3117409080980707,-0.6095694231010393,0.3434747805442796,-0.27996033885167493,0.5165219669170875,-0.40115891414328825,0.5728157412950444,-0.3247182680684696,-0.15938115249903884,0.1680371261457006,-0.4180210952184654,-0.04353338423028087,-0.8751103155146257,-0.022609323931227766,0.13396606077877934,-0.23200160678621023,0.28030239036335597,-0.9281257977252623,0.7637083285597807,-0.1685320517373864,-0.1279101707912691,-0.1018146266070434,-0.8696253439511282,-0.05643859290835257,-0.39421294919849736,1.0,-0.3465876550524498,0.2328710784332971,-0.1648699595127859,-0.6125656979097749,-0.6691431592650736,0.34170311138525145,-0.2690051811057837,-0.7573003020028605,0.3669096164798778,-0.15271832327921742,0.8129617838597747,-0.6201746798440818,0.7332777497790334,0.7542687009566424,-0.3936224634152825,0.2604280631303449,0.6085821419047189,0.5466508366918792,0.13635879279741095
discourse,-0.09786627485542966,0.20723715543976493,-0.5160054490105334,0.13033310140038623,-0.22647131805108023,-0.5432924710281232,0.04477625955811641,-0.7211133159321879,-0.5493400299403502,0.3160494281151568,0.4511902964319392,-0.07519893038499831,0.8469604386014877,0.3840206079735795,0.3251622095137897,0.8426589017773043,-0.8699773031252124,-0.11466414496430466,-0.1431082002156952,0.1271753255763319,-0.8302275575060966,-0.7083395526529387,0.4094284684678232,-0.20904439614532774,0.6942576253498064,-0.49142054665115,0.4719634663639045,0.3709908129798943,0.5227241902383956,-0.48616404655897955,-0.3465876550524498,1.0,0.30291972518049026,0.3738413049314785,0.9065530922485636,0.4935482231812757,0.7271251424282011,-0.5659351066703925,0.46263463657931897,0.405390386357899,0.34592834775488923,-0.638186871908725,0.2543039291316909,-0.11366971249381728,-0.3569703774326188,-0.467933792059417,-0.8974443449157505,0.38928434798164424,-0.1995911292313925,0.11695361456457948
csubj:pass,-0.06442370610490027,0.061628325224264556,-0.27518228224921665,-0.12802204889439428,0.6252385012765379,-0.09168596214588852,-0.6153887134454362,-0.4353266800324643,0.17990241605409632,0.5119134541286532,0.7949940155837845,0.6268519433750025,0.3726194654265957,-0.4186921081020493,-0.5791467954660388,-0.07080879756954274,-0.6773831810139622,-0.5490133189784706,-0.08685184155625379,0.12345257498734358,-0.48935546595292706,-0.4547509213557915,0.08623968933658012,0.709342781733797,-0.22426767780028375,-0.9647872617394261,0.14316170302702863,0.1435555550279922,-0.38517571202442535,-0.30099809118272963,0.2328710784332971,0.30291972518049026,1.0,0.430178313292913,-0.05889176301739551,-0.18828298615018763,0.6228128971741851,-0.15071639599338008,0.3712898298317828,0.4235605291270777,0.6447870515283332,0.35963082535674906,0.010302178435556968,-0.3280460264179435,-0.30178870390365375,-0.010844334422905541,0.09068933256994553,0.7404849254390973,0.6585360488623035,0.02179691725079952
acl,0.8035779978557618,-0.7699377569251676,-0.6958268579573003,-0.7307286014625658,-0.321298214040353,0.4167398159526218,0.40012933254837774,-0.9086300892554096,-0.21732596435334306,0.7136969004199554,0.4669479745366238,-0.40368539696267774,-0.06040860166686407,0.5198422910006876,-0.12928796761497044,-0.15021532509890964,-0.49724407454079866,-0.10831308596865188,-0.8935556644151971,-0.7776547435493754,-0.3419469636225544,-0.9194457201264982,0.12670940632587593,-0.13438246402230278,-0.35279473584843496,-0.6047979587651645,0.9088592915636189,0.583852576870216,-0.49270590373118534,0.4025823259352144,-0.1648699595127859,0.3738413049314785,0.430178313292913,1.0,0.3631787504163031,0.7089345770541554,0.47261073313676416,0.4161491969855475,0.67183412967467,0.7924667508056965,-0.22622889539417712,-0.3289572138477142,-0.4759099430910073,-0.47108704918684774,0.012651254554696357,-0.45312418728119325,-0.1159735094073727,0.02781329474524197,-0.35516224696091386,-0.8208013112908236
expl:pass,0.059699414164475745,0.03032328841780559,-0.6235161202931446,-0.04268737371959618,-0.4923833945164947,-0.32607633705085626,0.4323516685892315,-0.6916856009850665,-0.5239713922353058,0.10476474195122863,0.27593494568766297,-0.4563637987735901,0.6790112004054476,0.592270677655326,0.43421359341111926,0.8331092000886159,-0.6022760151403596,0.24728591441681502,-0.2233004222944717,-0.07059234186860137,-0.5709298186006667,-0.6625610230767482,0.5385980874853349,-0.6022760151403596,0.6744105131517506,-0.16692986834495901,0.5226350169041807,0.5400371027688525,0.5346191517398938,-0.18904679103728383,-0.6125656979097749,0.9065530922485636,-0.05889176301739551,0.3631787504163031,1.0,0.7405339949662045,0.4307966949968288,-0.33455880107928837,0.5333000980901689,0.2559280425176434,0.08269511066984495,-0.9008339202466846,0.2769548583608682,-0.2047154700441823,-0.36267755020428355,-0.3979899215247568,-0.8957339652890322,-0.027838978242737115,-0.5650839357425949,-0.05154146480396249
amod,0.6546908156241505,-0.6214419468016144,-0.7927230659050546,-0.6353976968515587,-0.6847089798104873,0.3493848666885968,0.8515813155020158,-0.7776477209195259,-0.3047591311173105,0.19911758782971958,0.19526983579369578,-0.8554672349209365,0.07037609410171183,0.7748620452059206,0.2234126553054203,0.2615562881716308,-0.23346409633732898,0.465977603657869,-0.6862761874626586,-0.6918197108059195,-0.13685530583326536,-0.7518574349693057,0.46335162628547844,-0.7822449091484807,0.06297975217382636,-0.04838780191197,0.7898328376324089,0.7650879678206962,-0.04202847852098555,0.48900362640509626,-0.6691431592650736,0.4935482231812757,-0.18828298615018763,0.7089345770541554,0.7405339949662045,1.0,0.10860010973132296,0.3600659806213899,0.7000268783142635,0.3789382720970411,-0.3811346132503546,-0.8728720164087566,-0.11237749536262136,-0.4720304947304959,-0.17004322928247567,-0.33337167110897076,-0.44253262129571863,-0.4743545392480492,-0.8550868654029916,-0.6759467718353231
nummod,0.058039675694745184,0.07906643011420078,-0.11140062086210382,0.23547282110352175,-0.07599346293823427,-0.5709842695747308,-0.3472297337123724,-0.6284890276822163,-0.6519704160016098,0.8060376550784173,0.32512547083783877,0.299689555195332,0.5329078549354352,0.2690454806929213,0.2693915654056674,0.3916398461633897,-0.9424185321413565,-0.7441431817283521,-0.33146855143247095,0.04351541194477171,-0.9705523642953034,-0.6626991927966834,-0.2091983318530417,0.37711340845650165,0.36325428304183327,-0.7441833811010878,0.5355888866649563,-0.10054227711251638,0.24113964860039133,-0.607110415082556,0.34170311138525145,0.7271251424282011,0.6228128971741851,0.47261073313676416,0.4307966949968288,0.10860010973132296,1.0,-0.5708378021149946,0.09535783444952159,0.7899913624610969,0.2294243488877443,-0.03460628864568061,-0.2795346717583655,0.22583135697433532,0.14283803315863675,-0.7316249155817576,-0.5894611275368596,0.8119611525776299,0.19480195623658944,0.013782567762865076
conj,0.7023751399028655,-0.8161353471266366,-0.3608035926395801,-0.881366087250445,-0.11551086164471713,0.9953325767022492,0.5727091360847223,-0.09143600874196889,0.5086908191047459,-0.0662828659029073,0.04411657335625498,-0.528257027584865,-0.7458390850286899,0.09867917957198066,-0.4650363498588201,-0.7386103846159615,0.554254355219344,0.482745288655596,-0.4952420594987131,-0.7640695411362488,0.7084177450588716,-0.0806693823672497,0.1274623672877538,-0.2952249911751105,-0.8509633144543418,0.1574405005262105,0.2379011805202746,0.46802527512275,-0.82853841902116,0.9792759526397532,-0.2690051811057837,-0.5659351066703925,-0.15071639599338008,0.4161491969855475,-0.33455880107928837,0.3600659806213899,-0.5708378021149946,1.0,0.37563445253922395,-0.020720743980664015,-0.46862595986885247,-0.017833283021887764,-0.3023839926650817,-0.5648605810163073,0.01722956483765556,0.3207987020298922,0.6728466326830935,-0.6956507775355679,-0.3590699574220753,-0.7811336178329917
appos,0.3217862204332118,-0.37306795883763016,-0.9894299073937838,-0.7419762361323547,0.04084497268103576,0.434118736970683,0.39276482785304145,-0.7519505016584601,0.2775610131890077,0.03780999195126315,0.8076646617859564,-0.3558927478141674,0.32040202250825467,0.11771635371284488,-0.4680004405318216,0.1740092240502287,-0.3605893401194253,0.4584327555730916,-0.3518357804364782,-0.37311045265959614,-0.06817834492389865,-0.7134803086731684,0.8128825710559342,-0.3605893401194253,-0.1618080893954851,-0.4924175515916134,0.45228290171726354,0.9705627918933611,-0.3605893401194254,0.4019438525717937,-0.7573003020028605,0.46263463657931897,0.3712898298317828,0.67183412967467,0.5333000980901689,0.7000268783142635,0.09535783444952159,0.37563445253922395,1.0,0.14566171661630892,0.27902202059470893,-0.5838314348263577,0.3068386498855993,-0.9179478610115496,-0.712009421850093,0.19047530206009494,-0.1334385461521079,-0.21485818139204554,-0.28965363878097655,-0.4341938205574498
case,0.6423413690757513,-0.525230508365126,-0.18705342224618404,-0.21599301594875872,-0.4039381985903872,-0.05456955126694007,0.07539562173699348,-0.7256444000993596,-0.6405616571179785,0.9814395928720119,0.1175852633340325,-0.11878548265858814,-0.028297407547795885,0.5820831422754706,0.26734721244437554,-0.07108792964372992,-0.6469165976612259,-0.6245120805849527,-0.8190903229973799,-0.5512220069792259,-0.6725335789087651,-0.7695701598100608,-0.39732030304414556,0.17376466491669,-0.0942999177181562,-0.582676436766139,0.8626597257498025,0.007368671926083158,-0.16721446711850452,-0.0539755442021128,0.3669096164798778,0.405390386357899,0.4235605291270777,0.7924667508056965,0.2559280425176434,0.3789382720970411,0.7899913624610969,-0.020720743980664015,0.14566171661630892,1.0,-0.31082227581018396,-0.048887122319524655,-0.743157496855817,0.13805984334898452,0.4653172160047436,-0.8464894993537574,-0.2935655067614197,0.4343215010972335,-0.1519279138743648,-0.567421822708859
xcomp:pred,-0.7304869859445616,0.6878908048977255,-0.1815912423811611,0.26239906525543955,0.81788943450396,-0.3824040050075447,-0.6829212906326941,0.0022106758170774387,0.41103815058186194,-0.2387283889396559,0.7246682338133343,0.7104313548039928,0.7411546140396778,-0.7310795670755779,-0.5327682821547841,0.38916288504255775,-0.43311892808975055,-0.09410103764198975,0.6303572432505642,0.7282790605896621,-0.2652122425815168,0.022814730845151062,0.49838591238260777,0.4626537678270491,0.24949068112161182,-0.5453848691256858,-0.46888572450777766,0.14845573278886445,0.1120168082841967,-0.5435568343523167,-0.15271832327921742,0.34592834775488923,0.6447870515283332,-0.22622889539417712,0.08269511066984495,-0.3811346132503546,0.2294243488877443,-0.46862595986885247,0.27902202059470893,-0.31082227581018396,1.0,0.15702884376109663,0.7411065422515319,-0.32857058620707036,-0.74969868414344,0.4709397993011409,-0.08298024990554875,0.5363184507959601,0.6957060496649029,0.6532619091350359
aux:pass,-0.22615012464264117,0.18503884542583718,0.6856642704338489,0.28366207082882494,0.6181993253710056,-0.01773261551212563,-0.7468864926933434,0.5679147261118828,0.3272756514330458,0.13719299246103528,-0.1290004749470873,0.7537554108161719,-0.38454075567527635,-0.6529320602690643,-0.37408593042482424,-0.6381827084647355,0.22436025820638883,-0.6009136010274126,0.2746453826053018,0.2808087766042678,0.17457243897081617,0.5249738121257973,-0.6310910811502655,0.8800790691097393,-0.4701449574487734,-0.14184160908238422,-0.48192580630415854,-0.6833145790984978,-0.37393552587155865,-0.19476421977498393,0.8129617838597747,-0.638186871908725,0.35963082535674906,-0.3289572138477142,-0.9008339202466846,-0.8728720164087566,-0.03460628864568061,-0.017833283021887764,-0.5838314348263577,-0.048887122319524655,0.15702884376109663,1.0,-0.2769970033795749,0.35138711283924967,0.367938995688016,0.19625333251712565,0.6827285020476528,0.4585133115242916,0.8120097761939515,0.24485684927951135
advmod:neg,-0.7482127545067715,0.675643370760677,-0.26516856324992444,0.2018537950200947,0.48589519331891395,-0.23033743011159874,-0.1799716514522969,0.19353302090077715,0.46831527544478735,-0.7616413968125523,0.42368395581512386,0.2172693012805182,0.6486681810319641,-0.5208308642548345,-0.31084330479637473,0.5605372935633239,-0.0021602458629695733,0.5250730235128679,0.761823484640933,0.6748350562642229,0.12913997929382415,0.24814387334276794,0.7801665685234929,-0.16069514872236965,0.4254988572596176,0.05394409962538425,-0.5960700495299756,0.34337688879762823,0.3442871100514749,-0.2571368935663656,-0.6201746798440818,0.2543039291316909,0.010302178435556968,-0.4759099430910073,0.2769548583608682,-0.11237749536262136,-0.2795346717583655,-0.3023839926650817,0.3068386498855993,-0.743157496855817,0.7411065422515319,-0.2769970033795749,1.0,-0.3998183475012057,-0.871816020558245,0.6824325872357848,-0.1802413430714897,-0.08183592456692484,0.1978367940256914,0.6535276137417069
cop,-0.2256864081640957,0.34051355958535195,0.8685582411677778,0.7935459908833803,-0.281330866492188,-0.633698457149985,-0.3053688477037332,0.4573816111831552,-0.6298067978167885,0.20746768435564691,-0.7785198281268781,0.2459833794375039,-0.11481307738919842,0.17757533743876225,0.7281814416670506,0.08459530987160752,0.044244767165462245,-0.5836975364724836,0.16037923147494332,0.3012108752324046,-0.2797578866833414,0.4141329258988085,-0.8179966530230484,0.25930699941709034,0.4042150247780926,0.3559528930808467,-0.15700109111918872,-0.9175340353028083,0.5624192796183434,-0.5547807306087679,0.7332777497790334,-0.11366971249381728,-0.3280460264179435,-0.47108704918684774,-0.2047154700441823,-0.4720304947304959,0.22583135697433532,-0.5648605810163073,-0.9179478610115496,0.13805984334898452,-0.32857058620707036,0.35138711283924967,-0.3998183475012057,1.0,0.7704783153295898,-0.5314981746062601,-0.225250671418008,0.3519987974373933,0.12476740921688105,0.3715336530839541
obj,0.40966325300839573,-0.3200217655079777,0.6563346415053752,0.23007659559105756,-0.49848632678888294,-0.0709633888146232,0.04542335348625875,0.20408704186817783,-0.5621607470882672,0.5082807106540878,-0.7729273876896726,-0.09544195504270993,-0.6109344974968693,0.4345557433702373,0.5713179279280811,-0.41042514608982195,0.1878253786358288,-0.539791962176742,-0.40661960934349045,-0.33632466420149904,-0.07261086130907275,0.14909361462234716,-0.9417542634120781,0.16512869200766875,-0.14237258952141488,0.28721763289373514,0.25841572436976357,-0.7006424197649508,0.01953800235155538,0.000898589979461592,0.7542687009566424,-0.3569703774326188,-0.30178870390365375,0.012651254554696357,-0.36267755020428355,-0.17004322928247567,0.14283803315863675,0.01722956483765556,-0.712009421850093,0.4653172160047436,-0.74969868414344,0.367938995688016,-0.871816020558245,0.7704783153295898,1.0,-0.6455500662759235,0.09772262630880856,0.09061035292133651,-0.1288544166999928,-0.27744619102409795
ccomp,-0.43921607284174896,0.27316163958364054,-0.0960747743268409,-0.1748297372973667,0.6778704959793903,0.3843092990589085,-0.1522824288935083,0.4947353677930401,0.9454328511595032,-0.8050552855930627,0.29545164421149733,0.2201439276421815,-0.05106332109624177,-0.7670372935735221,-0.7352188162646885,-0.2184946553975692,0.5419055264274716,0.5799508633466982,0.6254462002644572,0.34824984890705957,0.7223590286140882,0.5365033122350789,0.5275585757784992,0.03707937259942887,-0.31798625643635114,0.19221620491375827,-0.7333085936978679,0.2592186748906723,-0.3163862415579759,0.2777676348890548,-0.3936224634152825,-0.467933792059417,-0.010844334422905541,-0.45312418728119325,-0.3979899215247568,-0.33337167110897076,-0.7316249155817576,0.3207987020298922,0.19047530206009494,-0.8464894993537574,0.4709397993011409,0.19625333251712565,0.6824325872357848,-0.5314981746062601,-0.6455500662759235,1.0,0.5864584537403131,-0.35915217663950716,0.3325386854600374,0.30894528284258327
fixed,0.1519572002425359,-0.2904566191145038,0.2293711875775006,-0.37287193714433686,0.4865925159514717,0.6838462372488626,-0.1618891346373549,0.4770719202239945,0.7589911387591306,-0.19134835922942525,-0.024092442196632275,0.21015586903266364,-0.7288109183352677,-0.5546199532703464,-0.6861173020091372,-0.912389212192044,0.6574428844495329,0.07302113271413463,0.06043699550335596,-0.17979650427166438,0.7534095243145273,0.4672679027148592,-0.2057178035476563,0.37793857748517334,-0.8858369064389826,0.10360779183846643,-0.3812834849378677,-0.11372945550699728,-0.7997481091624095,0.5404922723792637,0.2604280631303449,-0.8974443449157505,0.09068933256994553,-0.1159735094073727,-0.8957339652890322,-0.44253262129571863,-0.5894611275368596,0.6728466326830935,-0.1334385461521079,-0.2935655067614197,-0.08298024990554875,0.6827285020476528,-0.1802413430714897,-0.225250671418008,0.09772262630880856,0.5864584537403131,1.0,-0.2445365694193543,0.3768297205593254,-0.2185231920523901
acl:relcl,-0.3688597954513497,0.4554689918044333,0.26749357554625086,0.523357012936024,0.4261005782239436,-0.6759991629274814,-0.8283860963597425,-0.14140550330208224,-0.3013471544296998,0.5526345960709438,0.3044644400691309,0.7967902025477007,0.4978763690257406,-0.2922492012612883,-0.006437870713305718,0.21464103396932385,-0.7307116474779976,-0.877668608982882,0.14526762202625054,0.47236015838633894,-0.7673354988080157,-0.1807228112070665,-0.33597425320279123,0.8007378891725121,0.2638695691918789,-0.7035080246195947,-0.013717645324350583,-0.43552778241971857,0.19171156062361405,-0.809833856327266,0.6085821419047189,0.38928434798164424,0.7404849254390973,0.02781329474524197,-0.027838978242737115,-0.4743545392480492,0.8119611525776299,-0.6956507775355679,-0.21485818139204554,0.4343215010972335,0.5363184507959601,0.4585133115242916,-0.08183592456692484,0.3519987974373933,0.09061035292133651,-0.35915217663950716,-0.2445365694193543,1.0,0.7148189644325827,0.4241940168929693
advmod,-0.5953150344943537,0.5575361504771529,0.41459861680277915,0.4131822323519109,0.8937954535423579,-0.3121640089555423,-0.9674556981860712,0.3799052848639373,0.39008334772748604,0.026153506520189357,0.3157731968099633,0.9817749508092455,0.19643369360431667,-0.8589260195393592,-0.5168232677720261,-0.18789008786130953,-0.1620153989535886,-0.5632934647226805,0.5473944867391867,0.6439013857139486,-0.11807852177045623,0.35696686535881167,-0.2109923856370524,0.9317116935770744,-0.13641232372965667,-0.45433008686788473,-0.5835798825169516,-0.4503713532087369,-0.14966107630488854,-0.5295663655199327,0.5466508366918792,-0.1995911292313925,0.6585360488623035,-0.35516224696091386,-0.5650839357425949,-0.8550868654029916,0.19480195623658944,-0.3590699574220753,-0.28965363878097655,-0.1519279138743648,0.6957060496649029,0.8120097761939515,0.1978367940256914,0.12476740921688105,-0.1288544166999928,0.3325386854600374,0.3768297205593254,0.7148189644325827,1.0,0.5762555805308034
punct,-0.9873801483592981,0.9956469443198109,0.4755121636956792,0.8484158481719234,0.5097056923689397,-0.7498742584775073,-0.6788001340604339,0.565550213531333,0.07744526434655212,-0.48087209840576045,-0.03985189755971199,0.6737670203914449,0.5748012401630879,-0.5902413910346241,0.06928018316690046,0.5058635624316907,-0.06559057004304188,-0.14251836909137353,0.9280171885938986,0.9937603391768254,-0.156157172751282,0.5755055581341854,0.056841113635131404,0.3406021432398674,0.6172915459935563,0.11097089366913557,-0.7829058648425903,-0.46090557246593616,0.642920365104985,-0.7894916589114104,0.13635879279741095,0.11695361456457948,0.02179691725079952,-0.8208013112908236,-0.05154146480396249,-0.6759467718353231,0.013782567762865076,-0.7811336178329917,-0.4341938205574498,-0.567421822708859,0.6532619091350359,0.24485684927951135,0.6535276137417069,0.3715336530839541,-0.27744619102409795,0.30894528284258327,-0.2185231920523901,0.4241940168929693,0.5762555805308034,1.0
