,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
csubj:pass,-0.9999926405613957,0.9427243844073339,-0.21519092360545627,0.5254815817068276,-0.9910928779135174,0.4985595664238582,0.985319267095386,0.9845857528420587,-0.6771115453292154,-0.8283124906882322,-0.431907127751483,0.6770424180727431,-0.886156795917214,0.2467710407327617,0.804594746121806,-0.9407713812737503,0.6168686565874978,-0.4222910151735695,0.6727445616045375,0.9117246753571348,-0.5545150211465213,-0.5608813887449429,0.9641176626712307,0.9741057993932728,-0.931199231738607,-0.9839710023290912,0.22612128391345043,0.9866913004373831,0.9372477820102985,-0.9131736400763194,1.0,-0.49972987016850784,0.9432476772354143,0.1524787690017626,0.34113820521623345,0.5254815817068276,-0.8252669084521594,-0.23174217310531994,0.10264124237423729,0.8991559878545188,0.6876671437481461,-0.6805738270188736,0.36874953724782156,-0.9685909645741962,-0.9972439752433844,-0.7573551533921383,0.8521505569971097,0.8865703618390921
acl,0.5030493072718972,-0.18217311137341294,0.9534257416812912,0.47435252369287734,0.6106302212426846,0.5017088731646068,-0.640269523869592,-0.3405296076348066,-0.2990329774808125,0.8992247597494315,-0.5653876933891028,-0.975799251470721,0.04146315177527554,-0.9627124815097505,0.11227947690591251,0.17646006185268018,0.3734742577630887,-0.5741275443525026,-0.9770562943998857,-0.09978721621685435,0.9979210354415876,-0.4368190028570867,-0.7117481328743152,-0.682627001745093,0.7810803549557068,0.33725485725677923,0.7307469200510884,-0.6339242382381811,-0.7703769643926078,0.8093702955775691,-0.49972987016850784,1.0,-0.1837188221000026,-0.9322510249121311,-0.984698771286004,0.47435252369287734,-0.0767592081230017,-0.7267929781461947,0.8103136240952313,-0.0702696713844057,0.28522242477234083,0.97473636685985,-0.9894156241523374,0.699418041457621,0.434088873032563,0.9440921528000391,-0.8791149002084173,-0.042355617810318706
amod,-0.9419666679510534,0.9999987640219186,0.12133153122706956,0.7782031715761514,-0.8906207984430472,0.7581392439363771,0.8727050856256793,0.9867916193863974,-0.8830624694363822,-0.5952449271080256,-0.7069134417039173,0.3942189900257995,-0.989751069993434,-0.08905358614196893,0.9561352817088846,-0.9999727721278242,0.8432367725260314,-0.6993514944246461,0.3888596577489387,0.9964053827682083,-0.24668837253379886,-0.8039861700576589,0.8212400345100286,0.8437399032390438,-0.7573011530210362,-0.9873494995409594,0.5367770396344687,0.8766948809559761,0.7682689338229062,-0.725998718445168,0.9432476772354143,-0.1837188221000026,1.0,-0.18438161904740988,0.009608779623204472,0.7782031715761514,-0.9659766038623976,-0.5416399363682171,0.4271522370942578,0.9934588055762503,0.8897465000159558,-0.3986340861038475,0.03913485552722885,-0.8310438273691958,-0.9652864924807247,-0.49751760809192475,0.6300073945740622,0.9898782344030006
nummod,-0.1562692973711771,-0.18592667968158727,-0.9979647406670468,-0.7607315130084326,-0.2827358746920733,-0.7806993333296466,0.31896580136764885,-0.02272892764120936,0.6240304236438542,-0.680015113139407,0.8255150614730361,0.8305730099471569,0.32284693065459563,0.995369530866341,-0.4641969414807048,0.19162944086428763,-0.6838033723711715,0.8314704282439827,0.8338025424269908,-0.2669795311579182,-0.9069946641741269,0.7326928661049402,0.4093784999338368,0.3719793558529506,-0.5022364156959561,0.026208607549161267,-0.9282300721481076,0.311152763999181,0.4874973859672651,-0.5420444984020084,0.1524787690017626,-0.9322510249121311,-0.18438161904740988,1.0,0.9810376729075381,-0.7607315130084326,0.43230352413381934,0.9260665510906928,-0.9674363349888503,-0.2954087811737989,-0.6126818541796413,-0.8278851631307494,0.9748860535532273,-0.3934414122096908,-0.07873407310396731,-0.7608480437390887,0.6471125193456341,-0.3220013836253333
conj,-0.34474206620965214,0.008036595236431463,-0.9914003665141979,-0.6205060231763904,-0.4632835208464222,-0.6447778009828485,0.4966108080744543,0.17146913737387617,0.46074863154631784,-0.809226802976005,0.7004748395636402,0.9227620696298937,0.13328653690537778,0.9951251581332667,-0.2837246402803694,-0.002229495348710922,-0.529415027524591,0.7080250162327163,0.9249909370912752,-0.07513497234188286,-0.9714204951425539,0.5868952172511293,0.5784476382301209,0.5448347793660483,-0.6603124096107696,-0.1680389330614481,-0.8385274081571235,0.48944862454729776,0.647479785420831,-0.6946402665763148,0.34113820521623345,-0.984698771286004,0.009608779623204472,0.9810376729075381,1.0,-0.6205060231763904,0.24933567016942312,0.8353672932083909,-0.9000335666383124,-0.10463987665561013,-0.44788454809731465,-0.9208981101093539,0.9995638462953728,-0.5641665766869834,-0.2704565579553028,-0.8721943682375913,0.7826068845058153,-0.1324012029787718
appos,-0.5222135910988971,0.7791895994607906,0.7177934480899256,1.0,-0.40749725109132806,0.9995087938051096,0.37251614783235687,0.6661896223085292,-0.9819003473561344,0.041414467188147765,-0.9943156358038312,-0.27037149251974213,-0.8599097744942661,-0.6948191847687316,0.9280283857618635,-0.7828163158921982,0.9937928797090181,-0.9931270952408583,-0.27597430539785944,0.8286067374733083,0.4166301069614133,-0.999111020125819,0.28075837189252173,0.31951389475235387,-0.17920059735354793,-0.6687814440388247,0.9475909786968857,0.3801432456290006,0.1958613682990284,-0.1330927203268488,0.5254815817068276,0.47435252369287734,0.7782031715761514,-0.7607315130084326,-0.6205060231763904,1.0,-0.9141486198894189,-0.9494199629216197,0.9002474811295228,0.8448262270912267,0.9790630379086975,0.26573836280512775,-0.5970766331950077,-0.29741597829733113,-0.5871562698428962,0.15760218308623694,0.0025659927486995264,0.8594534751129702
case,0.8230941921775156,-0.9663820388458537,-0.37392214221625186,-0.9141486198894189,0.7427079487666542,-0.900995158517328,-0.7167374482643885,-0.9113210007904884,0.9743809711438789,0.36717243418890577,0.86579048463025,-0.14312156580149502,0.993009551978267,0.3436255697246908,-0.9993634667137075,0.9678588231710543,-0.9535712769821545,0.8604198156265521,-0.13735477963051912,-0.9844135974715733,-0.01234128992345541,0.9304253237191485,-0.6457291177158342,-0.676213058900702,0.5626331317923967,0.9127484792949968,-0.7367259834788621,-0.7224538499808147,-0.5765740568516889,0.5234393134453621,-0.8252669084521594,-0.0767592081230017,-0.9659766038623976,0.43230352413381934,0.24933567016942312,-0.9141486198894189,1.0,0.7406181767841261,-0.6464665857001624,-0.9891911398757057,-0.9775270150086156,0.14787951495033916,0.22062798519593346,0.65891739075379,0.8648918605032515,0.25624123612218497,-0.40772357027445205,-0.9929037218433499
xcomp:pred,0.228008396207686,-0.5429609128034015,-0.900118203452589,-0.9494199629216197,0.10013086688843965,-0.9587945253950559,-0.06226572083027309,-0.3983112437970985,0.8727630026696479,-0.3530594491346489,0.9774564853410275,0.5590102897105393,0.6561307829095301,0.8855056943899174,-0.7641172966345986,0.547828359685915,-0.9085944832160204,0.9796466017470887,0.5638301048381696,-0.6109036971081009,-0.6810151360977115,0.935338425607348,0.034821603869084825,-0.005803598778255992,-0.1387895008304764,0.4015015195341747,-0.9999833290763508,-0.07047986669150165,0.12197258129667167,-0.18485469115077768,-0.23174217310531994,-0.7267929781461947,-0.5416399363682171,0.9260665510906928,0.8353672932083909,-0.9494199629216197,0.7406181767841261,1.0,-0.9914257667818666,-0.6340871922543407,-0.8656231474564245,-0.5550162974383892,0.8187696387102149,-0.017426920933339585,0.30327578158219237,-0.4597155180975887,0.3115718919397754,-0.65545643197607
aux:pass,-0.0988242379255001,0.42857330127242144,0.949326710443074,0.9002474811295228,0.03074210952278086,0.9134498672841584,-0.0686857548165563,0.27503787758541626,-0.8014933685791279,0.47228827759261244,-0.9414860354452902,-0.6625645881221905,-0.5518943485417533,-0.9386267047327099,0.6732725818409396,-0.4338128773085065,0.8462253379769629,-0.945017262835944,-0.6669157930620544,0.5022126760546866,0.7708624287452289,-0.8810931491476749,-0.16511493718040185,-0.12491511015381937,0.26700598758454547,-0.2783826888283778,0.9921637622213161,-0.06047063954587775,-0.25062224807126654,0.31168884771808403,0.10264124237423729,0.8103136240952313,0.4271522370942578,-0.9674363349888503,-0.9000335666383124,0.9002474811295228,-0.6464665857001624,-0.9914257667818666,1.0,0.5276074055538191,0.7927745607903542,0.658954877342404,-0.8867705214515142,0.14792880284517307,-0.17615851763584384,0.5718184449432342,-0.43306707772559566,0.5511492340281217
advmod:neg,-0.8974704045049673,0.9936371140404628,0.23388531391580122,0.8448262270912267,-0.8328670560449623,0.8276432739655484,0.8112430202439723,0.9618384685813509,-0.9308709701703992,-0.49959372437109184,-0.7830567385742782,0.28669684106823595,-0.9995837929380966,-0.20220844455455375,0.9833304877266675,-0.9942744132375293,0.8991035322267407,-0.7763981604265574,0.28111215597530687,0.9995611840095355,-0.13441275207835385,-0.8666306340739831,0.7507126730228098,0.7769285202551222,-0.6777732110136199,-0.9627850284901595,0.6296116422608088,0.8160289906951548,0.6901467230426165,-0.6427210681120504,0.8991559878545188,-0.0702696713844057,0.9934588055762503,-0.2954087811737989,-0.10463987665561013,0.8448262270912267,-0.9891911398757057,-0.6340871922543407,0.5276074055538191,1.0,0.9360495821727488,-0.2913007591424754,-0.07522473079990057,-0.7620939400056472,-0.9291464117571561,-0.3952077578495851,0.5372068456470382,0.999609163176184
cop,-0.6848766751760399,0.8904630594408253,0.5610370319814757,0.9790630379086975,-0.5848553177925693,0.9722027103494898,0.5536231843502561,0.8040510749748354,-0.9998957361201785,-0.16283526839537868,-0.9518244120077913,-0.06873472362475691,-0.9458108895722059,-0.5338765447494911,0.9844253092712779,-0.8930906213851443,0.9956308458001291,-0.9485095028245816,-0.07454410240940713,0.925215930303801,0.22285807667456944,-0.9867739307237253,0.4702500456024578,0.5057113792650781,-0.37571089299746724,-0.8061157000419711,0.8627175894357875,0.5604599561366753,0.39137533010058734,-0.33205251803616126,0.6876671437481461,0.28522242477234083,0.8897465000159558,-0.6126818541796413,-0.44788454809731465,0.9790630379086975,-0.9775270150086156,-0.8656231474564245,0.7927745607903542,0.9360495821727488,1.0,0.06393618902467083,-0.4212852250487202,-0.4855349000426752,-0.739637249344177,-0.04671089207915643,0.20606888234349688,0.9455204576730927
obj,0.6833797519919163,-0.3971916716057306,0.8619676041305148,0.26573836280512775,0.7720846146678347,0.29582062990833985,-0.7956668884875623,-0.5419357930420471,-0.07834009202835084,0.9742234999282025,-0.3668722150988563,-0.9999884361470569,0.2635820513043895,-0.877966438511908,-0.11250323070254087,0.39185554379656806,0.15684254983060714,-0.3767446864241646,-0.9999434650393665,-0.31950989177841205,0.9871050404622762,-0.2248613675909106,-0.850661557101395,-0.8286043725109798,0.9008192864217388,0.5390072465225442,0.5598102655264336,-0.7906533821435536,-0.8933252896626892,0.9201008049538085,-0.6805738270188736,0.97473636685985,-0.3986340861038475,-0.8278851631307494,-0.9208981101093539,0.26573836280512775,0.14787951495033916,-0.5550162974383892,0.658954877342404,-0.2913007591424754,0.06393618902467083,1.0,-0.9320079860741987,0.8413853751686343,0.6243391855927877,0.9938781562229807,-0.9633601304694167,-0.2644436088466126
ccomp,-0.372312971675631,0.03756376650060628,-0.9871033445855987,-0.5970766331950077,-0.4892526875618136,-0.6219234848725685,0.5220268768538261,0.20048860217457326,0.4343374466935787,-0.8262235811342514,0.6790932767862753,0.9337402126708656,0.10396026799830607,0.9917787189604487,-0.25528284136855395,-0.031760079698306645,-0.5041305797418324,0.6868613447989165,0.9358091983787287,-0.04565404669880178,-0.9780065867614808,0.5627285755603658,0.6022848732196944,0.5693607017301242,-0.6822024011428643,-0.19707734323922038,-0.8220710944961147,0.5149876801952877,0.6697029269402913,-0.7155810898651362,0.36874953724782156,-0.9894156241523374,0.03913485552722885,0.9748860535532273,0.9995638462953728,-0.5970766331950077,0.22062798519593346,0.8187696387102149,-0.8867705214515142,-0.07522473079990057,-0.4212852250487202,-0.9320079860741987,1.0,-0.5883036283886326,-0.2987696479947016,-0.8862596338913241,0.8006494668622741,-0.10307181590422838
fixed,0.9695378213749423,-0.8301683065890662,0.4512658818278337,-0.29741597829733113,0.9930782059866331,-0.26734845662539014,-0.9968229420005823,-0.9101696894438215,0.4728604791489838,0.9416115484609814,0.19407084780741304,-0.8387766293431773,0.7430982592646083,-0.4799896029671836,-0.6316631530002835,0.8269167467439053,-0.40178194756615637,0.18362730014430423,-0.835591202226524,-0.7809385162809933,0.744026132980873,0.33740040371802754,-0.9998486091741914,-0.9997301623618594,0.9925901875216258,0.9087223390735828,0.023199969446502742,-0.9961334723780151,-0.9945083502545732,0.9858380688062908,-0.9685909645741962,0.699418041457621,-0.8310438273691958,-0.3934414122096908,-0.5641665766869834,-0.29741597829733113,0.65891739075379,-0.017426920933339585,0.14792880284517307,-0.7620939400056472,-0.4855349000426752,0.8413853751686343,-0.5883036283886326,1.0,0.9474729571722557,0.8959428015961137,-0.9555080200493159,-0.7436957104104439
acl:relcl,0.9969519975763831,-0.9648746393804392,0.1421440160218942,-0.5871562698428962,0.9784810684725491,-0.5614992686352963,-0.9699375079598164,-0.9948485798529478,0.7298418522288375,0.7844623539244183,0.4976318935532145,-0.620575310667866,0.9180940268315465,-0.17419340298277367,-0.8464342791598515,0.9633327688557302,-0.6735625652658404,0.48837928016822324,-0.6159976631431948,-0.9396901492012187,0.4912461263064398,0.6207588638222505,-0.9417643856526933,-0.9546468714635706,0.9015890494146835,0.9944897057669828,-0.29776845902228627,-0.9719079882820961,-0.9087966210493961,0.8804184203503868,-0.9972439752433844,0.434088873032563,-0.9652864924807247,-0.07873407310396731,-0.2704565579553028,-0.5871562698428962,0.8648918605032515,0.30327578158219237,-0.17615851763584384,-0.9291464117571561,-0.739637249344177,0.6243391855927877,-0.2987696479947016,0.9474729571722557,1.0,0.7068202465574923,-0.8109775773231664,-0.9184477117991238
advmod,0.7598548341651102,-0.496153143067992,0.8006805887181447,0.15760218308623694,0.8375713482968833,0.1884727161564076,-0.8577185224023675,-0.6314691825483291,0.032281670045080466,0.9931824698885687,-0.26184830176185475,-0.9933353440338378,0.36854319639692223,-0.8197016141731484,-0.22159481529199995,0.49110280442129234,0.04676802742997609,-0.27209720303349605,-0.9926471838672757,-0.42224449579240225,0.9633769026788298,-0.11583243305162823,-0.9035356962477024,-0.8853832772695936,0.9432751350209165,0.6287664061010498,0.46483574041400894,-0.8534571079569458,-0.937508152983161,0.9577417533015421,-0.7573551533921383,0.9440921528000391,-0.49751760809192475,-0.7608480437390887,-0.8721943682375913,0.15760218308623694,0.25624123612218497,-0.4597155180975887,0.5718184449432342,-0.3952077578495851,-0.04671089207915643,0.9938781562229807,-0.8862596338913241,0.8959428015961137,0.7068202465574923,1.0,-0.9870950274152522,-0.36937342474706475
orphan,-0.854151919599884,0.6287856274431403,-0.6944119615564646,0.0025659927486995264,-0.9142490621568855,-0.02877477373074512,0.9289785291579705,0.7474893818167854,-0.19191720404360224,-0.999032494354357,0.10392085142866926,0.9620591321249343,-0.5126509013420397,0.7173992003548495,0.37488957114220817,-0.6242595074451027,0.1137958776218545,0.11449215957549767,0.9604537009033333,0.5619554684047328,-0.9080040364484486,-0.04472006064091354,0.9604957472925264,0.9483983414563298,-0.9842691448473786,-0.7451727049247145,-0.31705348810231904,0.9259000255081684,0.9811309450909157,-0.9914418429290148,0.8521505569971097,-0.8791149002084173,0.6300073945740622,0.6471125193456341,0.7826068845058153,0.0025659927486995264,-0.40772357027445205,0.3115718919397754,-0.43306707772559566,0.5372068456470382,0.20606888234349688,-0.9633601304694167,0.8006494668622741,-0.9555080200493159,-0.8109775773231664,-0.9870950274152522,1.0,0.513417639355632
punct,-0.8847890907168331,0.9901001428214691,0.2609742243424124,0.8594534751129702,-0.8170688157822981,0.8430100601621608,0.7945800064886435,0.9538133678117137,-0.9407207117472274,-0.475181568691388,-0.8001377434752348,0.2598026363200345,-0.9999996010514761,-0.229507614656856,0.988029273378037,-0.9908985560285699,0.9109893446950349,-0.7937135890489793,0.2541739073832295,0.9983424261593391,-0.10665820927651694,-0.8802404237982913,0.73195092798592,0.7590242750000188,-0.6569532997287684,-0.9548531966235911,0.6510846265781113,0.7995513578971352,0.6696463051812886,-0.6210530033195468,0.8865703618390921,-0.042355617810318706,0.9898782344030006,-0.3220013836253333,-0.1324012029787718,0.8594534751129702,-0.9929037218433499,-0.65545643197607,0.5511492340281217,0.999609163176184,0.9455204576730927,-0.2644436088466126,-0.10307181590422838,-0.7436957104104439,-0.9184477117991238,-0.36937342474706475,0.513417639355632,1.0
