,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
discourse,-0.32528185450618957,0.20005861574155503,-0.9459001254041003,-0.5657133788447585,0.08090993000524928,-0.9048413969717717,0.9007649905206003,0.7267391911807635,0.4916855546646364,0.6666000576676517,-0.9642541143665788,0.21481561153138073,-0.5568051723084854,-0.6080691244101734,-0.7910401125444703,0.5122634312271485,-0.34309210935435336,-0.4574296654477265,-0.3292142538253919,0.32652950686126336,0.6139505489035284,0.7576121802792014,0.34620738217125885,0.5300720874831809,0.1284635415076271,0.039855028554742745,0.7585862812098912,0.9987945176211845,-0.9407580890117647,0.13960123733556068,1.0,-0.30590649854300656,0.5161471559879092,0.5679886402488591,0.5428954715993521,-0.5512658777578734,-0.926358630122502,0.5562602165036435,0.19841187717063996,-0.3214822933406107,0.19524088055426825,-0.5784249983996236,-0.12090394113695477,-0.549966517798117,-0.6130397247471332,0.4981153875977112,-0.5265383468371522,0.2384062326828176
csubj:pass,0.9620654310020799,-0.9401408870176261,-0.013009548529921231,0.8756586252323424,0.5477933536047649,0.1624882664172696,-0.479352344567089,-0.019437360588775852,0.674049463721247,0.1495547880924809,0.1852484347293239,-0.4067987768201296,-0.07428993619292489,-0.4263244069875837,0.775635512539332,0.058052984198131104,0.47998566843423934,-0.6207007004030808,-0.5677306831408333,-0.9958170438200685,-0.05394956114354569,-0.3692834587771663,-0.9808705719463283,0.5421742769481888,-0.19433479680538357,0.3102895637379484,-0.749384778120265,-0.26002046786106114,0.37012682313580353,0.8969455737700404,-0.30590649854300656,1.0,-0.4951115356157163,-0.954613436680565,0.09354855790361506,-0.3368093110718648,0.4055962200260995,0.3091521076990512,0.57440324628406,0.8173017767932037,0.8558440281795582,-0.5745318965341534,-0.7442291900581509,-0.6268950757365327,0.9303456226238077,-0.21195124122345174,0.7172869015060783,-0.9971968208468065
acl,-0.2775603838661921,0.6861552547333324,-0.42751230449531635,-0.26648112134703456,0.4486127739259663,-0.10596845309064402,0.24606048892825563,0.8088763500918373,0.018258681587601074,-0.2915038368857587,-0.6429470908266872,-0.4707611083767623,0.41960603828077014,0.27687956126988506,-0.7979605875140893,0.8307330547199198,-0.9815813700689049,0.35138018104863594,-0.41363368440559173,0.5708101136366664,0.8727985782972849,0.938581133354007,0.6512295570820664,-0.311604351957379,-0.6388865806365903,-0.8324769444848703,0.3036042357102682,0.5072676793746405,-0.26052663514827157,-0.339978719902659,0.5161471559879092,-0.4951115356157163,1.0,0.637097113601604,0.803039048680428,0.4054281414807238,-0.24747508777825597,-0.4067900010889797,0.42611345773046405,-0.8789254311227293,-0.08970213164578629,0.14161239200004092,0.6638784147455974,0.007853271029131558,-0.6896908240868285,-0.3951718402140148,0.002929109485250367,0.4462969822377583
expl:pass,-0.909275679421954,0.8933008731995249,-0.28132716876497627,-0.901391676614709,-0.392823862931274,-0.3874818162936161,0.661307255786538,0.2827432209430136,-0.4247266146777687,0.029830680071361287,-0.46950762565323145,0.3536056165327776,-0.051408964889627415,0.21402116180010347,-0.9258215559181495,0.16272188757349484,-0.5763717280462908,0.422202914400247,0.34559924658602825,0.9633466409716162,0.2866096409016936,0.5923967453722809,0.9633194810692255,-0.3340774057745555,0.13950838295505405,-0.31957421797184804,0.8519020984068023,0.5288540588638484,-0.5828151460181459,-0.735682853628453,0.5679886402488591,-0.954613436680565,0.637097113601604,1.0,0.1391138407462799,0.1664109142846844,-0.6071903644388995,-0.14226437148213328,-0.38523347688447,-0.841103816748033,-0.6646580051141491,0.3329491000801484,0.6425985882370512,0.37225517298208566,-0.996631080296673,0.27499666327319927,-0.7359238193698332,0.9298367266645289
amod,0.28561775979425874,0.11750392702242893,-0.6528702408984717,0.18634424055377874,0.8392703439885318,-0.19953169545733218,0.1304933896108603,0.9713461281360868,0.5756048120089858,-0.05027416360134331,-0.7444384244042873,-0.7027464891364588,0.25506359499543557,-0.13585418493310547,-0.47127597866508286,0.9978293480238799,-0.7561473039465594,-0.15605389080263693,-0.871712301461643,-0.00911114662164497,0.9885967530421125,0.8774968349770618,0.08708769080212762,0.16035224063245612,-0.7516840083391036,-0.632664854195479,-0.021945321470628717,0.5641159862166898,-0.22672915913067618,0.28131991285633057,0.5428954715993521,0.09354855790361506,0.803039048680428,0.1391138407462799,1.0,0.06717544834514175,-0.1866574797165926,-0.08586224282143169,0.8599932551782193,-0.42238128834136535,0.5211711472164788,-0.3656984340882189,0.15432482944076048,-0.5304973777599319,-0.21877317356182888,-0.4335833634876813,0.36402309569699076,-0.156301538290988
nummod,-0.12732975339070216,0.5910415203435911,0.6473148382058637,0.1568601727021999,0.1477250255060642,0.8254512858083681,-0.6261337911083736,-0.09345142210443584,-0.672023701791007,-0.9806051262603459,0.4391729339904674,-0.5130041538744247,0.9517594570461654,0.9761992474705719,-0.01925397573880134,0.1312102904374297,-0.5688217835975937,0.9276318077069229,0.1478322936608247,0.3765035160166308,0.08682384403389057,0.06872369657530124,0.4183931022366435,-0.9516855657705817,-0.613995051430118,-0.8068324368032231,-0.3611334278651299,-0.5688217835975937,0.683712526331742,-0.6524766456148587,-0.5512658777578734,-0.3368093110718648,0.4054281414807238,0.1664109142846844,0.06717544834514175,1.0,0.6704210534588037,-0.9994574808085979,-0.0013494776415352869,-0.5913925137445271,-0.49425332952556233,0.8704518022911698,0.8618329354608886,0.7431826436495547,-0.15625784414577817,-0.7980146421845576,0.37761228208104575,0.36695778255221034
conj,0.513543828838011,-0.1876434644960284,0.8119623427120851,0.7490600172638744,0.2837005270109765,0.9674300049929475,-0.9957176749658041,-0.41463580260891475,-0.3119809193988539,-0.798726680346489,0.7939630184893177,-0.5667040236226221,0.7625166454449892,0.645515324898222,0.7179560514952997,-0.15215599528141013,0.0664556470122212,0.4594466566744967,-0.008734952131167588,-0.3919749976796615,-0.2756590271733821,-0.49497749859887796,-0.3719314645759196,-0.5428067228912241,-0.4862984949697577,-0.3262992983068289,-0.8997962596016649,-0.915164870255093,0.9986753051064317,-0.03098047199214965,-0.926358630122502,0.4055962200260995,-0.24747508777825597,-0.6071903644388995,-0.1866574797165926,0.6704210534588037,1.0,-0.6847735458708494,0.15609903887988938,0.19245626082888886,0.010763568348199607,0.5074220822118439,0.20447523969648462,0.40039336299345507,0.6240434595208165,-0.7757019743981958,0.7814507225987902,-0.354832835859755
case,0.09609519388425733,-0.570453448938612,-0.6421595406351103,-0.18638421826298518,-0.17774964033455903,-0.833830544542758,0.643127171464944,0.07979330560724554,0.6491132168215618,0.9850677156429745,-0.43664600979164797,0.5398253996799753,-0.9613258356704985,-0.9697367413215074,0.0042131194628985446,-0.14935902162070777,0.5712346200708472,-0.9148297187709821,-0.11914668402496356,-0.35059476060695915,-0.10122261479001786,-0.07212573526660511,-0.3947439995441302,0.9412886593497533,0.6362424385106414,0.8142025150284851,0.38613379887826227,0.5723030698948607,-0.6965280190662547,0.6274894384086673,0.5562602165036435,0.3091521076990512,-0.4067900010889797,-0.14226437148213328,-0.08586224282143169,-0.9994574808085979,-0.6847735458708494,1.0,-0.028546560426111398,0.579069255682083,0.4654625232598013,-0.8552852459040159,-0.8497026867112846,-0.7229159748304725,0.1339602127663738,0.8173697611564416,-0.407094992071911,-0.3386602150883775
xcomp:pred,0.7343341782565768,-0.3405135603762046,-0.4472148551165701,0.644230274362794,0.9879905488937841,0.033690151000997794,-0.23542883132462789,0.7552677095384362,0.7407917497369836,-0.0842235753132534,-0.4395358712540472,-0.8487938319501038,0.2853425242238303,-0.2155059947360475,0.04096246130490838,0.8471691559092782,-0.4176183406064601,-0.34331845050094595,-0.987076198881036,-0.4994631683014369,0.7733563961282751,0.5110333586300558,-0.40898704951400555,0.30109326571714873,-0.7856055603283518,-0.441167573509744,-0.4701601355596756,0.23805472426100457,0.10646918483243263,0.6285727369742714,0.19841187717063996,0.57440324628406,0.42611345773046405,-0.38523347688447,0.8599932551782193,-0.0013494776415352869,0.15609903887988938,-0.028546560426111398,1.0,0.029724303800978274,0.818504690630102,-0.49342535872277976,-0.17021013989607767,-0.6700175177158589,0.3095828636931681,-0.563942297274198,0.7287438479487135,-0.6192812885035233
aux:pass,0.6339915883009898,-0.9489483167300996,0.10219106953477058,0.528977175284065,-0.025982398027308257,-0.03313520701756283,-0.23534578101919415,-0.44578831381234624,0.4437164120258554,0.4353428909265515,0.35927448018431146,0.17946470984678278,-0.46629868917247924,-0.5560874510716498,0.8176106242855715,-0.46776372377541087,0.8949212632469806,-0.6793405700272376,-0.06363446019063712,-0.8661276651881147,-0.534937785935573,-0.7162852964186185,-0.9130122480969247,0.6250016959819243,0.3946042405404822,0.7800206058241643,-0.4487878102724325,-0.29134769080426504,0.1804422060600232,0.7461881035931394,-0.3214822933406107,0.8173017767932037,-0.8789254311227293,-0.841103816748033,-0.42238128834136535,-0.5913925137445271,0.19245626082888886,0.579069255682083,0.029724303800978274,1.0,0.5534510611988238,-0.5277528042181051,-0.8999290924414811,-0.4508791484662959,0.8572720845965023,0.2866997911171289,0.25761323569621464,-0.794655021059635
advmod:neg,0.8599099150422357,-0.7855718951625047,-0.5028807293015227,0.670079371809756,0.7471607040600127,-0.2134785458585534,-0.10275096871297654,0.47254588251056806,0.9463572194237682,0.3627350272502605,-0.3450327688388447,-0.47752182217705463,-0.20371332255903163,-0.6476320362571244,0.3374039601473298,0.4764916353017993,0.1476514153416175,-0.7824367115287647,-0.8610323016514683,-0.8241946346503448,0.4046295902176747,0.1315582992563129,-0.7799015333460818,0.7351381063258671,-0.3198713632566176,0.15252343271833002,-0.4436728309193547,0.24312442581961735,-0.03737452564297183,0.9609706921149537,0.19524088055426825,0.8558440281795582,-0.08970213164578629,-0.6646580051141491,0.5211711472164788,-0.49425332952556233,0.010763568348199607,0.4654625232598013,0.818504690630102,0.5534510611988238,1.0,-0.8323430539490427,-0.7051448842974382,-0.9115464779326621,0.6066898154100803,-0.12943985971678776,0.5779407432137562,-0.8921379935104045
cop,-0.47118021708679303,0.6805505610826335,0.7841383835107237,-0.17951371261197055,-0.35778666788868085,0.7022674894084371,-0.42987941396744866,-0.45408305813253613,-0.9491252857277279,-0.8117356863582328,0.5995797135087173,-0.028577990267188373,0.6875401124734226,0.9552225084178306,-0.03534274389765323,-0.30370295895619637,-0.288069393129429,0.975606245909295,0.6145744621210064,0.5721144465041985,-0.3061530849963413,-0.19312670772146745,0.5639643050927757,-0.9758736499381276,-0.1472239952020247,-0.48399253748368126,-0.08393581873747262,-0.6131729222787626,0.5434079197445899,-0.8762655571823235,-0.5784249983996236,-0.5745318965341534,0.14161239200004092,0.3329491000801484,-0.3656984340882189,0.8704518022911698,0.5074220822118439,-0.8552852459040159,-0.49342535872277976,-0.5277528042181051,-0.8323430539490427,1.0,0.8326471911968515,0.9762437368406984,-0.2868315042989424,-0.4168306342155598,-0.029387261381711913,0.622927309954334
obj,-0.5527640446462131,0.9166598964835456,0.33787027730780067,-0.3316280016285877,-0.05919769716457163,0.4361048337467001,-0.14435863098430746,0.10208783696254516,-0.7190139834700874,-0.7463327100065379,0.0778549736856723,-0.2395674526155705,0.7194234723514563,0.8612549113980473,-0.5012157502143889,0.21590476130270733,-0.7581059089158446,0.9290009946164026,0.26317823650627487,0.7820917381196808,0.24430775793367085,0.3825159836182332,0.8175638639466402,-0.9026279232018362,-0.4284023807228092,-0.8079009344858621,0.15328345024312523,-0.15377239307196108,0.22593015710052605,-0.8714705089149494,-0.12090394113695477,-0.7442291900581509,0.6638784147455974,0.6425985882370512,0.15432482944076048,0.8618329354608886,0.20447523969648462,-0.8497026867112846,-0.17021013989607767,-0.8999290924414811,-0.7051448842974382,0.8326471911968515,1.0,0.7488559010985413,-0.6355174340613012,-0.49201911015920446,-0.07070120103520479,0.7530039474251496
ccomp,-0.5791866687623298,0.6592772986209077,0.7858052538138854,-0.3071500304066552,-0.5509247260856909,0.5957595203690088,-0.31462407165667966,-0.5810830073813551,-0.9941250453113447,-0.6732838974199502,0.6278133395460915,0.1858422172368529,0.516658637871194,0.8691271600008158,-0.03179715026090224,-0.47447393097905755,-0.1358149059426853,0.9167617940889324,0.7707461201347695,0.6058847794755722,-0.4591617063613645,-0.29936707809833696,0.5761445225146441,-0.9071951681639111,0.07049339200621642,-0.29986583021579577,0.03850517838671598,-0.5892908131005803,0.4434290849262491,-0.9006379479568053,-0.549966517798117,-0.6268950757365327,0.007853271029131558,0.37225517298208566,-0.5304973777599319,0.7431826436495547,0.40039336299345507,-0.7229159748304725,-0.6700175177158589,-0.4508791484662959,-0.9115464779326621,0.9762437368406984,0.7488559010985413,1.0,-0.3138077445015621,-0.2171406860597101,-0.2015927926121153,0.6798114664943923
fixed,0.8726136600409286,-0.8837210230151596,0.340337010327581,0.8768638194639949,0.3208101977353097,0.41026128923407856,-0.6722553146539231,-0.36042338930140966,0.36287425606505,-0.038646885911175745,0.5308627423737063,-0.2982883078358219,0.04270390517618437,-0.18688038868651655,0.9527279599559428,-0.24103562050561197,0.6236469493786182,-0.39144500114908753,-0.2674905366114156,-0.9453804337932854,-0.3632108301767778,-0.6562579943305261,-0.9527032526586774,0.30374543115700325,-0.08422411027388386,0.356674175257545,-0.8443056983379387,-0.5763821227404302,0.6034537149863977,0.6944163951974004,-0.6130397247471332,0.9303456226238077,-0.6896908240868285,-0.996631080296673,-0.21877317356182888,-0.15625784414577817,0.6240434595208165,0.1339602127663738,0.3095828636931681,0.8572720845965023,0.6066898154100803,-0.2868315042989424,-0.6355174340613012,-0.3138077445015621,1.0,-0.24669811632396205,0.7018482670253339,-0.9003044703361304
acl:relcl,-0.4529826676675096,-0.12637844799003145,-0.3938702326374286,-0.6461500007407386,-0.684763481765893,-0.7964665798702462,0.7888957107925497,-0.2161029199300009,0.11176304584562836,0.8678306751903351,-0.26674151971753696,0.9151998327757537,-0.9444255882983057,-0.6651329265231883,-0.2171341770744607,-0.47562902648067923,0.5419199992411892,-0.5155590154900014,0.4260209668386833,0.14505905297955018,-0.3747271508026231,-0.16407746561622033,0.06690942364280392,0.5761444623388912,0.9202216676529886,0.8116535445019489,0.7228363100801262,0.48490067773862716,-0.7575700216162448,0.07704011040218825,0.4981153875977112,-0.21195124122345174,-0.3951718402140148,0.27499666327319927,-0.4335833634876813,-0.7980146421845576,-0.7757019743981958,0.8173697611564416,-0.563942297274198,0.2866997911171289,-0.12943985971678776,-0.4168306342155598,-0.49201911015920446,-0.2171406860597101,-0.24669811632396205,1.0,-0.8329739639909864,0.20236221875991395
advmod,0.8678663671803493,-0.44202372942024326,0.27150084896279747,0.9562350169453779,0.7996472352635623,0.6585637185167393,-0.8327354173977685,0.14515187951145977,0.30342021084044724,-0.5332948380866327,0.29302212683209516,-0.8835552891710684,0.6309243334211452,0.23184576857170855,0.5926098596125469,0.3738557636818414,-0.11585847919467919,0.015259823758213609,-0.6268012942999674,-0.6670948167565794,0.23858500489431383,-0.09018135483965979,-0.6027662046415201,-0.10284229324880505,-0.7669564496571756,-0.4036778239389608,-0.9389496326022407,-0.4911007048669204,0.7483651297286272,0.45363979991206854,-0.5265383468371522,0.7172869015060783,0.002929109485250367,-0.7359238193698332,0.36402309569699076,0.37761228208104575,0.7814507225987902,-0.407094992071911,0.7287438479487135,0.25761323569621464,0.5779407432137562,-0.029387261381711913,-0.07070120103520479,-0.2015927926121153,0.7018482670253339,-0.8329739639909864,1.0,-0.7090217525228398
punct,-0.9642509366592324,0.9352673466148532,0.08456616623816934,-0.8610306076670025,-0.5855379709084589,-0.10995797589644894,0.4325518041161768,-0.0508736908445755,-0.725883817680637,-0.18442362897793366,-0.11169366272875307,0.42303068101476127,0.09581054778746009,0.4671230938305149,-0.7262679217830076,-0.11876383538557278,-0.44167030795073403,0.6562311052315845,0.6198032983787681,0.9890778382780614,-0.01065917823699751,0.30402657407189376,0.9697442726164767,-0.580866845197306,0.2145744728765834,-0.29448018179635504,0.7178697501154429,0.19141132190895666,-0.31691311470023115,-0.9227515898365917,0.2384062326828176,-0.9971968208468065,0.4462969822377583,0.9298367266645289,-0.156301538290988,0.36695778255221034,-0.354832835859755,-0.3386602150883775,-0.6192812885035233,-0.794655021059635,-0.8921379935104045,0.622927309954334,0.7530039474251496,0.6798114664943923,-0.9003044703361304,0.20236221875991395,-0.7090217525228398,1.0
