,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,acl:relcl,advmod,orphan,punct
nsubj:pass,-0.6604614999051632,0.06557430916964312,0.5183858151797561,0.034142216477554485,0.5727133974840788,0.3564952580574934,0.5968191315370684,-0.652287687327395,-0.7501199240647741,0.06046385306091478,-0.3727405604176749,-0.2877489923365583,0.5291154535724516,-0.6658014060645213,-0.39110271870109287,0.7297624018538109,-0.7954533993014549,-0.4146368661857013,0.46014661358258213,-0.5742671798605745,0.637847405585421,-0.5896517925010306,-0.47484369946185595,0.17658301313084745,0.02616835640862642,0.06917753701737915,-0.5599039749644324,-0.11812053511157221,0.4868531802377712,1.0,-0.15471868143570675,0.4635931942058975,0.31230255146392216,0.3027404434986644,-0.10420832144350828,-0.39015009051383975,0.2339528935088688,-0.6560641764388229,-0.6922289680149777,0.4355307003955889,0.09179977863117499,0.04364386253984554,0.38483904842695116,0.4918890194758944,-0.3703672374670645,-0.2751854538733187,0.7890505592872216,-0.3384378959156478,0.3750422823025779
discourse,0.24012643603493716,-0.0879680304251383,-0.786281279170676,-0.656636862038127,0.7125954018890883,-0.9021115133475123,0.21527299107456846,0.6159065064815895,0.38062576989100755,-0.814817714779305,0.7735104774066178,0.06173938598959247,-0.4772894992194208,0.03988710850532352,0.5230366289585366,0.5498246477547689,0.4534008126492767,0.39756824329665114,-0.731188630761944,0.32922645525920086,-0.272462106754844,0.03749950039541422,0.18430216357401474,-0.7788238201435427,0.21814892807601005,-0.9027653529961045,-0.2965024394672239,0.23506484000258307,0.2542001592990661,-0.15471868143570675,1.0,0.6156051701593894,0.05034551727466468,0.7263547129466158,0.5595689165543983,-0.3660908669876212,0.4537516029047237,0.3284045512122076,0.7752108185850746,0.32621915442289184,-0.8910483385241516,-0.9472844160758309,0.05371562982975878,-0.5135311436083415,-0.26552177428768586,-0.34679105602548177,0.22077883283389013,0.44267425082290884,-0.19455923348544799
csubj:pass,-0.3585452548064309,0.09499603566354815,-0.07066269568931727,-0.5020757536735996,0.7650568798427246,-0.40978722164675846,0.1021593688519139,0.29070440027056416,-0.4398506001560681,-0.5551217726435721,0.047405791076154925,-0.3170846354491516,0.2873833068022542,0.0546113883900053,0.006870532766013118,0.8282288410808013,-0.30266438215186126,0.5027531990369892,-0.09452641870907176,0.21659780648181573,0.31170239381144765,-0.7389407489463528,-0.5105531561773757,-0.20008933810098295,-0.33739422918072876,-0.5236426696574705,-0.12841095908353312,0.2033703818639361,0.02678018638936186,0.4635931942058975,0.6156051701593894,1.0,0.6337136012036756,0.9613584466988043,0.33135887704064004,-0.03677310496654872,0.0016369703909924604,-0.5228356331736513,0.043316238156181415,0.7601220863876014,-0.528919815600717,-0.7499084135364031,0.1565818882369627,-0.05113118108067163,-0.2955844928910701,0.03783661914834443,0.5587938893873831,-0.3505978045999222,0.0927934092043269
acl,-0.020034002863033012,-0.3598188783425437,0.5301063212963981,0.2748985298949192,0.15807109295706695,-0.1495753064023595,-0.4366634500516035,0.3667649490418584,-0.7779486948603487,-0.40402511782051237,-0.5847200165011525,0.1322869848619806,0.3123537018733475,0.3417502652407267,0.15026055601083146,0.2577777716047048,-0.22266212433040544,0.6029873821716405,0.01245781580532317,0.577848797938653,-0.01753792717772965,-0.8987786298358975,-0.9599863520662321,0.563788327464367,-0.5002645176712375,-0.19135120382724835,0.3192989934856988,0.6588328758458732,-0.5186359972716285,0.31230255146392216,0.05034551727466468,0.6337136012036756,1.0,0.6715385029949612,0.47810224724062556,0.4130681468970328,-0.5877785982599871,-0.8217299187180354,-0.3861876804735148,0.22104702169822105,-0.2421613515162594,-0.10366722235173784,0.4879728764598189,-0.26548463857717,0.46698455270549266,0.2892778601729348,-0.06348543565786152,-0.7116915859105811,-0.38425615011473346
expl:pass,-0.08772189948295286,-0.1307107947602291,-0.1649422265622538,-0.4079653825753393,0.7443675528717354,-0.6189556801968091,0.024842035661330912,0.494888061143102,-0.34051486060550756,-0.75207586412637,0.13996164535283884,-0.07153689486954215,0.04571934954890061,0.11851175713654284,0.2754640078973198,0.7416417397704475,-0.04939283533639929,0.5825214732168442,-0.3437503487299626,0.41368203374098583,0.038073499326847796,-0.6557073490147207,-0.5084877652719485,-0.22623999555829383,-0.21666792239640603,-0.7016165470083503,-0.1142078280826898,0.4270392236791006,-0.025593602667708833,0.3027404434986644,0.7263547129466158,0.9613584466988043,0.6715385029949612,1.0,0.5656907010226725,-0.06290360203622727,0.014121196904427535,-0.4079653825753394,0.18910057568788033,0.5741455785597208,-0.7153366703319034,-0.7836982807138222,0.2964231781079192,-0.32408212068276454,-0.0991761135118228,-0.06090774608150983,0.36385674501159604,-0.22093481314058372,-0.16822458101430998
amod,0.7152066671372896,-0.8556077898775153,-0.18012677643172997,0.2502688217285115,0.3695780137041008,-0.8150171189637633,-0.05001881228746581,0.6469811670063152,-0.04423235746719196,-0.9311696802390894,0.22355614569269625,0.7777760821376453,-0.665881617039364,0.012260789691293754,0.9224917395921679,0.18899535625224245,0.6033813296461294,0.310269037863319,-0.8396521147290753,0.6324557540169319,-0.7496892581372663,-0.13324351836956805,-0.347175041792464,-0.08083740526836297,0.3858832542537648,-0.8386009670450165,-0.19738948499010125,0.9184224267023693,-0.017528708759481572,-0.10420832144350828,0.5595689165543983,0.33135887704064004,0.47810224724062556,0.5656907010226725,1.0,-0.26262539583680483,0.1322341055774544,0.030578029940187358,0.3115668776897955,-0.3459980350219545,-0.8658375391494597,-0.3360538866440327,0.7671463240754353,-0.9147246445487563,0.561136497020592,-0.487894683374141,-0.30444210600998484,0.2682411285218607,-0.8744213975067019
nummod,-0.07405161992705768,0.25657048663206045,0.35709080523979314,0.1287700963499713,-0.6673640439695203,0.28985739795298693,-0.9300222318279642,0.34331217419045296,-0.20951623235145547,0.3473896499263494,-0.5669886694257071,-0.25012215730250464,0.4741141044730504,0.8907729255250225,-0.30817902481873566,-0.5307142115187077,-0.10970796816657744,0.6876754561369951,0.3782433339404901,0.5423404859604942,0.08362990115294398,-0.36273903229648724,-0.36573463443465976,0.592351743793184,-0.8774086223684459,0.49959475631078704,0.9811101472537732,0.036724921620861495,-0.9562403825960476,-0.39015009051383975,-0.3660908669876212,-0.03677310496654872,0.4130681468970328,-0.06290360203622727,-0.26262539583680483,1.0,-0.9614949855088918,-0.38680495597888326,-0.16671280296127677,0.11916815055389944,0.4480390593048765,0.21765320156183968,-0.4160217784767772,0.09721588222444513,0.3753490255915101,0.9527747573553587,-0.49217047847405265,-0.7310898829866542,0.0034587521222885944
conj,0.039203049677100484,-0.06150750821012702,-0.5599108813435258,-0.3383689720439492,0.6362599893064361,-0.3199772072722218,0.909710460918518,-0.29175395480324273,0.42304630556518563,-0.2824323559536813,0.7362631510260226,0.10574557620224606,-0.487656125520206,-0.7962090499185422,0.23755344923034605,0.4867748684696999,0.17072837078835135,-0.6354076724611537,-0.38482080872527663,-0.561963348047371,-0.04279660078714819,0.506752581769833,0.5787710264767858,-0.7700038249086331,0.8313581200490882,-0.4816333776403839,-0.9182960428692357,-0.21537852168369212,0.9532781551491146,0.2339528935088688,0.4537516029047237,0.0016369703909924604,-0.5877785982599871,0.014121196904427535,0.1322341055774544,-0.9614949855088918,1.0,0.5579257994909266,0.356363908941119,-0.03142106790066843,-0.42305074257850145,-0.33367055086130804,0.16867001242974264,-0.03886668449765587,-0.5276005685745934,-0.8676336873269673,0.5021246710394341,0.8180090563661464,0.13006732819064196
appos,0.5143552133316125,-0.014496903296440352,-0.8041012924697996,-0.25,-0.10394252697313443,-0.3827559817320123,0.21152045688844082,0.18590803721622803,0.9702561038839757,-0.09029111276495363,0.8208092912886497,0.2588615882347793,-0.7472588713600881,-0.08603169814649163,0.38464873600305777,-0.32854060586668576,0.726064440828136,-0.25,-0.5491872323280503,-0.06961374598874737,-0.4897065915906058,0.9534188065565288,0.9134990270314103,-0.6890309742369433,0.6070103869853822,-0.26216511615812244,-0.21636734898899657,-0.1970519200844095,0.33676773194617454,-0.6560641764388229,0.3284045512122076,-0.5228356331736513,-0.8217299187180354,-0.4079653825753394,0.030578029940187358,-0.38680495597888326,0.5579257994909266,1.0,0.7756998659618053,-0.4210918752154099,-0.23195919618208055,-0.1584571626322024,-0.280224365937686,-0.309127852140588,-0.1341196991919193,-0.3903399424185526,-0.2759094679508645,0.8990973531271605,-0.11105490054322968
case,0.4938008432427931,0.015735021949201657,-0.9602013956287373,-0.5684535495874632,0.17818833669411355,-0.7744762652254098,-0.032816689724410784,0.6653753729093232,0.8516353970113275,-0.4948050663514012,0.8903673941382522,0.1367807578751648,-0.6746607862976102,0.2772753396652681,0.5146374800368764,-0.03953565433187884,0.7703241586166923,0.33610122512889323,-0.7434022480497323,0.36539750929845466,-0.4954407922265873,0.5552505480018163,0.6245291815541332,-0.7936567696244514,0.26197287515384504,-0.6190680662890953,-0.008690036276183118,0.039866728165888904,0.07071985505798091,-0.6922289680149777,0.7752108185850746,0.043316238156181415,-0.3861876804735148,0.18910057568788033,0.3115668776897955,-0.16671280296127677,0.356363908941119,0.7756998659618053,1.0,-0.030632371562213923,-0.6084240337457871,-0.6731380834731643,-0.29766934384826826,-0.5295031458329055,-0.13798589143337686,-0.17367268871882302,-0.21392363596918215,0.66466064925993,-0.21063206654289895
xcomp:pred,-0.7993261416737647,0.7142096697463888,-0.08758223133532651,-0.7668298488534092,0.5253391328138883,0.06414140392595666,0.1416097684491518,-0.08311403777517723,-0.2747127053586084,0.04547538443180529,0.02449744185028126,-0.8555342914619712,0.6618837157154359,0.0786358381778081,-0.5811720499542844,0.6848635208118392,-0.6208422431788135,0.31865536432269603,0.39898686456137794,-0.1932380329826096,0.7774415144644645,-0.5504680661660857,-0.15814810740545868,-0.2652535284694171,-0.5669730027680154,-0.010470650717789142,0.004837040391453179,-0.45776012710038233,0.05902386490555318,0.4355307003955889,0.32621915442289184,0.7601220863876014,0.22104702169822105,0.5741455785597208,-0.3459980350219545,0.11916815055389944,-0.03142106790066843,-0.4210918752154099,-0.030632371562213923,1.0,0.0061125254377949745,-0.6047997984565752,-0.44113212874308744,0.5313446717412926,-0.7245053963543169,0.355896146695782,0.7481247567859611,-0.4356389186005636,0.6939882873515425
aux:pass,-0.5115631756398237,0.5248043273123721,0.5663618524727738,0.24945252995961367,-0.6677028724101232,0.9607473547213247,-0.1940112134752025,-0.6450540055772831,-0.2031512081631003,0.9818800273153312,-0.6046243297347814,-0.46601371765227156,0.6601799542946583,0.06744240172182722,-0.8059162119211375,-0.4692905513041496,-0.5745300200664406,-0.31336600336839066,0.8854291988117546,-0.45739379148595416,0.5490820056365535,0.019328880445611256,0.047971848034651446,0.5371502224597513,-0.41361879274843016,0.9976379105518977,0.37458935924884945,-0.610601851129964,-0.2343899985798171,0.09179977863117499,-0.8910483385241516,-0.528919815600717,-0.2421613515162594,-0.7153366703319034,-0.8658375391494597,0.4480390593048765,-0.42305074257850145,-0.23195919618208055,-0.6084240337457871,0.0061125254377949745,1.0,0.730150603032069,-0.47986528411885604,0.77430716137822,-0.10478283068180468,0.5498302982884136,-0.021511121715910606,-0.45914159118872583,0.565883901075912
advmod:neg,0.049906514083672006,-0.18874998710062518,0.7111372569367832,0.8217616072901188,-0.7287548805997327,0.7388418524760715,-0.17565014807174814,-0.5252556474267068,-0.2638049617816127,0.6518571343127144,-0.6646879955316554,0.24589048519280263,0.18150803557969636,-0.11923754701468708,-0.24015654042149714,-0.6439437805636086,-0.20017501733286466,-0.4802480272753877,0.4822188830183987,-0.24599465787017508,-0.017110168741463126,0.1321851995996428,-0.12415765245582022,0.7430680468528303,0.04057091393248532,0.7436987396938326,0.19045709249215445,-0.03293731470523055,-0.18495319830143894,0.04364386253984554,-0.9472844160758309,-0.7499084135364031,-0.10366722235173784,-0.7836982807138222,-0.3360538866440327,0.21765320156183968,-0.33367055086130804,-0.1584571626322024,-0.6731380834731643,-0.6047997984565752,0.730150603032069,1.0,0.15088315413404993,0.26017878731755695,0.453607841544433,0.12353089737355447,-0.39370466399823917,-0.2200097770536535,-0.06875894429445903
cop,0.4272209554076375,-0.8946768452679313,0.3458008596233012,0.62424310341114,0.31626200298121065,-0.29963294303745774,0.2208767592787138,0.04986647550684756,-0.4590203141829789,-0.5806945334758316,-0.19917265763878694,0.7543065826024308,-0.3697341935627065,-0.4204794747082432,0.6237752449940707,0.23763121721483524,0.1509183300329283,-0.1830125428259744,-0.4099713807756225,0.17947777048521288,-0.45472967626676697,-0.2718453195974978,-0.5457389305913598,0.28536720704163043,0.4878336900051617,-0.4628808556581497,-0.4367775198326124,0.7954634601670103,0.20366527601541945,0.38483904842695116,0.05371562982975878,0.1565818882369627,0.4879728764598189,0.2964231781079192,0.7671463240754353,-0.4160217784767772,0.16867001242974264,-0.280224365937686,-0.29766934384826826,-0.44113212874308744,-0.47986528411885604,0.15088315413404993,1.0,-0.5419445378140423,0.5464489730719785,-0.6191447828844773,-0.08793332833634827,0.08499916096580089,-0.6983973210482693
obj,-0.9137430658438558,0.8044488507195672,0.34659128248183513,-0.2528455294116479,-0.06777457287723498,0.833231604178399,0.26534436494585556,-0.7954321313058903,-0.2682919130829045,0.8193085583399187,-0.3357925722259938,-0.8325197254254956,0.8178238905578383,-0.24397951923507924,-0.9749828893104535,0.15779127912890378,-0.8575392954939666,-0.38691275677557946,0.9186336393118723,-0.7589959498535909,0.9329547041054685,-0.1543831498354442,0.09846686492573697,0.12382473763110186,-0.3697175549025351,0.7421967251100725,-0.0306138893829267,-0.8549700394138523,0.1900052811807494,0.4918890194758944,-0.5135311436083415,-0.05113118108067163,-0.26548463857717,-0.32408212068276454,-0.9147246445487563,0.09721588222444513,-0.03886668449765587,-0.309127852140588,-0.5295031458329055,0.5313446717412926,0.77430716137822,0.26017878731755695,-0.5419445378140423,1.0,-0.66236486517897,0.34786792893908863,0.6031179758095807,-0.3962044723999638,0.9322976690461408
ccomp,0.7295943232698453,-0.7814340567986012,0.38098260066463263,0.8133827254805874,-0.5172247859325866,-0.1581459373816914,-0.6241772368940197,0.4522305559502632,-0.18450119650970254,-0.24969521738216605,-0.4182385589644513,0.7878384277793244,-0.351885130400418,0.38923516217921084,0.5826856925679547,-0.5877450730764339,0.4712323560503466,0.28955042759362426,-0.33121404608171456,0.6936466779933882,-0.7306038576478101,-0.08400746525520865,-0.46075245553424105,0.6353294019119682,0.009138116744721776,-0.04783390838107946,0.43251292383198864,0.8139814649890226,-0.5957459634785612,-0.3703672374670645,-0.26552177428768586,-0.2955844928910701,0.46698455270549266,-0.0991761135118228,0.561136497020592,0.3753490255915101,-0.5276005685745934,-0.1341196991919193,-0.13798589143337686,-0.7245053963543169,-0.10478283068180468,0.453607841544433,0.5464489730719785,-0.66236486517897,1.0,0.07914635287765918,-0.8459903874144219,-0.15350898924709974,-0.8662982012345912
acl:relcl,-0.3359695284588672,0.5333530808324505,0.2952446768832426,-0.10101826472580587,-0.5640906672354823,0.40264222113737413,-0.7879203824959016,0.18381088136980692,-0.18838569861721408,0.48641579795709317,-0.5042576399012714,-0.5303518547254666,0.6468280668575536,0.811421914425091,-0.5456495568815884,-0.3866574112573616,-0.3000905074313737,0.6160099574208773,0.5476147722533059,0.32983427447818997,0.34755754038696396,-0.3681245921762087,-0.25275346261807835,0.45798182893191913,-0.9464379584326199,0.5863270718129413,0.9088735669644988,-0.23834637704299955,-0.8281859330716858,-0.2751854538733187,-0.34679105602548177,0.03783661914834443,0.2892778601729348,-0.06090774608150983,-0.487894683374141,0.9527747573553587,-0.8676336873269673,-0.3903399424185526,-0.17367268871882302,0.355896146695782,0.5498302982884136,0.12353089737355447,-0.6191447828844773,0.34786792893908863,0.07914635287765918,1.0,-0.24669380702775756,-0.7514274695145966,0.29988928411500143
advmod,-0.7908652726451155,0.48970709667568035,-0.03094302161636867,-0.5633691515621373,0.754269643175776,0.1647497096729857,0.7401184984143306,-0.5483425857908145,-0.28998801639729177,0.05444782364119653,0.13356383762600862,-0.6330360482729479,0.46038899295973534,-0.6023523823753244,-0.4992239738863994,0.8673624156591772,-0.6865850303695679,-0.3359284660002049,0.36062410009205936,-0.6853726581320878,0.7724650317674098,-0.3134629883974034,0.001910411130424188,-0.38038093702336095,0.02358602518643759,-0.06921965010538435,-0.6177546409538643,-0.5078244199781762,0.662377196133162,0.7890505592872216,0.22077883283389013,0.5587938893873831,-0.06348543565786152,0.36385674501159604,-0.30444210600998484,-0.49217047847405265,0.5021246710394341,-0.2759094679508645,-0.21392363596918215,0.7481247567859611,-0.021511121715910606,-0.39370466399823917,-0.08793332833634827,0.6031179758095807,-0.8459903874144219,-0.24669380702775756,1.0,-0.061152137689918104,0.7028990751334706
orphan,0.5204130799119938,-0.2519687876873556,-0.7433243652735921,-0.17001450294873618,0.22689378607070532,-0.4974636434941946,0.52714676496638,0.07274245883798929,0.7885967163549897,-0.325331995351199,0.8507451146201714,0.4207634979943258,-0.8422389305793251,-0.4347334214080355,0.5412874207617053,-0.019767294458154505,0.6657916719724339,-0.4411570991831379,-0.6706031661593487,-0.19045028976094505,-0.5100470392381256,0.8410728524741488,0.7710934539781854,-0.7393441424414474,0.8716198312794518,-0.49824499601386457,-0.5883268112873431,-0.02492030644051567,0.6352492429692345,-0.3384378959156478,0.44267425082290884,-0.3505978045999222,-0.7116915859105811,-0.22093481314058372,0.2682411285218607,-0.7310898829866542,0.8180090563661464,0.8990973531271605,0.66466064925993,-0.4356389186005636,-0.45914159118872583,-0.2200097770536535,0.08499916096580089,-0.3962044723999638,-0.15350898924709974,-0.7514274695145966,-0.061152137689918104,1.0,-0.2170999821778671
punct,-0.9026634809510286,0.9307936039024575,0.005171687102551094,-0.5800991482085671,0.11880964705962331,0.5917188238146192,0.34148843903751847,-0.6308916531408408,-0.03094364328002456,0.6615366968575959,-0.014516212504908251,-0.9342629887122564,0.6981496348024981,-0.2006845629907224,-0.9069937542731537,0.29684026561786836,-0.723203727003405,-0.27424910147905013,0.7401276129717599,-0.7219793110599352,0.9174354494359551,-0.048090232271958085,0.29891384624434814,-0.21266153826529713,-0.33390848383540156,0.5236798874626173,-0.093862248085942,-0.9390225081560242,0.28586490603860043,0.3750422823025779,-0.19455923348544799,0.0927934092043269,-0.38425615011473346,-0.16822458101430998,-0.8744213975067019,0.0034587521222885944,0.13006732819064196,-0.11105490054322968,-0.21063206654289895,0.6939882873515425,0.565883901075912,-0.06875894429445903,-0.6983973210482693,0.9322976690461408,-0.8662982012345912,0.29988928411500143,0.7028990751334706,-0.2170999821778671,1.0
