,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
csubj:pass,0.06867566315688052,0.35521091815519,-0.8377431131122536,0.15617764370977652,-0.9975768959835584,-0.29375989438159916,0.3849981239174454,-0.6143204505963529,0.03690524295550745,-0.20754491357998273,0.9656994421231282,0.2982657763105473,0.39178680611612615,0.5016742887769078,-0.6815669092937923,-0.9046158282650241,-0.20665101924771853,0.6864286034846806,0.09721790610043801,-0.06835166427769611,-0.3651745546851193,-0.7232650153607256,-0.8421845345655997,-0.8978334729283902,0.6570196210472689,0.9009664160150401,0.2822081193819356,0.1648221430898348,-0.1394982389279342,-0.1631300771073699,1.0,-0.5411690187624235,-0.20665101924771853,0.17260518926444898,0.1273108286910556,0.5462110464383317,0.9057517369838853,-0.480012733235239,-0.5644055401775413,0.49988937432660213,-0.4604548345973481,-0.392598213261324,0.6652091745033148,0.040243955804093366,-0.6856095603179733,0.9549626583961481,-0.5112688140739695,0.06026651055196249
acl,0.7915504117715099,-0.9739025795130504,0.6658497566641886,0.6505701179437238,0.5897461588318975,-0.5820357545518716,0.1544559307719568,-0.19101699145240425,0.23594824440691953,0.34483188400940645,-0.5184499406284814,-0.8167430129983134,-0.9646462522120486,-0.11725789034559293,0.23241955791428034,0.838523369372714,0.5687732013477537,-0.21031192827881573,-0.8802967954341322,-0.7970498715565716,0.9803638821275905,-0.00693344658192219,0.8942712024271873,0.1764894292750676,0.129575748207504,-0.8479884130730087,0.04570980762404236,-0.7579139530437324,0.08437850203975207,0.7873911911950063,-0.5411690187624235,1.0,0.5687732013477537,0.3158639328562454,-0.9016679673021547,0.2886183310801047,-0.28257944047574507,0.2855304278285498,0.4806843479481583,-0.21146115495973175,0.5474485433449453,0.44634718434463194,0.03347028552808035,-0.6676252368600508,0.5236211274958888,-0.7574753040191976,0.6701947553253411,-0.8610675441765888
expl:pass,0.647584743567794,-0.6588826921166261,-0.08344598308001128,0.06857048062661472,0.20881808133809954,-0.11674265265489038,-0.5089503988553818,0.183213336867757,0.9322184649877511,0.956613539293209,0.014359534491512596,-0.03669413119394212,-0.39380270876256057,-0.6918608035950745,-0.5278851445510586,0.33334040956630157,1.0,-0.608477446487807,-0.6749597613800811,-0.612490783548535,0.5693468351232195,0.30091144151202825,0.3458335105736482,-0.21122931273943799,0.572560526713698,-0.3641109771306972,-0.6866922954163245,0.008573201262347773,0.8402191967370315,0.9177066725136467,-0.20665101924771853,0.5687732013477537,1.0,-0.4679715819339401,-0.5193929475581511,0.6453997444146895,-0.33333333333333337,0.8291917068648167,0.8797870980113935,0.6372365250623887,0.9499890896043733,-0.4810206278670023,0.5902187728341377,0.09439209226887102,-0.33333333333333337,-0.2891659993478311,-0.22658232227683794,-0.6784395362484761
amod,0.3585933249785889,-0.3065109365553078,0.3929266197775745,0.8461995526836088,-0.11219180129975986,-0.7967771090970402,0.9750984434004735,-0.8242277218529274,-0.660623742744389,-0.7047896751267678,-0.05323045092573995,-0.7997440174942844,-0.5505727146614875,0.8998046523756169,0.41444249910461795,0.1290867119184485,-0.4679715819339401,0.8124751908579546,-0.3359320100413483,-0.4022457496135409,0.4025385544832534,-0.7856943459777534,0.22584657383508885,-0.12686406444705356,-0.021379313660780715,-0.11093906869075214,0.9598579203454355,-0.8582483184658845,-0.866860919372294,-0.07845342895431319,0.17260518926444898,0.3158639328562454,-0.4679715819339401,1.0,-0.5074154335525773,0.03165747193428036,0.5714883604233011,-0.8187244311364952,-0.6800069833001673,-0.6187624113006521,-0.6036944356298792,0.8183163231044269,-0.15573661908610612,-0.9141868838870024,0.5736930972919885,-0.04151119316774859,0.7568023237315727,-0.33157732254294
nummod,-0.9586175887049841,0.9603057117179603,-0.3836916016065467,-0.8712619089517598,-0.18776603149383303,0.8557677790974706,-0.42341128665840444,0.565102139951986,-0.24400106403806582,-0.2483067917031444,0.1324197716918426,0.8402406683737385,0.9480221176049193,-0.1645626573418581,0.03439232123513809,-0.5315233680670619,-0.5193929475581511,-0.14123618373163568,0.9789491702344398,0.9675550291678718,-0.9691119060722966,0.40485024713333745,-0.631224531223907,0.23666309121253196,-0.46081882607822927,0.5428894781209525,-0.24923221432132125,0.8408087585683861,0.026585614780207666,-0.8146811955097899,0.1273108286910556,-0.9016679673021547,-0.5193929475581511,-0.5074154335525773,1.0,-0.5925630186220936,-0.14822388087152027,-0.04291934660133781,-0.23402078991195577,0.0418684707442544,-0.36483299443137984,-0.37394763251471347,-0.34646866919383723,0.8010959323619061,-0.3060110391070867,0.4093508196924457,-0.5684186363839757,0.9744264629566538
conj,0.7947936170034948,-0.49799759906035956,-0.5085709169315767,0.4774123481992873,-0.5206783198648717,-0.5993112037756255,0.12822394851119942,-0.5411102134501299,0.677030657288583,0.5178479287654406,0.6524029225434613,-0.12059256567106995,-0.3080072002114328,0.005821778903097404,-0.8189078992114823,-0.25129653181883915,0.6453997444146895,0.1798033385580075,-0.6997399248634653,-0.7768136221582592,0.44036033905840966,-0.48900017202936974,-0.16189611806737958,-0.8592294347508377,0.9867702115023751,0.22597206397690744,-0.11707614688382986,-0.18939018878694275,0.3945175212019949,0.7370816787998662,0.5462110464383317,0.2886183310801047,0.6453997444146895,0.03165747193428036,-0.5925630186220936,1.0,0.5050176396671815,0.1693804368717455,0.2102952582979794,0.7258130690141243,0.3757197237595148,-0.4314611279691962,0.960706443714768,-0.21248902340639209,-0.5783398315211087,0.35940839164815436,-0.2914921993718597,-0.7266654040145529
appos,0.2520157376446095,0.12629584249513323,-0.5296466362701439,0.5156645031672564,-0.8763924559171938,-0.6112045137984858,0.7362766351988967,-0.8771265772463234,-0.21935124497076613,-0.4429772599255031,0.7864684628020844,-0.11207460569577889,0.06046731841824497,0.7908994092499406,-0.4115670406289337,-0.6834230718445437,-0.33333333333333337,0.9107020893775015,-0.10409753538851162,-0.2696286733834644,-0.09593347744491557,-0.9451387959761376,-0.58684891822137,-0.8206958324282109,0.5703362252557974,0.6869767611557185,0.6341988387084877,-0.24802377120843164,-0.4648474275918298,-0.12553364641687903,0.9057517369838853,-0.28257944047574507,-0.33333333333333337,0.5714883604233011,-0.14822388087152027,0.5050176396671815,1.0,-0.7292358006278264,-0.7349336197435546,0.1727351919327685,-0.6098282382015636,0.015060988828907619,0.5175686834358486,-0.3733246671358949,-0.3333333333333333,0.7673353748115153,-0.09923739492631067,-0.13329537890528745
case,0.13328939262207992,-0.2855874352859266,-0.014538417873879963,-0.4513495346199281,0.44880557227196743,0.43875552355955866,-0.8868761998138323,0.7009145893374948,0.8261204099928715,0.9307576913120379,-0.23578491832742432,0.31612188379360395,-0.0285391189018306,-0.9763663242203116,-0.30339361144411003,0.3617085868572132,0.8291917068648167,-0.938636229375341,-0.20615760673826547,-0.09204518079891354,0.19096912319739107,0.7732089505702355,0.3000256006098021,0.2075956351081688,0.12775402827891993,-0.3863767632841719,-0.9434840842471124,0.40807205091549054,0.935389301341813,0.5695243083468596,-0.480012733235239,0.2855304278285498,0.8291917068648167,-0.8187244311364952,-0.04291934660133781,0.1693804368717455,-0.7292358006278264,1.0,0.9775996889110872,0.5190208196612567,0.9453194218260365,-0.5716061096405937,0.2051639862634727,0.5175116983126791,-0.283423880569382,-0.39852346666114186,-0.3722333849950916,-0.19989143648153038
xcomp:pred,0.29057772129369636,-0.4731027907183614,0.1388221451070662,-0.2732844506010675,0.5463733696491745,0.2780236039814933,-0.7790624072680804,0.6042971962863015,0.8028923893459037,0.9242655722203862,-0.33664580187219983,0.10945037318005571,-0.23732675407107123,-0.9201877611806956,-0.219079961734983,0.5194016419849052,0.8797870980113935,-0.907804388651074,-0.37782648802799973,-0.2541852557245029,0.38839456341801876,0.7108632324002166,0.47448715193079266,0.23682600387162656,0.13702410401355006,-0.5438677022688252,-0.8528532924864806,0.20730830211464277,0.8718399903662349,0.6896587697475003,-0.5644055401775413,0.4806843479481583,0.8797870980113935,-0.6800069833001673,-0.23402078991195577,0.2102952582979794,-0.7349336197435546,0.9775996889110872,1.0,0.4220151787568113,0.9837841906420282,-0.4206824273937563,0.18683317589119555,0.32775574801222795,-0.13834071714129842,-0.5360972400910096,-0.18969816845140874,-0.3675865463681595
aux:pass,0.23751787932268584,0.027005773220685564,-0.8189077387012874,-0.2574899690038297,-0.5258824973587296,0.1110066008410328,-0.4815242946345054,0.0677481419977336,0.8614956377571767,0.72567579584256,0.7071995746492088,0.5700973977523331,0.3170539676065624,-0.46610718203458734,-0.9680614006193375,-0.5069807715328262,0.6372365250623887,-0.24895083391460499,-0.14788160544411902,-0.1968468953217082,-0.12980707258375476,0.038942460128651574,-0.5027326214735852,-0.6834997888849752,0.7878689656591162,0.47859788695645056,-0.6450590683987845,0.5302187365159589,0.7857559672666139,0.43542960339352577,0.49988937432660213,-0.21146115495973175,0.6372365250623887,-0.6187624113006521,0.0418684707442544,0.7258130690141243,0.1727351919327685,0.5190208196612567,0.4220151787568113,1.0,0.49718763949042777,-0.9334737575614808,0.8676837599243649,0.5179100308267552,-0.9385579748800098,0.5248560559602784,-0.8449710396011564,-0.17768426955654448
advmod:neg,0.4442118418574702,-0.5736445626094767,0.08145172448617409,-0.13605744319846524,0.4508090571016633,0.12412465617650362,-0.6881487939956356,0.4566360692518764,0.8655117531844009,0.957199917608527,-0.23164784479846806,0.034705612012781016,-0.32433797073639065,-0.8538728554051074,-0.324353327390313,0.48461985123806944,0.9499890896043733,-0.8189226671014556,-0.5139217252537654,-0.4080011225923379,0.4863872870348081,0.5739090632977999,0.46117341701604314,0.08604688272554673,0.29699035493658704,-0.5118998356433921,-0.802928636274035,0.1168482026587013,0.8737201631041974,0.8022834054620004,-0.4604548345973481,0.5474485433449453,0.9499890896043733,-0.6036944356298792,-0.36483299443137984,0.3757197237595148,-0.6098282382015636,0.9453194218260365,0.9837841906420282,0.49718763949042777,1.0,-0.43393909648163936,0.3331495945292475,0.22915853255362867,-0.19362698006103707,-0.47752568941284934,-0.1851865076713793,-0.507852013507328
cop,0.11108525347495832,-0.3113977593961796,0.8235457336877977,0.584941745315599,0.44000618157753185,-0.4544731445313369,0.6840728895097918,-0.35702117137114847,-0.7642790117976268,-0.664201461322221,-0.6053479900950505,-0.8169734824093902,-0.5896710132050487,0.5951637766982198,0.8479871726463508,0.5557980181675185,-0.4810206278670023,0.3987708434334669,-0.18259874562292253,-0.15456332184803528,0.4150940139370311,-0.2883038538641831,0.5958747504316093,0.46224185109291477,-0.5229051824857357,-0.5321482525452902,0.7700125931634801,-0.7973919694365238,-0.8103195982860814,-0.17043212459485996,-0.392598213261324,0.44634718434463194,-0.4810206278670023,0.8183163231044269,-0.37394763251471347,-0.4314611279691962,0.015060988828907619,-0.5716061096405937,-0.4206824273937563,-0.9334737575614808,-0.43393909648163936,1.0,-0.6411145835469748,-0.789721112892589,0.9376664388432004,-0.5231541671882917,0.9628050342484131,-0.1569036515283999
obj,0.5970955167548887,-0.25612227669751303,-0.7207135508834975,0.24533300584144427,-0.6569845805805825,-0.39219404624670123,-0.01675041828167259,-0.41778331785309675,0.7207974709675572,0.5372998816038616,0.7957666306404438,0.15444333648858105,-0.034079782462534264,-0.0723686832341295,-0.9444812034717096,-0.46415201526665417,0.5902187728341377,0.13811856777374748,-0.4817049962730335,-0.5722374357440355,0.18409289106263432,-0.41038433905592087,-0.396017907954189,-0.910165926297743,0.9893595786098796,0.4381011971661642,-0.24292833299484706,0.07706438257439795,0.4882940084397288,0.5895890906273868,0.6652091745033148,0.03347028552808035,0.5902187728341377,-0.15573661908610612,-0.34646866919383723,0.960706443714768,0.5175686834358486,0.2051639862634727,0.18683317589119555,0.8676837599243649,0.3331495945292475,-0.6411145835469748,1.0,0.03931201462717828,-0.7813813841950715,0.5468871136818748,-0.5405819294878961,-0.5143070713232233
ccomp,-0.6549323006595503,0.6650828758078513,-0.5371864758134014,-0.9590040147746081,-0.1089385574440927,0.9017056459148818,-0.8373246856998964,0.7632832003116335,0.3761201154101225,0.3790208042334335,0.2010000801907147,0.9627728912296966,0.8394431050623489,-0.6610053637906763,-0.3588917621595371,-0.41726792553609393,0.09439209226887102,-0.5679244384634096,0.6655705678938106,0.6901305466370113,-0.7389539337254366,0.6558745294310712,-0.5220278960227156,0.09181440473107227,-0.10647934079589891,0.4086127514993723,-0.7642077415311249,0.9903207115433523,0.6191334383170707,-0.30554143314596865,0.040243955804093366,-0.6676252368600508,0.09439209226887102,-0.9141868838870024,0.8010959323619061,-0.21248902340639209,-0.3733246671358949,0.5175116983126791,0.32775574801222795,0.5179100308267552,0.22915853255362867,-0.789721112892589,0.03931201462717828,1.0,-0.6175510401414047,0.30828936940720686,-0.8407089856094204,0.6564425083736558
fixed,0.022330508398889466,-0.3425710573755822,0.9614903004017842,0.37573589191904944,0.7203339714267998,-0.21962730356283702,0.3895072965156614,-0.03360702851413912,-0.6411240221333283,-0.4690490319000859,-0.8442223770578027,-0.734429605312242,-0.5813430741620517,0.28532078103736963,0.9408937774134843,0.7640538413374024,-0.33333333333333337,0.058697553760733344,-0.14125436808897088,-0.05714775027247984,0.42959437134751466,0.055670576438141446,0.7686961988306177,0.7193576423289979,-0.6878912244393074,-0.7431107676667317,0.5048912082298643,-0.6686514507140419,-0.6004993541285071,-0.11181547289753507,-0.6856095603179733,0.5236211274958888,-0.33333333333333337,0.5736930972919885,-0.3060110391070867,-0.5783398315211087,-0.3333333333333333,-0.283423880569382,-0.13834071714129842,-0.9385579748800098,-0.19362698006103707,0.9376664388432004,-0.7813813841950715,-0.6175510401414047,1.0,-0.7618608371981838,0.9436359565238988,-0.10688427801790784
acl:relcl,-0.2043266916879477,0.5975280286601746,-0.9102345837716989,-0.13705097915828623,-0.9724737843742465,0.000677541753429713,0.18030112270267662,-0.3705256133658689,0.02265937331965713,-0.20387337385178272,0.9411175241500002,0.5510256511616636,0.6469965435456488,0.36040013247217956,-0.6603019517991234,-0.9902611498297305,-0.2891659993478311,0.5457412537489157,0.3629988188772472,0.21016245765241495,-0.6162867055810705,-0.5157723669448573,-0.9642384689146306,-0.7710347195485329,0.5003027439234402,0.9883477427739049,0.12915978708242296,0.4306827389451597,-0.05871973833229212,-0.35213983024957823,0.9549626583961481,-0.7574753040191976,-0.2891659993478311,-0.04151119316774859,0.4093508196924457,0.35940839164815436,0.7673353748115153,-0.39852346666114186,-0.5360972400910096,0.5248560559602784,-0.47752568941284934,-0.5231541671882917,0.5468871136818748,0.30828936940720686,-0.7618608371981838,1.0,-0.6786126988793898,0.32695106563929205
advmod,0.3141863754109746,-0.5453934256711526,0.8955080260870132,0.6607000750286176,0.5639888927338714,-0.5291767133656388,0.5931718889645325,-0.3267418378858548,-0.5625899592783293,-0.4408924607170919,-0.6785617806896083,-0.9144391710714956,-0.7728384929040971,0.4387342871342552,0.7869030912199931,0.7267791567103727,-0.22658232227683794,0.24440043486381788,-0.4039589055922568,-0.3515132808077524,0.6328423462895744,-0.21410645913022738,0.7734425495571852,0.46125525181105914,-0.4157548985119926,-0.7098996666184371,0.6364412025804892,-0.8769997721372219,-0.6374916220594739,0.0895082754060747,-0.5112688140739695,0.6701947553253411,-0.22658232227683794,0.7568023237315727,-0.5684186363839757,-0.2914921993718597,-0.09923739492631067,-0.3722333849950916,-0.18969816845140874,-0.8449710396011564,-0.1851865076713793,0.9628050342484131,-0.5405819294878961,-0.8407089856094204,0.9436359565238988,-0.6786126988793898,1.0,-0.37608555855907627
punct,-0.9916724313388732,0.9530472948473111,-0.22170036759004044,-0.7779484134474224,-0.11273229940359497,0.79095627695527,-0.2708381467066024,0.4983929201761237,-0.45044546706496014,-0.4355867688177852,0.011641741288602384,0.6972417772687792,0.8711167056188871,-0.01471029680119749,0.23333033317683452,-0.44775104195003496,-0.6784395362484761,-0.0348008446503474,0.9992317035808504,0.9903114745593915,-0.9366877719354971,0.34240624371971023,-0.5424765888705259,0.34720782296914754,-0.606692201382067,0.46569631536520006,-0.06615207136827744,0.6996842227227903,-0.17781408584478078,-0.9141852186330285,0.06026651055196249,-0.8610675441765888,-0.6784395362484761,-0.33157732254294,0.9744264629566538,-0.7266654040145529,-0.13329537890528745,-0.19989143648153038,-0.3675865463681595,-0.17768426955654448,-0.507852013507328,-0.1569036515283999,-0.5143070713232233,0.6564425083736558,-0.10688427801790784,0.32695106563929205,-0.37608555855907627,1.0
