,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
advcl:cmpr,-0.05664818463518542,-0.037697986728736727,0.5564488996424996,0.16091536974359602,-0.5727935668467992,-0.0021054576405082556,-0.5009843844071726,-0.1559045009817511,0.1501140294692499,0.39021808606190017,0.21198265741625488,-0.45656638412202566,-0.709298266156625,0.6224070070573569,0.04095220966972799,-0.1861123573246963,-0.2518807722304153,-0.04133911459529931,-0.24580116234802402,-0.05300499114134544,-0.0026842266270509295,0.07521108344531663,-0.082639560616601,0.10207140868337874,0.4550702581915641,-0.053198726466085776,0.10341568643775205,-0.3156835389052878,1.0,-0.08571318990837516,-0.041284302359662836,-0.0649127957232392,0.41279858911172324,-0.20874685256600997,0.19077458785579188,0.6310104450690932,-0.3052926214984125,-0.08762080193985981,0.25603054406987236,-0.19682024055712016,0.3567224319153804,0.24249731532907154,0.42215869875414513,-0.4761635650601321,0.3014158025683569,0.45713689733513024,0.02014965917364317,-0.056847277450221056,-0.19407031285737678,-0.012557950518115391
cc,-0.40346863043431014,0.28707815534381953,0.1590804173885272,0.5610476422286215,0.5406614341657338,0.9595477929213934,-0.47623593761231764,0.24796698661547864,0.5185067866100439,-0.7329269224394621,-0.2575029408268243,-0.12444635563734761,-0.07389662751573702,-0.3123164976783776,0.2316685921989931,-0.6766897423862029,0.6442036037393212,0.22654034617114488,-0.34281900567627177,0.4781215103065624,0.5460016695411427,0.5298377982361583,-0.3815926488772245,-0.4462801994223323,0.23214787450521668,0.18440158153259995,-0.567475442536196,-0.38935380135905434,-0.08571318990837516,1.0,-0.541143733363798,0.15039299110909649,0.5996948444011163,0.6735221292974584,-0.13666621398971623,-0.07140616179186973,-0.31746925602985615,0.7010431202555341,-0.8342226296903629,-0.07841155307919406,-0.007905373930059922,-0.4045368555265055,-0.04740530561664872,0.4149556393170828,-0.7615594735466583,-0.43153528120026746,-0.7805973232928708,0.2638922808510221,0.31659333142262747,0.3269402583941339
nsubj:pass,0.3010162244976293,-0.27263063115513575,-0.15289290255670882,-0.14621606211503627,0.20199269985333448,-0.36430785890422773,-0.013311352328206278,0.3567124870454535,-0.41579640131031526,0.465438894896996,-0.11275865121766247,0.3221257283313377,0.4048358195417221,-0.2673150186134725,-0.28303902705742173,0.8866988569431942,0.0269148167498203,-0.8541878777601132,-0.5070214941130137,-0.3340671408464764,0.032591016242972844,-0.07180775315329892,0.6314131476954609,-0.009004863448806808,-0.0024493545686953846,0.5176298171652288,0.1728454514031641,-0.3661872864560165,-0.041284302359662836,-0.541143733363798,1.0,-0.24378304937088358,-0.21988336057156882,-0.8744560434714047,0.1743755790699708,-0.10365500978574674,0.8990362442508575,-0.797297882642198,0.5885033087301688,-0.46701909421537285,0.49933210065921546,0.27386838469195673,-0.2798795742215657,-0.3269285891999216,0.08855900078177746,0.04778252393266773,0.36887462251831477,0.44914564919161504,-0.8454640282088945,-0.36208782329192385
discourse,0.1496587044480445,-0.17762912412850923,-0.5892723800964766,0.21631394524215689,-0.08492166069868265,0.03195745400402806,-0.04231574178333048,-0.2897346175695914,0.47200981384293816,-0.35842479929917626,0.1810506806806661,0.265662546709374,-0.2991216116127161,0.0857043175948102,0.23898575037114322,-0.11090684076737725,-0.5259777104072477,0.20120469248521033,0.29266449617570534,-0.11287153484903271,0.06153720967932829,-0.0803161197864014,-0.29878419258040606,-0.23815228882401818,0.5202098648684317,-0.1770658437675451,-0.08036375677022571,-0.08986733641956021,-0.0649127957232392,0.15039299110909649,-0.24378304937088358,1.0,-0.21947634670057647,0.23196241224030423,0.43540697779986315,0.09660222182071738,-0.31074532874485344,0.08534118690624416,-0.3734745994277221,0.5035416091333909,-0.5657877888492298,0.06080557038437508,0.06690906389679574,0.4712860496272357,-0.44215026041047056,-0.20824944688411645,0.41979739889121426,-0.2513584601758814,0.5098851922501879,-0.16530624485165457
csubj:pass,-0.1681325607928315,0.05944934137023112,0.4461209154275385,0.007118955991009627,0.018487878522167534,0.66743798274835,-0.5043827145611165,0.5032632046618856,0.21473293848084485,0.08052638284632649,-0.22138780210332268,-0.14942676682631348,-0.29155157515812596,-0.2720519362214134,-0.0721593420002447,-0.42473057881844445,0.5251606288675468,0.050813685727490586,-0.4095320500828398,0.15078563113906526,0.6457574683113336,0.7632934305049385,-0.09090000676646094,-0.5937194706711828,0.14407596778699283,-0.09937702733512051,-0.2124220463758816,-0.33827647457420185,0.41279858911172324,0.5996948444011163,-0.21988336057156882,-0.21947634670057647,1.0,0.07371347746366333,-0.302631833283333,0.11530135269408719,-0.19787208168291448,0.2894727244195552,-0.0823899852063479,-0.5712516043985014,0.6579820883126801,-0.4415776177389927,-0.2914424754548735,0.0364781598023277,-0.41716692766031316,0.15165668253324024,-0.5030652439651313,0.027236496732166875,-0.15588449791992365,0.04272587734767962
acl,-0.3590067930384727,0.2656583943375607,0.13536657045914136,0.4202901084654588,0.21768125445750283,0.5546645523420122,-0.01924908294094484,-0.1573419132392646,0.6118751004227755,-0.7593403532687169,-0.19680239687481318,-0.38180469169757125,-0.2742979487993939,0.15325380400100994,0.2940643250754438,-0.7625536005502036,0.1656098591142886,0.7384146137962387,0.28155460525269477,0.44795083696656124,0.060339726999392225,0.16156886541856033,-0.7640325272047076,-0.026083495251340166,0.018359357043495617,-0.11066102780317166,-0.5355025313208116,0.2531862311229581,-0.20874685256600997,0.6735221292974584,-0.8744560434714047,0.23196241224030423,0.07371347746366333,1.0,-0.023381010755310665,0.1172854021096818,-0.7320497318674709,0.8971765883015843,-0.8386637362480688,0.444123265266217,-0.6000404585625955,-0.4150759312726407,0.4074053823773579,0.23438906922680283,-0.30113807087324646,-0.19151132186706882,-0.5823536537979012,-0.0693147154179352,0.8507257110104336,0.38508055814454806
expl:pass,0.6432741156658272,-0.7476465066836258,0.19108200034445355,0.47120041930053785,0.1107588397135287,-0.04794823464590567,-0.4989684043480781,0.08926091839431936,0.49921489984406603,-0.24040317864339333,-0.37867987405093984,0.15296698114565238,-0.4220288227590485,0.5352780358800021,-0.4832410768821667,0.03437987152674037,-0.2891225250024673,-0.29053295957989883,-0.10722010717095745,-0.6122086760174499,0.31272621006313917,-0.10226397028539548,-0.35437792465195955,0.29194517944403764,0.8139154101683578,0.40088492609072846,-0.15450666671996835,-0.2937470547985986,0.19077458785579188,-0.13666621398971623,0.1743755790699708,0.43540697779986315,-0.302631833283333,-0.023381010755310665,1.0,0.7108695749496249,-0.1181789192033862,0.15132990378036626,-0.12929146226042343,-0.14147813209168875,-0.1216971129215891,0.0652462365845342,0.4054051576585284,-0.27493025776062935,-0.17362879629731764,0.3348951783898359,0.2701946980335046,0.4487432598471249,0.1488937243547854,-0.6810202560962301
amod,0.3493437908103967,-0.5463591654302958,0.6379668121110225,0.3049770100246645,-0.2591730369051877,0.07019681811869496,-0.46933701685658663,0.1671080407936189,0.6443952225820547,0.05082178260924599,-0.44511989187573664,-0.43810964383601547,-0.8621865472106431,0.7495089830248508,-0.34774243685468537,-0.1837495229253872,-0.2876265984460235,0.09999045190849234,-0.08672170667314909,-0.358377664492038,0.2621471920389132,0.23298727759035245,-0.6370044406285744,0.1544572231777776,0.6101306428152294,0.16519270535062497,-0.3237874184893835,-0.06465007355739427,0.6310104450690932,-0.07140616179186973,-0.10365500978574674,0.09660222182071738,0.11530135269408719,0.1172854021096818,0.7108695749496249,1.0,-0.48471379501155615,0.3237935216523605,0.0052676179148069425,-0.2199753405771197,0.0711567373538023,-0.227024983824902,0.6677546624706119,-0.6783795739955077,0.08734044961002888,0.7410487697426095,-0.008338615679519127,0.22165993277486237,0.2250913013865416,-0.4328696071641711
nummod,0.055459018306080486,0.028338314608308515,-0.30386381516649297,-0.09647980946646241,0.4300443582379203,-0.2060910366862769,0.07149581209610963,0.29125403724615645,-0.5699138359528825,0.2532329900874556,0.008370998093953896,0.41080920845746977,0.733969296987088,-0.5506286866814861,-0.09746235198139637,0.7843845231562134,0.2883235027438667,-0.8301944128015357,-0.5362725219339503,-0.06906175442931528,-0.015947321026728443,-0.12110993800263198,0.776825069214525,-0.05205169079826523,-0.21085871451729743,0.5286350502281367,0.17470655579195232,-0.39894973038578757,-0.3052926214984125,-0.31746925602985615,0.8990362442508575,-0.31074532874485344,-0.19787208168291448,-0.7320497318674709,-0.1181789192033862,-0.48471379501155615,1.0,-0.7345574112450323,0.38294152666397785,-0.3681762872640435,0.4268965699517799,0.31487909901619704,-0.4653953936613587,-0.023350163606517996,-0.03455201114005808,-0.33465781743239453,0.16003008314254039,0.4561402235699981,-0.8451631535643932,-0.0847765614795187
conj,-0.050603537496189684,-0.06472049494731502,0.43786874873468706,0.4192192202547576,0.26219357121055015,0.6435362705181344,-0.3098983107106696,0.11248280219951308,0.6413714534379623,-0.6882666274098707,-0.4365625839600321,-0.25302308953344443,-0.36097491321064534,0.1968103255318065,-0.10845767209057873,-0.8467308119299973,0.3400700899631669,0.5665473782417223,0.15112516122454597,0.13825512366659987,0.39939190189359786,0.32532269316565754,-0.769517388583789,-0.004163475350758399,0.2178915077463808,-0.050832734678248837,-0.49060344074866485,0.12839241578514707,-0.08762080193985981,0.7010431202555341,-0.797297882642198,0.08534118690624416,0.2894727244195552,0.8971765883015843,0.15132990378036626,0.3237935216523605,-0.7345574112450323,1.0,-0.738397580495253,0.0462207552517222,-0.2746546529263347,-0.5312159884607893,0.29991279154001005,0.12553663546894736,-0.3738554017811664,0.05643174267012976,-0.6277803661496141,0.10173096565994522,0.7298955282152466,0.05388721288476657
case,0.3776616168661862,-0.27615451991824175,0.009599706092145737,-0.7519469451994097,-0.5778132119054209,-0.7482194797431785,0.31221187451281496,0.06581972761197036,-0.6106809179330357,0.9654056873362353,0.19113727253526053,0.16251006231385204,0.06155383447874967,0.05013932784146916,-0.337675888856931,0.6160831399141766,-0.3656288020116913,-0.31021334849612003,0.13426300572681163,-0.47660718416007725,-0.23758841882557846,-0.1544199615895719,0.5329618948952789,0.1159547716895344,-0.28476165709757956,-0.2902394657568886,0.6083970140267386,0.2501747803130146,0.25603054406987236,-0.8342226296903629,0.5885033087301688,-0.3734745994277221,-0.0823899852063479,-0.8386637362480688,-0.12929146226042343,0.0052676179148069425,0.38294152666397785,-0.738397580495253,1.0,-0.3114994460344189,0.4863853816374955,0.2160319548067033,-0.28243979844263095,-0.3931227929872654,0.6261814305561711,0.5353553128587176,0.6334727807878727,-0.30277740499179806,-0.5706518424926512,-0.358709056620033
xcomp:pred,-0.44060774268443165,0.5015207965850448,-0.5526167406252122,0.039249779020456774,-0.2824560747191821,-0.2752749453622604,0.5659286379176263,-0.7840786687313337,0.07866718658987865,-0.26718264410535997,0.544790043840992,-0.23710500750953953,-0.04867170405893394,0.23522450059621083,0.7127040312899209,-0.11375468597196144,-0.5803977471260812,0.5969395757448857,0.60151962763368,0.4486157763873186,-0.7361219532081671,-0.5105580788939863,-0.2316433264343162,0.18960689604572226,-0.23164078488560852,-0.348748524474645,0.015014398329801934,0.44026804450782686,-0.19682024055712016,-0.07841155307919406,-0.46701909421537285,0.5035416091333909,-0.5712516043985014,0.444123265266217,-0.14147813209168875,-0.2199753405771197,-0.3681762872640435,0.0462207552517222,-0.3114994460344189,1.0,-0.923000647795942,0.267437127942094,0.39149844547022755,0.29321270253990794,0.23750304511092357,-0.3688660838484644,0.21177957453755417,-0.5272877575016818,0.6095610853723042,0.5433381075563393
aux:pass,0.2347793286262893,-0.2580104329819026,0.46956369175837437,-0.19389516106195193,0.06261198416696503,0.1674238465705232,-0.4572005197636305,0.6310499135729294,-0.28396106874261967,0.4962893417485868,-0.2529585414156096,0.15947924195174198,0.0729359092240655,-0.27797442255763755,-0.48984851216496667,0.1840783473900893,0.495499532221207,-0.58204994520044,-0.5988086995078085,-0.2891754313478541,0.540344869078505,0.45435823428352495,0.4362453321617181,-0.24903715730119882,0.08105993947150286,0.1934459958949153,0.15203091376991287,-0.43936754566229913,0.3567224319153804,-0.007905373930059922,0.49933210065921546,-0.5657877888492298,0.6579820883126801,-0.6000404585625955,-0.1216971129215891,0.0711567373538023,0.4268965699517799,-0.2746546529263347,0.4863853816374955,-0.923000647795942,1.0,-0.10535115757589579,-0.4599426063890371,-0.2681595808271954,-0.07617377751609046,0.3082789809728273,-0.13968990568424944,0.3192649271286974,-0.7606270438776952,-0.3341154900755957
advmod:neg,-0.045279721191938335,0.222668266506686,-0.19154574182712172,0.165910346279368,-0.23035017928125373,-0.4933457750116946,-0.07851603368900337,-0.7244173707777019,-0.58957566196978,0.12656094321636202,0.7859852886052606,0.23090233375102295,0.2864624996877228,0.30642435457124306,0.19945946139376203,0.1691554824161625,-0.28243783395418903,-0.4357245760660205,-0.032652058658294764,-0.0498141311016958,-0.5594889347345431,-0.8493352410272368,0.6387441077090166,0.6344401354387414,0.15861918310783069,0.06639640988452739,0.6624713127202564,-0.3214897078795122,0.24249731532907154,-0.4045368555265055,0.27386838469195673,0.06080557038437508,-0.4415776177389927,-0.4150759312726407,0.0652462365845342,-0.227024983824902,0.31487909901619704,-0.5312159884607893,0.2160319548067033,0.267437127942094,-0.10535115757589579,1.0,0.06208208164673959,0.16221380485240056,0.4513244143827791,-0.38060819519831585,0.3888603817772825,-0.022729818554765455,-0.37362491460887914,0.15613488004769002
cop,-0.26128425297734653,0.10969840895418032,0.3922250262049117,0.5102305341789235,-0.1743404807488401,0.0009989252167893084,-0.09284424138338518,-0.3379052192226631,0.522051009577387,-0.22084689985467554,-0.08337191803072398,-0.7731909465559849,-0.6097721572564058,0.791928319381265,0.28466937001798925,-0.17615450712704495,-0.3510049894144425,0.3326495770242472,0.01529836979987672,0.2571872355569277,-0.36559627157232205,-0.17058102697269115,-0.6206011127430413,0.400789912489221,0.2330815489083053,0.25524848367454017,-0.42996166748041914,0.0870940957658574,0.42215869875414513,-0.04740530561664872,-0.2798795742215657,0.06690906389679574,-0.2914424754548735,0.4074053823773579,0.4054051576585284,0.6677546624706119,-0.4653953936613587,0.29991279154001005,-0.28243979844263095,0.39149844547022755,-0.4599426063890371,0.06208208164673959,1.0,-0.5974326324984316,0.32648837418505405,0.2515495724238698,-0.19869538823069274,0.15750206989037271,0.3850654178332437,0.24851230509502623
obj,-0.059884050707617265,0.21480486889191697,-0.6016508510488335,-0.008132050597391582,0.20448916365610043,0.19263521521081817,0.0486446608239634,-0.26958314186384785,-0.19027730846463603,-0.42502956161287375,0.4136569039717942,0.63318434322398,0.4514950920352383,-0.49584573409506194,0.1951507670972166,-0.33662090472637035,0.15480257554701285,0.0880906091659278,0.2569362618072344,0.09504250604311655,0.10148524621717776,-0.1686623183994419,0.25993543272058206,-0.18933104877914508,0.006274634916138692,-0.3377060706314856,0.29399383970370807,-0.09429170284910532,-0.4761635650601321,0.4149556393170828,-0.3269285891999216,0.4712860496272357,0.0364781598023277,0.23438906922680283,-0.27493025776062935,-0.6783795739955077,-0.023350163606517996,0.12553663546894736,-0.3931227929872654,0.29321270253990794,-0.2681595808271954,0.16221380485240056,-0.5974326324984316,1.0,-0.4658367527079773,-0.6977560482499059,0.06545851022640625,-0.2992802258349484,0.2387977768137335,0.13956904420887686
ccomp,-0.019133051329132372,0.1354723655837229,0.1962904374683867,-0.41883899955108633,-0.6698871576553775,-0.7787919623746355,0.43924810773117556,-0.5229287877189123,-0.5334239777455233,0.6089139847261452,0.44272633660590927,-0.30288330282005893,-0.048054400548231097,0.5450355136695015,0.026746997610161933,0.2162170393406554,-0.47763902718503365,0.12132618187494314,0.4021022551128869,-0.07975821761766376,-0.761836807321457,-0.5985440474468053,0.22915465800143092,0.6608360172077697,-0.40835920272418286,-0.3203903251458492,0.5330740233791467,0.49805660766611687,0.3014158025683569,-0.7615594735466583,0.08855900078177746,-0.44215026041047056,-0.41716692766031316,-0.30113807087324646,-0.17362879629731764,0.08734044961002888,-0.03455201114005808,-0.3738554017811664,0.6261814305561711,0.23750304511092357,-0.07617377751609046,0.4513244143827791,0.32648837418505405,-0.4658367527079773,1.0,0.3701209796834932,0.35503607398355047,-0.38054861622169184,-0.13390650957994651,0.1406740723600563
fixed,0.5222727757126031,-0.6248795624515378,0.5353854441456078,-0.3891502018691956,-0.5298019242016235,-0.2929101690689334,-0.031094117964053276,0.31811720133005716,0.22554189460207014,0.5699920644044358,-0.4150999529550298,-0.25792725907503916,-0.6495467276513689,0.49188516688181083,-0.5573460564068629,0.06662904099648219,-0.347200242995196,0.1639417219572804,0.2123936284167058,-0.5548075547577469,0.17770094607999876,0.2858185373773093,-0.3716634101215409,0.053275422281576314,0.11998918946847735,-0.2439565532137961,0.013553415679605553,0.3740875787239127,0.45713689733513024,-0.43153528120026746,0.04778252393266773,-0.20824944688411645,0.15165668253324024,-0.19151132186706882,0.3348951783898359,0.7410487697426095,-0.33465781743239453,0.05643174267012976,0.5353553128587176,-0.3688660838484644,0.3082789809728273,-0.38060819519831585,0.2515495724238698,-0.6977560482499059,0.3701209796834932,1.0,0.2574814120562419,-0.15141618322028788,0.061728150068663126,-0.5674220852453938
acl:relcl,0.5532018675233104,-0.42263278180046904,-0.5174810113614216,-0.5304317698203338,-0.5620968071961101,-0.8305586162852707,0.3591408140393935,-0.31055786325585993,-0.3321092261189181,0.5470147856564594,0.3848990703348425,0.47602087767073203,-0.01377245554062683,0.16887495161940083,-0.18884158982360288,0.5100278444895295,-0.7920675806889622,-0.15820175593341296,0.48758081586226576,-0.6086477538914685,-0.31437331884808956,-0.4587455025460063,0.33017472887958577,0.1640229090366046,0.08401339143610513,-0.4031135756800346,0.6328019072250499,0.25907550709239935,0.02014965917364317,-0.7805973232928708,0.36887462251831477,0.41979739889121426,-0.5030652439651313,-0.5823536537979012,0.2701946980335046,-0.008338615679519127,0.16003008314254039,-0.6277803661496141,0.6334727807878727,0.21177957453755417,-0.13968990568424944,0.3888603817772825,-0.19869538823069274,0.06545851022640625,0.35503607398355047,0.2574814120562419,1.0,-0.4679299364714,-0.08658322494969346,-0.48931774559359054
advmod,0.09181146927079999,-0.20952758379608988,0.3754107844902875,0.685527888148836,0.7834124208463242,0.4452072259852807,-0.6008635011344291,0.488409949943772,0.21864422365440103,-0.4075831137798145,-0.5641895026367109,0.005692697566492167,0.18748649626366573,-0.0723266150131041,-0.29493804063383655,0.1526120458319416,0.5917906194479114,-0.6531784466059698,-0.8111309198364574,-0.039760029225822995,0.4445675131280505,0.17535171594000862,0.013529782626801535,0.09595879563065365,0.3855658479828688,0.9585833957661534,-0.46216988404146553,-0.6733651145085607,-0.056847277450221056,0.2638922808510221,0.44914564919161504,-0.2513584601758814,0.027236496732166875,-0.0693147154179352,0.4487432598471249,0.22165993277486237,0.4561402235699981,0.10173096565994522,-0.30277740499179806,-0.5272877575016818,0.3192649271286974,-0.022729818554765455,0.15750206989037271,-0.2992802258349484,-0.38054861622169184,-0.15141618322028788,-0.4679299364714,1.0,-0.4034715653820051,-0.18327702057894804
orphan,-0.04931457239304899,-0.006525963105509795,-0.08803919433205588,0.11463429629792846,-0.13965956576272606,0.16284461572802567,0.20533907389716674,-0.29808650655943925,0.5943849944011282,-0.5115947271402109,-0.08682778136506615,-0.22058250430221318,-0.43516875703607116,0.3129246198650398,0.18070550853434714,-0.6107668537497349,-0.3083914658977537,0.8492997716025363,0.6641091629674035,0.12310341998582622,-0.06679180666742349,0.012852618994221054,-0.7971359315309802,0.01382129447171162,0.06630229418374388,-0.42694618851145977,-0.2980221343098136,0.5284568870847597,-0.19407031285737678,0.31659333142262747,-0.8454640282088945,0.5098851922501879,-0.15588449791992365,0.8507257110104336,0.1488937243547854,0.2250913013865416,-0.8451631535643932,0.7298955282152466,-0.5706518424926512,0.6095610853723042,-0.7606270438776952,-0.37362491460887914,0.3850654178332437,0.2387977768137335,-0.13390650957994651,0.061728150068663126,-0.08658322494969346,-0.4034715653820051,1.0,0.10546245550873884
punct,-0.975423045226708,0.986224445802022,-0.13376196678262198,0.18277303006700255,0.025742119519679318,0.23016641600857163,0.3017622431897302,-0.43598437105596155,-0.09925325846593644,-0.2223398425237683,0.44886714107935627,-0.5615173778695666,0.1682195778220381,-0.12328470333394045,0.8864239165080581,-0.19398655280938326,0.15143241529626658,0.38446890384575394,-0.051364809204572724,0.9590343405772788,-0.548662924428907,-0.10996599990018109,0.016945819432301685,-0.055442301679458746,-0.501052100405899,-0.02720680813248747,-0.21236165618934558,0.061809712292274534,-0.012557950518115391,0.3269402583941339,-0.36208782329192385,-0.16530624485165457,0.04272587734767962,0.38508055814454806,-0.6810202560962301,-0.4328696071641711,-0.0847765614795187,0.05388721288476657,-0.358709056620033,0.5433381075563393,-0.3341154900755957,0.15613488004769002,0.24851230509502623,0.13956904420887686,0.1406740723600563,-0.5674220852453938,-0.48931774559359054,-0.18327702057894804,0.10546245550873884,1.0
