,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,acl:relcl,advmod,punct
nummod,0.08183430883257879,0.9604218467768565,0.03658833677043044,-0.016236442304420347,-0.4362343731916566,0.8728548908825197,0.08344653848103652,-0.9695393768681347,-0.9359307159442246,0.09569456441944305,-0.6207491030844652,-0.045464641631132924,0.9774360496210928,0.23371549315576354,0.5115375547436182,-0.5465281528141197,0.045407448082376234,0.40620152953029387,0.26217703031684547,-0.8036142103958713,-0.9796141179004061,0.9367333116793022,0.8033296650055137,-0.5054015689204305,0.6085553047408757,0.32313263519048635,0.7013641148533047,0.6432535485126814,0.3101331845602189,-0.1103628484090376,-0.5109383864550536,0.21029771864887695,1.0,0.0911990417572041,0.09548573198560432,0.8840420736811393,-0.6867747823209552,0.9446812020119029,0.3112964315457885,-0.9366724864950242,-0.9116989293456468,-0.9290939453359975,-0.23218157564540268,0.9585892834624729
conj,0.8336609687587662,0.15820280370247783,-0.5690699555561575,-0.9013805374364412,0.1117666419481127,0.46490707824181565,0.8999379399256784,-0.06466007695834343,0.1520087970296831,0.940475034894009,0.7238720183089971,-0.5961630852761348,0.10523618620695305,-0.581783544312739,-0.17902390837003965,0.10699725669693279,-0.10809642365965604,-0.6524166048901772,-0.932941645337287,-0.6048916711690281,-0.015203170105687619,-0.1818285205796567,-0.4834663442631974,-0.416287612104475,0.6946791887764522,0.8251681957563403,0.6932941869883891,0.8202395723366724,0.9262633377922646,-0.6442138771794825,0.5506730963316846,0.09874848384032885,0.0911990417572041,1.0,0.9667145395910598,0.4345218131814983,0.46423562688728826,0.37972476451229653,-0.5811301906130772,-0.40680642081803653,0.3042374478142344,-0.43924371634296466,-0.7982934069187317,-0.18435280660576295
case,0.9471928430736419,0.09102928090916415,-0.7585452104725914,-0.7614465473827455,0.3315687920160475,0.5316134882431046,0.7584814389630884,-0.007278356496769194,0.20624396417547114,0.9961272757969192,0.6998643273438048,-0.37093283661080223,0.05501512665045247,-0.7548404824157687,0.04280934855986626,-0.11102674041327941,-0.35794694425415424,-0.7797843894195169,-0.9222260346312725,-0.522990355223942,0.025799273459656342,-0.11126139831752961,-0.5136017128642195,-0.20672860702869955,0.7949070209358958,0.9292210547252094,0.7592537167538974,0.8065776399611018,0.8200805484993136,-0.4279910935389787,0.3707065431432769,-0.1522480658806487,0.09548573198560432,0.9667145395910598,1.0,0.5039406943365258,0.31592827647348004,0.41057531368211847,-0.7450171850575474,-0.3651298684290766,0.253360296476133,-0.4568294400664666,-0.6244054840600657,-0.15019726009169176
xcomp:pred,0.5348510244633367,0.7924700793707403,-0.4201153553618618,-0.20557599675228327,-0.06230876772050644,0.9994206130858421,0.2598356790605071,-0.7746244019136937,-0.663980330152053,0.5202466115821194,-0.26411747225855364,-0.0077260148968945706,0.8058955984863707,-0.23954950325310748,0.623323282528373,-0.6768964189722024,-0.3012660156991475,-0.06800633670314482,-0.13687945262520881,-0.8202553763064724,-0.7829153723538225,0.8009662909030535,0.44919435812183817,-0.3424897832858482,0.9077412176691506,0.7235748711614253,0.944723930714632,0.851653388783527,0.5032010129909166,-0.09219530619815934,-0.4255069893342161,-0.08151390357132982,0.8840420736811393,0.4345218131814983,0.5039406943365258,1.0,-0.5704381259360005,0.983553604410245,-0.163024462904153,-0.9014634286352275,-0.7078767493416719,-0.9783106770329428,-0.3063087583743605,0.7751580591549505
aux:pass,0.10749718037557286,-0.4878169274089449,0.07820394239327924,-0.6802437330915417,-0.061921249640427445,-0.542955398176216,0.6340923044009528,0.5569792495507736,0.6396592609486421,0.25998429407741347,0.830924907561723,-0.6834447568488874,-0.5577542026258476,-0.10180265905026512,-0.884318448318224,0.8686172424086271,0.4039106625735228,-0.3480299334752649,-0.6437882034264165,0.1383236364229601,0.6191648562922977,-0.897326784992217,-0.7452053545762382,-0.2377025750268962,-0.3108973659106304,-0.05191680954999316,-0.31165824734325137,-0.05555727075172359,0.4141892825272155,-0.6414583341205276,0.9751518361483597,0.3834899943352066,-0.6867747823209552,0.46423562688728826,0.31592827647348004,-0.5704381259360005,1.0,-0.5644721454131153,-0.1752928191429506,0.40475961315376335,0.8978417518610988,0.49970254197643293,-0.5428064400464921,-0.8432951543996536
advmod:neg,0.4012873846361151,0.8894676099006068,-0.2524180417856825,-0.22021312242284213,-0.23972990786817405,0.9813840092335134,0.28030123514562405,-0.8738238457757634,-0.7766127113214555,0.41507113100197623,-0.3524617243434454,-0.1027827295823144,0.8978496286564288,-0.06711260503547331,0.5355974534921892,-0.5881183577270532,-0.1330386081449325,0.09388550434506851,-0.048460484527243775,-0.8787014093065096,-0.876650209657202,0.8381079356444591,0.5645753223526138,-0.4750768503148082,0.8311887124681464,0.6137162391889789,0.8962718409918528,0.8384293554726232,0.515512075341119,-0.18227491040871346,-0.39439898728805484,0.08213139294525669,0.9446812020119029,0.37972476451229653,0.41057531368211847,0.983553604410245,-0.5644721454131153,1.0,0.009120967023443638,-0.9604459675725552,-0.7655953922786763,-0.9970593800162258,-0.36591329946818485,0.836809464995189
cop,-0.8837909427905607,0.45139683250971424,0.9574764253385724,0.23696651161739532,-0.8736613179113941,-0.1812675875281861,-0.20551274378456583,-0.4936286743784687,-0.6257190471879609,-0.7898515716811728,-0.6876074924615394,-0.23388991199540948,0.44748559421363915,0.9964018992067255,-0.3045808667604077,0.33138745941915093,0.8046885530768968,0.9837479930944557,0.7348235770778394,-0.11469891633817651,-0.4861558616982183,0.29249602834654465,0.7414417264321017,-0.49587634633512556,-0.54259149159429,-0.757102553839709,-0.4081602557525517,-0.2946868962487783,-0.23646613125533497,-0.19931760818397576,-0.07849061928602172,0.7248798567086102,0.3112964315457885,-0.5811301906130772,-0.7450171850575474,-0.163024462904153,-0.1752928191429506,0.009120967023443638,1.0,-0.19290444145770672,-0.4257935546400366,0.0015552363309568205,-0.016715906945097853,0.40627589170425965
obj,-0.2693083904870983,-0.9591151988046048,0.04007038455472329,0.3650376507980786,0.4800940945133436,-0.9020122179792743,-0.4266369773950436,0.9335891899854454,0.8349917333030596,-0.3453978134324698,0.3312431131343091,0.34361454624871096,-0.9493932605071084,-0.12690061375431422,-0.2932983524685217,0.34924343158572557,-0.14113395838520204,-0.2381345184567688,0.052343940109628846,0.9607842608288831,0.9189239184273609,-0.760239943822088,-0.5999392229498154,0.6992584480760138,-0.7137160027877474,-0.4915825127794321,-0.8160654451414623,-0.844307152072371,-0.6224593050392343,0.4126549251037512,0.20128011534283807,-0.35526454512988176,-0.9366724864950242,-0.40680642081803653,-0.3651298684290766,-0.9014634286352275,0.40475961315376335,-0.9604459675725552,-0.19290444145770672,1.0,0.7104418661890064,0.9715123548876993,0.5482792837499872,-0.7987392487635637
ccomp,0.17511698598991332,-0.8124169295141637,-0.14887696654126853,-0.39330568841796704,0.3396586351270889,-0.684583273270312,0.33014136107244685,0.8609800160822786,0.9117308461130672,0.2318111447577468,0.868152338951325,-0.29595388945513407,-0.8569943500854313,-0.3480986304139442,-0.6641082560577498,0.6682814013407486,0.045992480597907,-0.5608115379761578,-0.6009646247723356,0.490204716434907,0.897404297012764,-0.9881311024167998,-0.9227386894559744,0.21320873632900686,-0.3668212860697973,-0.05081788614166075,-0.43718839068461146,-0.29383902992269656,0.1078471511633611,-0.24799210729931298,0.7805532761672496,-0.031821117274259736,-0.9116989293456468,0.3042374478142344,0.253360296476133,-0.7078767493416719,0.8978417518610988,-0.7655953922786763,-0.4257935546400366,0.7104418661890064,1.0,0.7218261454870543,-0.16865332982126532,-0.990870748312116
acl:relcl,-0.42675308668161854,-0.8905578096884474,0.25259287344458103,0.29388090430523955,0.26220761921333313,-0.9785172629824439,-0.35280788293335946,0.867858437821588,0.7587191504407835,-0.45605480110337265,0.29570147354061266,0.1733873129947605,-0.8927675289816239,0.07471842608449691,-0.4776905730437209,0.5341720332477422,0.0974529285223487,-0.07113524026159407,0.10745071894181828,0.9102922967722231,0.8649437628046116,-0.7973045941092834,-0.5267713788413442,0.5238317918367764,-0.8406799162088914,-0.6355114918627802,-0.9096660985521653,-0.8735962421548901,-0.578963891332689,0.2527283908443566,0.3229359986260743,-0.1261407788020014,-0.9290939453359975,-0.43924371634296466,-0.4568294400664666,-0.9783106770329428,0.49970254197643293,-0.9970593800162258,0.0015552363309568205,0.9715123548876993,0.7218261454870543,1.0,0.43531372913484595,-0.8016248695747009
advmod,-0.34579710386631674,-0.43472926646793464,-0.034573670749411506,0.9574268668256247,0.4974547836758258,-0.3319496812665729,-0.9717923287521033,0.3480259308367004,0.18183208667607942,-0.5551255528726108,-0.4557800332955147,0.9406071518207076,-0.36183981062019827,-0.02330328183949375,0.5393135399834295,-0.47356575424109343,-0.49890164663706893,0.09971435068861928,0.6369589059238125,0.7559393775970803,0.27768589912908276,0.12242394963600173,0.13060232793282214,0.8595686738043646,-0.3712848925126859,-0.4041411179589293,-0.4645746372386394,-0.7247124150027145,-0.9505447311303027,0.965626026661171,-0.7069587241001459,-0.6769123159450811,-0.23218157564540268,-0.7982934069187317,-0.6244054840600657,-0.3063087583743605,-0.5428064400464921,-0.36591329946818485,-0.016715906945097853,0.5482792837499872,-0.16865332982126532,0.43531372913484595,1.0,0.037665962733919894
punct,-0.10302715044520673,0.8793722820449438,0.1254046888771,0.26588952059410115,-0.38751496799149876,0.7553187269800755,-0.20004556523184105,-0.9160598865899959,-0.9411207804476187,-0.1359663782968938,-0.8072971412992982,0.1840089189759169,0.9154057989962842,0.32740447254675364,0.619666084211989,-0.6338268793869918,-0.006506685183453392,0.5297884990684888,0.5062609866212953,-0.6032307646110338,-0.9441778319896688,0.9894781242880227,0.9059334679825394,-0.31963550944659486,0.446161124967806,0.13296157532933264,0.5266864664227134,0.4109079943573081,0.02668303393540707,0.1301111471760121,-0.7035890246052698,0.10047306766888406,0.9585892834624729,-0.18435280660576295,-0.15019726009169176,0.7751580591549505,-0.8432951543996536,0.836809464995189,0.40627589170425965,-0.7987392487635637,-0.990870748312116,-0.8016248695747009,0.037665962733919894,1.0
