,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nmod,-0.5325192365647716,0.2303400269305291,0.7692180680351016,0.8419971172297325,-0.999438446664175,0.4733808263380082,-0.5432003623522587,0.7590590475942179,0.0038240648504082693,-0.9915474893427171,0.3815041004350035,-0.800903081286102,-0.619413009056426,0.6741245543181257,0.08659374043098648,-0.5157475739208319,-0.39299610470295165,0.046206579341272834,0.8224403999405776,0.835223391922484,0.6958342357553446,0.6546456041320501,0.204891192139135,0.014866690837352946,0.8419971172297325,-0.03596859068282734,-0.9506498586530846,-0.6674548041292914,1.0,0.8419971172297325,-0.09097552209668769,-0.836747232824107,0.05591780410340345,0.9074551516363027,0.9359247684015259,0.9074551516363027,0.9537840208211316,-0.14071611572512596,-0.5635247407387166,-0.007530637000771435,-0.9749240780528793,0.6918759682100704,0.8373625121641917,0.3366226248583956,0.026776465418867867,-0.6255539234683434,-0.7621949675817372,0.22460586421475712,-0.9214105438779095,0.8533052759749038,0.3860015985249884
advcl:cmpr,0.008247580463246246,-0.33102982488752636,0.9924010489378303,1.0,-0.8234472848810136,0.8737922798568182,-0.004422358895263582,0.9903400793928253,-0.5362582281868089,-0.7648854245756286,-0.17745410659003225,-0.35131948636807925,-0.9450725849149225,0.1691399672338774,0.610367251696092,0.027938177814364355,-0.8269769612579475,-0.5,0.38560740112396513,0.4065886978188983,0.1984331250578745,0.9590235582402066,-0.3555189886468599,0.551940114111842,1.0,-0.5694183864471858,-0.6330616363572945,-0.1602695642053417,0.8419971172297325,1.0,-0.6138459892703664,-0.9999533551984467,0.5857205674321277,0.9907374326279407,0.9780515166347585,0.9907374326279407,0.965193966651498,-0.6525967344240635,-0.9201518688300419,-0.5458075016142219,-0.9409383692291429,0.1930427155593258,0.41015005793956666,0.7914329379904405,0.5618342976774369,-0.10582101093922225,-0.9909983242330237,0.7148155836058758,-0.5661874092886566,0.4371883714647907,-0.17265891549279494
cc,-0.7944616992498698,0.948119538693193,-0.7063165778150929,-0.6138459892703664,0.05755530960004945,-0.9202711372561709,-0.7867034380984304,-0.7173778730010214,0.9954979511816583,-0.03899968970697585,0.8858263802980427,-0.5234483024682953,0.8381611566362028,0.6742258998475092,-0.9999903237190241,-0.8062673932541189,0.9514799473957989,0.9905857960896091,0.49167039086757364,0.47164550451225234,0.6519202444422576,-0.8123578885729023,0.9560857790336115,-0.9970955768183989,-0.6138459892703664,0.9984809944763103,-0.22249326775510336,-0.680840292057896,-0.09097552209668769,-0.6138459892703664,1.0,0.6214420585853638,-0.9993821442056772,-0.5009628616556071,-0.4358856993370436,-0.500962861655607,-0.38601789117265906,0.9987460984388619,0.8739404175625763,0.9965099944909852,0.310309123427373,0.6560784879446124,0.4682016179377702,-0.9683591991702528,-0.997932064887047,-0.7200355288579412,0.7140041535915059,-0.9908424123153888,-0.30315330220745423,0.44161952748011857,0.8835559339199541
nsubj:pass,-0.017905408930625116,0.34012837998440776,-0.9935431972257341,-0.9999533551984467,0.8179286885127686,-0.8784484644688161,-0.005236294616229351,-0.9916331361815384,0.5443855450251395,0.7586280391009831,0.18695108098566157,0.34226023504447994,0.9481854982908767,-0.15961269592599864,-0.617989491393631,-0.037591646139307516,0.8323687650818478,0.5083412200569201,-0.3766778359173382,-0.3977455796268799,-0.18895739311659435,-0.9617153440369858,0.3645299455909023,-0.5599684699408513,-0.9999533551984467,0.577331609657791,0.6255554167676055,0.15072840001524399,-0.836747232824107,-0.9999533551984467,0.6214420585853638,1.0,-0.5935216207629251,-0.9893796717258821,-0.9759934107859153,-0.9893796717258824,-0.9626228977396379,0.6598846235503691,0.9238908631998561,0.553875036971271,0.9376243107160004,-0.18355684319483312,-0.40132216218926636,-0.7972998633670794,-0.5697981176442093,0.09621176409969538,0.9922451295726805,-0.7215365849975007,0.5581996902539687,-0.4284813766406817,0.18216434840736978
discourse,0.8153162682579868,-0.9587075449656944,0.6809995680875314,0.5857205674321277,-0.022430752261694716,0.9059500780337494,0.8079148655071449,0.6924480937875096,-0.9982142419355768,0.07409611367931716,-0.9015879874293097,0.5530723706309598,-0.8184731822806565,-0.6997664614072493,0.9995270917600777,0.8265606417749009,-0.9400768802181272,-0.9947851818819857,-0.5219721888079416,-0.5023465359618658,-0.6781691806412313,0.7913595206233803,-0.9657962603228791,0.9991563458332041,0.5857205674321277,-0.9998005934972438,0.2566220651471077,0.7061626051213937,0.05591780410340345,0.5857205674321277,-0.9993821442056772,-0.5935216207629251,1.0,0.4702344830989118,0.4039837799683861,0.4702344830989118,0.3533563469799692,-0.9963694657939405,-0.8563177179754272,-0.998828160969003,-0.2767051573457897,-0.682198504886228,-0.49896921668282335,0.9589895239170578,0.9995746638866879,0.7439806414962521,-0.688954948364841,0.9854845127231779,0.33645928983611795,-0.4728808766858098,-0.8994703867621205
csubj:pass,-0.12761572467231092,-0.19982799577826302,0.9665003510890235,0.9907374326279407,-0.8928671828384219,0.7996633881329105,-0.14017159852629704,0.9623381676695767,-0.4166757196455526,-0.8452729560528434,-0.042174033007317216,-0.4752009513221904,-0.8919338943378428,0.30140834800049565,0.4971506923639148,-0.10805912550310486,-0.7429701707005691,-0.3777698018106996,0.5073255010939265,0.5268833204971033,0.3296863627146155,0.9116672208012824,-0.22530582868309879,0.43359338130050307,0.9907374326279407,-0.4525169723200105,-0.7323142725633937,-0.2928212478345077,0.9074551516363027,0.9907374326279407,-0.5009628616556071,-0.9893796717258821,0.4702344830989118,1.0,0.9972862087764871,1.0,0.9917680433918179,-0.5436620351316722,-0.8584581424787936,-0.42697076076885315,-0.9781988734030371,0.3244919836272213,0.5301953421717107,0.7010988488958244,0.44429675449202993,-0.2398699234614961,-0.963640142944804,0.613233773043375,-0.6728728329447322,0.555265707744442,-0.037307482175725284
acl,-0.2002895730600766,-0.12714846128253454,0.9449812259564112,0.9780515166347585,-0.9235976520290937,0.7532869681520838,-0.21268647577147518,0.9397120241932067,-0.3486183705995079,-0.8823179235991637,0.031497043768650666,-0.5386897943716032,-0.8562239619760044,0.3707887312526782,0.43192224300689985,-0.18095690730719294,-0.6916768083655721,-0.3085779179137424,0.5693929267699734,0.5880276860999475,0.39829761590286905,0.8789396576200497,-0.15296523283418664,0.36607516348438135,0.9780515166347585,-0.3856359764635698,-0.7804611509462095,-0.36242165652860536,0.9359247684015259,0.9780515166347585,-0.4358856993370436,-0.9759934107859153,0.4039837799683861,0.9972862087764871,1.0,0.9972862087764871,0.9985037173933556,-0.48039528607170917,-0.8183688818867603,-0.35923810564351216,-0.9908333772424309,0.3932497007264847,0.5911789031467707,0.6466989166363014,0.3771344573544783,-0.3106916996129924,-0.941352939298662,0.553415356856458,-0.7255093675330823,0.6149883695577415,0.03636463764694928
expl:pass,-0.127615724672311,-0.199827995778263,0.9665003510890235,0.9907374326279407,-0.892867182838422,0.7996633881329104,-0.1401715985262971,0.9623381676695768,-0.41667571964555256,-0.8452729560528435,-0.04217403300731722,-0.4752009513221905,-0.8919338943378426,0.30140834800049565,0.49715069236391474,-0.10805912550310495,-0.7429701707005691,-0.3777698018106995,0.5073255010939266,0.5268833204971033,0.3296863627146155,0.9116672208012823,-0.2253058286830987,0.43359338130050307,0.9907374326279407,-0.45251697232001037,-0.7323142725633938,-0.2928212478345078,0.9074551516363027,0.9907374326279407,-0.500962861655607,-0.9893796717258824,0.4702344830989118,1.0,0.9972862087764871,1.0,0.9917680433918179,-0.5436620351316722,-0.8584581424787936,-0.42697076076885304,-0.9781988734030371,0.32449198362722137,0.5301953421717108,0.7010988488958245,0.4442967544920299,-0.23986992346149616,-0.9636401429448039,0.6132337730433751,-0.6728728329447322,0.5552657077444421,-0.037307482175725264
amod,-0.25356568637284516,-0.07271816562737128,0.9256788275334268,0.965193966651498,-0.94317947724796,0.7161946908118936,-0.2658009732300541,0.9196058776278884,-0.2968434685502812,-0.9067349056988024,0.08610666013650671,-0.5839551571450662,-0.8266928554597407,0.4210197855452164,0.3819559838728036,-0.23446724644751404,-0.651148776816483,-0.25610094571215153,0.6134946826214576,0.6313783809569461,0.44786077705713817,0.8515439706876269,-0.09869602042201095,0.3146394007055145,0.965193966651498,-0.3346048219348846,-0.8134819541562748,-0.4128455229060207,0.9537840208211316,0.965193966651498,-0.38601789117265906,-0.9626228977396379,0.3533563469799692,0.9917680433918179,0.9985037173933556,0.9917680433918179,1.0,-0.4317158707494665,-0.785717914063555,-0.30766707819670275,-0.9967380372472504,0.44293937824557933,0.63439909105257,0.6040213982418291,0.32592421956790196,-0.3622044289942915,-0.9214927822068696,0.5070407938050381,-0.7620579164340548,0.6571883881941004,0.09095793381439309
nummod,-0.7630619922553317,0.9310151914166126,-0.7408698119971906,-0.6525967344240635,0.10746242340117841,-0.9387056364373173,-0.7548119928264603,-0.751355948174227,0.9895046394356896,0.011073395583217321,0.8614859052082557,-0.4801360206040187,0.8644152812731735,0.6364082403432268,-0.9985162031551521,-0.7756420146696199,0.9656915841062631,0.9824905087866518,0.4474605918217093,0.4269097862317379,0.6131412051979739,-0.8405335452869743,0.9402143416765888,-0.9920325532608998,-0.6525967344240635,0.9944707056999897,-0.17340686286271495,-0.6433193817039079,-0.14071611572512596,-0.6525967344240635,0.9987460984388619,0.6598846235503691,-0.9963694657939405,-0.5436620351316722,-0.48039528607170917,-0.5436620351316722,-0.4317158707494665,1.0,0.8971765010424414,0.991081594476247,0.3575110075498795,0.6174742023574888,0.4233784330961185,-0.9796385389578762,-0.9934628799899368,-0.6843926038969523,0.7481595334727376,-0.9963595704909446,-0.25506674832408816,0.39614979019636665,0.8590025968813256
conj,-0.39913737484211087,0.6740832455340363,-0.9613395219073797,-0.9201518688300419,0.5355272950793288,-0.9944377804700659,-0.3874885952529333,-0.9655571187890453,0.8239381914923668,0.45157990342752674,0.5486319487410993,-0.043334535240028775,0.9975963607681922,0.23028560467616252,-0.8717938315779518,-0.4171161875865705,0.9810943866616726,0.7991782843278992,0.006462073825209846,-0.01638818243266243,0.20118662802887993,-0.9933870529452221,0.6931120354791979,-0.8343856383418174,-0.9201518688300419,0.8458338260967267,0.27940441719898906,-0.23902772029950772,-0.5635247407387166,-0.9201518688300419,0.8739404175625763,0.9238908631998561,-0.8563177179754272,-0.8584581424787936,-0.8183688818867603,-0.8584581424787936,-0.785717914063555,0.8971765010424414,1.0,0.8303194625720064,0.733232077538485,0.2065679140370563,-0.020289033840760116,-0.9675829169471941,-0.8408921865921621,-0.29199172216190705,0.9642889940014313,-0.9315630611161743,0.198223306756974,-0.050120896504577836,0.5445534891777241
case,-0.8423836909419992,0.9713480051711103,-0.6447609396839626,-0.5458075016142219,-0.02598072028095437,-0.8843977553405638,-0.8354886482445818,-0.6567195212540101,0.9999355351515129,-0.12227360981284151,0.9214679664792262,-0.5927457103882511,0.7897076128185357,0.7335201541583833,-0.9968675640802576,-0.8528323896425438,0.9224735728355855,0.9985556152615688,0.5626416583491506,0.543605440587471,0.7129419800410572,-0.7608443951578517,0.9772140411421475,-0.9999730877819448,-0.5458075016142219,0.9995954499858256,-0.3030979703265598,-0.7396028352886524,-0.007530637000771435,-0.5458075016142219,0.9965099944909852,0.553875036971271,-0.998828160969003,-0.42697076076885315,-0.35923810564351216,-0.42697076076885304,-0.30766707819670275,0.991081594476247,0.8303194625720064,1.0,0.22987322083911194,0.71678563419141,0.5403266147247204,-0.9441479202994684,-0.9998147445288311,-0.7754479913365447,0.6530689929143778,-0.9761134878852062,-0.3816407153128264,0.5149709301013217,0.9195651156638608
xcomp:pred,0.33080590604811333,-0.008010300568471677,-0.8921277901698219,-0.9409383692291429,0.9669197943857293,-0.6575344788028477,0.34273574294969583,-0.8849018530988707,0.21880793166396845,0.937810525676271,-0.16623096536589382,0.6475654396227571,0.7785873077420336,-0.492849955292722,-0.3061241373793065,0.31215762026674465,0.5877737411305242,0.17725213363645898,-0.6752260732218431,-0.6919034937455033,-0.5185584132792194,-0.8064540296380849,0.018063182922618777,-0.23700703272763016,-0.9409383692291429,0.2574603772979125,0.8577655969589508,0.48500496861723047,-0.9749240780528793,-0.9409383692291429,0.310309123427373,0.9376243107160004,-0.2767051573457897,-0.9781988734030371,-0.9908333772424309,-0.9781988734030371,-0.9967380372472504,0.3575110075498795,0.733232077538485,0.22987322083911194,1.0,-0.5138506542651908,-0.6947150717876032,-0.5377318513851777,-0.24856296081160886,0.43624788687189325,0.8871414781858155,-0.4358254896159979,0.8118292671338344,-0.7158740941910133,-0.17103161530691344
aux:pass,-0.9795648461373035,0.8619682314022737,0.07084488329427406,0.1930427155593258,-0.7156808243481858,-0.30847299043451765,-0.982034463012488,0.05512632601563235,0.7246568735587864,-0.7797053687851373,0.9313617343411732,-0.9864646675502705,0.1382730255697069,0.9997046418847481,-0.6593921412844943,-0.9754140870878101,0.3920184744718093,0.753214414373723,0.9797466928604667,0.974915593351048,0.9999848929363812,-0.09286455941467767,0.8484579128858601,-0.7116506741872018,0.1930427155593258,0.6966633689811061,-0.8817487555945372,-0.9994456558436017,0.6918759682100704,0.1930427155593258,0.6560784879446124,-0.18355684319483312,-0.682198504886228,0.3244919836272213,0.3932497007264847,0.32449198362722137,0.44293937824557933,0.6174742023574888,0.2065679140370563,0.71678563419141,-0.5138506542651908,1.0,0.9740397973950871,-0.4469781329593647,-0.7032314995266811,-0.9961091352174726,-0.05994886091239391,-0.5481692349938191,-0.9180705466254289,0.9668491610801592,0.9331239714661563
advmod:neg,-0.9086042884896475,0.7248268399155363,0.29481376744950666,0.41015005793956666,-0.8552094121980264,-0.08512782664662068,-0.9138229659613628,0.27972784275635004,0.5498461199897148,-0.9012091424519312,0.8247606730663101,-0.9979757516893024,-0.08951886668921344,0.9682505022656794,-0.47208426646755247,-0.9002032047050967,0.17358456008501166,0.5847557741008034,0.9996421720134412,0.9999923891195625,0.9752694119569346,0.13494483117375983,0.7066189215392275,-0.5341387658166226,0.41015005793956666,0.5161755144513489,-0.9656447112926463,-0.9659632256609403,0.8373625121641917,0.41015005793956666,0.4682016179377702,-0.40132216218926636,-0.49896921668282335,0.5301953421717107,0.5911789031467707,0.5301953421717108,0.63439909105257,0.4233784330961185,-0.020289033840760116,0.5403266147247204,-0.6947150717876032,0.9740397973950871,1.0,-0.23287024727648709,-0.524030377320036,-0.9502997426783433,-0.28436226487335187,-0.3446044342111282,-0.9839768860619961,0.9995544776862629,0.827505005258539
cop,0.6177626227079092,-0.8387814774394359,0.8606310867802981,0.7914329379904405,-0.3048810583147652,0.9888013856956499,0.607750028062153,0.8685443655335829,-0.9403454865151537,-0.21160496822726535,-0.7419978337213988,0.29424606806251596,-0.9477570374892711,-0.46858611322295474,0.9672519763067072,0.6331285979861093,-0.9981668213836502,-0.9250796982602164,-0.2588008754340102,-0.23666271425165594,-0.44205432026309205,0.9321877590220101,-0.852691513100928,0.9465400371620033,0.7914329379904405,-0.9531381643740069,-0.027851706016333137,0.4765118605996608,0.3366226248583956,0.7914329379904405,-0.9683591991702528,-0.7972998633670794,0.9589895239170578,0.7010988488958244,0.6466989166363014,0.7010988488958245,0.6040213982418291,-0.9796385389578762,-0.9675829169471941,-0.9441479202994684,-0.5377318513851777,-0.4469781329593647,-0.23287024727648709,1.0,0.9503155738827107,0.5240736882289042,-0.8661401695929685,0.9931878727965437,0.05574462192851643,-0.2037400132172556,-0.7387239168677352
obj,0.831855431433915,-0.9665936013144979,0.6593541865043835,0.5618342976774369,0.006734635115388887,0.8932175038324831,0.8247570718569326,0.6711132752341046,-0.9995317420881246,0.10314761564151799,-0.9138203796704432,0.5771339464162657,-0.8013695021763801,-0.7203021784368069,0.9982051744899806,0.842623506142488,-0.9297334779547315,-0.9973364858648599,-0.5466252778666016,-0.5273492949501783,-0.6993129245990022,0.7731939834594385,-0.9729475474669682,0.9999290478731662,0.5618342976774369,-0.9999577107931464,0.284699477069075,0.7265112324730875,0.026776465418867867,0.5618342976774369,-0.997932064887047,-0.5697981176442093,0.9995746638866879,0.44429675449202993,0.3771344573544783,0.4442967544920299,0.32592421956790196,-0.9934628799899368,-0.8408921865921621,-0.9998147445288311,-0.24856296081160886,-0.7032314995266811,-0.524030377320036,0.9503155738827107,1.0,0.7631510735335639,-0.6675243135024939,0.9801144522924813,0.3637790941921872,-0.4983761939937543,-0.9118315879304159
ccomp,0.9934786055950386,-0.903292135979663,0.01733759158813316,-0.10582101093922225,0.6513450055914539,0.3911032847025275,0.9948434485150531,0.03308241714947725,-0.7825673876680781,0.7214904302809201,-0.9598250099277683,0.9681757266155406,-0.2250167399446421,-0.9979566951197165,0.7230812912911354,0.9910405922254051,-0.4715674263828154,-0.8082523335061836,-0.9582877483072352,-0.9515071893357172,-0.9956096708021686,0.18025067471475795,-0.8917996939769459,0.770794794640019,-0.10582101093922225,-0.7571758015851173,0.836746184712672,0.9984909455067357,-0.6255539234683434,-0.10582101093922225,-0.7200355288579412,0.09621176409969538,0.7439806414962521,-0.2398699234614961,-0.3106916996129924,-0.23986992346149616,-0.3622044289942915,-0.6843926038969523,-0.29199172216190705,-0.7754479913365447,0.43624788687189325,-0.9961091352174726,-0.9502997426783433,0.5240736882289042,0.7631510735335639,1.0,-0.02825415186311811,0.6197439920673599,0.8795629129139367,-0.940583889015838,-0.9611802521986651
fixed,-0.14204305958283928,0.4543764836789073,-0.9999403833750734,-0.9909983242330237,0.7400755823814634,-0.9310296568806096,-0.12949041511158563,-0.9999883329537317,0.6444281190128289,0.67176287115146,0.3076062884265802,0.2228164780818255,0.9803235648881544,-0.0356720046545366,-0.7109172215382528,-0.16150870444389573,0.8948016938766697,0.6114376847287318,-0.25861545437003314,-0.2806196665386464,-0.0654347862510886,-0.9883208472777297,0.47744686405218995,-0.6586073103472181,-0.9909983242330237,0.6743437289892864,0.5237307585842219,0.026683149880904842,-0.7621949675817372,-0.9909983242330237,0.7140041535915059,0.9922451295726805,-0.688954948364841,-0.963640142944804,-0.941352939298662,-0.9636401429448039,-0.9214927822068696,0.7481595334727376,0.9642889940014313,0.6530689929143778,0.8871414781858155,-0.05994886091239391,-0.28436226487335187,-0.8661401695929685,-0.6675243135024939,-0.02825415186311811,1.0,-0.8020010669039576,0.4507413497868343,-0.31285044239611076,0.3029684029526816
acl:relcl,0.7051847208664821,-0.8965112209505111,0.7954309483904257,0.7148155836058758,-0.1918277991391795,0.9646757946933783,0.6961449973569076,0.8048770907240207,-0.9735836614714064,-0.09627811364877664,-0.815061224598957,0.40360710118854004,-0.9041304347552428,-0.5683334493199702,0.9902388373346477,0.7190106768599019,-0.984314833684096,-0.9630306208604655,-0.36959202720731205,-0.3482643368251257,-0.5435636785626157,0.8836587789533457,-0.9077567429077772,0.9776811480965394,0.7148155836058758,-0.9818979041577317,0.0888168486946333,0.5757100036381417,0.22460586421475712,0.7148155836058758,-0.9908424123153888,-0.7215365849975007,0.9854845127231779,0.613233773043375,0.553415356856458,0.6132337730433751,0.5070407938050381,-0.9963595704909446,-0.9315630611161743,-0.9761134878852062,-0.4358254896159979,-0.5481692349938191,-0.3446044342111282,0.9931878727965437,0.9801144522924813,0.6197439920673599,-0.8020010669039576,1.0,0.17170772353846103,-0.3164320511592755,-0.8122297797772269
advmod,0.8195788305199672,-0.5903791520350639,-0.4604615835757384,-0.5661874092886566,0.933914045139381,-0.09388504584186651,0.8267723655139315,-0.44642410202224303,-0.39211123477621423,0.9640397088551698,-0.7107222314569781,0.97064622894177,0.26566472708601324,-0.9081653192410005,0.3073424970575732,0.8081365434677991,0.004786154389384928,-0.43075072040376955,-0.9788554869908258,-0.9832737750081225,-0.9202356696153066,-0.30944780840347136,-0.5691354041563141,0.3748492714725465,-0.5661874092886566,-0.3551972548571332,0.9965051460251625,0.9043639620045836,-0.9214105438779095,-0.5661874092886566,-0.30315330220745423,0.5581996902539687,0.33645928983611795,-0.6728728329447322,-0.7255093675330823,-0.6728728329447322,-0.7620579164340548,-0.25506674832408816,0.198223306756974,-0.3816407153128264,0.8118292671338344,-0.9180705466254289,-0.9839768860619961,0.05574462192851643,0.3637790941921872,0.8795629129139367,0.4507413497868343,0.17170772353846103,1.0,-0.988860113279644,-0.7141399843763385
orphan,-0.8957336260897272,0.703941355537319,0.3232029070458274,0.4371883714647907,-0.8702976019978255,-0.05535119822903208,-0.9012945708505076,0.3082587496230561,0.5246709296253833,-0.913742879158841,0.8075152582710557,-0.9956329907483625,-0.11920619763364107,0.9603579029991053,-0.445562176953601,-0.8868046487209255,0.14411328752906558,0.5602830484271178,0.9983984199326265,0.9994304219451472,0.968238131611012,0.1644587484064607,0.6851845074958578,-0.5086681976299705,0.4371883714647907,0.49038206456550715,-0.972970724741065,-0.9578120507675303,0.8533052759749038,0.4371883714647907,0.44161952748011857,-0.4284813766406817,-0.4728808766858098,0.555265707744442,0.6149883695577415,0.5552657077444421,0.6571883881941004,0.39614979019636665,-0.050120896504577836,0.5149709301013217,-0.7158740941910133,0.9668491610801592,0.9995544776862629,-0.2037400132172556,-0.4983761939937543,-0.940583889015838,-0.31285044239611076,-0.3164320511592755,-0.988860113279644,1.0,0.810378460612403
punct,-0.986372191627901,0.9866039455421595,-0.29254430335512804,-0.17265891549279494,-0.4166959772450795,-0.6298639692018804,-0.9842084828901567,-0.3075683599226978,0.9239674616743967,-0.5024277627418914,0.9999881396099468,-0.8615362038491762,0.485126844484418,0.9415865756096428,-0.885607616365212,-0.9894209651650225,0.6965769143728803,0.9393486100376217,0.8422275485957533,0.8296892369762618,0.9311335036834338,-0.4446552199288833,0.9820154171582326,-0.9166575949822466,-0.17265891549279494,0.9080172488560057,-0.6531719493396254,-0.9445771262888495,0.3860015985249884,-0.17265891549279494,0.8835559339199541,0.18216434840736978,-0.8994703867621205,-0.037307482175725284,0.03636463764694928,-0.037307482175725264,0.09095793381439309,0.8590025968813256,0.5445534891777241,0.9195651156638608,-0.17103161530691344,0.9331239714661563,0.827505005258539,-0.7387239168677352,-0.9118315879304159,-0.9611802521986651,0.3029684029526816,-0.8122297797772269,-0.7141399843763385,0.810378460612403,1.0
