,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
discourse,0.2963282030254803,-0.7678514371319278,0.7264469537004085,0.777703253972364,0.5715816348522367,-0.5474571483449729,-0.36964206339107103,-0.06481743690995764,-0.54081952419471,0.8637067327590656,-0.9006483705297214,0.7607674105929623,-0.9741820163238305,-0.6558054622482774,0.33496755397366557,-0.9130798606270878,-0.2318457769513163,0.7608063145840183,0.30416692834436626,-0.6507322160218783,0.014598871538712293,-7.44664532799686e-07,0.9593439163887457,-0.6425219554332483,-0.5746996469076332,0.6730782566319023,-0.36950033263877513,-0.5576068761547908,-0.45892567460115435,1.0,-0.2194011528181064,-0.6609472457915996,-0.7444577776942393,-0.9895430422682021,-0.35760799846928126,-0.2318457769513163,0.8886919134787007,0.2934951866275656,0.8293547353207853,0.8172136790435197,0.6539704118481976,-0.08220202492999444,-0.2378542339635237,-0.4600978410941405,0.6783451199334372,0.8980523506246839,0.5616053419482575,-0.2801198171630578,-0.8783063118814699
csubj:pass,-0.5441051372647682,-0.023535720113539785,0.10648095728347381,-0.470551020494914,-0.8481713106599177,0.285159257288011,-0.8206337995261536,0.00016672331759193297,0.9303918693445661,0.21414752271411763,0.4923288532058031,0.4636999586506692,0.048939447223622194,-0.4773008923515825,-0.9835551423181407,0.5981691236285254,0.011875863154953765,0.21683774854289103,0.8407504418282705,0.2630953791192538,-0.09064902438338016,0.35680443617962,-0.44660980293201047,-0.21111298130248057,0.514679874238527,0.14023776335015525,-0.8232383621131178,0.12017555912487934,0.026592368597889816,-0.2194011528181064,1.0,0.8332693476897101,-0.4743109380906209,0.09020474965586721,-0.7167177568367944,0.011875863154953765,0.10416215969433879,-0.9444236262791321,-0.27661853787276225,-0.3824296186258464,0.33421007876703007,-0.2331970385903413,0.9980982293258082,-0.40079803115402796,0.44871855845139075,0.17488913919680496,-0.4543397718275878,0.5236677884242057,0.060092723973159796
acl,-0.3326239784048517,0.2126559391408532,-0.12644929045765985,-0.8712150588830022,-0.9906861062009573,0.6909215736487454,-0.43213691310814645,0.288035703560802,0.9127561151735616,-0.35266313531472177,0.7284432242488081,-0.03182411833240049,0.48638898894265264,-0.11951215284333301,-0.8453817061349489,0.8917675051629407,0.37378293046144573,-0.3574754885323493,0.5077697157456288,0.3253585984235517,0.18198624370676242,0.49618558392878964,-0.8419711877789423,-0.0029001626617082416,0.47786280176823676,-0.41024282982985993,-0.39278618410642885,0.5794251742563501,0.476296996227485,-0.6609472457915996,0.8332693476897101,1.0,-0.003940467713566897,0.5782311572121663,-0.22193171631911707,0.37378293046144573,-0.4583245182280738,-0.7492746598103149,-0.47578591865071507,-0.5494767065279057,0.06075365784447429,-0.3737201829887014,0.8261841066921825,-0.2439184762379737,-0.12015526074207358,-0.38081634866692277,-0.8037311669343801,0.305676455609167,0.3673227292069018
amod,-0.011471706361559168,0.7834635887939146,-0.805016832917347,-0.3032109529268294,0.10681278335072149,0.18513697759566275,0.8922820097797016,-0.07851653569766426,-0.12428791925987172,-0.87410867985117,0.5156948988264697,-0.9968179296308703,0.8560784465619398,0.9597095097751454,0.34211738637426975,0.41291638801226976,0.06606396621540848,-0.7530124722896997,-0.8624300047772221,0.5060975568906885,-0.08821133513579867,-0.36605150737527925,-0.5361925354587413,0.8064488165211069,0.2651002119381093,-0.6013907506328863,0.8718718397122627,0.30326674237153267,0.2704665260199803,-0.7444577776942393,-0.4743109380906209,-0.003940467713566897,1.0,0.8131755095580998,0.7366848920129937,0.06606396621540848,-0.8154579592596356,0.32781790270645284,-0.6291089879559487,-0.5456540723387329,-0.8855685034085466,0.36090007303507615,-0.4485986428288073,0.7774216396596357,-0.8498971643612327,-0.8877516325939067,-0.09328288324766702,0.01286227273323153,0.805256898526709
nummod,-0.17829143098318243,0.7474155073263553,-0.7149674270394781,-0.7637675869447652,-0.4912401458424384,0.5708178514539718,0.48004229312687857,0.12821365370082033,0.41923869750143533,-0.9264311097730037,0.8324649617731293,-0.8332242213668971,0.9766279970106254,0.7064780220018724,-0.20184231512636935,0.8506401717229202,0.29520781177488054,-0.8361916489542494,-0.40914992228789054,0.581180912125771,0.059292360818233025,0.010451214476682603,-0.9268829039382823,0.6406042792953752,0.472317984245291,-0.7466983425461813,0.4903063281061506,0.6038113110468049,0.519188122350909,-0.9895430422682021,0.09020474965586721,0.5782311572121663,0.8131755095580998,1.0,0.4883003586634391,0.29520781177488054,-0.9405316532756577,-0.15336390377239595,-0.7737621194479128,-0.7480854425553999,-0.6748668222559647,0.05481940003862926,0.10560950255865845,0.47706120349489783,-0.7762174554695883,-0.9519292382452634,-0.5586272289760565,0.16352187429492904,0.8582274069152874
conj,0.6677113225247917,0.15705539799798038,-0.19427122740788988,-0.2775414094733911,0.23854044580931988,0.4315218781686412,0.8419489914541848,0.4898009818946005,-0.5410636708366809,-0.7772843286669947,-0.06653841791178786,-0.7720908404718853,0.4177567414384079,0.5685331311440618,0.7011199989806209,-0.004742984084423553,0.5585737276600734,-0.8279849077926604,-0.7731074437833863,-0.2093722257628997,0.5218342251435297,0.12623566612583856,-0.21200390814303047,0.21573230436012927,-0.44502077710911186,-0.7903744220631768,0.9176272821000698,0.5796452835958785,0.6295764915298657,-0.35760799846928126,-0.7167177568367944,-0.22193171631911707,0.7366848920129937,0.4883003586634391,1.0,0.5585737276600734,-0.7231173470534673,0.7745512117291918,0.03333638983431548,0.12245187510568047,-0.3700101932963842,-0.1996428897211182,-0.7318312062191578,0.2537330500604306,-0.9267965578904145,-0.731918460067276,-0.2682272975079343,-0.6665812810901223,0.21590417684596247
appos,0.747108456439925,-0.4066508888824627,0.4338629663630025,-0.7009690020563089,-0.445834840976489,0.916717282141479,0.029817425030218427,0.9853896944594457,-0.027998242932425945,-0.4965240728650916,-0.10686597623364431,-0.1451318298368858,0.08702238326925088,-0.21675091466573193,0.0889198414916967,0.19770526323442567,1.0,-0.6938133530222363,0.09221894741601333,-0.5822541682975108,0.9681127364952117,0.8899868510913486,-0.3538709591373054,-0.49360696781680535,-0.5775096236643072,-0.8269542671780898,0.18675747654339545,0.9361696947524024,0.9698108334410399,-0.2318457769513163,0.011875863154953765,0.37378293046144573,0.06606396621540848,0.29520781177488054,0.5585737276600734,1.0,-0.549628078061071,0.2757264753693864,0.3463848328622772,0.341181663838967,0.38933343160640577,-0.9064003827070779,-0.04048980715543814,-0.5762223235913088,-0.5762223235913088,-0.4367831907826205,-0.8500555796194108,-0.7654739520035533,-0.2364410714306517
case,-0.16648040911398115,-0.5348919904574881,0.5140696615124801,0.7838126589028571,0.40109600846019566,-0.7140412178103016,-0.5793292778667238,-0.402170786816887,-0.18338098107256387,0.9925423748094409,-0.6012865822134279,0.8542497470980622,-0.8664736600024211,-0.6397490737859576,-0.0336750009729044,-0.6872275913290435,-0.549628078061071,0.9726984329066619,0.4853872128995129,-0.2850728971580895,-0.3540027390055693,-0.20515579959349603,0.8278519371313332,-0.45121303309940747,-0.14489679597350164,0.9198232865082254,-0.6350331419284372,-0.7792055792863106,-0.7329053947910864,0.8886919134787007,0.10416215969433879,-0.4583245182280738,-0.8154579592596356,-0.9405316532756577,-0.7231173470534673,-0.549628078061071,1.0,-0.12367401221987061,0.5197161608480967,0.47920694850975176,0.5347004068180212,0.17620588029089496,0.10584630007260615,-0.31983531697169304,0.9289924052474463,0.9898042671260396,0.6522758749505743,0.18094556819683155,-0.6659584994664823
xcomp:pred,0.7892669435050043,-0.24086880387749135,0.16715266182962912,0.3319308949274144,0.7242699866633115,-0.053787445822073406,0.6949592860755109,0.30988144951807917,-0.9483394410729271,-0.2108179169562353,-0.6357202375683892,-0.3411479005000784,-0.18098288826247286,0.2534057766122627,0.9818164667379533,-0.635047947785652,0.2757264753693864,-0.2949377340114212,-0.6846076721914282,-0.5394425340189895,0.4004334605108031,-0.03520061874016113,0.4539003777492638,-0.0770827441954209,-0.7542810698779316,-0.28334678681010533,0.748480290128407,0.10116450969079077,0.21408270169244456,0.2934951866275656,-0.9444236262791321,-0.7492746598103149,0.32781790270645284,-0.15336390377239595,0.7745512117291918,0.2757264753693864,-0.12367401221987061,1.0,0.5051351204116447,0.5978011507680594,-0.06711369407474307,-0.09667683760020303,-0.962869535291207,0.0996928202330724,-0.48186415533357,-0.14977727197498478,0.2320509598116322,-0.7738863520947135,-0.2803021135907592
aux:pass,0.7441442612121654,-0.9531785729319103,0.9231783217589405,0.37310263708187985,0.3517816445321513,-0.019501137176618204,-0.2694402461614934,0.496660847831939,-0.5972641445062727,0.5178098751101136,-0.9481437248607144,0.6005501608430226,-0.8739754341213167,-0.7053124633558292,0.441508082255637,-0.7955229955501403,0.3463848328622772,0.30878896793165267,0.27519351573137885,-0.9639023413604948,0.5687643019813144,0.4766350324975293,0.7392244144812852,-0.8698073072335962,-0.9086351307593902,0.1564510666291649,-0.1802602415290327,-0.005488120708362104,0.11383605918245002,0.8293547353207853,-0.27661853787276225,-0.47578591865071507,-0.6291089879559487,-0.7737621194479128,0.03333638983431548,0.3463848328622772,0.5197161608480967,0.5051351204116447,1.0,0.9936631773504655,0.8121948220946451,-0.572942068540117,-0.3235364737893836,-0.729927548001126,0.27984502639754966,0.5870423361045654,0.08349479338252545,-0.7376842527416969,-0.9674515422068973
advmod:neg,0.7846409190415622,-0.9141586849706621,0.8759716307762447,0.40487023557599644,0.4317325260652118,-0.042171065515248414,-0.16096588198784859,0.48625635061235,-0.6816190766658852,0.465014138527376,-0.9667909419176905,0.5186956252839642,-0.8414469060411005,-0.62135896002886,0.5394467831612411,-0.8298055672632484,0.341181663838967,0.2624368297108522,0.1654459467702842,-0.9601078580311595,0.5657840485071657,0.4240402292538997,0.7563479699440355,-0.8132159810980822,-0.9367756098229311,0.12416333923784598,-0.07356366597519462,-0.009114625174910412,0.11650219730578817,0.8172136790435197,-0.3824296186258464,-0.5494767065279057,-0.5456540723387329,-0.7480854425553999,0.12245187510568047,0.341181663838967,0.47920694850975176,0.5978011507680594,0.9936631773504655,1.0,0.7424226909678932,-0.530969396595702,-0.42769496142999397,-0.6578828207322078,0.20871603005592593,0.5365687857723876,0.12408619698088541,-0.7762520843675171,-0.9357988726064221
cop,0.42578666460477294,-0.95010017442208,0.9723359587035438,0.041847328547337644,-0.1924001033903519,0.19745330304540412,-0.7493457875668089,0.5259944827184054,-0.017594024613048508,0.6014187939613158,-0.6212375783144821,0.8478619396466124,-0.806176408518952,-0.9745481143027166,-0.16093274504897734,-0.39610262079840003,0.38933343160640577,0.39244144853640817,0.7729577226663745,-0.7972597011729847,0.5399886354678667,0.7158201047228019,0.4251437888272004,-0.9867204462125165,-0.5931119920014832,0.19356945893408684,-0.6574650674745662,0.11298300115236437,0.17320685799422286,0.6539704118481976,0.33421007876703007,0.06075365784447429,-0.8855685034085466,-0.6748668222559647,-0.3700101932963842,0.38933343160640577,0.5347004068180212,-0.06711369407474307,0.8121948220946451,0.7424226909678932,1.0,-0.7350787350696234,0.28540100021185666,-0.9700905109478704,0.5094305663795444,0.6473616052732415,-0.23408179769875478,-0.43273665495814817,-0.9052824231781926
obj,-0.686593096950177,0.7007519487108368,-0.7372868625085535,0.5431579891275193,0.4834715409096595,-0.787607254634048,0.3603324306144651,-0.9516114567363376,-0.05078908072263429,0.09957131130607393,0.29699006694589286,-0.2855220237074043,0.267792374833251,0.608390418311958,0.08458131203586343,-0.032233936440478755,-0.9064003827070779,0.33314825943477916,-0.46255104596074476,0.7430673063157155,-0.9369154665399905,-0.9902533076223479,0.12325720784076659,0.7965497065261592,0.6329647316954216,0.5215808933272518,0.2056105216719912,-0.7527929971824804,-0.7949877462067494,-0.08220202492999444,-0.2331970385903413,-0.3737201829887014,0.36090007303507615,0.05481940003862926,-0.1996428897211182,-0.9064003827070779,0.17620588029089496,-0.09667683760020303,-0.572942068540117,-0.530969396595702,-0.7350787350696234,1.0,-0.17375793315226548,0.8670692264768979,0.17727999900629027,0.039342258330976654,0.7677340224279194,0.7048713271773527,0.5485061722305763
ccomp,-0.594525381384505,0.027517009881634785,0.05448768744699588,-0.45093255612595223,-0.8335493954166429,0.2462606676543938,-0.8025860122791725,-0.05695073714337324,0.9425317979779435,0.21253250936175663,0.5253895077050252,0.4422818349226929,0.076713759620224,-0.43757440562709204,-0.9918338899321333,0.612392239649303,-0.04048980715543814,0.2306125646245399,0.8174257534377575,0.31820375343997476,-0.14866049331750342,0.30009798094814805,-0.4543379432059301,-0.15749063762602314,0.5646991425730662,0.1657097675381472,-0.8146238033247105,0.08189229970360101,-0.016288427256611743,-0.2378542339635237,0.9980982293258082,0.8261841066921825,-0.4485986428288073,0.10560950255865845,-0.7318312062191578,-0.04048980715543814,0.10584630007260615,-0.962869535291207,-0.3235364737893836,-0.42769496142999397,0.28540100021185666,-0.17375793315226548,1.0,-0.34680903396856194,0.4562210768110833,0.16883972731140354,-0.41846634364551016,0.5748157966594702,0.10395785519113224
parataxis,-0.47669381666314176,0.8957376305935315,-0.9309895223378484,0.19714153114661853,0.37336148904982497,-0.4282790959766279,0.714511457515195,-0.6849343605982509,-0.08959109999699028,-0.4018441720289901,0.4851146898601159,-0.7249409405787427,0.6435009037314345,0.9227506803740974,0.22930629824554707,0.2086794863782107,-0.5762223235913088,-0.17873121228993613,-0.7671655476886777,0.7782360621004344,-0.6813942963195445,-0.8617025063157846,-0.21183469838763114,0.9704530638506542,0.577002736063054,0.029370240550231137,0.5989891888332994,-0.34310218842566054,-0.39048250012368557,-0.4600978410941405,-0.40079803115402796,-0.2439184762379737,0.7774216396596357,0.47706120349489783,0.2537330500604306,-0.5762223235913088,-0.31983531697169304,0.0996928202330724,-0.729927548001126,-0.6578828207322078,-0.9700905109478704,0.8670692264768979,-0.34680903396856194,1.0,-0.3333333333333333,-0.4503736926852679,0.46229411344725974,0.48952749296855363,0.8057586095239047
fixed,-0.4322209241464637,-0.39396513994958704,0.4036278969048782,0.5618218477617164,0.07720120794450683,-0.6003838197161541,-0.7780629674631314,-0.45776125787941974,0.192884656593864,0.956103559327598,-0.2991502166628872,0.8881048278274358,-0.703490164606253,-0.6701917426381082,-0.3980784379875273,-0.3705973927203935,-0.5762223235913088,0.9665055518203733,0.6925385986079493,-0.061801149398686875,-0.44918119362524533,-0.1537605109380482,0.5614638755548896,-0.3825252178362247,0.14425251182050453,0.9125565417419809,-0.8450881361227943,-0.7165182721362704,-0.7171066878661231,0.6783451199334372,0.44871855845139075,-0.12015526074207358,-0.8498971643612327,-0.7762174554695883,-0.9267965578904145,-0.5762223235913088,0.9289924052474463,-0.48186415533357,0.27984502639754966,0.20871603005592593,0.5094305663795444,0.17727999900629027,0.4562210768110833,-0.3333333333333333,1.0,0.9317575937544132,0.47935795053848385,0.43900706141530266,-0.493005315230783
acl:relcl,-0.10088683590103963,-0.6307743583365325,0.6177898964377171,0.7015893316422178,0.30834814092413837,-0.6070485128103769,-0.6633312105589648,-0.28271597847335095,-0.1413828735443563,0.9965476230179273,-0.6251052411655752,0.9167183260788474,-0.9063784787682444,-0.7426291934525846,-0.08397305265678907,-0.6650668613293754,-0.4367831907826205,0.9464947942055694,0.5825928777395634,-0.37292282070326,-0.2396498884007619,-0.06488007727141643,0.8011493372325224,-0.566213421459616,-0.20735587203616007,0.8658081744153849,-0.6996361794660324,-0.6838127141639226,-0.635397017882122,0.8980523506246839,0.17488913919680496,-0.38081634866692277,-0.8877516325939067,-0.9519292382452634,-0.731918460067276,-0.4367831907826205,0.9898042671260396,-0.14977727197498478,0.5870423361045654,0.5365687857723876,0.6473616052732415,0.039342258330976654,0.16883972731140354,-0.4503736926852679,0.9317575937544132,1.0,0.5406038765907585,0.11230193382421662,-0.7399673177316615
advmod,-0.2850679846682843,0.09560158225773178,-0.16057169315623734,0.9548688406738979,0.838671098626209,-0.9833017704630245,0.17815603220463996,-0.784441641869968,-0.49283393192509944,0.561835189327565,-0.37262012688294804,0.16356399269548869,-0.3767454061017855,0.1538711873790115,0.4043135344976518,-0.6529779605173501,-0.8500555796194108,0.6832909772711728,-0.3000725551899832,0.15804894389854388,-0.7128577689414722,-0.8264423233569443,0.7304808341654445,0.27171700069833893,0.08152663876428076,0.7895730430779383,0.05734107655714833,-0.9387924494881491,-0.8999431951460062,0.5616053419482575,-0.4543397718275878,-0.8037311669343801,-0.09328288324766702,-0.5586272289760565,-0.2682272975079343,-0.8500555796194108,0.6522758749505743,0.2320509598116322,0.08349479338252545,0.12408619698088541,-0.23408179769875478,0.7677340224279194,-0.41846634364551016,0.46229411344725974,0.47935795053848385,0.5406038765907585,1.0,0.3119211944738374,-0.10124736004124468
orphan,-0.9995950613543015,0.6308668813404589,-0.6011318325394512,0.09433174429415343,-0.21649277586640514,-0.45076668773153944,-0.25458734135506184,-0.8217455082722874,0.6488584163274713,0.19437037495961704,0.6562094715006528,0.044075176353024006,0.3179298202057538,0.2207335232660065,-0.6468168986927508,0.44697266854638845,-0.7654739520035533,0.4042099404648207,0.18372564837838376,0.8662531001702648,-0.8780221745898017,-0.6038241020303752,-0.2621616498242102,0.5733975385289927,0.9465619892684947,0.5174595272951014,-0.3906308932219478,-0.5379231356545872,-0.6465161546069806,-0.2801198171630578,0.5236677884242057,0.305676455609167,0.01286227273323153,0.16352187429492904,-0.6665812810901223,-0.7654739520035533,0.18094556819683155,-0.7738863520947135,-0.7376842527416969,-0.7762520843675171,-0.43273665495814817,0.7048713271773527,0.5748157966594702,0.48952749296855363,0.43900706141530266,0.11230193382421662,0.3119211944738374,1.0,0.564341290126012
punct,-0.5690102068463044,0.9806039003081851,-0.9642611699867577,-0.38993568496291114,-0.2396065531767175,0.0821810148920076,0.49405874273683603,-0.3984715688984669,0.41857439748436404,-0.6829040138550204,0.8931678833933167,-0.7829603969804335,0.9472495051315624,0.848466347239261,-0.22839848608166474,0.7454503973300748,-0.2364410714306517,-0.48507691025279076,-0.48785813980976905,0.8982018822576353,-0.45711648535570765,-0.47632538020783244,-0.7431464980173573,0.9232258649734035,0.7783150203366503,-0.32043761163123263,0.4203127989746384,0.10955663310313454,0.007639928416042938,-0.8783063118814699,0.060092723973159796,0.3673227292069018,0.805256898526709,0.8582274069152874,0.21590417684596247,-0.2364410714306517,-0.6659584994664823,-0.2803021135907592,-0.9674515422068973,-0.9357988726064221,-0.9052824231781926,0.5485061722305763,0.10395785519113224,0.8057586095239047,-0.493005315230783,-0.7399673177316615,-0.10124736004124468,0.564341290126012,1.0
