,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,conj:expl,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nsubj:pass,-0.15008891477031952,-0.12262271646857889,0.16207121422647486,-0.5226807250069361,0.48976729105706485,0.23869274265966064,0.4725283884366332,-0.06826915804548042,-0.30388806875364494,-0.1289335620258506,-0.44535500273526385,-0.1502291461834895,0.7161874235596872,-0.4231368804831832,-0.05416520763279206,-0.6696538615973492,-0.04738182466455819,0.5445434813607033,-0.4140666020524221,0.11477618475800609,-0.6655372861913651,-0.14718329621012646,0.21198222554916157,-0.6686276198352107,0.3641312456721473,-0.8033866554687532,0.4642563646565585,0.1410068693102525,0.3448518067389341,1.0,0.12546389717353118,-0.24599308869029773,0.41175980315976357,-0.7537671488901846,-0.20061871187558528,0.31979374961815965,0.2824812573075685,-0.26334479552878814,0.22727324516616892,0.24285462366563365,0.4771889090428328,0.2781002208909435,-0.13886469902146265,-0.5021847283023517,-0.10250626206871945,0.6461388961869179,-0.421422863436927,0.41390927742636446,-0.11145547586122824
discourse,0.021970345458763498,-0.06204519489067075,-0.8057353027547337,-0.7035388548061762,0.31343254225667466,-0.1428913326834645,-0.09410600759954252,0.20250699261354763,-0.09200368590174786,0.5173402693933861,-0.6562162633578187,0.7168060678164239,0.13496121388743745,0.18991169259111035,0.014660642195128745,-0.10314481258323151,0.41889487495077415,-0.3928576212135022,-0.574810954309213,-0.13595662154515284,0.05477330304703668,0.20968252038136284,0.3823188656395322,-0.3899796861765993,0.3010652297202922,-0.3990537854046473,0.3250441035430724,-0.49855648171417016,-0.1706944314286205,0.12546389717353118,1.0,0.4685639973531306,0.7303030925346522,-0.6578221618735803,0.30132153322723554,0.7091633336241517,0.1234723870715582,0.4951019752900136,0.47915411007608555,-0.4259461832014502,0.4696329888309673,-0.8019593936337853,0.2432261411411302,-0.8129498516824776,-0.6188669522392604,0.0263974447200201,-0.8251649340816043,0.4812105939645503,-0.05313017999813996
csubj:pass,0.048728031157684155,0.07355553179037705,-0.0948297695705545,-0.3181910247288955,-0.5869041598712349,0.3479792688414249,-0.2400384539821043,-0.6040764408966595,-0.42869956586022917,0.3704613680856798,-0.18327533839989818,0.949832084421978,-0.6466343277143961,0.2929867707498481,0.20239951112247687,0.2298774220594305,0.9190634300702707,0.0776519447870438,0.13900906132441535,-0.11680117172984879,-0.005702050572001535,-0.5990492898182971,0.8269214838419312,-0.18478528943097494,-0.5716363354371692,-0.32573720422509456,-0.0999620193713812,-0.11188726905395864,0.3533448799180265,-0.24599308869029773,0.4685639973531306,1.0,-0.2498411558910613,-0.37223459554073235,0.5370032915426808,-0.20696333956186097,0.34940084360474427,0.39517638155161183,-0.4355629853149324,0.20660937588006847,-0.2726375866009598,-0.4274198337060026,-0.23234174991523973,-0.29110634985766626,-0.0856491381063674,0.18158795747514891,-0.6731587904312665,-0.4700469424848552,0.0023860537884398078
acl,0.019858780439091152,-0.177380966904308,-0.758269900467462,-0.6049183105622163,0.8015074129990446,-0.4341325121472135,0.19568837255252652,0.653807956588098,0.11334894971640262,0.2799784616437063,-0.6642927404077619,0.05312178745533124,0.66974394003039,0.01666848623711102,-0.20161417604386828,-0.3025584570298675,-0.20411612150565162,-0.4094646467714301,-0.689812758413805,-0.08968482839454262,0.019774156952007415,0.6537955430787499,-0.1386742890911575,-0.39317785859500204,0.7557409281007996,-0.28322483749066024,0.5382284002286338,-0.37493857007897413,-0.4530970213412361,0.41175980315976357,0.7303030925346522,-0.2498411558910613,1.0,-0.5000124186111762,-0.034738795570918024,0.956306550814086,-0.15362660264040548,0.2117168844423316,0.859755759841627,-0.533078979851202,0.7847931404261338,-0.5408724421538242,0.3531694748778623,-0.7360979725791295,-0.6344753374588112,-0.04655103907691079,-0.42793146917885144,0.9029529022753139,-0.11058520495855807
expl:pass,0.09536764282171872,0.09082669426925362,0.20297029947019657,0.7854142347564709,-0.2868213223969376,-0.29245828974484034,-0.21384879842052354,0.21656145218951287,0.417155097208548,-0.21292228312305786,0.6542619729847349,-0.5239511307481807,-0.3675985722983973,0.17426536493708303,-0.08208162754546355,0.49033856283124705,-0.4682409934479179,-0.31238801169273456,0.5172412967024759,0.0048650997181757675,0.5158314937695516,0.27985099928050045,-0.6265532835997999,0.7451187876214621,-0.19217169417765567,0.9139823517221145,-0.4247847618847216,0.1493793156010417,-0.37217568058847655,-0.7537671488901846,-0.6578221618735803,-0.37223459554073235,-0.5000124186111762,1.0,-0.1532881852511535,-0.4313337129552032,-0.42642692747211836,-0.1119502149599493,-0.1725542101923077,-0.111887104067597,-0.42377479074756497,0.22460075839729535,0.07967288760040052,0.8039222216658982,0.34594303881084687,-0.5935948500125477,0.9125032798928518,-0.31238801169273445,0.10954441169535971
amod,0.8434143932805719,-0.762012608382727,0.07493963218098112,-0.20704402642417213,-0.04670918038675685,-0.4807921791436248,0.11908109263003264,0.06287324293206356,-0.4757329380632053,-0.15837090618895114,-0.5802124551348293,0.5136638941204277,-0.6318137234302047,0.8899865970547086,0.06631200694187211,0.773258698632758,0.44196384006972333,-0.2870925049735916,0.36675350723813777,-0.8645644583882405,0.5982457361667072,0.01891250037203465,0.5655482347067349,-0.5848903085832848,-0.044194141948098106,-0.08554749039168445,0.45673863598312514,-0.07487874183470586,-0.3577465472893289,-0.20061871187558528,0.30132153322723554,0.5370032915426808,-0.034738795570918024,-0.1532881852511535,1.0,0.2256723920604321,-0.5485899178808656,-0.21283356360733172,-0.30234270362303584,0.5412161913341922,-0.08666498688212353,-0.32648397148960245,-0.10205475607097854,-0.3296306821947357,-0.6904347036631884,-0.40204496764038916,-0.3350652879174867,-0.3150267883635798,-0.784442882391474
nummod,0.2978955543167343,-0.4276080622481608,-0.6835829948557519,-0.5761288825813623,0.8106090739894234,-0.6409184090193025,0.25755541591785913,0.7360362690261772,0.017446029430510334,0.1668062968016701,-0.7798830790482338,0.074257117674568,0.49689308420378836,0.29006028860695204,-0.21444924338052682,-0.03611023444759682,-0.18530314596677633,-0.5122995159583963,-0.5238694795698631,-0.35745632650820214,0.2450216537426966,0.7256982242619117,-0.07846170795965728,-0.5122995159583962,0.7690156733662566,-0.21427059128290682,0.668209627418162,-0.3531590756956142,-0.6242431768035571,0.31979374961815965,0.7091633336241517,-0.20696333956186097,0.956306550814086,-0.4313337129552032,0.2256723920604321,1.0,-0.40047403126063236,0.08366775441064421,0.7773664014462606,-0.3635450668191614,0.7462346382509479,-0.5695811567484056,0.32858937544023054,-0.7437039310047736,-0.8100038089388545,-0.22984642632167193,-0.38996075277530456,0.810657462729449,-0.3599894951747098
conj,-0.815259081686232,0.7671610557467917,-0.020003442440167333,-0.16364769035058102,-0.37132291829556013,0.9470982953667973,-0.2876941504162925,-0.6951750913455463,0.025717549827309786,0.3557716509718476,0.34144476845141636,0.3379902403672979,0.18804877948193827,-0.784031074866949,0.2383325775022194,-0.7439109680631063,0.3933655351312965,0.5460152381917424,-0.37667551986839104,0.7591101708997283,-0.807231763228349,-0.6899194130820937,0.2771807786273752,0.21209918244620685,-0.38599568944814744,-0.45282862333832985,-0.4946015726998001,-0.0427357223242839,0.8824526465692804,0.2824812573075685,0.1234723870715582,0.34940084360474427,-0.15362660264040548,-0.42642692747211836,-0.5485899178808656,-0.40047403126063236,1.0,0.4046306106433404,-0.15946482510925705,-0.20596214644243413,-0.1482016085803057,0.11865638518035584,-0.10333832554684169,-0.017643881822591054,0.5981185578179794,0.7607445536607181,-0.41558959850906035,-0.10916229068369847,0.7124097012268559
case,-0.6102637480114922,0.6877175392842115,-0.6822278577332993,-0.4940565748209494,-0.3884235375376825,0.19961322168708315,0.050970402812640446,-0.25036046172745097,-0.17676915426850762,0.9803944653817581,-0.07518695292876822,0.4617269980162518,0.0632097795147071,-0.0695164774515746,-0.4903625684808237,-0.29787934572743835,0.5193780257715214,0.004340885018854615,-0.055855300047356005,0.5787717807102091,-0.2578191866782854,-0.1124105555678124,0.24876411935326398,0.2993482044243533,-0.4116106958174141,-0.14182154421392454,-0.02152704190755975,0.14014232548762762,0.003198394672343987,-0.26334479552878814,0.4951019752900136,0.39517638155161183,0.2117168844423316,-0.1119502149599493,-0.21283356360733172,0.08366775441064421,0.4046306106433404,1.0,0.4511296878990119,-0.6029354163515296,0.39602978881563833,-0.7581701378402816,-0.31057262985721523,-0.3722894281502372,0.24115604768103546,0.31957741672448237,-0.348377853190222,0.3379850076919117,0.712033695572339
xcomp:pred,-0.24411243329473364,0.13091556242656233,-0.7663798740457682,-0.523535673469948,0.5804454800430446,-0.4314354059608248,0.36773257234495715,0.5965862930525144,0.09338648378793671,0.5137468556521124,-0.4470788916736055,-0.19646886026320007,0.7350288061662187,-0.051835767295078695,-0.5696980311878143,-0.3782050633199115,-0.27926660902684103,-0.2945874911492764,-0.43214556384136626,0.2255117884638749,-0.0633286714410091,0.6711648803107298,-0.3175124430304734,-0.06542813478403307,0.5214738407116256,-0.09959484939301982,0.48210909133248864,-0.028892223836082902,-0.5415506496108686,0.22727324516616892,0.47915411007608555,-0.4355629853149324,0.859755759841627,-0.1725542101923077,-0.30234270362303584,0.7773664014462606,-0.15946482510925705,0.4511296878990119,1.0,-0.6817385788553413,0.8825142589934929,-0.5666310158132607,0.09508159388075067,-0.5556928701970791,-0.28377967977474083,0.01742721524796719,-0.10979481157265063,0.9791851626926109,0.22688752421393021
aux:pass,0.5203462545273071,-0.5406526380302539,0.8389842611760086,0.04741917479697122,-0.25104870002952145,0.056092814609009604,0.3620530825053332,-0.4107028575857453,-0.6101504040929246,-0.5126067937076431,-0.1670400117217313,0.0039171513113436555,-0.40149883022913163,0.3356486622173477,0.07821346829643762,0.34255732146765516,0.2704247249811353,0.5007641059039754,0.591183255692316,-0.48026668612405504,-0.015079981240641891,-0.4938010948678373,0.5118236326188841,-0.5430319205416968,-0.30738420785214793,-0.30799194582292677,0.2781306473925305,0.4372509129330679,0.2353749207983139,0.24285462366563365,-0.4259461832014502,0.20660937588006847,-0.533078979851202,-0.111887104067597,0.5412161913341922,-0.3635450668191614,-0.20596214644243413,-0.6029354163515296,-0.6817385788553413,1.0,-0.30453058042439785,0.48478179800512666,-0.46724126725226955,0.0800920817273659,-0.037210012391097336,0.1408230754235088,-0.011116167636117337,-0.5950157774612548,-0.5855575961058546
advmod:neg,-0.14641751171126283,-0.011969501753727813,-0.5446351652772914,-0.7951618160301999,0.47322507513103435,-0.36666127391672065,0.7110569789415275,0.3488951659887149,-0.3614797701091447,0.5358175259628171,-0.7115830920644926,-0.08641832869192018,0.7055287175662156,0.07346046694447259,-0.7345716720186031,-0.3975128581949104,0.002391220271196574,0.0381144263729418,-0.22093554710224667,0.13206817282903388,-0.2440291566299362,0.40916507102018973,0.06725015271330971,-0.4305156411010131,0.3480201671256015,-0.4670083278053639,0.7825197154486361,0.2740809312814753,-0.42132813372461997,0.4771889090428328,0.4696329888309673,-0.2726375866009598,0.7847931404261338,-0.42377479074756497,-0.08666498688212353,0.7462346382509479,-0.1482016085803057,0.39602978881563833,0.8825142589934929,-0.30453058042439785,1.0,-0.540000899963749,-0.2739005018219156,-0.7789041806750815,-0.31191926375379825,0.28615452460626944,-0.31594340757494993,0.9073256647854271,0.07712042169433929
cop,-0.0009270343511784755,-0.06788258733224904,0.8447592606678592,0.6294293071381107,-0.004948853124788245,0.3586134233241145,-0.1116340092704536,-0.19989210849642092,0.22875879776298436,-0.7781585033201451,0.5549984504569256,-0.5907380944718839,0.05154474529011822,-0.4590810942663795,0.4248827261668307,-0.1352152073471952,-0.46037472969699794,0.4378273186058851,0.11043144216358022,0.05627022999857406,-0.24177354098805431,-0.2947887994458329,-0.3080707833727953,0.11190841131305755,0.009135985814130781,0.10562871305340606,-0.37739990375430804,0.12823075100413506,0.4722840034314355,0.2781002208909435,-0.8019593936337853,-0.4274198337060026,-0.5408724421538242,0.22460075839729535,-0.32648397148960245,-0.5695811567484056,0.11865638518035584,-0.7581701378402816,-0.5666310158132607,0.48478179800512666,-0.540000899963749,1.0,0.07476732896391416,0.666664646963708,0.4334124262543151,0.11865128677020662,0.5007311668402352,-0.46336356541507845,-0.10799077694060669
obj,0.1925421962807044,-0.19641632994923186,-0.334643255766159,0.4195494068729318,0.5861604015009607,-0.20000355646475207,-0.7467523507673678,0.6194125846462193,0.8694566917843162,-0.4267782201879542,0.19136660159548133,-0.0528023056996232,0.08043184437269782,-0.15809183406846555,0.713469127871152,0.10724487950581787,-0.5612077771723949,-0.7320844433135556,-0.7024178086679055,-0.2513216994783539,0.4319938235018959,0.5446247637394985,-0.577564823667864,0.21614611212464246,0.7119786700157542,0.4518780978181645,-0.4017199350060384,-0.9332938375444696,-0.17275621400480676,-0.13886469902146265,0.2432261411411302,-0.23234174991523973,0.3531694748778623,0.07967288760040052,-0.10205475607097854,0.32858937544023054,-0.10333832554684169,-0.31057262985721523,0.09508159388075067,-0.46724126725226955,-0.2739005018219156,0.07476732896391416,1.0,0.20118073669544018,-0.40443113872861075,-0.5873420363180372,0.0746721160696597,0.10767688645551939,-0.2083233474249069
ccomp,-0.06079039902910547,0.1961720281249297,0.5369246561613031,0.9625430602487787,-0.354015187177836,0.19389190544627127,-0.47868293350824836,-0.10171696157025313,0.5340674359715973,-0.503701978579951,0.9161463523856954,-0.48873711509784246,-0.3634417010526966,-0.23564478772642844,0.3689071215356316,0.24232478191593532,-0.45139569760196213,-0.016303423285432397,0.32347856272506426,0.13812853848182113,0.19821255457569392,-0.10837873548936341,-0.5531602669151054,0.7342590857024118,-0.24571473931774815,0.7341081526167929,-0.7570309761239686,0.005839482214646046,0.17747832076221273,-0.5021847283023517,-0.8129498516824776,-0.29110634985766626,-0.7360979725791295,0.8039222216658982,-0.3296306821947357,-0.7437039310047736,-0.017643881822591054,-0.3722894281502372,-0.5556928701970791,0.0800920817273659,-0.7789041806750815,0.666664646963708,0.20118073669544018,1.0,0.5703135847439753,-0.3283566435069424,0.8140795746338414,-0.6133889402077001,0.1617065862191186
fixed,-0.7507869159153598,0.7994503740493782,0.38366277016158556,0.3374409266847683,-0.6508190965608853,0.711066139289332,-0.050204097358731554,-0.6434269623861497,0.044282450233175896,0.1824906985065649,0.7593469847611785,-0.2821730516617405,0.023361298507400895,-0.6306713370776202,-0.12606446177867978,-0.4448018272275433,0.039711205549266285,0.6280826926215931,0.28773460158288755,0.8117891127054886,-0.5887698878277274,-0.5790841434283549,-0.12287526159590859,0.636808307594983,-0.6556231924826512,0.08545268448800411,-0.5784902115254278,0.49009213622381265,0.603638392009689,-0.10250626206871945,-0.6188669522392604,-0.0856491381063674,-0.6344753374588112,0.34594303881084687,-0.6904347036631884,-0.8100038089388545,0.5981185578179794,0.24115604768103546,-0.28377967977474083,-0.037210012391097336,-0.31191926375379825,0.4334124262543151,-0.40443113872861075,0.5703135847439753,1.0,0.5117406074195968,0.39413255706365613,-0.31622275005414396,0.7767432970453756
acl:relcl,-0.6743444186177893,0.5315471967089413,0.16396713104523056,-0.5295163675781859,-0.27377606412737293,0.7402112871862933,0.39154939246739023,-0.7032648964195206,-0.5023412917522277,0.4012763588005333,-0.07427481703688668,0.14125668711597725,0.4160625011943581,-0.5842491703777896,-0.2582030592772705,-0.8008752225327854,0.45556419758584504,0.8799054405518668,-0.0855275116803465,0.6547856617178262,-0.9689223060738591,-0.689464904073677,0.4902901395224097,-0.22749601485644985,-0.395797125403216,-0.804902788035312,0.09713296454805823,0.4782186623347186,0.7202495372881834,0.6461388961869179,0.0263974447200201,0.18158795747514891,-0.04655103907691079,-0.5935948500125477,-0.40204496764038916,-0.22984642632167193,0.7607445536607181,0.31957741672448237,0.01742721524796719,0.1408230754235088,0.28615452460626944,0.11865128677020662,-0.5873420363180372,-0.3283566435069424,0.5117406074195968,1.0,-0.4455548978283195,0.11359005227055971,0.5154982619676508
advmod,0.055355635967295806,0.03158357367282318,0.38025768036119023,0.7873046572752562,-0.06546443492540523,-0.2578218145001503,-0.043663403144287787,0.2790121305136388,0.4283006584429478,-0.4101772875501838,0.6394496573660934,-0.8171753444130918,-0.06662538133067868,-0.03133956361796377,-0.09764468173251145,0.26992426855210355,-0.7014148942684193,-0.12242579729697942,0.42430443078768776,0.05797086906382525,0.3188357527527001,0.3108260029669705,-0.7556267470560057,0.6175731739946416,-0.0061631173261183616,0.7812849303958221,-0.322680872975518,0.24523606869608086,-0.29668995779740526,-0.421422863436927,-0.8251649340816043,-0.6731587904312665,-0.42793146917885144,0.9125032798928518,-0.3350652879174867,-0.38996075277530456,-0.41558959850906035,-0.348377853190222,-0.10979481157265063,-0.011116167636117337,-0.31594340757494993,0.5007311668402352,0.0746721160696597,0.8140795746338414,0.39413255706365613,-0.4455548978283195,1.0,-0.18385581736470544,0.06197585547224066
orphan,-0.23256324489900965,0.06998365907494977,-0.6890924195712951,-0.5747089273575151,0.6762049942985551,-0.3736103483877471,0.41050658916136296,0.5777726946013741,0.06057871892638088,0.42020280465145793,-0.5077832478283564,-0.21957051956671444,0.8322883146484071,-0.1310603067385513,-0.5069979907096657,-0.4741584007361733,-0.2997816663390276,-0.2,-0.5155969451815029,0.20566340448622883,-0.16620183676528524,0.6257810403237022,-0.2776581329058878,-0.19999999999999998,0.6009358875884363,-0.236867279596709,0.5358377869736113,-0.04130802382473238,-0.44965049068255664,0.41390927742636446,0.4812105939645503,-0.4700469424848552,0.9029529022753139,-0.31238801169273445,-0.3150267883635798,0.810657462729449,-0.10916229068369847,0.3379850076919117,0.9791851626926109,-0.5950157774612548,0.9073256647854271,-0.46336356541507845,0.10767688645551939,-0.6133889402077001,-0.31622275005414396,0.11359005227055971,-0.18385581736470544,1.0,0.16127207749186204
punct,-0.9628704270483811,0.9938790872653321,-0.2725869171806188,-0.03007192130907479,-0.43184901952508725,0.6113556187905007,-0.12892426058465725,-0.4108704679014361,0.1703127932964548,0.6437709039170896,0.5099988142091566,-0.017432415197623775,0.27679908696715705,-0.6681933788220994,-0.2511879108220081,-0.6470742480035093,0.12340151168769012,0.3235148521889414,-0.13251219574455647,0.9679248280317341,-0.5982176716061703,-0.301895682173849,-0.14198610989000907,0.6574760766890845,-0.4356985549051366,-0.0011447056470546186,-0.4791900136973885,0.2060875835631659,0.41733535494379037,-0.11145547586122824,-0.05313017999813996,0.0023860537884398078,-0.11058520495855807,0.10954441169535971,-0.784442882391474,-0.3599894951747098,0.7124097012268559,0.712033695572339,0.22688752421393021,-0.5855575961058546,0.07712042169433929,-0.10799077694060669,-0.2083233474249069,0.1617065862191186,0.7767432970453756,0.5154982619676508,0.06197585547224066,0.16127207749186204,1.0
