,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
advcl:cmpr,0.15560944978058558,-0.31259977110307396,-0.3939967653391061,-0.33333333333333337,0.4346173390845711,0.047879679323461266,0.5495313972627336,0.02881943314322479,-0.7510691685055717,0.23876887220097423,-0.6290411713824342,-0.7876439237109566,-0.42307132368173467,0.6973250004002579,-0.4188499531407008,-0.3332251966345426,-0.17195824448774402,-0.32582205696680305,-0.6652302464451749,-0.051643325461189625,0.24244022310291793,-0.953839398388272,0.2729958195374104,-0.33333333333333337,-0.47314300542442356,0.625317861738455,0.17028063112587608,0.27471538887856456,1.0,0.7239965853406891,0.08950619707252123,0.1508270982955883,-0.8254450989058206,-0.9082272489350531,-0.33333333333333337,-0.7490934583268115,-0.1300704388847583,0.9341413610499474,-0.47641655782341824,-0.21705795023906457,-0.6215038934308944,0.20431358443138156,-0.7048977628583007,0.14324445444533604,-0.7086441355449155,0.50097817408818,0.4836632968029647,0.3038340570103498,0.017702112143920132,-0.19709934807415824
cc,-0.5680638201527322,0.4076230161716161,-0.9174357710215251,-0.47588045749026464,0.8664144736779503,-0.08163698534095856,0.9685381461528592,0.42106477304303663,-0.9960649403478857,0.5241397367551193,-0.9666100745466331,-0.9365478659067843,0.23584454879016195,0.024797197080080106,-0.6297560744707219,-0.8739141516208795,-0.6300226158552032,-0.05409966256487554,-0.23504875166683262,0.6367782964331999,0.6493312727995594,-0.6183977266219468,-0.3431455534581144,-0.47588045749026464,0.17258481342143028,0.5847282123674584,-0.141485361113012,-0.4202567480206847,0.7239965853406891,1.0,0.22135355182639047,0.05464015222987938,-0.8930248376045782,-0.49091114767611005,-0.47588045749026464,-0.5761161174791295,-0.7011994686253546,0.43012547360820713,-0.8704943216411695,0.37722868638150703,-0.7885712991493753,-0.34755088757088576,-0.9687380320011642,0.6149291884532953,-0.1610419186646315,0.5291234366220723,0.8975843407805052,0.8257019552358682,-0.5125973558636207,0.5288657916486454
nsubj:pass,-0.2527058212792473,-0.052319347668591795,-0.3108059828280555,0.7457861724585451,-0.18096533078707366,0.9207944002838477,0.12393876904820375,-0.6551459177698843,-0.14108288569061544,0.9388020640293911,-0.45220300243075334,0.11201855030104582,0.5777705822029006,-0.2618178261629526,-0.8964288089677255,-0.025997545266037668,0.4566932795013261,0.9111702522181113,0.657285973826113,0.018075969927878126,0.8420346483361508,0.2113659986420846,-0.6941793930147571,0.7457861724585451,-0.32611796648459573,0.8330838497888703,-0.9520141929343442,0.15527285974188287,0.08950619707252123,0.22135355182639047,1.0,-0.9600671247368371,0.1855730106547275,0.3049153911287327,0.7457861724585451,-0.7188512225685187,-0.6543684031820916,0.004441981172432343,-0.641067501248254,0.7323720856743869,-0.7591396325460616,-0.7897085719606838,0.026630554010962426,-0.4550880702705832,0.5249089029536066,0.9056340073181841,0.5814297074369688,0.5849084233787641,0.45685325088004203,0.3152883696817163
discourse,0.14487835737261773,0.11682440838754052,0.08169489884506456,-0.8898961182979542,0.41014538304186166,-0.9495813928706188,0.13227474714933474,0.7605579373738868,-0.13757862199956838,-0.8190275243206662,0.19511600948083047,-0.3847073161099994,-0.570277231919782,0.32918334632994084,0.7378722440656391,-0.19310866195341575,-0.6166529373920097,-0.9646788490246306,-0.7745400695463767,0.11722349965539364,-0.6929015710602131,-0.4295271861683554,0.6525722867045294,-0.8898961182979542,0.330119279793015,-0.6663121490846406,0.9503496822421045,-0.22734468307841546,0.1508270982955883,0.05464015222987938,-0.9600671247368371,1.0,-0.4530140923608037,-0.4928059632339425,-0.8898961182979542,0.5418900078074979,0.5001216705731473,0.1672634711945088,0.42076115046894336,-0.6792644643947703,0.546720840162663,0.7429875488784784,-0.29816805975007493,0.6093305810894258,-0.6273702072457752,-0.7625325088426944,-0.3536137919877727,-0.3878183386660465,-0.5753289016491987,-0.22051101876505375
csubj:pass,0.2779809249382345,-0.2238570928570513,0.69208137337264,0.7441530094458576,-0.8535099079714578,0.3947461737162697,-0.8507521984553298,-0.571592978434246,0.9291828221810601,-0.1110899251217815,0.7502415857257584,0.9924765248816897,0.1784641671786087,-0.34062820500436714,0.26345589104920075,0.7482145442215636,0.697877834327084,0.4899942641601589,0.6371001711135378,-0.4514150005820941,-0.24230028736085138,0.8460553149824754,-0.09464419118863841,0.7441530094458576,-0.10113728216644181,-0.3198890144720497,-0.3099485525494312,0.2844255514815092,-0.8254450989058206,-0.8930248376045782,0.1855730106547275,-0.4530140923608037,1.0,0.7719014083373513,0.7441530094458576,0.3963435542243154,0.3162270543985848,-0.6175487444934566,0.5581819306398201,0.06583864985527468,0.49869389058980274,-0.10563608308041968,0.9576522243306796,-0.6768391611859813,0.5455964398358134,-0.2111815590409605,-0.603311483924818,-0.4909270667441782,0.5497751863968071,-0.21176351251428663
acl,-0.39476340990995706,0.4238610864714912,0.112638129436544,0.5210823852372619,-0.342932451338377,0.2522000343419239,-0.33905686628028303,-0.16416347272792106,0.5501506384819531,0.18870105419593383,0.31205126622780904,0.6938512149839,0.7281848018449931,-0.8600468759969935,0.0012645198608669317,0.15576826948641756,0.204078521703205,0.6698411209992117,0.9145258796576075,0.2128512394045356,0.1798627953388304,0.9877706913323492,-0.6278489607491369,0.5210823852372619,0.45042577700103553,-0.2631869178345253,-0.557499910778852,-0.34851663164229185,-0.9082272489350531,-0.49091114767611005,0.3049153911287327,-0.4928059632339425,0.7719014083373513,1.0,0.5210823852372619,0.44276998536895906,-0.25055208936157186,-0.93398748486548,0.09870322462424716,0.5872346647773846,0.23725212063482454,-0.5863456802219813,0.5644251443764344,-0.17519437816122935,0.9333843526208461,-0.11271020936092896,-0.121409303583412,0.062475775573054775,0.021239166767588025,0.45365929216024187
expl:pass,0.24498513375712708,-0.41948244465507684,0.381702298164081,1.0,-0.7808158408465151,0.9071164123895237,-0.5669482681071204,-0.922664696548768,0.5412653370810834,0.4743522191928394,0.25517421648740957,0.7178814379584819,0.27028177748323756,-0.1465890538896877,-0.38088031487631424,0.6151424914131737,0.8853859949121731,0.8174163713120367,0.676628751385243,-0.49564299407989487,0.2881304689487531,0.529906503957576,-0.3147017340257809,1.0,-0.507201874677723,0.39176922557429666,-0.724327662888955,0.516833039660568,-0.33333333333333337,-0.47588045749026464,0.7457861724585451,-0.8898961182979542,0.7441530094458576,0.5210823852372619,1.0,-0.3146049215706776,-0.05912523444900734,-0.18836895036314652,0.03203922040774658,0.33122382447852283,-0.16282361629456824,-0.408715246873155,0.679030580357504,-0.8765351775569654,0.49116083621100054,0.4818602562856619,-0.1064037285169731,-0.07485207051915162,0.8226546566369163,-0.1637930962406381
amod,-0.03917871431145275,0.3478364462240018,0.3860295686134337,-0.3146049215706776,-0.09128685197008246,-0.6780371114909223,-0.375174512810011,0.4877687605211518,0.5436664531644836,-0.7500498376479797,0.6626235352375719,0.40958284176534876,-0.019444967121225367,-0.3750045156349639,0.848893054337353,0.15011666381611202,-0.27020985629506905,-0.36867610098100856,0.04775345145327469,0.12647190317046833,-0.6678886185179267,0.5234186506136852,0.2022238510733638,-0.3146049215706776,0.6266356616607919,-0.9776038767969893,0.4908239755201817,-0.38963739004851206,-0.7490934583268115,-0.5761161174791295,-0.7188512225685187,0.5418900078074979,0.3963435542243154,0.44276998536895906,-0.3146049215706776,1.0,0.4423165711486385,-0.6835301584060448,0.6840581391808547,-0.2677165533194099,0.8929643576749791,0.3215041547270582,0.39670819592064804,0.28974705420166397,0.1839553567958454,-0.936196283645342,-0.6450719973986253,-0.5147672576819834,-0.40387353901182277,0.023692402786555825
nummod,0.8682796166847814,-0.6583690829263158,0.8895602326352238,-0.05912523444900734,-0.5713422648325726,-0.3075990551710879,-0.746279394174642,-0.14245492514118374,0.6393908401128385,-0.8568963701900857,0.8412194063759287,0.4270026026337955,-0.8425760303707472,0.6000591075620493,0.8250156419313336,0.7505947070312332,0.3665623211676271,-0.6043056867826347,-0.5274815378147386,-0.7595496468309983,-0.9489669796057919,-0.09660622587901896,0.909086235998797,-0.05912523444900734,-0.3821330456656209,-0.5953303479797322,0.7302112854409544,0.5966228625603834,-0.1300704388847583,-0.7011994686253546,-0.6543684031820916,0.5001216705731473,0.3162270543985848,-0.25055208936157186,-0.05912523444900734,0.4423165711486385,1.0,0.19170574580987446,0.9328867929290127,-0.924803745403484,0.7917162984853177,0.9093296494474352,0.5631691653978479,-0.37117721762776734,-0.5794797664540778,-0.6571467602328364,-0.9299128154582114,-0.9810976577681327,0.3721038406318927,-0.883845952103117
conj,0.497479091655345,-0.6204623960484117,-0.04109390286412629,-0.18836895036314652,0.11974136936613597,0.10675648656244903,0.2178558487776481,-0.18167333775695918,-0.4674464151472829,0.042858187144628565,-0.32357286119576323,-0.5456630101137622,-0.6748600479590654,0.8994574845964396,-0.22379298430594544,0.01646557701709771,0.10216250012667649,-0.39671043334972517,-0.7477589896754244,-0.39743784071884264,-0.017377199318500222,-0.9278346207372762,0.5337670955219609,-0.18836895036314652,-0.7093920528294491,0.5172662376246674,0.2943432734995468,0.5776158488049734,0.9341413610499474,0.43012547360820713,0.004441981172432343,0.1672634711945088,-0.6175487444934566,-0.93398748486548,-0.18836895036314652,-0.6835301584060448,0.19170574580987446,1.0,-0.17394239279992438,-0.47812515824600704,-0.4065328650477245,0.4459570170988707,-0.42083717800072434,-0.13192743996696304,-0.843183880193693,0.38344918066518285,0.16927908106165512,-0.028876914548349293,0.289602082013798,-0.5313627083500544
case,0.6970556461160994,-0.4459086413342707,0.9165372107055626,0.03203922040774658,-0.6348832962893783,-0.32632556314497907,-0.841014010117463,-0.09861416515932496,0.8234859735877917,-0.8645367320033247,0.9673365265531885,0.6427315022649569,-0.59509852789829,0.27326548444560456,0.9002022428989677,0.761643496723648,0.3514565054727119,-0.44395177561736493,-0.24304041800418716,-0.6299554131726535,-0.9394589725932794,0.25118870918530567,0.7118939821970495,0.03203922040774658,-0.13850784998477159,-0.7756568116693665,0.6095310693322887,0.401704519476401,-0.47641655782341824,-0.8704943216411695,-0.641067501248254,0.42076115046894336,0.5581819306398201,0.09870322462424716,0.03203922040774658,0.6840581391808547,0.9328867929290127,-0.17394239279992438,1.0,-0.7474268738182048,0.937987074261543,0.7417430693832759,0.7333098298428097,-0.3451086779579954,-0.26498860094935633,-0.787170350632304,-0.9970520080829834,-0.9759636154887349,0.2877140286912538,-0.6985304369968259
xcomp:pred,-0.8243942053566753,0.6371568994397505,-0.6658197613014759,0.33122382447852283,0.27947658857316354,0.4437331539988727,0.45241031821148436,-0.04026677442094511,-0.2990184798650102,0.8337561286518429,-0.5770090143974885,-0.054815532717522465,0.9684855947336602,-0.7923346120195012,-0.7360264930542634,-0.5083542739193126,-0.1394200660087054,0.8141494928383627,0.8106371742141981,0.6463902345283059,0.8864147886018204,0.4552895200354888,-0.9977298744070948,0.33122382447852283,0.4036351025072993,0.4618476963029833,-0.8733402971266775,-0.550170776775896,-0.21705795023906457,0.37722868638150703,0.7323720856743869,-0.6792644643947703,0.06583864985527468,0.5872346647773846,0.33122382447852283,-0.2677165533194099,-0.924803745403484,-0.47812515824600704,-0.7474268738182048,1.0,-0.607994713152964,-0.9957974954922805,-0.21447986679379832,0.1534581764831983,0.8385344336785536,0.5718016407627666,0.7290620827538894,0.8338222979553984,-0.20921392985353357,0.8655611909245179
aux:pass,0.41456274263041154,-0.11020237179241726,0.737265112999383,-0.16282361629456824,-0.41003803980930087,-0.5481009320264608,-0.6764910359722647,0.19428853441158414,0.7414616741539154,-0.9031982703309608,0.8980818533713854,0.5594014088298918,-0.39815103057101114,0.01291938673598967,0.9658026169784864,0.5238510353506949,0.06468245274200148,-0.48122486012920934,-0.1622476701423725,-0.32229381297949145,-0.9061653342201614,0.3695810400195173,0.5555725103002424,-0.16282361629456824,0.2128411246226602,-0.9444827286413384,0.6367019727404971,0.059332069609258214,-0.6215038934308944,-0.7885712991493753,-0.7591396325460616,0.546720840162663,0.49869389058980274,0.23725212063482454,-0.16282361629456824,0.8929643576749791,0.7917162984853177,-0.4065328650477245,0.937987074261543,-0.607994713152964,1.0,0.6316686855710368,0.6128567430061393,-0.052338491102809095,-0.10756124354305606,-0.9372502062178945,-0.915555311941798,-0.8455320196477133,-0.0325722524717258,-0.42589455098931517
advmod:neg,0.7698841120115337,-0.5642536093262869,0.6241079174280487,-0.408715246873155,-0.21045580103042588,-0.5238965381990407,-0.404463603771876,0.13053216918857263,0.26611149011917934,-0.8669045252742974,0.5599358716325427,0.01267342104938948,-0.9508457407395382,0.7563959685293838,0.7698010753215376,0.4453223509587672,0.05344402637241574,-0.8597301433589033,-0.8286352334901788,-0.5760038484583963,-0.8995106844218518,-0.45725931983076484,0.9897004770768376,-0.408715246873155,-0.3222348667884352,-0.5128490452484978,0.9140914972182406,0.4715153615869267,0.20431358443138156,-0.34755088757088576,-0.7897085719606838,0.7429875488784784,-0.10563608308041968,-0.5863456802219813,-0.408715246873155,0.3215041547270582,0.9093296494474352,0.4459570170988707,0.7417430693832759,-0.9957974954922805,0.6316686855710368,1.0,0.16833773166707386,-0.0668193846057327,-0.8353870529477103,-0.6237125660476388,-0.7167347101792455,-0.8144638420985035,0.11994830062571162,-0.816355935391026
cop,0.53518048779499,-0.44993528649043985,0.8694715005685378,0.679030580357504,-0.9405591664776586,0.32248374806685703,-0.9660353255595968,-0.6077471369251131,0.9843176655190975,-0.3016244812508282,0.8776253649574279,0.9855873228808013,-0.1122243446647086,-0.07159875663619714,0.4175849974508593,0.8985848747786235,0.7714952474638406,0.2797408592626621,0.3939661992092607,-0.663987008317939,-0.45740047562119357,0.6726461529496369,0.1902575305461946,0.679030580357504,-0.2786709758010707,-0.38030091304042724,-0.09007026358333621,0.48834137382549486,-0.7048977628583007,-0.9687380320011642,0.026630554010962426,-0.29816805975007493,0.9576522243306796,0.5644251443764344,0.679030580357504,0.39670819592064804,0.5631691653978479,-0.42083717800072434,0.7333098298428097,-0.21447986679379832,0.6128567430061393,0.16833773166707386,1.0,-0.7561529133835291,0.2812581012987084,-0.3073040135764027,-0.7767180724290029,-0.7060341064716251,0.6543362804200775,-0.47938376175108566
obj,-0.6802055811439568,0.7938508442143448,-0.6899560291547625,-0.8765351775569654,0.9265376669516885,-0.7638643547947442,0.7682757430650196,0.9680093335595874,-0.6442146473939189,-0.1307446378267487,-0.48529680523404506,-0.7113255627788201,0.22611798026127744,-0.3034118212421378,0.09750128224189332,-0.8708233385106434,-0.9995508594585907,-0.4469060886726892,-0.26033909750264705,0.851583098846953,0.09436770592098329,-0.24372666105052626,-0.17621157920818542,-0.8765351775569654,0.7922418276894172,-0.26484389051068624,0.3352256440853733,-0.852017717858149,0.14324445444533604,0.6149291884532953,-0.4550880702705832,0.6093305810894258,-0.6768391611859813,-0.17519437816122935,-0.8765351775569654,0.28974705420166397,-0.37117721762776734,-0.13192743996696304,-0.3451086779579954,0.1534581764831983,-0.052338491102809095,-0.0668193846057327,-0.7561529133835291,1.0,-0.04290777648620585,-0.2946169515604954,0.4152509479593283,0.451878969751918,-0.9868026509056573,0.6175432899771865
ccomp,-0.6353042634347454,0.5734873432219215,-0.22241780766577843,0.49116083621100054,-0.10147905704196032,0.35973315984792464,-0.024015555775362428,-0.12096994266972234,0.23529509493879877,0.49353993041009897,-0.04681485238103853,0.4394272368688031,0.9205765198506227,-0.9328494226507038,-0.3223135119619613,-0.12539517701640132,0.06862526176354468,0.8077777760205437,0.9732190025700964,0.4353032957942166,0.5125489806139879,0.8664884666994448,-0.8651867975516428,0.49116083621100054,0.48865928643148016,0.023146363865072378,-0.7587479858872375,-0.48471147471612114,-0.7086441355449155,-0.1610419186646315,0.5249089029536066,-0.6273702072457752,0.5455964398358134,0.9333843526208461,0.49116083621100054,0.1839553567958454,-0.5794797664540778,-0.843183880193693,-0.26498860094935633,0.8385344336785536,-0.10756124354305606,-0.8353870529477103,0.2812581012987084,-0.04290777648620585,1.0,0.1730735868198967,0.242112645186106,0.4128827372627332,-0.08565067341618314,0.6927526499144157
fixed,-0.19669098937160406,-0.1345069279673393,-0.47637608099772677,0.4818602562856619,0.06668667819868429,0.8016001898611953,0.37804174529104384,-0.5221467588086742,-0.47021851455294206,0.9297066688945393,-0.6890827097854921,-0.26298759879849254,0.3524221118493066,0.03892923628112997,-0.9681150865826966,-0.20652972544026957,0.28419632745587387,0.6550029930166822,0.2978015250952631,0.03926634924421304,0.8566331695733078,-0.21863982013601257,-0.5157707389415791,0.4818602562856619,-0.44533025688128947,0.9882417869563128,-0.7616220806979126,0.2076727760060789,0.50097817408818,0.5291234366220723,0.9056340073181841,-0.7625325088426944,-0.2111815590409605,-0.11271020936092896,0.4818602562856619,-0.936196283645342,-0.6571467602328364,0.38344918066518285,-0.787170350632304,0.5718016407627666,-0.9372502062178945,-0.6237125660476388,-0.3073040135764027,-0.2946169515604954,0.1730735868198967,1.0,0.7406124960093949,0.6712499493720679,0.3634523064946629,0.23210393599396464
acl:relcl,-0.7241160330793122,0.48945499426195543,-0.9435673439175387,-0.1064037285169731,0.6921591005973187,0.2528352392558714,0.8793012916370329,0.17382813813971038,-0.8550689356164438,0.8248646441104146,-0.9790245272877743,-0.6869949906893028,0.5855495061767644,-0.27831994055330134,-0.8643103347734806,-0.8083091661824515,-0.42171052605283116,0.386764758995702,0.20393169240524778,0.6748141423576771,0.9152967627321044,-0.2743728656568943,-0.6959506378481629,-0.1064037285169731,0.19124485189702375,0.7336111184666642,-0.5573072467438894,-0.4521265231049109,0.4836632968029647,0.8975843407805052,0.5814297074369688,-0.3536137919877727,-0.603311483924818,-0.121409303583412,-0.1064037285169731,-0.6450719973986253,-0.9299128154582114,0.16927908106165512,-0.9970520080829834,0.7290620827538894,-0.915555311941798,-0.7167347101792455,-0.7767180724290029,0.4152509479593283,0.242112645186106,0.7406124960093949,1.0,0.9802574574091978,-0.3567696412084395,0.7198971920813362
advmod,-0.8355403649085554,0.6232638060412781,-0.9502179349090394,-0.07485207051915162,0.6814541178354836,0.23036708069461803,0.8503701231509335,0.21736396211481496,-0.7754028030476439,0.8253074472727889,-0.9286451867884974,-0.5901182713082052,0.7282516534589741,-0.46262049198002897,-0.8293138902710573,-0.8258310758877427,-0.45247605655864004,0.46800039910804686,0.3540406060311825,0.7666387970197543,0.9300391305142138,-0.09388615100398032,-0.8115417685733266,-0.07485207051915162,0.3392731532694141,0.6376409232647623,-0.6207403375936653,-0.5772675682678174,0.3038340570103498,0.8257019552358682,0.5849084233787641,-0.3878183386660465,-0.4909270667441782,0.062475775573054775,-0.07485207051915162,-0.5147672576819834,-0.9810976577681327,-0.028876914548349293,-0.9759636154887349,0.8338222979553984,-0.8455320196477133,-0.8144638420985035,-0.7060341064716251,0.451878969751918,0.4128827372627332,0.6712499493720679,0.9802574574091978,1.0,-0.4240832183733795,0.837688783606211
orphan,0.7259165519403016,-0.8610978446227315,0.6459727386172202,0.8226546566369163,-0.869643080640666,0.7669473765687822,-0.6958948948871109,-0.9686175970383218,0.5361883283821187,0.15189992712758013,0.40123233501403016,0.5929144801289609,-0.3140869169054674,0.43137248824358027,-0.14880528377655394,0.8342661543853633,0.9815427413900839,0.3815808569355382,0.14052993322777366,-0.878316343709811,-0.07511182284530732,0.08574282819671455,0.24086255320394295,0.8226546566369163,-0.8799165283863538,0.35533111172106036,-0.2924625462538264,0.9118660152884773,0.017702112143920132,-0.5125973558636207,0.45685325088004203,-0.5753289016491987,0.5497751863968071,0.021239166767588025,0.8226546566369163,-0.40387353901182277,0.3721038406318927,0.289602082013798,0.2877140286912538,-0.20921392985353357,-0.0325722524717258,0.11994830062571162,0.6543362804200775,-0.9868026509056573,-0.08565067341618314,0.3634523064946629,-0.3567696412084395,-0.4240832183733795,1.0,-0.670246136765671
punct,-0.9964972154378955,0.9286034334604045,-0.8226234160063265,-0.1637930962406381,0.6452653137597818,-0.05989890449899603,0.6836653939425,0.46515424247556464,-0.4813886676484753,0.5441838886929458,-0.6245968092223847,-0.32565027864694984,0.9006142342656676,-0.8347834834528939,-0.46774794471821896,-0.8019921964328497,-0.6035717411145436,0.42563696187047717,0.5548139712466804,0.9379640883569152,0.7000379158120547,0.3223755262864831,-0.8814386916735392,-0.1637930962406381,0.7663341137033776,0.1504071548717848,-0.51204038135008,-0.8881737007574919,-0.19709934807415824,0.5288657916486454,0.3152883696817163,-0.22051101876505375,-0.21176351251428663,0.45365929216024187,-0.1637930962406381,0.023692402786555825,-0.883845952103117,-0.5313627083500544,-0.6985304369968259,0.8655611909245179,-0.42589455098931517,-0.816355935391026,-0.47938376175108566,0.6175432899771865,0.6927526499144157,0.23210393599396464,0.7198971920813362,0.837688783606211,-0.670246136765671,1.0
