,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,acl:relcl,advmod,orphan,punct
nsubj:pass,0.2859864826868002,-0.5395340109571193,0.20368773946238172,-0.6525718409353112,-0.3653875477714921,0.002424396717451676,0.43886464407604164,0.4957209794953573,-0.4424635987278099,0.5224891791763521,-0.40485439686631397,0.3064768154898334,0.644083947109734,-0.43029628175439244,0.19826724181153546,-0.23781910352802127,-0.8195580576121353,-0.19075668046268604,-0.45643093530449735,-0.25386189185833613,0.1475479213092187,-0.23754215575984147,-0.4882171260793695,-0.16762100205964062,-0.4452668913602621,0.1844585028826704,0.6760209394123285,0.5341098289481105,-0.011612252754943424,1.0,-0.3874198116784438,0.49055623836191836,0.5418016546201241,0.20871455462661614,0.5063256743093915,0.30884203081082356,0.47279543514747596,0.49157643117501754,0.5882411336384469,0.6013871543826197,0.22753847115656453,0.06351194012239224,-0.39994573004839856,-0.38351742598575145,0.6054320295527214,-0.7406476850402406,0.5005606720307769,-0.6409220111702238
discourse,-0.5244843034439556,0.6160446323811991,0.007756777454000744,0.7676086825637425,0.31768806244152076,0.6367237644998577,-0.3110143197533668,-0.5110972361011875,-0.4967587440528352,-0.008708488334358987,0.4967186123306888,-0.6736626543214098,-0.497831808197041,0.3567320437266363,0.15518633547301142,0.20207176889327613,0.6798181614392895,-0.2927262612750003,0.6472575943962547,-0.07075141784874645,-0.19559435565275227,-0.2762739630024268,0.35061145787019726,0.5646691581432474,-0.30040199491197855,-0.5144419153090948,-0.6244399353511658,0.14302125690836295,0.6907867236018379,-0.3874198116784438,1.0,0.025413063303742735,-0.4171219879642685,-0.22679997474442645,-0.4649256846379818,0.4083481083700586,-0.2866471190314748,0.020764468111817622,0.09102961448859034,0.1640592623112124,0.08329464578182492,-0.35027695651245433,0.030484018424230253,-0.40523204781840644,-0.7426418589846362,0.5658929320992425,-0.23406582229847828,0.6258633370923942
csubj:pass,-0.09874819134332055,-0.08740047507931395,0.37475966141008793,-0.05617696357523131,-0.038513162189556985,0.4920088263872323,-0.23553243227637527,0.6927051276005327,-0.5114249536192418,-0.07726491168973719,0.30765078421060843,0.4435822506929306,-0.009006914583440795,-0.01964021349794891,0.12036906779027494,0.012524164691783309,-0.21301139233024824,-0.16998692710154986,0.09482101421286117,-0.43787845813844883,0.5952248177211554,-0.3553866080379316,-0.1325586184465001,-0.08420035642040723,-0.18900033542087766,-0.02971895160454365,-0.06688201289906993,0.43777291256123363,0.4178546612421811,0.49055623836191836,0.025413063303742735,1.0,-0.0693709499726152,-0.16719286126849195,-0.12229172039271563,0.22382723952098804,0.41994109533061535,-0.008998779791715815,0.20366816078926847,0.8679172337847008,-0.12204058301077726,-0.11505660383682673,-0.2307544314381561,-0.5322917207106747,0.41244518136121394,-0.1943307188027128,0.2720602182671194,-0.12495555004274941
acl,0.6286885554283711,-0.696375321609984,-0.06496598179886974,-0.8323337522923221,-0.3257408531611629,-0.5626716936601921,0.944176962184285,0.061314907348446614,-0.15738656845714286,0.31773061405544756,-0.8045070661822099,-0.1928145109784748,0.771704839901271,-0.325614558921951,0.17798101790090348,-0.6486577958675953,-0.3867234210323864,-0.4895114164435042,-0.658492911450308,0.16203299412258987,-0.21023432401466086,0.37427773862210634,-0.7581940959510269,-0.2728374812728362,-0.6366816086934491,0.6171339003608901,0.8269992761466809,0.20001933767993327,-0.5500367055852318,0.5418016546201241,-0.4171219879642685,-0.0693709499726152,1.0,0.625630825032736,0.5969694197996422,-0.20490731316948582,0.26355045032600244,0.36588454277329757,0.43932459331125623,-0.18737689842364055,0.6562213085962987,0.13012707136466012,0.47724345534332463,-0.35225525958940895,0.7067642317315301,-0.8697010593334548,0.2468614901865775,-0.7034292567756499
amod,0.6136479730057485,-0.6787867276140825,0.36467454332864363,-0.593177754415322,-0.7088983355957681,-0.6722153207642115,0.5808241514805575,0.22293014622517948,0.26636391764823875,0.12122205611054883,-0.3633518888904568,-0.2889607643748496,0.5120310380628776,0.3049673368210626,0.05664167085536807,-0.5187168790839015,0.0775209372869177,-0.5593113762298701,-0.6656713592704294,0.6746667410540022,0.33126068934886455,0.1618909059992544,-0.8088399478167495,-0.41494951655676815,-0.38051373818998213,0.05072471093334842,0.6784278200689925,-0.07468886262131907,-0.6387774067171641,0.20871455462661614,-0.22679997474442645,-0.16719286126849195,0.625630825032736,1.0,0.77461818919647,0.18361588229288156,0.14147057156213433,-0.18304634545096699,-0.07671203658881076,-0.24287235154369802,0.4344573346206889,0.26871777371376837,0.46915641822776644,0.10475251803205675,0.3282021881922652,-0.679714670337613,0.2931646718869606,-0.6721117604822522
nummod,0.366947914882121,-0.5474817454986878,0.26977138185743044,-0.7589891226949348,-0.8237611262847909,-0.7428739972867221,0.6529210698817458,0.26816023663238997,0.16731424541890083,0.5296146803433849,-0.6054268210676302,-0.022743135827515096,0.7883647541553127,-0.12559901843277493,-0.25252880846664744,-0.5838375621161341,-0.4206163537648531,-0.1441056028600016,-0.533780199922015,0.2812114559887893,0.21143067584085234,-0.2027902008724652,-0.6363703606438746,-0.40139700988044347,-0.3365317458641201,0.25499030401952305,0.9015733069904039,-0.1812785930832003,-0.7005577338277043,0.5063256743093915,-0.4649256846379818,-0.12229172039271563,0.5969694197996422,0.77461818919647,1.0,0.09610236854725564,-0.10755683520079755,0.19083817730055927,-0.0715928191725265,-0.024956461867200658,0.49765146876071104,0.24420175894073057,0.03090690049912403,0.2750108318594993,0.44584279327175746,-0.7538794325744492,0.05767362143766827,-0.5743674858138668
conj,-0.17366428747232318,0.021322289531544487,0.2109635594508329,0.27739013730983,-0.3872075152991882,0.4465266527089863,-0.22882010185510354,0.2509217006174232,-0.16775378456766724,0.3410328897516385,0.5121410184297694,-0.24457025081367062,-0.007553250784002998,0.19799474195337327,0.14431882063259024,0.4626619488006581,0.07130657506742132,-0.45293165958763326,0.021063151355665145,0.08105482471961185,0.35162183162817595,-0.5204340502559529,0.007379868264180448,-0.07102199873693237,-0.06574742023603172,-0.7039000175653226,-0.094403311386843,0.2819139496858139,0.5261640662829391,0.30884203081082356,0.4083481083700586,0.22382723952098804,-0.20490731316948582,0.18361588229288156,0.09610236854725564,1.0,0.2295289518614307,0.10336634331263382,0.3851280572800522,0.5376018246207056,-0.30948283160899853,-0.29611445971927386,-0.4529252317318254,-0.18720760758825156,-0.40425471987189704,0.06992869870219574,0.5746592414679115,-0.13042985377720437
appos,0.6827993001637427,-0.7062007356983633,0.39211662398227254,-0.3259689501910178,0.14705448311368227,0.22659467563724472,-0.05409288548195142,0.4839928033584945,-0.10809176425091367,-0.3944344749036535,0.05919846905368631,0.41508332291241046,-0.09114982863431799,0.22156474387054464,0.7624585734139433,0.08774746351452183,-0.2848492039802088,-0.2805952297378207,-0.6688624622655532,0.28309716468733215,0.3288982760257532,0.462303180368116,-0.5102645432976892,-0.052404979303290244,-0.08049750268558356,-0.21666253537395075,0.14566599140306105,0.7659809064764,0.12458002123176677,0.47279543514747596,-0.2866471190314748,0.41994109533061535,0.26355045032600244,0.14147057156213433,-0.10755683520079755,0.2295289518614307,1.0,-0.2874895503220604,0.37874417874410177,0.23031503286205554,-0.22052031894980126,0.3665514976361057,-0.06869497654696348,-0.3471479222231731,0.41162495188463016,-0.4266210705873068,0.8551860050910194,-0.7212150507471355
case,-0.3943010102521576,0.23763765933656492,-0.6306228216067662,-0.14504265302137523,-0.1656435621763994,0.06932994091860399,0.5305305512749466,-0.1693972550593608,-0.45341520942154595,0.8764538550496876,-0.3765245443933649,-0.29285431160036457,0.6464997543172288,-0.8741376340879935,-0.3283949900051072,0.00838093383126862,-0.48184827559825766,-0.15889421565795037,0.24259599538781532,-0.6885396755783536,-0.5348925099705837,-0.4128408143858287,0.20539042245513817,-0.08644143821575204,-0.34289447990155353,0.4718033005825745,0.2932187583974425,-0.02776054970186085,0.18209798205487074,0.49157643117501754,0.020764468111817622,-0.008998779791715815,0.36588454277329757,-0.18304634545096699,0.19083817730055927,0.10336634331263382,-0.2874895503220604,1.0,0.7108639512568812,0.28565324738337633,0.25667783509894204,-0.6049390656340891,-0.21105314015494817,-0.4140775599472686,0.11703469236322044,-0.1531912569438048,-0.08492186066822137,0.09533910178989499
xcomp:pred,0.0009624637044559722,-0.11496493894130762,-0.4294546053572274,-0.1144850860170836,0.010163636839926505,0.36123629088772574,0.39063460344189005,0.03665727162147007,-0.5100992939977755,0.49912679534570575,-0.11561350296657844,-0.25639490392446446,0.4018101447449475,-0.5554788410075078,0.2523807444366557,0.22229706793025877,-0.3532301684591824,-0.5500565876173621,-0.09838094547956415,-0.396226067108004,-0.32908415523463874,-0.04598888628350327,-0.051999524840748525,-0.08519542350143543,-0.3816188759248578,0.16072125331863138,0.15718094117093798,0.4725727695823937,0.42920559932287655,0.5882411336384469,0.09102961448859034,0.20366816078926847,0.43932459331125623,-0.07671203658881076,-0.0715928191725265,0.3851280572800522,0.37874417874410177,0.7108639512568812,1.0,0.36400170130161186,0.02068975582681655,-0.4963447015996989,-0.10617103116823054,-0.7408651398519771,0.16432163432292368,-0.24292339364096097,0.5392125239817026,-0.2726079084754877
aux:pass,-0.3657201752044667,0.11529389613339643,0.24016755347170313,0.08031791988688264,-0.182239698903938,0.5989408522741959,-0.2513247840370918,0.5755782651450249,-0.5707358193421992,0.3114177659083873,0.35987112917680253,0.2936158299983991,0.09527790822300888,-0.18881604045368322,-0.024387509678071313,0.21000239012546526,-0.3284217507629575,-0.12741105650174378,0.25466280509462663,-0.573754493618291,0.4597883620338925,-0.694029246150111,0.07730822366441276,-0.03880358085401554,-0.1664331535257839,-0.20053350632418399,-0.06058825811131885,0.3843031211346104,0.5905912568364257,0.6013871543826197,0.1640592623112124,0.8679172337847008,-0.18737689842364055,-0.24287235154369802,-0.024956461867200658,0.5376018246207056,0.23031503286205554,0.28565324738337633,0.36400170130161186,1.0,-0.1880152390152163,-0.3152206912068481,-0.5684359762602417,-0.4638751393171194,0.13880064636433218,-0.0722195069670996,0.2728957854452785,0.0024134984573837277
advmod:neg,0.271193203687004,-0.25986990838166657,0.19378895670856286,-0.48980734342084054,-0.07790521374683847,-0.4058148152737056,0.7420332847023164,-0.389762730082722,-0.46560151628788754,0.26504066089015793,-0.7631290032465624,-0.404608690637697,0.4317065541311181,-0.03110764662239091,0.13592141110623016,-0.9152903581980101,-0.08519688586905307,-0.1817384056503742,-0.18334825669069854,0.13083763822222932,-0.3684621377015128,0.1384175012504993,-0.5711609433028092,0.32802872080234924,-0.8642465097097396,0.4069032508469552,0.5780143282449078,0.1502535433144325,-0.4123744658616854,0.22753847115656453,0.08329464578182492,-0.12204058301077726,0.6562213085962987,0.4344573346206889,0.49765146876071104,-0.30948283160899853,-0.22052031894980126,0.25667783509894204,0.02068975582681655,-0.1880152390152163,1.0,0.28588961966559506,0.4008998755864744,-0.2772160774940794,0.30650351090682243,-0.5676043413546379,-0.38851282439139845,-0.15412416671371065
cop,0.7079280873371684,-0.603267674790208,0.7329890269323651,-0.4345261816270706,0.181546793496465,-0.3353067882720937,-0.011027112386717348,-0.01566127335951278,0.13650852785506207,-0.5078610608632632,-0.3708098072580025,0.42104339980763544,-0.21117385996024077,0.5392434855318285,0.5512727436971635,-0.5199497847286864,-0.19083049848813535,0.4033778296990865,-0.6084030209063204,0.6456366178367521,0.12609602590878738,0.5168832618200899,-0.5691192262965554,0.3692884582514241,-0.1030466175810632,-0.1819201100499115,0.3346825958635535,0.36900089303728395,-0.48009064992030487,0.06351194012239224,-0.35027695651245433,-0.11505660383682673,0.13012707136466012,0.26871777371376837,0.24420175894073057,-0.29611445971927386,0.3665514976361057,-0.6049390656340891,-0.4963447015996989,-0.3152206912068481,0.28588961966559506,1.0,-0.0254396102033599,0.37260107761109434,0.2335378823532665,-0.3945040954030976,0.0333928891881566,-0.43097474299567695
obj,0.348067460883699,-0.20360102446159567,-0.1577050170366936,-0.1746861035638776,-0.011985372475171466,-0.4446488768295807,0.45710908424490004,-0.18835259288112638,0.16948234378708424,-0.3127010792628767,-0.2454838270496774,-0.4579635336234071,0.1116434802374864,0.1837122849697507,0.0073876126536061276,-0.42592963016393204,0.5327335177071454,-0.5126480124222696,-0.17947217435905127,0.35178030813563343,-0.09878986087541063,0.5625433179925283,-0.3672196087254446,-0.2193959651715076,-0.2741881676615468,0.4469197723386722,0.09128326642148721,-0.25283936803164664,-0.43501671187600327,-0.39994573004839856,0.030484018424230253,-0.2307544314381561,0.47724345534332463,0.46915641822776644,0.03090690049912403,-0.4529252317318254,-0.06869497654696348,-0.21105314015494817,-0.10617103116823054,-0.5684359762602417,0.4008998755864744,-0.0254396102033599,1.0,-0.193158889636933,0.248366790149985,-0.18966618788581005,-0.1486864515705739,-0.11524470474187593
ccomp,0.03374121100389058,0.01782940643879133,0.11326650956565967,-0.02489729526067641,-0.24670417943309816,-0.5270158023657728,-0.264527832461043,-0.003434322271780803,0.8129375421324359,-0.13315307497619086,0.0014154404705096968,0.30889083162645226,-0.11034357806417507,0.20568860099021566,-0.3926498329880983,0.08150451719716023,-0.006456440295156704,0.6226916889903553,-0.11021719507220826,0.3864959613512197,0.16795175007115384,-0.012811710295114355,0.16461168462523368,-0.19143523395897719,0.658871506873304,-0.15285430905903857,0.060147908492500304,-0.5942579526868527,-0.5294553076086356,-0.38351742598575145,-0.40523204781840644,-0.5322917207106747,-0.35225525958940895,0.10475251803205675,0.2750108318594993,-0.18720760758825156,-0.3471479222231731,-0.4140775599472686,-0.7408651398519771,-0.4638751393171194,-0.2772160774940794,0.37260107761109434,-0.193158889636933,1.0,-0.20764341263435326,0.19115991427712792,-0.2604818330687007,0.0651038633820167
acl:relcl,0.550938716129709,-0.6866219354571464,0.12229210162825153,-0.8625480192885914,-0.27049448474785737,-0.45029090384713294,0.5514957136757324,0.5747628178233327,-0.050153302859883175,0.032302331706000914,-0.5803362711292946,0.4779613216404282,0.6148018618046863,-0.3527760351937591,0.027774718759848802,-0.5323924662461651,-0.5934586979443216,-0.11866179851959421,-0.5860843570509734,-0.10166179766511685,0.24021348245967455,0.25023718389275634,-0.627929148254342,-0.448114806980127,-0.2633218250032942,0.6905520999799265,0.6906046137206202,0.16424407663513324,-0.5230983108061111,0.6054320295527214,-0.7426418589846362,0.41244518136121394,0.7067642317315301,0.3282021881922652,0.44584279327175746,-0.40425471987189704,0.41162495188463016,0.11703469236322044,0.16432163432292368,0.13880064636433218,0.30650351090682243,0.2335378823532665,0.248366790149985,-0.20764341263435326,1.0,-0.8147625253790939,0.23061979090409573,-0.6762920560930821
advmod,-0.7187911270786214,0.8642333013230856,-0.3431613101751464,0.9510856290924895,0.46660221461331913,0.54225070870605,-0.7476563220990204,-0.385834046464641,0.1377216184774864,-0.239995296320342,0.7198915476723978,-0.16228202101541955,-0.7252941390331323,0.14763995931956844,-0.23549799875011526,0.6928779725494347,0.5692170526673017,0.3107195364139699,0.7898087179249793,-0.23606594144950058,-0.16456035877416372,-0.2109500435109118,0.8983593638813322,0.2798853259505472,0.5676601903979741,-0.4117961528280515,-0.9261716001523566,-0.33110046400393206,0.5804614467603588,-0.7406476850402406,0.5658929320992425,-0.1943307188027128,-0.8697010593334548,-0.679714670337613,-0.7538794325744492,0.06992869870219574,-0.4266210705873068,-0.1531912569438048,-0.24292339364096097,-0.0722195069670996,-0.5676043413546379,-0.3945040954030976,-0.18966618788581005,0.19115991427712792,-0.8147625253790939,1.0,-0.3572647613181333,0.8594352986072633
orphan,0.509594949247588,-0.6082072200036308,0.17583293781588125,-0.2416457712129974,-0.2114125812644901,0.17646657324269927,0.0023222353833239596,0.5416454599179609,0.06616353287987436,-0.05747378521300767,0.19373737129292132,0.18848365744909518,0.11502073617204554,0.09032456752703227,0.5012698636792401,0.3436193086250201,-0.2431491719240274,-0.4940357662790986,-0.6181490092590467,0.2693827085214069,0.37539671411341113,0.19256757811514896,-0.3899407336735676,-0.3465035500426352,0.037740979665651944,-0.31171124936659766,0.1822743652496987,0.5312434075304451,0.1665583451847759,0.5005606720307769,-0.23406582229847828,0.2720602182671194,0.2468614901865775,0.2931646718869606,0.05767362143766827,0.5746592414679115,0.8551860050910194,-0.08492186066822137,0.5392125239817026,0.2728957854452785,-0.38851282439139845,0.0333928891881566,-0.1486864515705739,-0.2604818330687007,0.23061979090409573,-0.3572647613181333,1.0,-0.7266198026673454
punct,-0.8649322536351421,0.9717135047901151,-0.3572016348253443,0.8174998776630684,0.42193589556002375,0.43427948917007864,-0.4872917051314933,-0.5181025119455916,-0.14446681980695578,-0.0067935168701144626,0.4313912803678764,-0.2724854296777391,-0.5029912617556076,-0.03594590446530485,-0.4115229293728406,0.3226288345218042,0.47992301438599605,0.3597196420997197,0.9562649542214822,-0.45983859215956996,-0.31899363228547534,-0.38090547483276493,0.8431993708687705,0.40337896113983174,0.24010200618773964,-0.12258509093580551,-0.7466662403562411,-0.4019517636800049,0.4789336314727686,-0.6409220111702238,0.6258633370923942,-0.12495555004274941,-0.7034292567756499,-0.6721117604822522,-0.5743674858138668,-0.13042985377720437,-0.7212150507471355,0.09533910178989499,-0.2726079084754877,0.0024134984573837277,-0.15412416671371065,-0.43097474299567695,-0.11524470474187593,0.0651038633820167,-0.6762920560930821,0.8594352986072633,-0.7266198026673454,1.0
