,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,vocative,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
cc,-0.6331450859124724,0.18263609234452294,-0.659537701846071,-0.5278768465874257,0.061990089463310354,0.9902012384652966,-0.13583510616405833,-0.5974073230000536,0.9626444519931407,-0.4441545087253115,0.46524254963023537,0.5595025684012563,-0.3507622876006392,-0.8411074183546333,0.029585439958143476,-0.46012727787356755,-0.6957459157854056,0.49473076338853167,0.4276777044701021,-0.36199462619565126,-0.323235465285114,0.5320464351795678,0.8198042559652008,-0.006719258367371288,-0.3076319316131628,0.4002716701772424,-0.2308298127733343,-0.5744853680945777,1.0,0.8053988315169059,0.041385239581910184,-0.029602929515641675,-0.3961735725589098,-0.5744853680945777,0.15992506255110386,-0.6601467092689509,-0.36782774325561646,0.4508611902544098,-0.6862201444371572,-0.4691930334044383,-0.24740905068775101,0.6197247962989864,0.08313986824936959,-0.9172778370672627,0.45155554709486606,0.20898788800533435,0.6812036789721353,0.6799036783377553,-0.5217643489212502,0.26703319620357674,0.232014726101634
nsubj:pass,-0.5842115444978361,0.3049271671401094,-0.24784095113867718,-0.5473145025344095,0.45164912568442656,0.8665041263480817,-0.06398013617828432,-0.32534004535003935,0.7747531715412754,-0.7376448645018889,0.7079780237897992,0.4081979787186418,-0.1668449846370711,-0.8159745608273907,-0.319520504200129,-0.32008359122023317,-0.19746736837489365,0.8973690182845357,0.4194245694917157,-0.43063436505080954,0.08756474689010096,0.15896440055872893,0.683651120574101,0.4824888974244622,-0.2675623547078359,0.07399056250728578,-0.04365547365973141,-0.48319642476449803,0.8053988315169059,1.0,-0.178907926549142,0.11727493797498915,-0.6309982979482048,-0.48319642476449803,0.13975272600093264,-0.5767538685258532,-0.34913769857971727,0.6012383116736567,-0.5197413233743176,-0.8278787919933849,-0.20669517379297747,0.8352662905168343,0.2660354490583091,-0.6723649946735586,0.2730120355480822,-0.011660359602979833,0.5178556471662356,0.3642162420314993,-0.36266227734827583,0.660344182400977,0.357375109019155
discourse,-0.24828775548275475,0.30582831810385397,-0.18334621821439626,0.6063285210151699,-0.05670800985010312,0.06935418187829488,-0.8889501876791469,0.48117801857417913,0.2352961353165636,-0.18228179590754634,0.04638748223043227,0.631102780483992,-0.06203166266100863,-0.10985072612259182,0.14275940601088413,-0.8342698853066252,-0.5442706535351612,-0.33409818368262,0.2754103876979526,-0.07967369304278381,0.38915689556749017,-0.18069836548159873,-0.11572995023580825,-0.7137974030589784,0.8268539764770375,0.18866214609064047,-0.639974362096615,-0.0872821545859078,0.041385239581910184,-0.178907926549142,1.0,-0.6084084210981271,0.05258476165652717,-0.0872821545859078,0.3841400077247388,-0.5330021231454312,0.07036276508447527,0.523397095168394,0.018756114212203554,0.004550309314896656,0.7001904730214225,-0.12870125353044426,-0.36627271341845963,-0.14485539116699628,-0.6423597086180758,0.5842841441321237,0.35134412179997193,0.02723570420792755,0.5623870179564397,-0.23043275950655254,0.281854536678021
csubj:pass,0.7071864406895743,-0.8458636010154749,0.5182730287342671,-0.1257621317625602,0.5195886330178169,-0.055818495102961795,0.5668419435985167,0.025707726294865174,-0.2765318414078158,-0.24471542140965313,0.40685988993293515,-0.7809563841019338,0.12545934092795963,0.289043924446486,-0.40092514696473686,0.30124159738728096,0.4752486006082643,0.297790328658392,-0.8236633076941666,0.6865098117875585,0.025288897267994204,-0.2948647512671892,-0.36920692493040075,0.562662684735145,-0.2979312041284272,-0.7708198942602654,0.820485899060811,0.1927749811424462,-0.029602929515641675,0.11727493797498915,-0.6084084210981271,1.0,-0.6294858445057819,0.1927749811424462,-0.692580319694788,0.7024405631455779,0.14526283488578542,-0.012037995335419296,-0.15870882064642067,-0.2676488768218974,-0.035122449588850094,0.4028926299586345,0.7773535541406839,0.21470934518955756,0.6917396708791973,-0.9036443987117599,0.283966942905865,-0.4727310147238034,-0.018851448626813365,0.6189501612648111,-0.8190720889639626
acl,-0.17038423993752655,0.3601239778556236,-0.3501533068590355,0.03344074310858173,-0.8324026763262573,-0.45207090962573787,0.08969012685979183,-0.2728311946692913,-0.28393706082252007,0.8916078738761458,-0.8955232080352679,0.10092986815318747,-0.07394581994679707,0.28041436431706185,0.6078875823821029,0.4380042348424942,-0.13215757722802748,-0.7003338606457874,0.3356776648240234,-0.3002650365003106,-0.4976419962967907,0.43157153624473676,0.07773984593982747,-0.4700294968914567,-0.15057105442217852,0.661227617633959,-0.3784194478507697,0.10022656496282922,-0.3961735725589098,-0.6309982979482048,0.05258476165652717,-0.6294858445057819,1.0,0.10022656496282922,0.2824186616642234,0.017642321439288053,-0.020019119077318723,-0.7502886315383918,0.3987328481883814,0.8585469191743591,-0.3386434797254824,-0.8328728902390418,-0.6698969279392608,0.18927357468034098,-0.2858111984476466,0.5091607167258535,-0.7445317003347808,0.31389668933063763,-0.21055024637712322,-0.9434006879429012,0.3218480980583728
vocative,0.5783914929352814,-0.37167376245738604,0.209889877849691,-0.06952353551285445,-0.27637569889574304,-0.57482187231139,0.445871279724745,0.4361297025550921,-0.6376301436829814,0.10132124265120193,-0.49101832138690954,-0.2976511398439959,0.933901288619518,0.2693047661212636,-0.6273935290092272,0.21602282393722005,0.5234977286451415,-0.4360966533821353,-0.3666222060714618,0.08093483311306232,0.29202623859264215,-0.07469621488881234,-0.5079589589002921,-0.21370416082386784,-0.03742070142937115,-0.3405520289191655,0.6675278274079092,1.0,-0.5744853680945777,-0.48319642476449803,-0.0872821545859078,0.1927749811424462,0.10022656496282922,1.0,0.3146918216457514,0.5371182083893618,0.9607595846111545,-0.35812027753649445,-0.20000000000000007,0.11601079062438568,-0.1227770806321972,-0.6008770261668351,-0.37155714585275224,0.8281980691230224,-0.25831477986377044,0.02871903503027079,-0.445538379874138,-0.2026467023575086,0.033982891837615346,0.034610172961023505,-0.428778445997723
expl:pass,-0.5758462482809233,0.6323939843321373,-0.5832902112707612,-0.3497930394920362,-0.5031850415906487,0.2062718890880492,-0.17294074997601355,0.02497797618524035,0.3026807123273469,-0.122259462925304,-0.3636863844102868,0.7744127290682461,0.5179537605343724,-0.6186004186719076,-0.30290783072146543,-0.32850485471152974,-0.24950515108164548,-0.11213403687119185,0.7355221463232767,-0.847837851069683,0.15956287069600797,0.4326781005225809,0.4332190633769093,-0.47082851114851887,0.010582710865493916,0.5562985284617114,-0.24392753534180656,0.3146918216457514,0.15992506255110386,0.13975272600093264,0.3841400077247388,-0.692580319694788,0.2824186616642234,0.3146918216457514,1.0,-0.6007317157915939,0.4347333755407698,0.06933629780623876,-0.44233175600152835,-0.14122225685532244,-0.2574009466703398,-0.34969639246666806,-0.8850150511473883,-0.028640081103591154,-0.5918506511994692,0.8905820569547732,-0.2434291186886324,0.6089936682540332,-0.2769207518131853,-0.17407896964833336,0.5959597839549546
amod,0.9317094968387439,-0.7894824503743952,0.6191522553242326,0.1550337533049152,0.06804301943485117,-0.7125570257228752,0.6383107422084808,0.19533815110909478,-0.8356810460603656,0.37081571479484043,-0.24394476573353985,-0.9554627406307558,0.28117593834888854,0.7950988383785519,-0.14032701020250604,0.6519476965533927,0.6772273394382898,-0.3151778764179762,-0.8748755848529772,0.7257700924610708,-0.053990381754202545,-0.31854518262918846,-0.7232249933535385,0.2583124275075961,-0.18903343844327278,-0.6365291718467792,0.7438783928167725,0.5371182083893618,-0.6601467092689509,-0.5767538685258532,-0.5330021231454312,0.7024405631455779,0.017642321439288053,0.5371182083893618,-0.6007317157915939,1.0,0.3584628942485784,-0.550529350733802,0.29383693342685147,0.36235477296804425,-0.04676697228406181,-0.30236575017650263,0.3878368876800529,0.7218548919984715,0.33576377505850075,-0.7193536166922128,-0.3352988306432367,-0.6166542796349572,0.13726376625288658,0.03568523095899917,-0.8063710273184044
nummod,0.46632049286160804,-0.35162573952837106,0.051215320967008336,-0.11348916337942626,-0.2741033307473447,-0.36622812687822315,0.32433670114450885,0.42233455564403904,-0.4246383288006281,-0.057464791690812804,-0.39266710569033647,-0.1028867313981958,0.9498351454811074,0.06697911347980764,-0.6934729856631886,-0.0250134079551994,0.32359573904852634,-0.3993977890274521,-0.2849168320803935,0.0113845774778574,0.3190844690301369,0.008364982293792728,-0.3890276871446579,-0.3443820234831576,0.016460461109011285,-0.2799312117317542,0.6088970670557362,0.9607595846111545,-0.36782774325561646,-0.34913769857971727,0.07036276508447527,0.14526283488578542,-0.020019119077318723,0.9607595846111545,0.4347333755407698,0.3584628942485784,1.0,-0.17879267559892495,-0.41509773503556985,-0.01402705983836925,-0.07364832700807654,-0.5076952720485863,-0.4229596363717094,0.6657310659077541,-0.2554655501002324,0.1522273012573135,-0.23467497875662005,-0.06399024235919006,0.003272166967611185,0.10335345747922717,-0.40546261216950674
conj,-0.2829187362881683,0.18130696978855054,0.12567221776155277,0.2618547539953478,0.7021862149849767,0.5387023250752156,-0.6966470743866897,0.4136488173165772,0.5235982118261302,-0.8908104037022905,0.8455067114678022,0.4475469807709974,-0.13168588423898164,-0.4440655778340908,-0.3254189248467571,-0.8432163227178583,-0.24050883871881315,0.5805458408377097,0.15258332620369844,-0.024616882818515786,0.642106077604295,-0.43784134291011323,0.07325555688305556,0.106602564810398,0.584872774237555,-0.2767731744495553,-0.27157817326311817,-0.35812027753649445,0.4508611902544098,0.6012383116736567,0.523397095168394,-0.012037995335419296,-0.7502886315383918,-0.35812027753649445,0.06933629780623876,-0.550529350733802,-0.17879267559892495,1.0,-0.22643730478925203,-0.7964471420113574,0.6321501442117609,0.7342472772826241,0.3114698757777545,-0.4021074880134289,-0.22526188887387008,0.020782371405300207,0.7676820464213611,-0.14914649845927377,0.45301622040626865,0.6433198311845215,0.2089430492287244
appos,0.2158837037325318,0.14788616152582454,0.5933577226538868,0.6720107077140647,0.16249602137445185,-0.6706839468297705,-0.2289964431432629,0.32072364563247496,-0.5800061323807628,0.43968248793400644,-0.12974785941442765,-0.3866758049012589,-0.3995343039567699,0.7474292710667941,0.5141364068293935,0.3696004842679686,0.37790501064801246,-0.18920752714080766,-0.15193584314743744,0.3221331519582207,0.1320768780914776,-0.5599534652281973,-0.5079589589002922,0.20995278199929499,0.3886584663755606,-0.1568153251131277,-0.3252455558581829,-0.20000000000000007,-0.6862201444371572,-0.5197413233743176,0.018756114212203554,-0.15870882064642067,0.3987328481883814,-0.20000000000000007,-0.44233175600152835,0.29383693342685147,-0.41509773503556985,-0.22643730478925203,1.0,0.44921925086931563,0.383077438249684,-0.211975725969335,0.20780119188773516,0.3626126810503853,-0.3304739430483217,-0.2543329043643566,-0.44553837987413814,-0.6171786170520572,0.5782421283305469,-0.3515603095847583,0.13909291114155417
case,0.2320991440878675,-0.11758434862858969,-0.15879726962148807,0.24014567344196341,-0.7115271430010763,-0.569681791703441,0.17000729828111874,-0.23148217841167631,-0.44568818245220126,0.973734683862634,-0.8138467489240235,-0.2533201069512221,-0.19016609059529332,0.5944586528867015,0.696409420423902,0.47140917363677404,-0.12689151410379537,-0.854115588452251,-0.13437905474638587,0.20282032988616117,-0.5943619905662262,0.29196034104765606,-0.21451727944606605,-0.4899329716192247,-0.10106091869560747,0.3757326946672367,-0.18224717904648827,0.11601079062438568,-0.4691930334044383,-0.8278787919933849,0.004550309314896656,-0.2676488768218974,0.8585469191743591,0.11601079062438568,-0.14122225685532244,0.36235477296804425,-0.01402705983836925,-0.7964471420113574,0.44921925086931563,1.0,-0.16087478563088015,-0.7928698732165609,-0.33549367978517275,0.25319269770671055,0.015847257084642782,0.14618591959931393,-0.532534381162267,0.06284732920540564,-0.0652150823374072,-0.914069635107089,-0.14909114645316074
xcomp:pred,0.25287453646681646,-0.10178679416428231,0.5184019626307588,0.9049933051796252,0.550881524975417,-0.20017371466083578,-0.7746496107278081,0.7779015850652119,-0.14190626080558835,-0.3477847552550619,0.4485020718213344,0.019201176112666283,-0.17743118345755263,0.3494337785281217,0.022452175000743098,-0.6165082601738537,-0.037069742578402884,-0.06101875604044139,-0.28895778867074245,0.4959526107049977,0.6605954280581736,-0.7834096665733024,-0.6011888045700357,-0.1635650464280532,0.9535983528277915,-0.4787029358592942,-0.3084173307557746,-0.1227770806321972,-0.24740905068775101,-0.20669517379297747,0.7001904730214225,-0.035122449588850094,-0.3386434797254824,-0.1227770806321972,-0.2574009466703398,-0.04676697228406181,-0.07364832700807654,0.6321501442117609,0.383077438249684,-0.16087478563088015,1.0,0.20408415727026682,0.3161880338094289,0.12063803073676699,-0.43838738747511435,-0.13808147470429033,0.4473678335956397,-0.6482677855159538,0.9479702020989943,0.17814849190370666,-0.10702735802884787
aux:pass,-0.22816072295161013,-0.013387733229839523,0.17003955926679715,-0.11584677072490865,0.8087568847707225,0.6743242802808894,-0.2058756390032624,-0.074568421557498,0.5592794803120976,-0.7696501007704171,0.960028532410112,0.06583941899229843,-0.3967478683656688,-0.4190058235631866,-0.20310425251491257,-0.35096750944013055,-0.07631635215013002,0.88780153209019,-0.0020124365458029513,0.08935644835221027,0.2307482991496929,-0.26792444342002397,0.28223347541529625,0.6123529389146047,0.021442330499829472,-0.32085189474960774,-0.0063689255009591675,-0.6008770261668351,0.6197247962989864,0.8352662905168343,-0.12870125353044426,0.4028926299586345,-0.8328728902390418,-0.6008770261668351,-0.34969639246666806,-0.30236575017650263,-0.5076952720485863,0.7342472772826241,-0.211975725969335,-0.7928698732165609,0.20408415727026682,1.0,0.7129766834073304,-0.5734659232930597,0.37166322142741587,-0.42717544895344683,0.7239881011351751,-0.1059778323872218,0.05118848437136118,0.773371517224131,0.04924063900059777
advmod:neg,0.42350468809194697,-0.5370611437736625,0.6171692422984669,0.21487288553216274,0.8106908708210036,0.08573634960553445,0.07891427589675311,0.07078374074226132,-0.06256487739021582,-0.34034496247057183,0.732516292282831,-0.6074750175288441,-0.4191312492403457,0.29887316232413647,-0.026497363992225808,0.08726520576072985,0.2823711498767579,0.5136071816303613,-0.6248668706379911,0.7039104740485184,0.11637887346037953,-0.538661347665619,-0.2954565472767758,0.6775291700464428,0.03285853976706282,-0.6921959119389355,0.3044172966965951,-0.37155714585275224,0.08313986824936959,0.2660354490583091,-0.36627271341845963,0.7773535541406839,-0.6698969279392608,-0.37155714585275224,-0.8850150511473883,0.3878368876800529,-0.4229596363717094,0.3114698757777545,0.20780119188773516,-0.33549367978517275,0.3161880338094289,0.7129766834073304,1.0,-0.11028375790228812,0.5617371808330809,-0.9103380990958366,0.4886137121596613,-0.5965608662587926,0.28600500957447006,0.5904612147799001,-0.4866424398409444
cop,0.7220988963738273,-0.3290278562778328,0.6303423629382621,0.29873766589665085,-0.03631926707055819,-0.900005830701249,0.32960478004937466,0.6276485186361451,-0.9399672440118167,0.2418912615748676,-0.4197785307151842,-0.5734129974080681,0.6697857102567862,0.6774943108086108,-0.3908870935610828,0.4229725416304171,0.7936798246938123,-0.40264508176800645,-0.5042407012335413,0.31554292872194095,0.41659747732373875,-0.4696208317193483,-0.799904902718916,0.04430816011117854,0.172285442770241,-0.5316343785124895,0.5361183042223283,0.8281980691230224,-0.9172778370672627,-0.6723649946735586,-0.14485539116699628,0.21470934518955756,0.18927357468034098,0.8281980691230224,-0.028640081103591154,0.7218548919984715,0.6657310659077541,-0.4021074880134289,0.3626126810503853,0.25319269770671055,0.12063803073676699,-0.5734659232930597,-0.11028375790228812,1.0,-0.37489641696484177,-0.23714579971823702,-0.6183321943709783,-0.6206923101988113,0.3824472638799974,-0.02441005895908125,-0.38211607465761344
obj,0.21594586146590242,-0.5969154231649656,-0.13702730457136209,-0.4614413621761601,0.07184669321787165,0.364172281209361,0.5846402058879634,-0.6708436059792174,0.21777434362675316,0.08087632758759483,0.20577459568657333,-0.4470947985022055,-0.32082961922692343,-0.04097706460316446,0.12862243857388636,0.33871169410158974,-0.11836523038284669,0.2092057742620761,-0.4142901988262334,0.37541208441417495,-0.6461401110683583,0.3594072965441332,0.24923822142489666,0.32652062295894957,-0.6768508981759703,-0.0977227381356155,0.4342865374251678,-0.25831477986377044,0.45155554709486606,0.2730120355480822,-0.6423597086180758,0.6917396708791973,-0.2858111984476466,-0.25831477986377044,-0.5918506511994692,0.33576377505850075,-0.2554655501002324,-0.22526188887387008,-0.3304739430483217,0.015847257084642782,-0.43838738747511435,0.37166322142741587,0.5617371808330809,-0.37489641696484177,1.0,-0.5776822125361408,0.34239044108889105,0.16815648160475688,-0.5444775912840778,0.188943163443931,-0.5498488126666126
ccomp,-0.6905362238446765,0.710767978461198,-0.7286836543413159,-0.1402325759755009,-0.6457821093614191,0.22299484942651274,-0.40117868095473297,-0.10591392450094086,0.40104600482340974,0.1222489323710747,-0.44934739702179305,0.8714582824488336,0.1505720360795467,-0.519483383826586,0.13832777463987408,-0.3996580265119011,-0.5611716325258111,-0.31877145319515815,0.8106507950504835,-0.7776280654087973,-0.06803021937854167,0.5183891679036576,0.48682915072467936,-0.6946916976531423,0.13074402023665235,0.7911819144668063,-0.5957978017855653,0.02871903503027079,0.20898788800533435,-0.011660359602979833,0.5842841441321237,-0.9036443987117599,0.5091607167258535,0.02871903503027079,0.8905820569547732,-0.7193536166922128,0.1522273012573135,0.020782371405300207,-0.2543329043643566,0.14618591959931393,-0.13808147470429033,-0.42717544895344683,-0.9103380990958366,-0.23714579971823702,-0.5776822125361408,1.0,-0.1766916553206494,0.688037587540897,-0.20954236030046294,-0.5058014969316792,0.6789470585685239
fixed,-0.08968616808284309,-0.2644598209707013,-0.1038539586397965,0.12046808693508615,0.5112846077127409,0.6818205966803382,-0.435103927144963,0.012427695983763334,0.6289482208114621,-0.647844262361167,0.7650675449340958,0.23776243424295684,-0.33559593356580447,-0.3753724731412815,-0.08646873639299958,-0.7386504287420603,-0.5252973466476487,0.3702229068554902,-0.14428308643517077,0.2869468779673706,0.12906425281008346,-0.11069965200204535,0.15275249071342,-0.0471443683759529,0.27956387261689825,-0.21441597785751054,-0.10774853580271417,-0.445538379874138,0.6812036789721353,0.5178556471662356,0.35134412179997193,0.283966942905865,-0.7445317003347808,-0.445538379874138,-0.2434291186886324,-0.3352988306432367,-0.23467497875662005,0.7676820464213611,-0.44553837987413814,-0.532534381162267,0.4473678335956397,0.7239881011351751,0.4886137121596613,-0.6183321943709783,0.34239044108889105,-0.1766916553206494,1.0,0.027849027378526233,0.16615584444835071,0.49577914736704737,-0.22160907657940995
acl:relcl,-0.7259197527639255,0.43233545009793334,-0.9774570124348428,-0.6981754039757571,-0.6523172666071232,0.6397600787525388,0.09324055110704559,-0.7442538828345493,0.7060739842891325,0.1317547403725622,-0.30400400251873944,0.6769899753658489,-0.05580087288980512,-0.7582565256454984,0.18192292463957246,-0.12339527372888587,-0.6794079575684281,-0.034984213570967204,0.7030696868800025,-0.7313914078920669,-0.5993608783033451,0.9389810237146917,0.8916144098881309,-0.3926962166423339,-0.523365992364258,0.8646611989944234,-0.2972340574112407,-0.2026467023575086,0.6799036783377553,0.3642162420314993,0.02723570420792755,-0.4727310147238034,0.31389668933063763,-0.2026467023575086,0.6089936682540332,-0.6166542796349572,-0.06399024235919006,-0.14914649845927377,-0.6171786170520572,0.06284732920540564,-0.6482677855159538,-0.1059778323872218,-0.5965608662587926,-0.6206923101988113,0.16815648160475688,0.688037587540897,0.027849027378526233,1.0,-0.8032158111545485,-0.3355017133265395,0.4394686985381741
advmod,0.3783789268667164,-0.08889667911255035,0.702205972766621,0.938280207987551,0.5321306932045663,-0.46461708754497827,-0.641756031535933,0.8779033117978212,-0.4117338642329494,-0.22100989060672996,0.3075674412404755,-0.15333660356111564,-0.058841415641836176,0.5405252992493726,-0.01864610984587956,-0.3807695693717077,0.2375321566185423,-0.11054539581818915,-0.34823823733513193,0.5077709305615568,0.7272213710655953,-0.8944650516707598,-0.7587407689077208,-0.04665274513093368,0.9261829038633075,-0.564243681774489,-0.20534718121510337,0.033982891837615346,-0.5217643489212502,-0.36266227734827583,0.5623870179564397,-0.018851448626813365,-0.21055024637712322,0.033982891837615346,-0.2769207518131853,0.13726376625288658,0.003272166967611185,0.45301622040626865,0.5782421283305469,-0.0652150823374072,0.9479702020989943,0.05118848437136118,0.28600500957447006,0.3824472638799974,-0.5444775912840778,-0.20954236030046294,0.16615584444835071,-0.8032158111545485,1.0,0.13460496448872547,-0.10540706031493323
orphan,0.15191037423774958,-0.24537777417327478,0.43128323917368727,-0.170448240279776,0.8233555560941853,0.346316583877582,0.06947031849413789,0.2980671667502585,0.15898161875345393,-0.8888780846523889,0.8164641287832064,-0.15086599859600508,0.2448867444449618,-0.29103410219706716,-0.7550004025946523,-0.24627856587129618,0.37790425313205517,0.7956759657548603,-0.2579122507238253,0.14420187298044854,0.576587080120333,-0.4503838441197442,-0.0685145981575162,0.6430368188790586,0.03088748258103281,-0.6805735124081186,0.49125169167367283,0.034610172961023505,0.26703319620357674,0.660344182400977,-0.23043275950655254,0.6189501612648111,-0.9434006879429012,0.034610172961023505,-0.17407896964833336,0.03568523095899917,0.10335345747922717,0.6433198311845215,-0.3515603095847583,-0.914069635107089,0.17814849190370666,0.773371517224131,0.5904612147799001,-0.02441005895908125,0.188943163443931,-0.5058014969316792,0.49577914736704737,-0.3355017133265395,0.13460496448872547,1.0,-0.21357192476304576
punct,-0.8905278757554143,0.997416828206804,-0.3785452311018294,-0.12685444084603267,-0.14886315948213705,0.3049668993131894,-0.46072127289792847,-0.13729054029560758,0.4501199454355228,-0.07838486384766745,-0.02555567783091337,0.747562768749955,-0.22531226162673335,-0.5157672426630198,0.22397051534312729,-0.19694652588992967,-0.2652401758210863,0.2754268742006334,0.9436940176680756,-0.8351148985238183,0.08268623316685503,0.19510424164009238,0.5885755240223709,-0.0223383224532489,0.10241164348531788,0.6514780423910521,-0.7360977763391053,-0.428778445997723,0.232014726101634,0.357375109019155,0.281854536678021,-0.8190720889639626,0.3218480980583728,-0.428778445997723,0.5959597839549546,-0.8063710273184044,-0.40546261216950674,0.2089430492287244,0.13909291114155417,-0.14909114645316074,-0.10702735802884787,0.04924063900059777,-0.4866424398409444,-0.38211607465761344,-0.5498488126666126,0.6789470585685239,-0.22160907657940995,0.4394686985381741,-0.10540706031493323,-0.21357192476304576,1.0
