,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
csubj:pass,-0.5343692290132234,0.3899982355191241,-0.2887319957392042,-0.6865977696675318,0.0912315239226855,0.2758228765624241,0.0012745466639106167,-0.14136010204427632,0.6543767976809803,-0.6771000027869833,0.4205044226791783,0.40671057720257364,0.38837189588456017,-0.34380463367997527,0.37831650352152013,-0.6828261162495981,-0.38020883438899206,-0.31709249471627504,0.42150127845026897,-0.22687633515950348,-0.7776824307232191,0.04146580603508545,0.43180995852537435,0.1449956322521469,0.12729943693007342,-0.027511594945103746,0.2872985639703593,0.24014823503992422,-0.23353033813348226,1.0,0.3201300698272651,-0.03491206095010117,0.14522877597762854,0.35965933335147704,-0.12904016259613876,-0.3403814590365686,-0.08747418173609839,-0.11625204774708874,0.36243347159260286,-0.26655835983322634,-0.3427939233903443,0.31549936662135636,0.18928023164234145,-0.4889540685136004,0.06257796243220526,-0.5348884273232493,-0.06865768438523505,0.36311420708203124
acl,-0.7101302668145044,0.6530198528139426,-0.3540472026615927,-0.11534993740000596,0.1614727574665381,0.49636561702500065,-0.19990267750954005,-0.4485710488549044,0.004350186083229745,-0.8589523926394202,0.49733674262468686,0.1931787552312623,0.07627083750551865,0.05107844934289043,-0.15535380649533673,-0.05340426418930143,-0.34155464373590116,0.0006268941669810169,0.7609672223333632,-0.26532305034388237,-0.6388430278445948,0.5465477563345209,-0.30447206994234843,-0.48062116825638884,-0.5510085312454631,0.021164989007308236,0.4127265832593316,-0.5480142498066396,-0.014845259589476066,0.3201300698272651,1.0,0.20566832348837386,-0.12410703324914125,0.658569661232,-0.09169829158452014,-0.8493230955584672,-0.2308257314766999,0.12300853325504633,-0.24259270719861925,-0.2321428919128736,-0.6243258640539086,0.35379791768602775,-0.5097027558841871,-0.07226862544581943,-0.09096352598727744,-0.03629816427113669,-0.45075770603263476,0.701371331804312
amod,-0.1593966389556481,0.12906263365988382,-0.5111376601096352,0.5066696979520487,0.6978921061400762,-0.349968298715171,-0.10709590077968982,0.07579996685723463,-0.4676831486307947,-0.22201553699227167,0.48377828876134527,-0.6100202756810377,0.49861993816073985,0.8490566501504916,-0.2844816476247936,-0.05338574174251183,0.1971202486123976,-0.3753020611490842,0.2586505309040997,0.12503227840575795,0.12066781407330565,0.3063470498074051,-0.6082895009208077,-0.20855856354554564,-0.6573928845344039,-0.1342432630291207,-0.4074851652210226,-0.016828477404528582,0.36023438469590224,-0.03491206095010117,0.20566832348837386,1.0,0.2983054620217169,0.004468018145747869,0.24128853365756137,-0.18870020135224694,0.13941411026359815,0.15943628439029664,-0.08905263646470651,0.6306282406370939,-0.5821593843277837,0.44392927107109886,-0.3285657923489876,0.43671743009899505,-0.7061567783964618,0.5339691135192073,0.0802237168933136,0.1342752602432789
nummod,0.17075362540166766,-0.07287457099581343,0.12402836304805955,-0.05712585944378244,0.33197265858782554,-0.3423381829082137,-0.2894547370693428,0.5308984418939423,-0.15895869472144025,0.17730849008985547,-0.07058293347674838,-0.1584488709869454,0.7199544616150426,0.043877504282030626,-0.13590948508572973,-0.246571680471535,-0.4063879091739403,-0.1347758444258301,-0.14699512053066036,0.06785995241519,0.32768866691335363,0.24392878462307643,-0.3638807943972456,0.5397586667781215,0.023130127228870024,-0.25347154320007503,-0.3384980018316091,0.1486314603995117,-0.18473030108672944,0.14522877597762854,-0.12410703324914125,0.2983054620217169,1.0,-0.08423219958531862,0.6495929618976811,0.4853565452141582,0.22889863737846627,0.385551148117614,0.09338564124747664,0.03156281176049366,0.025172956704803632,-0.18840511332068172,-0.19817105730954587,0.4950427331758003,-0.17058986819206956,0.1592068052926082,-0.1440934638527826,-0.11216553384000685
conj,-0.4972906423569487,0.34213560486819833,-0.2158639015476092,-0.4384627962135698,-0.07495872150456669,0.7529265839120968,0.32766544947080994,-0.7176045889518856,0.08599391736227324,-0.5344301089875465,0.2149064752360648,0.08050651588506041,0.2834038261556416,-0.1558979957165526,0.37190628111308344,-0.4655826484065627,-0.17556887052021178,-0.10198160368966813,0.45060925112581063,-0.26781223160016115,-0.49897975895724433,0.15486721539640866,-0.10868683885172961,-0.6663288289222872,-0.20769629416233046,0.32037156273350387,0.676661991555104,-0.1313563177399778,-0.4064812783914669,0.35965933335147704,0.658569661232,0.004468018145747869,-0.08423219958531862,1.0,0.031325438427359555,-0.7286391008800537,0.10298758538835977,-0.1382014738796744,-0.24338156381131518,-0.2932849764473547,-0.34303535061344687,0.2634099490578545,-0.6319738852986706,-0.05823825813706113,0.1801961889340465,-0.47995086907231577,-0.5482551033249731,0.43242182496611914
appos,0.5177778161166952,-0.4389890620852596,0.5032361443530685,-0.13324830546866667,0.17935703147984805,-0.3280522793454112,0.17774093175098976,0.0488951257348691,-0.5139629067970318,0.265141285295911,-0.32389268145848016,-0.333925791549919,0.4113098756057615,0.37864205919499705,-0.329338752452521,-0.17870405985717355,0.03732375596445259,-0.05347099947313714,-0.4464827215684496,-0.01891973388769107,0.3492677562601995,0.12048358182174604,-0.35866421102711243,0.20926170871588656,0.3085664276268523,0.025956651715452674,-0.25909315710003467,0.09938888761646206,-0.2116161633760108,-0.12904016259613876,-0.09169829158452014,0.24128853365756137,0.6495929618976811,0.031325438427359555,1.0,0.23849644110207205,0.49622468824164223,0.5379836555059576,-0.18866187788508434,0.286465373013104,0.3987176537791077,-0.45919387676159557,-0.32396272430456824,0.6566615850174023,0.2136923367895229,0.05464631987836081,-0.2652953279655517,-0.3602944467364526
case,0.6100684821315686,-0.43881005276301593,0.40822074357442373,0.21906006776172327,-0.0728516470145213,-0.6275837344744802,-0.19659200577065533,0.7834651751744615,-0.008148364665460353,0.8177903464602043,-0.471945437792998,-0.16080692940470165,0.10731871650824379,-0.13593467972661727,-0.06276739214627536,0.13851099614847961,-0.06577174954391629,0.17861519501755882,-0.6165092899141634,0.3635786285090745,0.7433136898796545,-0.34257432971116364,0.06398444858754969,0.7664449050263786,0.4301281092538784,-0.3057832199027346,-0.5783116461121338,0.2785737337199402,-0.053194680772294216,-0.3403814590365686,-0.8493230955584672,-0.18870020135224694,0.4853565452141582,-0.7286391008800537,0.23849644110207205,1.0,0.05574990918797512,0.04268554039773972,0.19192327063080977,0.05338307286164265,0.5933622784565642,-0.42771021957684974,0.3877622196298892,0.2960488507016527,-0.04052299258260307,0.2680906272160247,0.2905843954446986,-0.5142394116404617
xcomp:pred,0.6064057328134853,-0.7259691293363637,0.045387933743846615,-0.3555204614915646,-0.19549127449469178,0.254009292830384,0.7272977039322298,-0.4083410715607651,-0.5681654085946399,0.26911284771174115,-0.14754436717258937,-0.01281723402622109,-0.041271811195017466,0.1691627736913602,-0.1662532163856191,-0.09430758669985628,0.6666808814791317,-0.7562484044749387,-0.6509576481446152,-0.4867956347993716,0.1908792716717508,0.2524697089705789,-0.1900912334038116,-0.27262465090260374,0.28450924985320813,0.8166427082412357,0.2985853503116845,0.7600082940836684,0.3724867313039649,-0.08747418173609839,-0.2308257314766999,0.13941411026359815,0.22889863737846627,0.10298758538835977,0.49622468824164223,0.05574990918797512,1.0,0.3562737462074847,-0.19638265318781153,0.5799064234868904,0.06675256698789846,-0.1513364868690685,-0.2832596930580747,-0.0796192176793386,0.5126376228425321,-0.463038719093861,0.3744166920779025,-0.7610185513675798
aux:pass,0.4631138310380619,-0.46731657063816645,0.47561582636580674,-0.12337609152827464,0.4760324552574683,-0.11051082503836332,-0.2313172147108787,-0.021739492556054552,-0.6346761411077428,0.1059634018726314,-0.4583953445272839,0.33863720884364,-0.1442669915470207,0.1961126823946091,-0.2132591832166255,0.4916731972082592,0.1611012579756385,-0.11343285988584671,-0.3707359983420148,-0.6599108301597972,-0.04472680068858249,0.7586082045783603,-0.06050677112496564,0.08076761081207164,-0.07308383612948456,0.202379869752975,0.11112093439872671,-0.005874057587782196,0.10383522242595561,-0.11625204774708874,0.12300853325504633,0.15943628439029664,0.385551148117614,-0.1382014738796744,0.5379836555059576,0.04268554039773972,0.3562737462074847,1.0,0.3612695613449284,0.017864267138184526,-0.03256397990400293,-0.6576557500288231,0.09683796241113325,0.15614274431113886,0.2719010599136989,0.021392392254589995,-0.24927809801450934,-0.4009821345008944
compound,0.08523515177921112,-0.18218319681941697,0.265483538310817,-0.22740740054181352,0.5469724954768993,-0.1685965927123639,-0.3955948532613741,0.2078344553825764,0.22045336674735885,0.07870331246499854,-0.3916133614754565,0.5073543571289326,-0.032871252779902896,-0.2289629641524213,0.6196380502164041,0.15523354205439152,-0.06502909094377209,0.06684548218225696,-0.1187491968987637,-0.4036652754780007,-0.34155191435108195,0.16288726547642488,0.7069168083199094,0.3188613096083856,0.021197631633635024,-0.15916282190386896,0.08131089644268484,0.1573291576991234,-0.2560159877006756,0.36243347159260286,-0.24259270719861925,-0.08905263646470651,0.09338564124747664,-0.24338156381131518,-0.18866187788508434,0.19192327063080977,-0.19638265318781153,0.3612695613449284,1.0,-0.4048863193615481,-0.08082538630641531,-0.402472588326974,0.7851613700853933,-0.2994979969723463,-0.02621702979048604,-0.1409724705153139,-0.17577433431407471,-0.13619489388760475
advmod:neg,0.3457806901229187,-0.36485099130042437,-0.3500064949793587,0.3329439518636055,0.04372200288283158,-0.3045429647786308,0.46609220030004883,-0.06043380014550128,-0.5359593692025392,0.1330316726070024,0.34245972819569914,-0.5831182594639842,0.04154132008280458,0.742938314384006,-0.5655233097548991,-0.022274915582179103,0.6847009195574968,-0.6209706653759857,-0.30510104471049665,0.12561772421236855,0.37954660136454443,-0.0011918104800807368,-0.4861126023220623,-0.17056688436113396,-0.06464392621772265,0.3074955083190975,-0.3759935675682638,0.4505529235228607,0.710573238854411,-0.26655835983322634,-0.2321428919128736,0.6306282406370939,0.03156281176049366,-0.2932849764473547,0.286465373013104,0.05338307286164265,0.5799064234868904,0.017864267138184526,-0.4048863193615481,1.0,-0.1063204428008084,0.3319237545048549,-0.22362215496213536,0.1732013630907723,-0.18466570221792208,0.2367996277465662,0.6578909895078073,-0.4326892215136159
cop,0.647811000978168,-0.5064955404778974,0.8020183979162484,-0.13028887005106932,-0.43944588929664563,-0.3476442005921588,0.22538549458147614,0.20799916149511624,0.050905235327745574,0.6779429952909901,-0.6783543029735921,-0.10330532432112996,-0.1772020918102315,-0.19586788632233748,-0.021174274336753077,-0.013385884397641254,0.03512005485482306,0.4622684547315583,-0.6584664087634907,0.3049981994363763,0.47984805929832003,-0.6024722478890643,0.2913284111155379,0.4473223365961573,0.8302133718490359,-0.11490417006536352,-0.26634484810060666,0.07331129261234125,-0.39706018698802686,-0.3427939233903443,-0.6243258640539086,-0.5821593843277837,0.025172956704803632,-0.34303535061344687,0.3987176537791077,0.5933622784565642,0.06675256698789846,-0.03256397990400293,-0.08082538630641531,-0.1063204428008084,1.0,-0.6426549225283881,0.26073822546717484,0.27276483761088427,0.47722475820008575,-0.07870430257092279,-0.05225721534644432,-0.4527428408753563
obj,-0.7124458572373344,0.6464416500508852,-0.9509180437471382,0.2069663135393809,-0.07078264909071866,0.19658347623744526,0.11217624476938051,-0.10169756174648334,0.30899839846153404,-0.5853207286967678,0.9442898565406749,-0.33782007654423196,0.30701887750257356,0.19140661357202565,-0.11772103792749476,-0.43154559851416757,-0.06810808864054504,-0.38567613308115456,0.6722329470801381,0.344695316682838,-0.21668323431902317,-0.12013549877826732,-0.3492969336772589,-0.31166290167194893,-0.46277162738682037,-0.04494057233416826,-0.05529797546998879,0.025115006764995774,0.36586703146757854,0.31549936662135636,0.35379791768602775,0.44392927107109886,-0.18840511332068172,0.2634099490578545,-0.45919387676159557,-0.42771021957684974,-0.1513364868690685,-0.6576557500288231,-0.402472588326974,0.3319237545048549,-0.6426549225283881,1.0,-0.36903005834264974,-0.19618439759063794,-0.5363126538291666,0.10655209557396005,0.36615772679635356,0.5384339648697105
ccomp,0.2387285028188952,-0.2527001847982484,0.32870070802332174,-0.11238747118686679,0.15911494902541304,-0.3785327046973567,-0.2762011592344446,0.3497794564964726,0.3698321256665055,0.23334198499212913,-0.3576828500539735,0.425428549829368,-0.35297196917277085,-0.2466676735628045,0.33155868535524513,0.22733436422855552,0.06867901021352842,0.17013051484497144,-0.280599283912166,-0.10663162058484463,-0.1650866980563889,-0.20598522553495563,0.8090783964491419,0.5221675967735725,0.3479608751210226,-0.22607858093795896,-0.17172486516623536,0.19256657191176976,-0.03783483370108196,0.18928023164234145,-0.5097027558841871,-0.3285657923489876,-0.19817105730954587,-0.6319738852986706,-0.32396272430456824,0.3877622196298892,-0.2832596930580747,0.09683796241113325,0.7851613700853933,-0.22362215496213536,0.26073822546717484,-0.36903005834264974,1.0,-0.411917405110183,0.07447728708450378,-0.05817069712646353,0.20940681968981745,-0.260241505939435
fixed,0.2002773098613066,-0.01950382172581889,0.2855188619388062,0.5440502115110808,0.3719171883158465,-0.5814641569000796,-0.22897023691145396,0.36281291305210933,-0.44471745717548905,0.34266575665162,-0.18927992638946506,-0.7474271829852097,0.5151810818668303,0.5622792707201569,-0.2908481537417753,0.0188937778082815,-0.1956550964965632,0.4198275520953732,-0.06165139125128392,0.5240836678953055,0.6359839847735667,-0.11203420976204714,-0.6084688360789496,0.16409235562095023,-0.16455384375358112,-0.4922309113553935,-0.6204065849511095,-0.41864212259611944,-0.3054371102335131,-0.4889540685136004,-0.07226862544581943,0.43671743009899505,0.4950427331758003,-0.05823825813706113,0.6566615850174023,0.2960488507016527,-0.0796192176793386,0.15614274431113886,-0.2994979969723463,0.1732013630907723,0.27276483761088427,-0.19618439759063794,-0.411917405110183,1.0,-0.41936164909375956,0.6696122266465199,-0.42115248836970354,0.0752243861775887
acl:relcl,0.4667840378799173,-0.5414117957284329,0.5364461153240342,-0.7493199109926584,-0.6019687211650052,0.5043330920154295,0.5447608705789784,-0.5003901930228245,-0.03941044740190618,0.1594117380550992,-0.4942272692808814,0.5844916797403663,-0.4967367595235937,-0.5076021402088289,0.07829482750964159,0.006597211020355301,0.2682735732846629,-0.14476781401166477,-0.5512029233275981,-0.568541153382984,-0.19484679399502658,0.05566963934239789,0.4155480567458983,-0.10048156256202635,0.7009257580318522,0.6626701345611073,0.6237835609141138,0.3715768306819154,-0.09902658827800087,0.06257796243220526,-0.09096352598727744,-0.7061567783964618,-0.17058986819206956,0.1801961889340465,0.2136923367895229,-0.04052299258260307,0.5126376228425321,0.2719010599136989,-0.02621702979048604,-0.18466570221792208,0.47722475820008575,-0.5363126538291666,0.07447728708450378,-0.41936164909375956,1.0,-0.7846690068475172,0.008386012112242505,-0.5187654132525863
advmod,-0.05379630413975333,0.25505713862559093,-0.09352742098843765,0.9316347256510235,0.4776812414801362,-0.7275370047649597,-0.6112463215109033,0.6181129347569956,-0.29737851185127745,0.1739504579275132,0.12892207454811483,-0.6127286807560596,0.17226797944617978,0.6027168036148499,-0.45844091259838876,0.4112544178740877,-0.1617237520704744,0.4175296260001759,0.21435346971871058,0.5941621297979558,0.527135987902764,-0.0033993420542673923,-0.5418283738242832,0.23913534462151995,-0.5211546629421284,-0.6846790041651513,-0.7952028580079292,-0.5702028862793349,0.17294271575335543,-0.5348884273232493,-0.03629816427113669,0.5339691135192073,0.1592068052926082,-0.47995086907231577,0.05464631987836081,0.2680906272160247,-0.463038719093861,0.021392392254589995,-0.1409724705153139,0.2367996277465662,-0.07870430257092279,0.10655209557396005,-0.05817069712646353,0.6696122266465199,-0.7846690068475172,1.0,-0.036936747986221874,0.2602168725210849
orphan,0.25068010278093883,-0.26682575783930923,-0.42704814434625615,0.11426029619567465,-0.3660680187622834,-0.11922252553647629,0.3343066301194652,0.16050743140943086,-0.00986895878983865,0.17367805661372976,0.34382629358515904,-0.06390957106023912,-0.2805783108234787,0.07943147031845373,-0.37990760994821143,0.045572709345292874,0.5075231089336923,-0.6156965012716209,-0.31364744792003446,0.07442437189224316,0.24044243776765473,-0.13552316206338172,-0.042114270761461896,0.1320447246377071,0.17346131207010398,0.32487244013750133,-0.20128926865715885,0.6351265457399572,0.8046205842153075,-0.06865768438523505,-0.45075770603263476,0.0802237168933136,-0.1440934638527826,-0.5482551033249731,-0.2652953279655517,0.2905843954446986,0.3744166920779025,-0.24927809801450934,-0.17577433431407471,0.6578909895078073,-0.05225721534644432,0.36615772679635356,0.20940681968981745,-0.42115248836970354,0.008386012112242505,-0.036936747986221874,1.0,-0.4558420423756391
punct,-0.9363380796684079,0.9721605137323923,-0.42504497964984644,0.15349841096998518,0.17475609843994583,0.12814831640595262,-0.4830174093622777,0.03583215188104001,0.5019498141379716,-0.7209543705716753,0.5751628474709078,-0.07603251686729291,0.3452268462543026,-0.061791495962778546,0.07811805574067253,-0.26865747411694824,-0.7120008047965521,0.3972341714929421,0.9653198909118473,0.3562950733391161,-0.44579827496762986,-0.021200809812031884,-0.15126739252166826,-0.09875220271393874,-0.5032174618678112,-0.5685704396129586,-0.026196454590406305,-0.7125973596335061,-0.3131132801266451,0.36311420708203124,0.701371331804312,0.1342752602432789,-0.11216553384000685,0.43242182496611914,-0.3602944467364526,-0.5142394116404617,-0.7610185513675798,-0.4009821345008944,-0.13619489388760475,-0.4326892215136159,-0.4527428408753563,0.5384339648697105,-0.260241505939435,0.0752243861775887,-0.5187654132525863,0.2602168725210849,-0.4558420423756391,1.0
