,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
advcl:cmpr,0.5136537986635835,-0.48404160042604333,-0.04183253972158563,0.3405013860112218,0.16765951321596792,0.07016766501245349,0.4745368572430748,0.0641699301509424,-0.5567919308444395,-0.2576231473787117,0.038156996422748814,-0.4819488685799635,-0.37941743768813485,0.6398271819094135,0.09432219119029102,-0.30731968883289,-0.28855992370389527,0.17178001978788154,0.18579768030873386,-0.5264597157292006,-0.6060469789799152,0.03901263420852499,0.14239655510636215,0.04145372953304791,-0.01435390316375455,-0.19209023081911974,0.2970597780425598,0.3794472675858095,1.0,-0.006893122731875969,-0.006090198751733868,-0.2722993725791255,0.08752651557550033,0.4728750274698153,0.6487503163761217,-0.6134542242273671,0.03661992980806577,0.5351604607688888,-0.26131132446622574,-0.5752910610089766,-0.14802987984293522,-0.5726421216228,0.019470851041158654,-0.577621547037414,-0.6170859031234968,-0.09786659101649149,0.42695541672744713,0.5770012708478852,-0.2528944638510487,-0.5647307448838458
cc,0.5766221073244165,-0.321484836892884,-0.05557417971964594,-0.1094089108811829,0.37018226886963,0.9669637977412929,-0.09671866150510211,-0.4900835097894189,-0.2975212567531058,0.028267658355171393,-0.4586076510283841,-0.193652502742988,-0.12626557704344896,0.22127875093209662,0.30190119641182295,-0.3376415426715728,-0.3126448508639353,-0.19495800341956113,-0.14499273402942775,-0.5729973934312776,-0.515202299428492,-0.3935687057485556,0.3993127638876793,-0.24053978828311828,0.29147860698353123,-0.015956547278521364,-0.36432962397397733,0.13417883761278832,-0.006893122731875969,1.0,0.2846549395316615,0.3026971777299142,-0.02348505320867939,-0.4080021414966216,0.14652541674920253,0.27114749338246225,0.7417288484048181,0.07597230434628878,-0.11668466712318261,0.2118844223276261,0.14595860914218814,0.25186819493273843,-0.39136754919829303,-0.22122234631197898,0.015700459544109962,0.24767871935636354,-0.20536061244352385,-0.004693118065712317,0.05975976720811127,-0.4907743879180357
nsubj:pass,0.3971964941944279,-0.5981037327053764,-0.06398265444521331,-0.5368756721354189,0.7249449698163554,0.28561079471637413,0.2367857961515688,-0.5095756102608232,0.044501897063736584,0.34800123144012746,-0.4882496476276833,0.2004889523080216,-0.6156487272111804,0.10096735664133956,0.5702317105009614,-0.20192057827700607,-0.6240593396895533,-0.8206407480662905,-0.44090261507878975,-0.4205154371685037,-0.44100703927080753,-0.44389239434574557,0.24094946068310608,-0.39956706658557084,0.5391883412886124,-0.5494743268419102,0.17206816295265265,0.3023475336611049,-0.006090198751733868,0.2846549395316615,1.0,0.3574102644477322,0.5551713469162328,0.08716819590705584,0.5957214122995023,-0.220368532396627,0.11365360792850411,0.42077487121550883,0.20508245742203332,-0.30819035997330435,0.6851308294765723,-0.12182160661034466,-0.5897354631978928,-0.586595719836176,0.06659946636007828,0.21676975899875203,-0.15467383259909753,-0.4494317315781425,-0.33744079111559555,-0.5083872044081529
discourse,0.3319312684783811,-0.5126911749052051,-0.2637533476301175,-0.1259097731374865,0.15776792227996372,0.3454462007922752,0.15095507689896445,0.23903915072325863,-0.43390741454269766,-0.1862920608226916,-0.618442397190838,0.5038690981668711,-0.6719398497495539,-0.4826967178601199,0.4304055607684547,0.22570051429414262,-0.6357276863739223,-0.6808198753768179,-0.22202723177914768,-0.3372367402215235,-0.17141751318551493,0.317224725545718,0.44368239197961107,-0.15060695526093998,0.1517882506246015,-0.5194192795563435,-0.606136063999899,0.5872135763784139,-0.2722993725791255,0.3026971777299142,0.3574102644477322,1.0,0.11218763110580053,-0.6857616636977885,-0.2002216751237236,-0.031395507685982114,0.42601117499965757,-0.23210414814695854,-0.32102851838595226,0.1969479214941189,0.2208703476624092,-0.2762496800538144,-0.3840504933865773,-0.13376968705816855,-0.11603431949984967,-0.2991895232699324,-0.06654927539943259,-0.2588494888652495,0.3992912016578212,-0.383917595898216
csubj:pass,0.1909446165776241,-0.23565841755464523,0.30701939263749695,0.12373025051383317,0.03323083594175212,-0.04828043018831431,-0.17742700652207233,-0.24292412309041977,-0.09313220766100071,0.34315254623281854,-0.3583841936172169,0.21282630881787848,-0.41003446902790686,0.4124328320149747,0.560323591576139,0.07567553547899393,-0.5641347210623437,-0.4731307462274027,-0.5492788180935761,-0.22861638320830935,-0.06944097356314614,-0.2508962656379022,0.4174359279656174,0.21058152342634537,0.6516694848755916,-0.5229210997378492,0.10040439374858617,-0.043247393828396964,0.08752651557550033,-0.02348505320867939,0.5551713469162328,0.11218763110580053,1.0,0.20226299008962662,0.18260985246418296,-0.6001662367511844,-0.4114739878836098,0.274131423444395,0.3172458626502664,0.02574836064300312,0.8175017227216291,-0.25433201179726395,-0.1778288920686675,-0.5363872422571211,-0.0857908280251053,-0.5394348709456697,-0.0924919331387664,-0.02199376993178455,-0.17088579810997542,-0.3226432418382909
acl,0.09033962152765335,0.002087920844054948,0.3941051455077738,0.04847957283458611,-0.001993799504660612,-0.3153265323992061,-0.0055713389751611605,-0.042391865137621616,0.06330187870016807,-0.012304717276584012,0.6607325319941072,-0.16614407637152712,0.09466267582920264,0.557354936754931,0.21837175017519764,-0.24188158566238058,0.34202817585693107,0.04173531516666494,0.19134468366464122,-0.09246968231679507,-0.14415364508333714,-0.12821075480757513,-0.5361682519844534,-0.29762056048661284,0.004271653833509287,0.28600479676185125,0.5912153707508447,-0.2743721357228471,0.4728750274698153,-0.4080021414966216,0.08716819590705584,-0.6857616636977885,0.20226299008962662,1.0,0.43831229496369994,-0.19231620259318943,-0.41241985926795355,0.5497753452522164,0.17244921055277132,-0.5984803607787215,0.11152716188590396,0.0462318365112986,0.28336647897054784,-0.2867909107007959,-0.10744030828398667,0.1730920820307235,0.12926391272064927,0.00012994860520104388,-0.1329357055492302,-0.040115232758345824
amod,0.4885248396631883,-0.607233815325875,-0.32694795506343943,-0.3890543632770827,0.7341791366953919,0.18853305090710404,0.5649496972149626,-0.3678717015455255,-0.038735505727161786,0.28780852157266457,-0.21541993939992862,-0.4983119313844328,-0.4694708546992174,0.5200344863381166,0.10455062371889393,-0.4766239401999884,-0.4209094870870744,-0.19942660493188183,-0.19527468011465834,-0.5082843561150541,-0.5807454442912516,-0.3270705370153117,0.19379500138800074,-0.2321180988306253,0.16547546310489414,-0.26524280794099203,0.6478256630877031,0.33212738542283693,0.6487503163761217,0.14652541674920253,0.5957214122995023,-0.2002216751237236,0.18260985246418296,0.43831229496369994,1.0,-0.4801486645123783,0.028427281231020632,0.5713312097277237,0.2142596123109202,-0.6378481129199097,0.07218786601799966,-0.2534320854906875,-0.5287233898967777,-0.6895450449393331,-0.3545257195937969,0.44499694635720044,0.0182419093738406,0.0062489472423832865,-0.6241336268924114,-0.6105765907628186
nummod,-0.279744243315636,0.4433919376494804,0.265704144809875,-0.16249378741475837,-0.061381538861219304,0.2267737438708415,-0.36653967172457413,-0.20622258678090635,0.29857123828231136,-0.22897869387951558,0.38504788071458496,0.2851452091974454,0.6093248274028751,-0.46651041589058745,-0.09019921193388289,0.012011407270735906,0.6620440995291565,0.08251249567877117,0.4164939037654846,0.31960502808663177,0.12917603584949663,-0.19937461764161085,-0.6003265873224236,-0.4384480959653059,-0.21438501965352957,0.5247046579454342,-0.41308562040427826,-0.3365029303855975,-0.6134542242273671,0.27114749338246225,-0.220368532396627,-0.031395507685982114,-0.6001662367511844,-0.19231620259318943,-0.4801486645123783,1.0,0.4744566802041172,-0.17925101270452418,-0.23467004135431113,0.24135976714998636,-0.142269150601462,0.6286932685208064,0.3226367531609437,0.6249973758483461,0.6349342801516179,0.4927646811156611,-0.04908189421768892,-0.31004225063050833,0.3328702471230121,0.5072633884679695
conj,0.5067931527888335,-0.4300614579648628,-0.09040444921115624,0.0705779553899899,0.4432196731356437,0.7306641544115601,-0.001709419716827178,-0.23904268143234364,-0.36330817113428204,-0.322266516747818,-0.16930604898689328,0.1584104554758281,-0.1528875992080634,-0.09780845559432474,0.23965203019922166,0.01033281264888463,-0.12251453962557565,-0.2108324273810434,0.17185480187457083,-0.47403766663156954,-0.5099276332417623,-0.11381853567667684,0.05310565135395463,-0.33722890180055126,-0.1685233336466893,-0.029344701674671535,-0.5996927046122336,0.2563993557996544,0.03661992980806577,0.7417288484048181,0.11365360792850411,0.42601117499965757,-0.4114739878836098,-0.41241985926795355,0.028427281231020632,0.4744566802041172,1.0,0.26539753143758565,-0.6138380672771205,0.12831492010847656,-0.09154562148059765,0.03997993440731317,-0.11678108383729763,-0.1323051939943029,-0.036145426860390906,0.31872369520547417,0.29078048861107425,0.16082841731213365,0.22435947798728154,-0.35991682743995385
appos,0.4437255932350955,-0.5188356353758561,0.21921032131763882,0.2602293821041845,0.5842983176191353,0.06585987878891413,-0.039050242710825016,-0.41137542574162167,-0.08591724737166698,0.051014152303784796,0.21096368918510164,0.14877955018197977,-0.23598190390019444,0.5516822022853026,0.4042798032854347,0.13563270755831514,-0.12499999999999999,-0.2490180723402763,-0.0756624208152729,-0.4285892149293799,-0.44822392919819753,-0.3277809048518087,-0.14294242966768705,-0.125,-0.0486345485318348,-0.20775645233847326,0.1294680901798242,-0.08567261504050072,0.5351604607688888,0.07597230434628878,0.42077487121550883,-0.23210414814695854,0.274131423444395,0.5497753452522164,0.5713312097277237,-0.17925101270452418,0.26539753143758565,1.0,-0.255760287679955,-0.2955323014519071,0.33433400594661017,-0.24806031372638507,0.04509481664069489,-0.7019504194643497,-0.2464750800201275,0.17689388933687533,0.5981287413901165,0.38671135177930205,-0.29984049968534343,-0.4056771152610261
case,-0.1353582769829296,0.1850787366205182,-0.3279194420566357,-0.5226294392331756,0.06238959788597135,-0.11312503032776014,-0.19357367670176673,-0.10322520291122467,0.5959738448522587,0.8415340657193953,-0.08444132170460462,-0.40860317898681947,0.12677638497801932,0.2889816658477933,-0.19999282152295572,-0.15465824094435804,0.022236867334496094,0.04557375746683837,-0.6432459896421726,0.11402541203229057,0.48027411700607875,-0.084778278553756,0.2593306776238569,0.17320528848551842,0.1162452915593869,0.2725874244882285,0.7274465362928132,-0.43866477754760286,-0.26131132446622574,-0.11668466712318261,0.20508245742203332,-0.32102851838595226,0.3172458626502664,0.17244921055277132,0.2142596123109202,-0.23467004135431113,-0.6138380672771205,-0.255760287679955,1.0,0.15485892342738192,0.013408189983071786,0.5170196573765763,-0.5286792252584046,-0.09783840823989531,-0.03950391988521225,0.2263906780470887,-0.7772456940779182,-0.44201415077601325,-0.3009697827763607,0.028039706291058175
xcomp:pred,-0.16242637706626953,0.2517106876872745,-0.13746472784943953,0.3112433819323206,-0.19862181490903116,0.10597050218890133,-0.7478826330029651,0.043051069914334196,0.27043009545170993,0.3858701976268251,-0.12932139968245981,0.2640864668259019,0.3163821094219639,-0.09554755917350502,-0.16879522435827754,0.6565655854734527,0.09695552844955828,0.16613708372605948,-0.49381475286958804,0.1863757282080752,0.6440541841661626,0.17345041969022373,0.36976534189080623,0.5851418538275073,-0.27735198285335677,0.1841394219661596,-0.41165429188522545,-0.5489572316870184,-0.5752910610089766,0.2118844223276261,-0.30819035997330435,0.1969479214941189,0.02574836064300312,-0.5984803607787215,-0.6378481129199097,0.24135976714998636,0.12831492010847656,-0.2955323014519071,0.15485892342738192,1.0,-0.06303030335701841,0.3951341833608202,-0.06013111833160992,0.16565752759233784,-0.0033262129095081665,-0.24112629882111516,-0.1464395385205073,0.1894997368957103,0.25628959055054656,0.21624115451213394
aux:pass,0.06577577495690695,-0.133170393882309,0.5729432381820532,-0.0009160911247396098,0.15155061653336363,0.07390860643631238,-0.14808332014047304,-0.5298700858718303,-0.037362290149921665,0.088879090970943,-0.31884753910536173,0.48955638902096077,-0.27014301766187043,0.08233650620634897,0.6595409851424843,-0.01049721534974987,-0.42304242218046273,-0.6283939101916637,-0.23008516306555282,-0.09288962911693086,-0.2712474308692574,-0.5563733994420242,0.08646277461880864,-0.13775393927434681,0.7819260173003116,-0.5723690678179916,-0.1993292468637657,0.030975063837688596,-0.14802987984293522,0.14595860914218814,0.6851308294765723,0.2208703476624092,0.8175017227216291,0.11152716188590396,0.07218786601799966,-0.142269150601462,-0.09154562148059765,0.33433400594661017,0.013408189983071786,-0.06303030335701841,1.0,-0.19159433123980846,0.018298547543966686,-0.2872307083451388,0.37657359269991486,-0.3239013847749471,0.06384131302807357,-0.1957389404786532,-0.14283021835539034,-0.12036187584870195
advmod:neg,-0.07219970281007598,0.3771247058237127,-0.013756355358792417,-0.3489657585200961,-0.060810194927707145,0.2702035175191275,-0.623258024917027,-0.11490113857993153,0.5015453025506174,0.4017568825725431,0.3766405565793918,-0.10726042388006694,0.5527104916428097,0.06401343276239796,-0.06734293349821667,-0.05495916680088734,0.5925101623884252,0.10578262162592762,-0.19061274760137284,0.09819723176140568,0.4377549629737915,-0.06684343704257277,-0.2542013493465588,-0.2480603137263851,-0.21524445645795656,0.8100091748357445,0.1490054369615414,-0.6978164411291301,-0.5726421216228,0.25186819493273843,-0.12182160661034466,-0.2762496800538144,-0.25433201179726395,0.0462318365112986,-0.2534320854906875,0.6286932685208064,0.03997993440731317,-0.24806031372638507,0.5170196573765763,0.3951341833608202,-0.19159433123980846,1.0,-0.1342372950273705,0.28377978765018597,0.2502889278635908,0.5230063962420508,-0.6332647793265626,-0.4748414347993138,0.2734635233368064,0.24358921709785017
cop,-0.4893152307533769,0.5986855030484793,0.7634406920348912,0.6249416059183517,-0.6361581172596451,-0.43532334145343604,-0.22012090060827705,0.1062437816087968,-0.0891635614679201,-0.6396920290221796,0.6209613360520577,0.3022948558950409,0.5644616481464215,-0.16341317180556086,-0.08870332221060816,0.15479276049326213,0.6046910309364503,0.42067120454661505,0.730375535295071,0.5050611650181511,0.08769717783237208,-0.03688736114318862,-0.6746489609657049,0.04914730580872561,-0.07002156012772706,0.1896793604709999,-0.35860526171405105,-0.2411214964235571,0.019470851041158654,-0.39136754919829303,-0.5897354631978928,-0.3840504933865773,-0.1778288920686675,0.28336647897054784,-0.5287233898967777,0.3226367531609437,-0.11678108383729763,0.04509481664069489,-0.5286792252584046,-0.06013111833160992,0.018298547543966686,-0.1342372950273705,1.0,0.527371235348199,0.3981435605115725,-0.3246463885136606,0.5622778194913232,0.3633248952070344,0.23958206024826464,0.6287657064849373
obj,-0.7834157967240274,0.8535039084395983,0.23529299423480557,-0.07446033738383977,-0.5974399401342576,-0.2880156414983598,-0.06347352223832081,0.1264369976104053,0.3046800961317167,-0.3314981298236409,0.2515725986701739,0.06978454270435609,0.7034589419690069,-0.6894815362530486,-0.524102436959263,-0.07129095716396867,0.6232377718000675,0.46529162379431976,0.5686483069416666,0.7914996181328446,0.3969529653264215,-0.0020203384312176007,-0.4804682036538477,-0.02132190784877008,-0.06698456998004707,0.35039834818542376,-0.2586452539925747,-0.15250131626976476,-0.577621547037414,-0.22122234631197898,-0.586595719836176,-0.13376968705816855,-0.5363872422571211,-0.2867909107007959,-0.6895450449393331,0.6249973758483461,-0.1323051939943029,-0.7019504194643497,-0.09783840823989531,0.16565752759233784,-0.2872307083451388,0.28377978765018597,0.527371235348199,1.0,0.6903060361854443,0.04140689821030132,-0.12442858510999764,-0.222254596289868,0.1921449500274367,0.8605964137144791
ccomp,-0.6635490209559044,0.6591641474328037,0.5303380969947963,-0.2769500244713783,-0.14352927729123272,-0.12296402802640935,-0.07756761028291598,-0.5162660804326304,0.4512897993067168,-0.12952288213889307,0.050654053934762924,0.2836397148085674,0.5537726877466813,-0.5468618814042915,-0.12787519684688248,-0.20289735447625198,0.3711868355169924,0.019797927532354962,0.39496059828291974,0.6598468225975644,0.06367285870709008,-0.6232671230008902,-0.49907767193308034,-0.26070291590902234,0.42433946069844714,-0.0030544034517219214,-0.22289641475545138,-0.16322181329904198,-0.6170859031234968,0.015700459544109962,0.06659946636007828,-0.11603431949984967,-0.0857908280251053,-0.10744030828398667,-0.3545257195937969,0.6349342801516179,-0.036145426860390906,-0.2464750800201275,-0.03950391988521225,-0.0033262129095081665,0.37657359269991486,0.2502889278635908,0.3981435605115725,0.6903060361854443,1.0,0.192395922936842,-0.05061477015122347,-0.39395608876075017,-0.1521357688580761,0.7126600921210461
fixed,0.0513764822917706,-0.040699949170615174,-0.3265742770599358,-0.6563605535103946,0.6064450434806214,0.25068675710186766,0.14807251821618309,-0.3928119088084931,0.4838446380798287,0.27709705731446277,0.2109172194521212,-0.3269734482382955,0.24562637813868446,-0.01291739813515642,-0.2560170712295155,-0.3496379493001729,0.3527474264445271,0.04600557330432893,0.069742471844671,-0.02807601346698786,-0.12514616676361912,-0.3255391092003754,-0.34554674421556314,-0.49350561036470864,-0.2760554650901272,0.4258784302675223,0.41854708466313134,-0.14461833277289765,-0.09786659101649149,0.24767871935636354,0.21676975899875203,-0.2991895232699324,-0.5394348709456697,0.1730920820307235,0.44499694635720044,0.4927646811156611,0.31872369520547417,0.17689388933687533,0.2263906780470887,-0.24112629882111516,-0.3239013847749471,0.5230063962420508,-0.3246463885136606,0.04140689821030132,0.192395922936842,1.0,-0.21680018139076254,-0.36514237306749947,-0.30942068116107346,0.023384581047893618
acl:relcl,-0.04669778418089804,-0.14056818339878951,0.3061246808544228,0.6483112521346116,0.10111019284937,-0.2788359470713235,0.1216104848628722,-0.0775898020276883,-0.24091823641395654,-0.47628549788034913,0.2045419319455889,0.3491934197525299,-0.018164702354369337,-0.01821153934978023,-0.0023197460460656467,0.38256049727336494,0.018053152609353924,0.13189243053609057,0.4132127403543708,0.06717542795812698,-0.28233112336249255,-0.06856059557649558,-0.2545741068726443,0.19310735615148686,-0.22279502924812253,-0.36388664784153424,-0.3503099360065766,0.14637010320213278,0.42695541672744713,-0.20536061244352385,-0.15467383259909753,-0.06654927539943259,-0.0924919331387664,0.12926391272064927,0.0182419093738406,-0.04908189421768892,0.29078048861107425,0.5981287413901165,-0.7772456940779182,-0.1464395385205073,0.06384131302807357,-0.6332647793265626,0.5622778194913232,-0.12442858510999764,-0.05061477015122347,-0.21680018139076254,1.0,0.7150081257211863,-0.1465217245539885,0.07596568211484983
advmod,0.08044069789979107,-0.05667596327821085,0.06977253184213594,0.8326887066766379,-0.08834672400989424,-0.08945596046265723,-0.06598416056222212,-0.001853221398232877,-0.2845107890545787,-0.18113967204302778,0.05823545507524486,-0.1488409740926242,0.10320030681624547,0.39712531518832084,-0.24080790006805028,0.32793410050206845,-0.043309709771213845,0.53476380458043,0.10650232982283697,-0.06767913677263798,-0.10323717485585943,0.03719086242330169,0.21072391667052218,0.6442591817511466,-0.2808497506267791,-0.15235733508452115,-0.18639404963602332,-0.06596710700462233,0.5770012708478852,-0.004693118065712317,-0.4494317315781425,-0.2588494888652495,-0.02199376993178455,0.00012994860520104388,0.0062489472423832865,-0.31004225063050833,0.16082841731213365,0.38671135177930205,-0.44201415077601325,0.1894997368957103,-0.1957389404786532,-0.4748414347993138,0.3633248952070344,-0.222254596289868,-0.39395608876075017,-0.36514237306749947,0.7150081257211863,1.0,-0.18914048375780287,-0.07837378082497601
orphan,0.24813339994760564,-0.01177672197641207,0.20696064312950255,0.27277705014027637,-0.5237409818797016,0.21233720249624752,-0.42373350930633147,0.6445285230417129,-0.4744357735593796,-0.47000707676157816,0.32638519093677776,0.41639005907672455,-0.054702871547884314,-0.1829624100973652,0.44454773432175765,0.23732239498484367,0.2255687186402233,-0.22231638808100224,0.17465948451124103,-0.2249101786003016,0.15411502249626682,0.6352999657037737,-0.18473990882310382,-0.2998404996853434,-0.23719269456496145,0.39683676919030747,-0.5589827520550362,-0.048429896009015566,-0.2528944638510487,0.05975976720811127,-0.33744079111559555,0.3992912016578212,-0.17088579810997542,-0.1329357055492302,-0.6241336268924114,0.3328702471230121,0.22435947798728154,-0.29984049968534343,-0.3009697827763607,0.25628959055054656,-0.14283021835539034,0.2734635233368064,0.23958206024826464,0.1921449500274367,-0.1521357688580761,-0.30942068116107346,-0.1465217245539885,-0.18914048375780287,1.0,-0.05773779426552701
punct,-0.953862559380608,0.9141216019193639,0.3362445575146,0.04369714115050309,-0.4950045313106664,-0.6127995277506636,-0.23140141881316215,-0.024051999447828924,0.6036003457604141,-0.08226362975903416,0.4107257223022587,0.20407586570014816,0.8097869447652488,-0.5472953660439488,-0.5709493963625077,0.1938193409869085,0.7067317364238735,0.4983641118471004,0.40198249929083785,0.9658370616456887,0.5893357808897126,-0.13023492433736586,-0.5742231186124443,0.1940573820935073,-0.13447850359580327,0.286959198565986,-0.06593450010022878,-0.44295824032711684,-0.5647307448838458,-0.4907743879180357,-0.5083872044081529,-0.383917595898216,-0.3226432418382909,-0.040115232758345824,-0.6105765907628186,0.5072633884679695,-0.35991682743995385,-0.4056771152610261,0.028039706291058175,0.21624115451213394,-0.12036187584870195,0.24358921709785017,0.6287657064849373,0.8605964137144791,0.7126600921210461,0.023384581047893618,0.07596568211484983,-0.07837378082497601,-0.05773779426552701,1.0
