,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,punct
nummod,-0.3609550284786009,0.2516414584680277,0.7288975497484024,0.9680859420993675,-0.8725889785579367,0.9092101257640468,-0.4671940001768746,-0.17997271659479785,0.00976475761001038,0.7431702221221022,-0.7779284938099931,-0.9006613322386575,0.9018776138718827,0.34852253799293925,0.4378412574596999,-0.5314558743717055,0.9531565830243747,-0.9017369882287967,0.6368137496511497,0.559574213486824,0.0023106855998911435,-0.8587803970813156,-0.48033361976215033,-0.83490868579845,-0.5674237938998862,-0.4515561186586697,0.2529387035256455,-0.23210826135558957,0.9877892901577987,-0.24788828329680399,0.8474789914468348,0.584805504855352,1.0,0.9215820237306992,0.5945556775677123,-0.15202243655121644,0.8901342189570921,-0.7885884880954553,0.2681972728891912,-0.8562126620951496,-0.9065396428986826,0.7114899463405066,0.4010132625966226,0.6404959213795663,0.4034810503925788
conj,0.02936392665172117,-0.14378389511613252,0.40597948206578094,0.9894565961433658,-0.9937726532443356,0.9995271483034115,-0.08734311125716847,-0.5477048881074591,-0.3791661530311195,0.9446269525444912,-0.4730086047393514,-0.6613590330209094,0.6634620930532855,-0.04265261776881012,0.7525040661666301,-0.16095522363847972,0.9958287329516078,-0.9988306200786377,0.2875796233655588,0.19397456508721972,-0.3860531626832123,-0.9903201035112723,-0.10219640615184362,-0.5557850051417457,-0.8425680747017468,-0.06979193435870211,-0.14245708470183704,0.16367557145323428,0.9708062245866366,0.1476185527682253,0.5749622714514391,0.22406190420307662,0.9215820237306992,1.0,0.8600526411723757,-0.5237729876836206,0.6434369933582267,-0.48804656110556827,0.6211279786202968,-0.588525370014002,-0.999311003288725,0.928471574666593,0.725170915249482,0.2921593745720932,0.01665746872035815
case,0.5352398216163999,-0.6285655379128473,-0.11710381753283673,0.7770918732792497,-0.9115472983277914,0.8753340909265787,0.4331357747280346,-0.8979293221521977,-0.798210415871804,0.9798508316313543,0.04270806850741365,-0.18611415287459226,0.188871665513751,-0.5464244970055201,0.9832079990438546,0.36512313593296153,0.8099128897402956,-0.8837135976750036,-0.24131895270870707,-0.33368641455296855,-0.8026784645793308,-0.9225451165023366,0.4196397049317976,-0.05385739157637623,-0.9994443034607898,0.44893646872580895,-0.6275223037138072,0.6440943974201659,0.7125640021239927,0.6315754110143795,0.07705808204303706,-0.3045282598795371,0.5945556775677123,0.8600526411723757,1.0,-0.885094754775699,0.16282799507229193,0.02557043438160349,0.9340553260932968,-0.09367265083780901,-0.8783963066085148,0.9880264494463336,0.9749966724333321,-0.23667242629137256,-0.4958082176044103
xcomp:pred,-0.8668705850082988,0.9183164447988904,0.565856665233596,-0.3948763086212915,0.6154310007563462,-0.5497188052521638,-0.8028543675839593,0.999598320337735,0.9868454583400107,-0.7743039988562491,-0.5027869107910403,-0.29255060729937266,0.28986497883352697,0.8734229525263963,-0.9551643457249095,-0.7564471167051051,-0.4438628237966814,0.5643449187339272,0.6652461873044346,0.7340795353800876,0.988023128162328,0.6369427964383676,-0.7938700458366319,-0.41706649225461473,0.9001164189333111,-0.81322555984943,0.9177849424985404,-0.9260987611526202,-0.30415108538876623,-0.9198438550095067,0.39582331258215486,0.7128417527114954,-0.15202243655121644,-0.5237729876836206,-0.885094754775699,1.0,0.31508150808707996,-0.4878909456357407,-0.9929388778868944,-0.3804553070165454,0.5550287633853757,-0.8026913024682691,-0.9663877925820266,0.6616658360846995,0.8430149622665944
aux:pass,-0.7462751462624809,0.6650289826344018,0.9607981906878031,0.7475199850299247,-0.5541330377818962,0.619594675838372,-0.8187733478193692,0.2880577454884617,0.46436866324966736,0.35661232263713827,-0.9788001720007471,-0.9997203640760318,0.9996500398462105,0.7373581715372909,-0.01995924758704251,-0.8590828219616831,0.7105988470402813,-0.6056753040173252,0.9182012627391356,0.8757700252800994,0.4577540481863813,-0.5309555185784632,-0.8272480555415893,-0.9939919681822105,-0.12984942687249315,-0.8085391726204365,0.6660295771107201,-0.6498608068376941,0.8082691636651572,-0.6621293126022167,0.9962679704169601,0.8902059143012622,0.8901342189570921,0.6434369933582267,0.16282799507229193,0.31508150808707996,1.0,-0.9821682745343372,-0.20027191239990105,-0.9975687306378374,-0.6145822157763003,0.3131039478282084,-0.06049707100875194,0.9200862300455601,0.7761108983687014
advmod:neg,0.8581102612548434,-0.7935750082570707,-0.9957893467227846,-0.6093108066238133,0.38775212520699476,-0.4609778200677856,0.9121094423897989,-0.4629562010170173,-0.6225923511027401,-0.17461016931803353,0.9998529793848532,0.9774478440452057,-0.9768511564642949,-0.8512068353126842,0.2075698257760713,0.9399911890449281,-0.5656485649341748,0.44527809819628256,-0.9762991748295754,-0.9509084046550823,-0.6167418313316887,0.36217318692213546,0.918124336766302,0.9968449781103887,-0.058878256738392094,0.9047510039593466,-0.7943900201907487,0.7811656696413105,-0.68315713387058,0.7912106000652218,-0.994730192045374,-0.9599787744734712,-0.7885884880954553,-0.48804656110556827,0.02557043438160349,-0.4878909456357407,-0.9821682745343372,1.0,0.380895762859553,0.9928822609763147,0.4553157267252742,-0.12896987855735456,0.24707788854675053,-0.9773236324627107,-0.8808261160534467
cop,0.8016099622982984,-0.8648739164259097,-0.4640526219182893,0.5010748078450686,-0.7045861385692552,0.644932279778891,0.7264627904859196,-0.9959020147540041,-0.9606992025875873,0.8439053999500765,0.39669418808376783,0.17704771883931184,-0.17428407536951224,-0.8094886814635764,0.9835424608184348,0.6735171312131486,0.5470297598430719,-0.6582913060517933,-0.5719789666807523,-0.6483407881920323,-0.9627417222507171,-0.723896196637892,0.716128791863076,0.3063042290524405,-0.9454404088865627,0.7384484084840631,-0.8642001668775274,0.8748036995801493,0.41501042066735827,0.8668131361465905,-0.2840899397982782,-0.6246121613343341,0.2681972728891912,0.6211279786202968,0.9340553260932968,-0.9929388778868944,-0.20027191239990105,0.380895762859553,1.0,0.2680626215698531,-0.6497873409342898,0.8677719680949609,0.9900617008807795,-0.5680472820668865,-0.7732539957162657
obj,0.7908487073837959,-0.7154574663227197,-0.9777835566220736,-0.6994120506942707,0.49477428414835023,-0.5633874503776248,0.856792613483557,-0.3540929820432585,-0.5249596137076162,-0.2906377071637178,0.9906940786736013,0.9956418075478927,-0.9953760765070176,-0.7826408565642237,0.08958634765855038,0.8926638015126747,-0.6598378336750503,0.5487499727282222,-0.9435738706021957,-0.9072819087508318,-0.5186005944118798,0.47060975432762786,0.8643909273917367,0.9992030343241776,0.06043422961735489,0.8475816549199414,-0.7163934499540242,0.7012485574056214,-0.7652699423617799,0.7127440911424248,-0.9998609647977509,-0.9197892231532664,-0.8562126620951496,-0.588525370014002,-0.09367265083780901,-0.3804553070165454,-0.9975687306378374,0.9928822609763147,0.2680626215698531,1.0,0.5581132383893832,-0.24615726664986942,0.129911850191733,-0.9451477397762575,-0.8181699201325645
ccomp,-0.0664426296788172,0.18041411037525507,-0.37178108163087054,-0.9833995180033763,0.9972235430395961,-0.999979711855986,0.05030983563683761,0.578380536503097,0.41324842366507597,-0.9561552334620226,0.43998229648395354,0.6330645756200288,-0.6352352050473616,0.0797043934108487,-0.7764290321202246,0.12421330225486939,-0.9917561624327723,0.9999368096684008,-0.2518343990991998,-0.1574309185468216,0.42002483372128824,0.9947894170160468,0.0652053789291863,0.5245474547692368,0.8619772780110105,0.03271941100454569,0.1790953353366974,-0.20017721476146816,-0.9612347630793321,-0.18422516559769483,-0.5441994263035772,-0.18773623768268224,-0.9065396428986826,-0.999311003288725,-0.8783963066085148,0.5550287633853757,-0.6145822157763003,0.4553157267252742,-0.6497873409342898,0.5581132383893832,1.0,-0.9416164778596363,-0.7502274680463623,-0.2564624765325993,0.02046379782173694
fixed,0.39850688383422295,-0.5010435137587377,0.03752139492665684,0.8648920682238448,-0.9640739298595614,0.9394527024905968,0.28888847340910534,-0.8192711502217389,-0.6957152470817932,0.9989339057935486,-0.11194712011901649,-0.33547465656969583,0.338117944468522,-0.4106672189377711,0.943280353981396,0.21711865040531367,0.8907110114194741,-0.9453419283499039,-0.08870466521066185,-0.18424936678971826,-0.7010503704480976,-0.9710357401884572,0.2745724293445954,-0.20727319606420222,-0.9823346489441817,0.3056979980891721,-0.49988286883055816,0.5183629169616452,0.8122792480953938,0.5043941372688183,0.22996126580500928,-0.15392539256344343,0.7114899463405066,0.928471574666593,0.9880264494463336,-0.8026913024682691,0.3131039478282084,-0.12896987855735456,0.8677719680949609,-0.24615726664986942,-0.9416164778596363,1.0,0.9290374617438748,-0.08393732736771717,-0.3558859499630294
acl:relcl,0.7095658555508007,-0.7856819652326444,-0.33486635186857283,0.6177999111977316,-0.7973799988042185,0.7460005850315421,0.6225987137038973,-0.9732857021446087,-0.9121127754994292,0.9109672545230075,0.26365693112370286,0.036876191023967185,-0.034070660410326886,-0.7188727245871468,0.9991770100392362,0.5628711015675797,0.6593195082421476,-0.757612871071034,-0.4509371311270453,-0.5348259037863555,-0.9151431866655075,-0.8137263192193387,0.6108538674365968,0.16938616219380098,-0.9818620960784363,0.636278801879104,-0.7848519159656172,0.7979757853831247,0.5388367763496361,0.7880738836821157,-0.14642734106004882,-0.5085788100327495,0.4010132625966226,0.725170915249482,0.9749966724333321,-0.9663877925820266,-0.06049707100875194,0.24707788854675053,0.9900617008807795,0.129911850191733,-0.7502274680463623,0.9290374617438748,1.0,-0.446660923568693,-0.6763938623884356
advmod,-0.9473783004977198,0.9044243018090126,0.9926198996734633,0.4275897569660374,-0.18377486521649164,0.26261414590464716,-0.9782327851644744,0.6401501982593988,0.7741792448995165,-0.03784743375341111,-0.9808108414490603,-0.9105659274829547,0.9094019052206626,0.9430379521507516,-0.41000207512054,-0.9909247982158049,0.3782019470853732,-0.24558052177299872,0.9999885509338658,0.9948763828617032,0.76943950562964,-0.15658494698644645,-0.9812199628647008,-0.9574328150035316,0.2689268339768558,-0.9744279734672173,0.9049954396353568,-0.8956529033051597,0.5130298563475778,-0.9027638685676352,0.9504630609832204,0.99751565137295,0.6404959213795663,0.2921593745720932,-0.23667242629137256,0.6616658360846995,0.9200862300455601,-0.9773236324627107,-0.5680472820668865,-0.9451477397762575,-0.2564624765325993,-0.08393732736771717,-0.446660923568693,1.0,0.9611035899218653
punct,-0.9989409728152935,0.9870767311539449,0.9205179853137228,0.16129145596549208,0.0948575219899661,-0.014094796889407445,-0.9974949878465174,0.8274321323465142,0.9188842723398227,-0.31236556509563934,-0.8888146907675196,-0.760981981897952,0.7591576862309802,0.9982408593748593,-0.645961413828723,-0.9895058798288265,0.10781750225919862,0.03170188848955231,0.9624141976991925,0.9841015738854916,0.9159178761667287,0.12228686646248503,-0.9963285553154552,-0.8404686948187401,0.5244800839029896,-0.9985857200056568,0.9872906748756428,-0.9836509256497464,0.25600301106888623,-0.9864481918680397,0.8276438204725772,0.9781720005580931,0.4034810503925788,0.01665746872035815,-0.4958082176044103,0.8430149622665944,0.7761108983687014,-0.8808261160534467,-0.7732539957162657,-0.8181699201325645,0.02046379782173694,-0.3558859499630294,-0.6763938623884356,0.9611035899218653,1.0
