,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nsubj:pass,-0.10816732502904149,-0.2164600059126442,-0.07474756695638216,-0.289267085460884,0.2847444395441906,0.08281945164235596,-0.10594552412898114,-0.1632706593103222,0.12347616516140614,0.31008452217690785,-0.23243977796470225,-0.563504236500488,0.3412442263759414,-0.26866685301735144,-0.301233795385967,0.19448039247512364,0.245603619988758,0.25711936298966376,-0.26390747872063586,-0.19897772644257017,-0.02309330436488796,0.04978260694120136,-0.1903259241596302,-0.4122844548472794,0.46838639539483723,-0.30335579998779166,-0.37705331952980575,0.19547184414097982,-0.11916101612378975,1.0,-0.018500503850065905,0.003453576707698203,-0.007794200154424923,0.17789683759785954,-0.13191892226872484,-0.46095348113903906,0.05247042371427062,-0.16586824945096823,0.3989774650576242,0.2267269155631327,0.45977014722085746,-0.42565044855675815,0.3191870757804665,0.32037249605930773,0.25602339751182984,-0.10645869764046563,0.2808683850931907,-0.30098503359715495,-0.07713162887483385
discourse,0.2903883836951463,-0.23541892580210175,0.21846849412063282,-0.2142938466553072,0.136203045408532,0.03163334986390069,-0.3991857168627349,0.3033089525462821,0.035381155135097174,0.1500612963601624,-0.10744568175744346,0.47716498507403715,-0.32940034821074415,-0.07260652062580561,-0.0626244152170853,0.012910674495945799,-0.3175630405607245,0.14377808688824692,-0.12316778676650922,-0.3089379458519361,-0.04111168316919704,0.024512851833307037,0.12181361825153741,0.1956245129336414,0.11574383557546973,0.5636333634457034,0.05676492667100828,-0.422685706038306,-0.4071464620139477,-0.018500503850065905,1.0,0.06799211614373583,0.25850963809421673,0.17964620579528312,-0.1974904475229285,0.04828149058107843,-0.2371089603499879,-0.05979453961053569,0.4142113125433399,0.2886915619873024,-0.366920739738796,-0.08431672497135172,-0.03766046048450058,0.2747052894697273,-0.36316973597277075,0.19368114935090033,0.11980917807257568,-0.4170453577084974,-0.3246880659111914
csubj:pass,-0.23584708755626596,0.2780437185095137,0.2010069888679462,-0.5176327563804539,-0.21705575338014368,0.07416809415891623,0.03262916244468394,-0.4151233417315225,0.6346848271553681,0.13735640405005828,0.12455898682644143,-0.20602844604332846,0.16104160588504413,-0.13761902799562348,-0.26369264140264814,-0.004648150241484337,0.2022665836177794,0.0015570892960672762,-0.07601406558727512,0.21133648732120694,0.3152018105751411,0.4963079526293778,-0.4337586675613046,-0.05252035825297936,0.2443174743535677,0.011256462672161412,-0.276522763613946,0.6219245914623264,-0.028563231554188877,0.003453576707698203,0.06799211614373583,1.0,-0.34435198568779235,0.3984280757228064,-0.38257989183013,-0.16731737389740553,0.19656788706218345,0.19508434085762572,0.3259033273815118,0.27694326166582295,0.02590402577467048,0.13426043253960757,-0.24531811393125957,-0.4641210274751413,0.3557850477227345,-0.44058226179227267,-0.2517061814722692,0.14137878281174537,0.2855624491994898
acl,0.3106849317260232,0.039256315601726405,-0.6402655262155107,0.022005739731331422,-0.3035559656084273,-0.14752213272528575,-0.0772987760706941,0.6119399986814225,-0.5639662892650599,0.3495822516678521,0.07504806453985238,0.19397312560650196,-0.5993383253514508,0.0012968735090287233,0.3892027456942536,-0.19423528340594062,-0.266386708880332,0.25603449207778595,-0.030775202634243208,0.0065050148121373556,0.199213576412484,-0.46193246574249847,0.3537688875865274,-0.34224066495322686,-0.030874646162354923,0.12506042502520234,0.41281948707856386,-0.6724250339694056,-0.016104774051472318,-0.007794200154424923,0.25850963809421673,-0.34435198568779235,1.0,-0.7090662960444565,0.6018172421499677,0.097844360615756,-0.18720482226182947,-0.014221198284614692,-0.2422790462808884,-0.20071467699788026,-0.5581832681480563,-0.5531322598697453,0.20403864729557844,0.07437931431623163,-0.533960514819589,-0.16651791319947143,-0.073015815885203,-0.3105684422396249,-0.08825789952698064
expl:pass,-0.37067540813675187,-0.07410132040370276,0.5781416272555461,-0.2874049275466582,0.4493566990878517,0.5151945545731526,-0.05226391162827495,-0.45550060012384563,0.7057603028668047,-0.24370524637227117,-0.21744574486374335,-0.0865622173309239,0.31168537839897703,-0.32839926777005185,-0.36013904419848,-0.1729791045710916,0.010625438664436649,-0.2324168517599302,-0.2770763684542864,-0.028120612949838253,-0.181754962758754,0.5912221137287094,-0.3418746168703417,0.07343720814043975,0.25084023752303164,0.2470713372111846,-0.31605302655459594,0.6042889785080395,-0.013171477365809063,0.17789683759785954,0.17964620579528312,0.3984280757228064,-0.7090662960444565,1.0,-0.5268246404114417,-0.4153750140559175,0.03152217202790027,-0.1091348354169991,0.7741758410773327,0.08174064840186113,0.2326087273367976,0.4058669781466362,-0.2875023788244536,0.01594519341808823,0.0697836166017525,-0.062304403763119666,0.45880567152673174,0.16043793115209792,0.036159112575228365
amod,0.04015864878469421,-0.11123184531589321,-0.6176833700085802,0.17608202731539496,-0.044729448961971875,0.23038086699522262,0.07566701784335687,0.20665739422331436,-0.3149905720837708,0.1787923747704231,-0.13425748701044973,-0.015859324891488155,-0.47012301744333024,-0.22246507006910782,0.5926023028237299,-0.12242008416507763,-0.4507309262573902,0.2602747801992407,0.16724610270087947,-0.1321108808391806,0.08323563025498,-0.2293560256968658,0.5889013148335513,-0.4070607009033442,0.3118985366453417,-0.08602958617838924,0.3315501556737085,-0.39473155555471834,0.15143369846553592,-0.13191892226872484,-0.1974904475229285,-0.38257989183013,0.6018172421499677,-0.5268246404114417,1.0,-0.14305853228630544,0.11903808676263168,-0.21309449341839537,-0.22543409198126552,-0.590654324494078,-0.41189682411792283,-0.2919140141993295,-0.07385646399522933,-0.18516758884681275,-0.2966475504667702,-0.43383475597445137,0.19370547350468606,-0.03637279297963653,-0.10226026283302825
nummod,0.5272505670808787,0.09862226043648763,0.3792548480672964,0.6315432794890056,-0.46485457989632,-0.438809836710301,-0.5072267770874872,0.4053078653994307,-0.5003574409398673,-0.26342043556877925,0.5627511009758773,0.4034200715586477,-0.3788111341727552,0.9190553081703717,0.3580544502954425,0.03604023565081395,0.10930223296846975,-0.38204738872954175,-0.07899149006937416,0.1582217372610855,0.0349048954240588,-0.41543938441616585,0.05133791116187667,0.4252673929348159,-0.5863379419863123,0.2729134142337907,0.49921056747003406,-0.4284362554185153,-0.5661016993575303,-0.46095348113903906,0.04828149058107843,-0.16731737389740553,0.097844360615756,-0.4153750140559175,-0.14305853228630544,1.0,-0.3831869108944818,0.4695941745256584,-0.6683039023791089,0.3941774921337344,-0.07854123841639896,0.46582576343370835,-0.09748021813329734,0.0986052300495629,0.21434687874789954,0.1617205268896631,-0.5106456926644759,0.38505742689195904,-0.08017356262321725
conj,-0.1595203777030966,-0.07749689784409229,-0.3537031474810051,-0.22640459864743098,-0.15152369901009238,-0.12046683746972776,0.6621347092763972,-0.2534046838130111,0.30012155079674774,0.01407612453865112,-0.5663179592352232,-0.0734920159684167,0.49745422154518576,-0.33030736102580655,-0.2650899542869636,-0.08788390088143055,-0.12167437541462063,0.0036359560621954164,0.0797812059246766,-0.20400813966868175,-0.19613618682305914,0.33362816969120807,0.4428572068949995,0.07301654410432397,0.13902738062722253,-0.21809289897924408,-0.09404324087711273,0.4844578638446181,0.5166392060233447,0.05247042371427062,-0.2371089603499879,0.19656788706218345,-0.18720482226182947,0.03152217202790027,0.11903808676263168,-0.3831869108944818,1.0,-0.58966925858021,-0.10030789328307617,-0.22052881227147533,0.05555073778392936,-0.2762900391162748,0.3017626847833975,-0.4325411256210154,0.3537088415523603,-0.2996437802033895,-0.20530619620204252,-0.34624782886350436,-0.00892804637596495
case,0.20636574005009242,0.04822706350541178,0.49932868245713025,-0.07860227424133633,-0.27654825070028305,-0.3321748565840988,-0.5016012925631084,0.07391731186488937,-0.06794894203784144,-0.460435806200362,0.9768231315445236,-0.06592598756934882,-0.22284527044520866,0.579361814257083,0.4104840741391592,0.022257983991473385,0.5823950263797564,-0.4124028443127353,-0.20146004237892112,0.2321152948396137,0.08574225612485224,-0.183778238996247,-0.2891947248932863,-0.10578226934894726,-0.31587329149205473,0.1870529769697639,0.3975190205145463,-0.25481440320947113,-0.4860089242386409,-0.16586824945096823,-0.05979453961053569,0.19508434085762572,-0.014221198284614692,-0.1091348354169991,-0.21309449341839537,0.4695941745256584,-0.58966925858021,1.0,-0.12665190032195392,0.6152448644538682,-0.17580731395788382,0.33339663981480755,-0.6259648577390753,-0.23314741671546174,0.18055737011460868,0.04196100816079024,-0.22795353868992016,0.21712466188446705,-0.12873626000488136
xcomp:pred,-0.2582034048678515,-0.18549325615001258,0.2184172113504185,-0.5350044545242386,0.5979458120925539,0.649268512894311,-0.12112557605121978,-0.2852865229708557,0.6566614420697385,0.08289064230848014,-0.23362304682729926,-0.09058456160090013,0.0011360124810463116,-0.6568338465754727,-0.19670529235255035,-0.19006127061081113,-0.16900665294804038,0.03586077009838591,-0.24513677349595117,-0.21771263071834615,0.11234352600324478,0.5589601379845099,-0.32655134930014634,-0.3546936817641433,0.49466279748729775,0.1667275653221911,-0.31794065443954084,0.3145038497149547,-0.03894711513899002,0.3989774650576242,0.4142113125433399,0.3259033273815118,-0.2422790462808884,0.7741758410773327,-0.22543409198126552,-0.6683039023791089,-0.10030789328307617,-0.12665190032195392,1.0,0.05965326193840753,0.08284097263251972,-0.09463400617924637,-0.29440526154289287,0.1552095633345408,-0.17617595481274628,-0.12787936043429068,0.7049333936747865,-0.08829635841497085,-0.04987671284160857
aux:pass,0.39325560824108086,-0.23434351820225843,0.6082232136605261,-0.1541382831454859,-0.05745671105549915,-0.4450332778260018,-0.49564866370986144,0.11066964656924919,0.04087213105615331,-0.340694467256987,0.5636556614346726,0.11442941776031755,0.056625516002030904,0.49802253014841685,0.06999027712911088,0.22228320574217403,0.5407515041477198,-0.3771411032259047,-0.22988091121366658,-0.10618697847743837,0.0011661084174486643,-0.06575391524826255,-0.2767685656946801,0.052426588609197355,-0.14632417372050796,0.1266804899127548,0.20985174860869457,-0.12225260146805712,-0.6159142785897466,0.2267269155631327,0.2886915619873024,0.27694326166582295,-0.20071467699788026,0.08174064840186113,-0.590654324494078,0.3941774921337344,-0.22052881227147533,0.6152448644538682,0.05965326193840753,1.0,0.14624493103970657,0.07081954578389614,-0.3201166011952423,-0.01830032684224589,0.5598684284408639,0.1930707225563206,-0.20949842316092007,-0.07427175577123397,-0.3445552444828179
advmod:neg,0.09017923731891923,-0.18359170652133833,0.19372315302792992,0.26299879324261516,0.24694958041589796,0.22064398755474776,-0.06171598888102414,-0.2676002377499762,0.29387412681004255,0.17552192502596792,-0.20289899819271595,-0.27530492768133563,0.3892709859666316,-0.09303154685304245,-0.3343613108064616,0.23654895758674171,0.03902831482557586,0.08218554723315652,0.12925104566148007,-0.2951309303144543,0.32418211853921186,0.2891492175039144,-0.4420513505803457,0.13056304274369177,-0.011944927121834816,-0.4000549237669778,-0.6085197720972569,0.49009776684672257,-0.11691948873794897,0.45977014722085746,-0.366920739738796,0.02590402577467048,-0.5581832681480563,0.2326087273367976,-0.41189682411792283,-0.07854123841639896,0.05555073778392936,-0.17580731395788382,0.08284097263251972,0.14624493103970657,1.0,0.1039018246308965,0.3447751327260427,0.5222283296102895,0.5672864416369047,0.23676275358735197,0.051432551761815944,0.3039226858576227,0.06996648649580915
cop,0.09937620903151288,-0.055824604095657135,0.7635328866206358,0.45851524568804886,-0.20910402021332203,0.14735323087720104,-0.4351870309217752,-0.08849455821529129,0.18882226874264763,-0.5097186215178131,0.3121101805765387,0.12936188824711947,-0.030459081688127602,0.4881997495807501,0.15528501325048613,-0.10043246965164265,0.00876457155451952,-0.37725398672117244,-0.10596215618429293,0.052565052766776865,-0.1538860734871098,0.12030426282113695,-0.037332923881034506,0.5743664389246007,-0.30857698100602365,0.511528206970054,0.11563013096132893,0.17701138592170695,-0.41269696304991943,-0.42565044855675815,-0.08431672497135172,0.13426043253960757,-0.5531322598697453,0.4058669781466362,-0.2919140141993295,0.46582576343370835,-0.2762900391162748,0.33339663981480755,-0.09463400617924637,0.07081954578389614,0.1039018246308965,1.0,-0.3350426366560956,-0.034434575685183516,0.17399391239236708,0.0008038616894794485,-0.19476411712019168,0.5420525796190521,-0.09694244491813327
obj,0.03499891822707226,0.08565234444604491,-0.4846263833655066,0.16754229787846106,-0.21436571379239697,-0.2044568773128873,0.350806977127743,0.12096372159414749,-0.23681359978340222,0.5640654451117049,-0.5924947705199646,-0.13817885139913375,0.3518546780463764,-0.12839880458907357,-0.5658229154800235,0.14414836299038594,-0.17257079664834857,0.4946360332435896,0.15900888312588551,-0.10197843986715581,0.0015454350444332433,-0.1415023792011583,0.10742450142780986,0.3090827720628074,-0.1330871302220011,-0.2203792459824808,-0.4701415102786322,0.09095472298684516,0.29791300403323456,0.3191870757804665,-0.03766046048450058,-0.24531811393125957,0.20403864729557844,-0.2875023788244536,-0.07385646399522933,-0.09748021813329734,0.3017626847833975,-0.6259648577390753,-0.29440526154289287,-0.3201166011952423,0.3447751327260427,-0.3350426366560956,1.0,0.4496214740311619,-0.10834667467606628,0.2387508267524259,-0.34117681575303777,-0.3411311647245183,0.1727408874563599
ccomp,0.3143859834437286,-0.16581454599793713,0.05360918415491643,0.3666638355713158,0.2972712938693207,0.2914168524329577,-0.374128766714571,0.16728045280256518,-0.08472414105453623,0.39232778169115823,-0.20407244102403962,0.07723757745314297,-0.18795129226973528,-0.05887988864040851,-0.1862077071355912,0.006751426105391205,-0.37444748078039825,0.1809549850454186,-0.09002595740524033,-0.3766986453971348,0.2848626442388381,0.04438104429359579,-0.19111749211291687,0.1203431198484723,-0.16905554818775362,0.029416136943725284,-0.349322649004189,-0.20874978742366368,-0.3309918498360631,0.32037249605930773,0.2747052894697273,-0.4641210274751413,0.07437931431623163,0.01594519341808823,-0.18516758884681275,0.0986052300495629,-0.4325411256210154,-0.23314741671546174,0.1552095633345408,-0.01830032684224589,0.5222283296102895,-0.034434575685183516,0.4496214740311619,1.0,-0.187640074710543,0.43980496523276513,0.27906118687841275,0.05634134587140271,-0.015841989476934677
fixed,0.20236235192195814,-0.2129265330708908,0.3649062001949248,0.10469370363814377,-0.11525149450541555,-0.205086460501847,-0.14780921429031865,-0.2525967588142332,0.25630026454978155,-0.21209049810252018,0.1697653318342544,-0.19074156248032673,0.3400554321986731,0.3136494257372166,0.02545288937875075,0.25146173311013825,0.3402184868316589,-0.2738707407523969,-0.02604943297480264,-0.19186003909840676,0.10193069452212829,0.19441520670890594,-0.11530676136885801,0.07158172264162256,0.048648554343054554,-0.2739359661814779,-0.04923133601142172,0.41187157178541917,-0.31952970315776874,0.25602339751182984,-0.36316973597277075,0.3557850477227345,-0.533960514819589,0.0697836166017525,-0.2966475504667702,0.21434687874789954,0.3537088415523603,0.18055737011460868,-0.17617595481274628,0.5598684284408639,0.5672864416369047,0.17399391239236708,-0.10834667467606628,-0.187640074710543,1.0,-0.17781838276098746,-0.2887522388737345,0.2261475175471914,-0.14128596935127627
acl:relcl,0.14121252708467988,-0.19608763502129098,0.2032341451296754,0.16481883922047136,0.3056372816861645,-0.33774732592500434,0.053831497350924976,0.19103609721067763,-0.3170950043696153,-0.1283914161291612,-0.023094869471091618,0.2773875226894074,0.2806923345208143,0.11431143062211294,-0.2955510781739862,0.4719871691567108,0.18430490612354677,0.1725500646347325,0.442308350910023,-0.12396743205776442,-0.2209523705797558,-0.34190270192539157,-0.18187577321060894,0.49698041685159966,-0.34542914270280234,-0.07549335861037082,-0.2630595744210073,-0.34116747470060765,0.04418678560616509,-0.10645869764046563,0.19368114935090033,-0.44058226179227267,-0.16651791319947143,-0.062304403763119666,-0.43383475597445137,0.1617205268896631,-0.2996437802033895,0.04196100816079024,-0.12787936043429068,0.1930707225563206,0.23676275358735197,0.0008038616894794485,0.2387508267524259,0.43980496523276513,-0.17781838276098746,1.0,-0.052522013073548576,-0.2332213822132741,-0.20709624168675037
advmod,-0.3102193252123505,-0.1131961836232303,-0.004469756154226858,-0.15300613881944894,0.8557409252214041,0.6993472174937416,-0.058805701656187176,-0.20294352450590486,0.2120238102375172,0.039094633910082645,-0.2521840055361485,-0.04393721473841573,-0.204751038387266,-0.5467437537279216,0.08931001009682538,-0.16982298127601467,-0.2676669932431908,-0.049993315650828464,-0.17753941708596063,-0.0979775020996307,0.0013000706465554955,0.25074538462314516,-0.1668506752976056,-0.5662569693003273,0.4786203270384656,-0.12737342158954015,-0.07273493364172283,0.0031088762332895275,0.07527681094133597,0.2808683850931907,0.11980917807257568,-0.2517061814722692,-0.073015815885203,0.45880567152673174,0.19370547350468606,-0.5106456926644759,-0.20530619620204252,-0.22795353868992016,0.7049333936747865,-0.20949842316092007,0.051432551761815944,-0.19476411712019168,-0.34117681575303777,0.27906118687841275,-0.2887522388737345,-0.052522013073548576,1.0,0.13457795202823378,0.0402444862695378
orphan,0.0049602827981266254,0.2634929618218854,0.2852501472885461,0.5428677269471099,0.05190721858531223,0.4479869296361188,-0.28676382096670905,-0.05879992889223427,0.04873354423052472,-0.11267291165423292,0.2737250708710616,0.09505657528259356,-0.35424122865721475,0.266017908671417,0.30187790119632735,-0.17868600495786732,-0.09739213668239437,-0.32508714648773596,-0.002806761886114156,0.32757485970696626,0.4173542209842408,0.0925531009470071,-0.4664726661900212,-0.04320960060048849,-0.1114714188624152,-0.06081303711786589,0.08444017541175287,0.27086439351206687,-0.20987957079440203,-0.30098503359715495,-0.4170453577084974,0.14137878281174537,-0.3105684422396249,0.16043793115209792,-0.03637279297963653,0.38505742689195904,-0.34624782886350436,0.21712466188446705,-0.08829635841497085,-0.07427175577123397,0.3039226858576227,0.5420525796190521,-0.3411311647245183,0.05634134587140271,0.2261475175471914,-0.2332213822132741,0.13457795202823378,1.0,0.3371902232155826
punct,-0.6831871343624236,0.9442264398842093,-0.3220826335903741,-0.21907801382744735,0.013866726374831238,0.08405872128275325,0.4213733139753461,-0.5880935809738161,0.11703982223958671,0.5135473480699729,-0.06277313594063792,-0.4624283311919769,0.11670332014077126,-0.11352340071041538,-0.5089667903587002,-0.10935079476145491,0.12607304151656232,0.040023747464157454,-0.19895065287419172,0.7162642410139041,0.19508161647636568,0.25230248213554607,-0.5098922292306838,-0.28683773062555556,-0.006476522306980851,-0.535111283184387,-0.3668929856881579,0.4447895196310545,0.4597971246220929,-0.07713162887483385,-0.3246880659111914,0.2855624491994898,-0.08825789952698064,0.036159112575228365,-0.10226026283302825,-0.08017356262321725,-0.00892804637596495,-0.12873626000488136,-0.04987671284160857,-0.3445552444828179,0.06996648649580915,-0.09694244491813327,0.1727408874563599,-0.015841989476934677,-0.14128596935127627,-0.20709624168675037,0.0402444862695378,0.3371902232155826,1.0
