,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
acl,0.8701777420008449,-0.8851435188445989,-0.9317928188468486,-0.9946518923770743,-0.9090605303709033,0.7623977835026264,0.9737345809922294,-0.5775665197655924,0.7470815073169722,0.8288220125116993,0.8294983202622114,-0.9507009449867512,-0.8888034227886363,0.26104999051736616,0.08293138458003732,0.9224867540505444,0.9992351792868805,-0.9071240229740531,-0.8835740938294921,0.9998000345379033,-0.5688185959098578,-0.9527965904922858,0.15464849751080417,0.2959181083027,0.9730656958483085,0.8487818868478187,0.5439305347667734,0.7855684907317116,0.6304438200170511,-0.8835740938294921,1.0,-0.023159988746185387,-0.8997477005342792,0.46739060749350575,-0.39579960490715627,0.9673321911095283,-0.39579960490715627,0.85335482284181,0.970446126827574,-0.9104089703836717,-0.5812818775455807,-0.7776817296381587,-0.8871016749420065,0.32662082134837106,-0.9262199067176726,-0.8871016749420065,-0.9086194866346196
amod,0.472452487020768,-0.4446933925944926,-0.34131287900807034,0.1262925600521422,0.4376061463390596,-0.6645922125319718,0.20507335855530978,0.8295010931766389,0.6472517439910467,-0.5785577829013913,0.5391482292725337,0.33204423866765037,-0.4375810345629076,0.9590204406265426,-0.9982086450061756,0.3645604138842866,0.015950387646485393,0.44175950111287615,-0.44770220923977927,-0.0031634481228882795,0.83541623554389,-0.2814611875006945,0.9841228962427866,-0.9618105575313652,0.20792995959515986,-0.5482590953981219,-0.8515025945484238,-0.6368024981280137,0.7614256004586153,-0.44770220923977927,-0.023159988746185387,1.0,-0.41545523937172446,0.8729890259669376,0.9272572961624782,-0.2758475965473677,0.9272572961624782,-0.5409544061813971,-0.26372866416965485,0.4346835399692494,0.8269464902962796,0.646500672044944,0.48199552338714474,0.9373374054269166,0.39833379080709425,0.48199552338714474,-0.39646934947905654
nummod,-0.9979764142249383,0.99947553211893,0.9967913151390396,0.8498614768678106,0.6360885676166697,-0.40356067452838185,-0.9754800475186908,0.16340326414261988,-0.9622810489341228,-0.5015536662905665,-0.9900784580278198,0.7200560974918314,0.9997007837016468,-0.6561571638776996,0.3602898004535908,-0.9984723097203154,-0.9161245786551163,0.6325135677898309,0.9993610100332455,-0.9082948009679332,0.1528617759931832,0.9897748467081622,-0.570304862035502,0.15061342824157498,-0.9761184422421998,-0.5329405224172982,-0.12319504398030938,-0.4367736957633875,-0.9059973860296311,0.9993610100332456,-0.8997477005342792,-0.41545523937172446,1.0,-0.8063426763546894,-0.044652032199953465,-0.7597195459318605,-0.044652032199953465,-0.5402899412828409,-0.7678430318905981,0.6385912542573401,0.16789886542049492,0.42536434573200865,0.596731949260837,-0.7063520455924938,0.668844622323921,0.596731949260837,0.9997841989853907
conj,0.8423183478656943,-0.825072675003478,-0.7564133435510411,-0.37358251627029215,-0.05653409608395634,-0.2157394409627136,0.6564005133107629,0.45174016259499195,0.9368362043401153,-0.1072537823502517,0.8814503010986497,-0.1701963741439756,-0.8205688613256674,0.9754090134139087,-0.8422442387241416,0.7724307056985145,0.501602314539105,-0.0519165686181896,-0.8269676592798703,0.48497575323828784,0.46123870845959053,-0.7137343296067977,0.9456966444031591,-0.7061478587444605,0.6586002421641117,-0.07072317529454042,-0.4876058404604909,-0.17986101765386484,0.9808946763194,-0.82696765927987,0.46739060749350575,0.8729890259669376,-0.8063426763546894,1.0,0.6268635640159926,0.2280042942303639,0.6268635640159926,-0.0620327239707357,0.24024012002077738,-0.059776386522185025,0.44766854341370244,0.19228471723464904,-0.006568015531537947,0.9882250510802921,-0.09963373010308951,-0.006568015531537947,-0.7938819643229099
appos,0.10808344722204206,-0.07697934580981276,0.035455606748155274,0.48853246098013164,0.7424437969968593,-0.8960205074261717,-0.17631120246106724,0.9782790797290333,0.31475376998053317,-0.8418682668630747,0.1845845116027468,0.6610717776003084,-0.06907532617365937,0.7831703506935214,-0.9479976829270435,-0.01061545351242081,-0.35958702179656166,0.7455337284443719,-0.08033098377996262,-0.37735622460009155,0.9804363125418566,0.09830081313718513,0.8460790903410262,-0.9943319086210434,-0.17343666210235678,-0.821511875076369,-0.9858917664921873,-0.8791713543341867,0.4633157235961032,-0.08033098377996269,-0.39579960490715627,0.9272572961624782,-0.044652032199953465,0.6268635640159926,1.0,-0.6156793020639795,1.0,-0.8165145894655049,-0.6057133006936346,0.7402641644050298,0.9773239594074776,0.8851261439155387,0.7749949919847828,0.738694746506567,0.7127954865112106,0.7749949919847828,-0.02388920318698728
case,0.7168358609420585,-0.7382640029240322,-0.8093306575433141,-0.9883425825690065,-0.9849929383491592,0.9015418543391245,0.8842036001005625,-0.765651749943141,0.5541582118464221,0.9435894167117046,0.6608115331958743,-0.9982600904789005,-0.7435864047683524,0.007800329722324068,0.3328611073520069,0.7944881404309925,0.956679229660695,-0.9841842739268026,-0.7359920883264666,0.9620692054799579,-0.7587409404505834,-0.8447021331617776,-0.10086585871961998,0.5284093339165269,0.8828361167810873,0.9550968754898775,0.738891265498765,0.9167726241135824,0.4130635948672884,-0.7359920883264665,0.9673321911095283,-0.2758475965473677,-0.7597195459318605,0.2280042942303639,-0.6156793020639795,1.0,-0.6156793020639795,0.9576412425917459,0.9999208009581553,-0.9855482933694037,-0.768576118409219,-0.9116490894839218,-0.9751366606774801,0.07634240190948847,-0.9915322877293163,-0.9751366606774801,-0.7730638529313271
xcomp:pred,0.10808344722204206,-0.07697934580981276,0.035455606748155274,0.48853246098013164,0.7424437969968593,-0.8960205074261717,-0.17631120246106724,0.9782790797290333,0.31475376998053317,-0.8418682668630747,0.1845845116027468,0.6610717776003084,-0.06907532617365937,0.7831703506935214,-0.9479976829270435,-0.01061545351242081,-0.35958702179656166,0.7455337284443719,-0.08033098377996262,-0.37735622460009155,0.9804363125418566,0.09830081313718513,0.8460790903410262,-0.9943319086210434,-0.17343666210235678,-0.821511875076369,-0.9858917664921873,-0.8791713543341867,0.4633157235961032,-0.08033098377996269,-0.39579960490715627,0.9272572961624782,-0.044652032199953465,0.6268635640159926,1.0,-0.6156793020639795,1.0,-0.8165145894655049,-0.6057133006936346,0.7402641644050298,0.9773239594074776,0.8851261439155387,0.7749949919847828,0.738694746506567,0.7127954865112106,0.7749949919847828,-0.02388920318698728
aux:pass,0.48569101924391345,-0.5127569384991878,-0.6059118289840857,-0.9026361658383932,-0.9929709012726294,0.9879533423174824,0.7122413737858613,-0.9184540496447843,0.2909802744280515,0.9989701457678741,0.41668847683332993,-0.972954635172198,-0.51954481798893,-0.2804852961014155,0.5903046023867639,0.5859599434326808,0.8323164916486873,-0.9935076127160771,-0.5098676075295857,0.8427589918048173,-0.9141791893054955,-0.6547927181604809,-0.38308867421757614,0.7505050303143678,0.7101890227508083,0.9999620709079241,0.9016299821146115,0.9929548244365656,0.13331731417432893,-0.5098676075295857,0.85335482284181,-0.5409544061813971,-0.5402899412828409,-0.0620327239707357,-0.8165145894655049,0.9576412425917459,-0.8165145894655049,1.0,0.9539412620347096,-0.9925812608229971,-0.9202475469681143,-0.9913771800940688,-0.9976451560634141,-0.21401496501450218,-0.9869273277601964,-0.9976451560634141,-0.5576541560771497
advmod:neg,0.7255541438207106,-0.746694521888506,-0.8166586241747932,-0.9901803846018342,-0.9827427585147296,0.896024860668647,0.8900122247523521,-0.7574954979576495,0.5645905370686561,0.9393474414252488,0.6702051787564411,-0.9974389407350515,-0.7519426006936265,0.02038470991065999,0.3209670346672658,0.8020680636325648,0.9602676201980477,-0.9818768559429433,-0.7444539771687919,0.9654263717068908,-0.7504828262345989,-0.8513713910569285,-0.08833667439660602,0.517682625206572,0.8886773132689197,0.9512922636362002,0.7303524058079387,0.9116732958165161,0.4244924144458478,-0.7444539771687918,0.970446126827574,-0.26372866416965485,-0.7678430318905981,0.24024012002077738,-0.6057133006936346,0.9999208009581553,-0.6057133006936346,0.9539412620347096,1.0,-0.9833383421846301,-0.7604636453912311,-0.9064046799551948,-0.9722704555011829,0.0888850081025756,-0.9898194167837187,-0.9722704555011829,-0.7809858891359842
cop,-0.5883672730914686,0.6133360982473905,0.6981399191506589,0.948269628514631,0.9999947259392673,-0.9618087476589329,-0.7923008016277804,0.8635508106509424,-0.4051436141842284,-0.9860425406789157,-0.524122175558809,0.9938217723336498,0.6195762699977816,0.16170193614217132,-0.4877858019351721,-0.680136479080476,-0.8935353274608697,0.99996901499282,0.6106772112804675,-0.9019538591669188,0.858118269925112,0.7418284931545854,0.2679389591184015,-0.6645872718772501,-0.7905161333240948,-0.9914846759895678,-0.8423553491468461,-0.9711815455343933,-0.2528260057855127,0.6106772112804675,-0.9104089703836717,0.4346835399692494,0.6385912542573401,-0.059776386522185025,0.7402641644050298,-0.9855482933694037,0.7402641644050298,-0.9925812608229971,-0.9833383421846301,1.0,0.8658405505252812,0.9680902574636143,0.9985828741244299,0.09366121615304623,0.9992006156447973,0.9985828741244299,0.6544399294415065
obj,-0.10487655664248556,0.13588747908213733,0.24626804213446363,0.6622156560339006,0.8674609148867213,-0.9697217996474202,-0.3807455597135092,0.999989609669567,0.10662935476388473,-0.9370556843166832,-0.027712131580137547,0.8049617856786946,0.14373481889446552,0.6337437424517589,-0.8591057845733511,-0.22211237113302806,-0.5490189779244683,0.8697522630944873,0.1325558472394295,-0.5648938146632871,0.9998839579825354,0.3067957483022441,0.7140186975955692,-0.949271071501066,-0.3780443112631297,-0.9236210206905672,-0.9989791474762484,-0.9601351143853238,0.26515851442109817,0.13255584723942948,-0.5812818775455807,0.8269464902962796,0.16789886542049492,0.44766854341370244,0.9773239594074776,-0.768576118409219,0.9773239594074776,-0.9202475469681143,-0.7604636453912311,0.8658405505252812,1.0,0.9635928949962822,0.8912399908613213,0.5792163739698647,0.8451473098976876,0.8912399908613213,0.1883416438383275
ccomp,-0.3669575743971715,0.39583389401595453,0.4964412637941258,0.8384530233987288,0.9688990518763145,-0.9997129906576312,-0.6141188524807883,0.9623640411234993,-0.16310214005115747,-0.9963017618344716,-0.29397429657776275,0.9342954427378253,0.40309927478954827,0.40384584295510717,-0.6909868543120405,-0.4747209627658265,-0.7525044257165788,0.9700330090812178,0.3927442126308332,-0.764954770416642,0.9594079424672944,0.5501059737945125,0.5008278473047713,-0.8306327843828847,-0.6118121066390217,-0.9924808746591626,-0.9505309470796454,-0.9999200578890649,-0.002298220710451843,0.39274421263083314,-0.7776817296381587,0.646500672044944,0.42536434573200865,0.19228471723464904,0.8851261439155387,-0.9116490894839218,0.8851261439155387,-0.9913771800940688,-0.9064046799551948,0.9680902574636143,0.9635928949962822,1.0,0.9800550845213297,0.3401726796342783,0.9572981704414711,0.9800550845213297,0.4440734039681775
fixed,-0.5445010687563245,0.570433522413346,0.6590479441159559,0.930030638848325,0.9987504507317656,-0.9750129266596267,-0.7587075730967687,0.8891632735706109,-0.3559139997802561,-0.9935057865724418,-0.4780559827636158,0.9865067629581669,0.5769248550913871,0.2139912320706503,-0.5335526332412539,-0.6401586892563644,-0.8683742004709437,0.9989708738956992,0.5676689002412302,-0.8776940625180505,0.8842275253484542,0.7050892341744065,0.3188321834642187,-0.7034111421707901,-0.7568024695798082,-0.9970099546334017,-0.86984244890199,-0.9824894844113229,-0.20097787877614964,0.5676689002412301,-0.8871016749420065,0.48199552338714474,0.596731949260837,-0.006568015531537947,0.7749949919847828,-0.9751366606774801,0.7749949919847828,-0.9976451560634141,-0.9722704555011829,0.9985828741244299,0.8912399908613213,0.9800550845213297,1.0,0.146513369794133,0.9956571140899532,1.0,0.6132730059015468
acl:relcl,0.7499321409772693,-0.7289042620016454,-0.6474254395832465,-0.2272544521136308,0.0968942282173448,-0.36260329278865183,0.533240760377402,0.5829263820657848,0.8722878723509193,-0.25811562622596257,0.798809449808555,-0.01741732482136766,-0.7234557112544631,0.9976468221393391,-0.9148125254872088,0.666160552305044,0.36332957225005497,0.10149575212993471,-0.7312018539792601,0.3454560404281048,0.5915674068178827,-0.598161269824488,0.9842962364363258,-0.8061720603077992,0.5357082993348524,-0.22251462783320153,-0.6154494956611093,-0.3282552720622666,0.9395787120639524,-0.73120185397926,0.32662082134837106,0.9373374054269166,-0.7063520455924938,0.9882250510802921,0.738694746506567,0.07634240190948847,0.738694746506567,-0.21401496501450218,0.0888850081025756,0.09366121615304623,0.5792163739698647,0.3401726796342783,0.146513369794133,1.0,0.05378546263200333,0.146513369794133,-0.6914945772931231
advmod,-0.6202217844670755,0.6444202174513158,0.7262035477622825,0.9602028156393619,0.999065510436288,-0.9500973993809396,-0.816058407433832,0.8427018207649419,-0.44136849058976607,-0.9785984645639677,-0.5577490076863141,0.9974642419903396,0.6504600925582172,0.12212216625085982,-0.4524977543873239,-0.7088990654723911,-0.9107702650569546,0.9988549577963975,0.6418457119326901,-0.9184960493416585,0.8369062279562963,0.7680433911296399,0.2292098678778458,-0.6341850591454372,-0.8143675333966527,-0.9854862074924204,-0.8201376863345845,-0.9608771341959904,-0.29130174524710417,0.6418457119326899,-0.9262199067176726,0.39833379080709425,0.668844622323921,-0.09963373010308951,0.7127954865112106,-0.9915322877293163,0.7127954865112106,-0.9869273277601964,-0.9898194167837187,0.9992006156447973,0.8451473098976876,0.9572981704414711,0.9956571140899532,0.05378546263200333,1.0,0.9956571140899532,0.6841436581254255
orphan,-0.5445010687563245,0.570433522413346,0.6590479441159559,0.930030638848325,0.9987504507317656,-0.9750129266596267,-0.7587075730967687,0.8891632735706109,-0.3559139997802561,-0.9935057865724418,-0.4780559827636158,0.9865067629581669,0.5769248550913871,0.2139912320706503,-0.5335526332412539,-0.6401586892563644,-0.8683742004709437,0.9989708738956992,0.5676689002412302,-0.8776940625180505,0.8842275253484542,0.7050892341744065,0.3188321834642187,-0.7034111421707901,-0.7568024695798082,-0.9970099546334017,-0.86984244890199,-0.9824894844113229,-0.20097787877614964,0.5676689002412301,-0.8871016749420065,0.48199552338714474,0.596731949260837,-0.006568015531537947,0.7749949919847828,-0.9751366606774801,0.7749949919847828,-0.9976451560634141,-0.9722704555011829,0.9985828741244299,0.8912399908613213,0.9800550845213297,1.0,0.146513369794133,0.9956571140899532,1.0,0.6132730059015468
punct,-0.9964401366573695,0.9985871220184328,0.9982390378188535,0.8606260555450528,0.6519807837842493,-0.42248073731152413,-0.9798416244875492,0.18386269984032116,-0.9564216927206525,-0.5194174938061833,-0.98694573828111,0.7343160562594999,0.9989768954927916,-0.6403390657762869,0.34083330375337456,-0.9994046881028579,-0.9242550088064435,0.6484674900283683,0.9984028221599579,-0.916789155076007,0.17335855744375256,0.9925244128852684,-0.553117409620346,0.1300439862986036,-0.9804206991385621,-0.5504034159380714,-0.14378412555746103,-0.45536705791416743,-0.8970086208298768,0.9984028221599577,-0.9086194866346196,-0.39646934947905654,0.9997841989853907,-0.7938819643229099,-0.02388920318698728,-0.7730638529313271,-0.02388920318698728,-0.5576541560771497,-0.7809858891359842,0.6544399294415065,0.1883416438383275,0.4440734039681775,0.6132730059015468,-0.6914945772931231,0.6841436581254255,0.6132730059015468,1.0
