,len,PUNCT,AUX,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,advcl:pred,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,compound,advmod:neg,parataxis:rep,cop,obj,ccomp,parataxis,fixed,acl:relcl,advmod,orphan,punct
obl,0.014262890181282836,-0.02539410662543623,-0.15575442443141926,-0.10028688442818265,0.24833286762238554,0.12223926513079174,0.003957369040979452,-0.23571962175497801,-0.11803234706874521,0.29399711595357386,0.44469045463497253,-0.3123968630116104,-0.04799801520300147,0.16730758411799196,0.0019712618688461866,-0.34312065510427353,-0.016089915101672996,0.003180500164165734,-0.4306713659096189,-0.07001235440237849,0.06543191432254832,-0.12931404273401234,0.0439908433015821,0.2401703533106187,0.09449576854012504,0.19626397365949233,1.0,-0.0499084465049814,0.07274951406623098,0.028038617361924752,-0.0077775507703497495,-0.23378166338182002,-0.1023472705465806,-0.5671023614987833,-0.19196665295058143,-0.050349694548037956,-0.20876439502482635,0.44320778380049564,0.2659238827584935,-0.08092494487651926,0.2678872599752804,-0.2519041978427864,0.07145411939051952,-0.2519041978427864,-0.38424091546921735,-0.1408323222740619,-0.07214438614840299,-0.2519041978427864,0.0264022319044127,-0.02469132756252124,-0.015263301927826246,-0.3834129886168019,-0.04242156441147848
nmod,0.48192181861875305,-0.4518378401522471,-0.17764102984933722,-0.05391275035460958,-0.4970369776159136,0.09583753217447585,0.6643966199337928,0.004015209494492371,-0.5704553653112697,-0.003780956111815949,0.23549328536486525,-0.10988975050671562,-0.20099384675311635,0.6441138742343561,0.3857600883909261,0.025840939130151203,-0.4438518084696948,0.40686197602219204,0.2149262925557474,-0.4480004610301738,-5.915932435466213e-05,0.16702197155359683,-0.19633571134288794,0.29451890983681933,-0.05564192241408102,-0.45573533455772214,-0.0499084465049814,1.0,0.10518263740491458,0.009900087409922457,-0.2220548992960759,-0.4337621733064919,0.11564435167230162,0.0874171253795787,0.675741063568481,0.06754552464321464,0.24026455000881897,-0.27167397081051203,-0.08182045675429475,-0.18080017933107262,-0.1310547203729246,0.4828275663851103,-0.4468105414275067,0.4828275663851103,-0.17592349531898543,-0.22721869176048162,-0.17845479423011637,0.4828275663851103,0.2163690869942401,-0.19478813430347475,-0.4976128652099512,0.01783025215492727,-0.4881691190159205
cc,0.5781352464173249,-0.5812042081707729,-0.37362638070403764,-0.43007368602213897,-0.059954981645185736,0.9620415226445959,0.31274908316769684,0.050186673970801766,-0.13988959490855266,-0.1109856072813164,0.0054591608166709394,-0.06289915624025817,0.1372915813568874,0.0100181884056309,-0.5978599902555337,-0.17069818657722846,0.14071639272233707,-0.09858346976110718,-0.003265917310320644,-0.5764892320507963,0.1302374891544333,0.1407986376272184,-0.027855629307894512,-0.2609023593365663,-0.014965408263283256,0.12475191728485192,0.07274951406623098,0.10518263740491458,1.0,-0.086611004661672,0.1563406447010342,0.08315193516846558,-0.1417784715641685,-0.0013393978444755702,0.35393312129069654,0.29476808067598276,0.7917135032861689,-0.008423090814701273,-0.1670423933413988,-0.34313133684916725,-0.22155473413383406,0.4569211852988763,0.1409757902966069,0.4569211852988763,-0.12938908343019925,-0.0009108256419917354,-0.3932734030647935,0.4569211852988763,0.07596183818279394,-0.5061772493412628,-0.17958201200275878,-0.12897378246485863,-0.5373720703602308
nsubj:pass,0.13844299181482275,-0.1780275586516686,-0.04129279085624285,0.10457591568650342,0.32395576048400393,-0.15216667696248032,0.32990281318916304,-0.338497881856488,0.021636622694930618,0.20690498936123572,0.3088507824203939,-0.2213401056770236,0.13249970692779178,-0.10349510087316506,0.2046848240251583,0.14109824894635042,0.2890864842592954,0.3250711257117699,-0.41092713728406294,-0.13792481611608806,-0.12236650613387122,-0.4334379288645533,-0.21184619828867196,0.12210525890111873,-0.4255498886141909,-0.0962687337981592,0.028038617361924752,0.009900087409922457,-0.086611004661672,1.0,-0.3033757602922336,0.20526244124539963,0.4169793708716226,-0.12151749456592911,-0.14390521397750758,0.24839270686739898,-0.08854401441471836,-0.48526687195838664,0.21158126945235448,0.12462054465700642,0.5053867147489602,-0.03516675700757231,0.3127578346003325,-0.03516675700757231,-0.36490170184875875,0.09661312382476206,-0.02569167200165649,-0.03516675700757231,0.06379390321609037,-0.21090265916731432,0.19834877353311606,-0.11925124392897972,-0.20840864164908107
discourse,-0.14796489286088627,0.1606978858370241,0.1467787083862423,0.3242341374933306,-0.3203599554227644,0.17723070442331834,-0.15540244008244924,0.375070603578492,-0.06565853310736446,-0.3117814778119453,0.10278735972099243,-0.044120753202344196,-0.15614015858124175,-0.05389377898090615,-0.38614103640146075,-0.11115239984644942,-0.24906401291783614,0.06034174894525323,0.1395270036434817,0.1649089996387305,0.0253887475478156,0.20607240684967587,0.0488390383185432,-0.1105645699541363,-0.059640076838227696,0.0336375120471675,-0.0077775507703497495,-0.2220548992960759,0.1563406447010342,-0.3033757602922336,1.0,0.291191859053852,-0.05892935965051834,0.10362318321527006,-0.060275817209200666,-0.1323847348482169,0.04226388467897898,0.251432575249573,-0.189817262000808,0.32702668074173824,-0.009719811875938508,-0.04188556055453077,-0.1381181152745704,-0.04188556055453077,0.345384747477865,-0.29700490834216087,0.1293754856233113,-0.04188556055453077,-0.03357142730020763,-0.17952602455077696,0.16353136062041743,0.06745971965730775,0.18383697452018233
csubj:pass,-0.1501915148170902,0.3082012663895226,0.4272038428493348,-0.2213333298736836,0.34904329733082207,0.0044408574480273395,-0.31499443078100314,0.06406231796787398,0.22938661138035815,-0.05072344913443097,0.02063320201808388,-0.16741831034320828,0.020759781156584577,-0.37827053773624447,-0.4678592199030762,0.10349094661864913,0.16352056737777065,-0.33171645263139843,-0.2120782469091135,0.2512213550976697,-0.0011310409432832187,-0.083252857631833,0.2890774257423178,-0.3948291240979782,0.20055583506633878,0.3219104546648048,-0.23378166338182002,-0.4337621733064919,0.08315193516846558,0.20526244124539963,0.291191859053852,1.0,-0.130857170188904,0.29788411925506575,-0.34399927968806393,-0.2962996567020539,-0.17209684359421568,-0.09002444488844802,0.03909520381211578,0.4787235808797621,0.25938983422610395,-0.02695616486396059,0.25675395962754827,-0.02695616486396059,0.46196175834367864,-0.10497527658762278,-0.22227483386696414,-0.02695616486396059,-0.33098783313999125,-0.30648663228460615,0.1967176394214099,0.055951710291078365,0.28160660687148464
acl,0.021264646258620217,-0.021778286477083422,-0.15517532045299284,0.15204289543184624,-0.005832161706661056,-0.08641418661016778,0.29435549971923075,-0.10252102791574799,0.023280655041234506,-0.14203172311340415,-0.19066721701739284,-0.23703958860189045,-0.2589102135261712,0.17619107976996926,0.2480017110988295,-0.006091616641325262,-0.17240303136081714,0.3073087116397054,-0.37103628234827035,-0.052519333588858914,-0.0035766687092698432,-0.14176880344824302,-0.009590463485489923,0.2909951191929732,-0.3736585636840428,-0.3631169038942657,-0.1023472705465806,0.11564435167230162,-0.1417784715641685,0.4169793708716226,-0.05892935965051834,-0.130857170188904,1.0,-0.2926409119698107,0.31531585634021014,-0.07908544222278761,-0.19994211787633592,-0.33667584829960256,-0.15472077480363636,-0.24782429685740434,-0.047221357311159916,0.04865295387901104,-0.16939811719020134,0.04865295387901104,-0.018316121313443918,0.13158756378129988,0.18813514235248824,0.04865295387901104,0.10820074274899986,-0.30676194093659415,0.20396971097866595,0.27309416303260253,-0.0024658276034248976
expl:pass,-0.10657503883752362,0.1117364423131479,0.22869088821097944,0.041813814548121976,-0.4900180886579742,-0.10117870682152386,0.14240084081374016,0.2507334775946153,-0.02805379657122757,-0.005479298369130093,-0.2954019806381638,0.3315746109722592,-0.10675408017463993,-0.40063616432335947,0.1448154796173281,0.3460903740474636,-0.2452594471277398,-0.04521830527251351,0.5316969515310332,0.0742998622889769,0.04228311144216457,0.23478297166941078,-0.07790468412992278,-0.2239674806270647,0.0013685463879739143,0.019762617076803962,-0.5671023614987833,0.0874171253795787,-0.0013393978444755702,-0.12151749456592911,0.10362318321527006,0.29788411925506575,-0.2926409119698107,1.0,-0.11043296166423924,-0.025959047003330474,0.2013798877891082,-0.23159656650812224,0.026017097455613484,0.17563330840211297,-0.12885978238803494,-0.13426114723351346,-0.21251526473360977,-0.13426114723351346,0.3478910149605939,-0.14716701904470042,-0.238002637120773,-0.13426114723351346,-0.09646500391540813,-0.14786292296450337,-0.3702591023440151,0.6396055382880205,0.05720873211638759
amod,0.32547907068977733,-0.32190993850272703,-0.47013954232206623,-0.20545261735458098,-0.3522924275753428,0.33433339779676996,0.6052064140214779,-0.02473260960237875,-0.6662461563046128,-0.019650545173704452,-0.06793127695265963,-0.19301253696457238,-0.31920131156949005,0.6888965113750181,-0.1143170020730529,-0.11816639711080566,-0.2950550936229598,0.33366339222159197,-0.10621512485019363,-0.2751580063793182,-0.22109472702390826,0.05039706396567815,0.0746889579273915,0.10267183396210051,-0.2733690793077731,-0.2324298670623061,-0.19196665295058143,0.675741063568481,0.35393312129069654,-0.14390521397750758,-0.060275817209200666,-0.34399927968806393,0.31531585634021014,-0.11043296166423924,1.0,-0.03558264809111626,0.3192337150823535,-0.3833223069277226,-0.0903116940035202,-0.3050012128900736,-0.5270150910065252,0.5067719808095301,-0.46824084650298803,0.5067719808095301,-0.1058419885979597,0.09918811928846397,-0.3325901400365167,0.5067719808095301,0.15227110245739575,-0.43370206564916364,-0.23463552294695023,-0.10762315866343733,-0.2878015896478575
nummod,0.4868026478615891,-0.5685239998073477,-0.3513637307599795,0.1397780174201862,-0.10672445928135398,0.32605118618677253,0.17073344449963948,-0.34205116014142367,-0.06425846558079927,-0.10688575173625675,0.3354980110896557,0.3558601788679612,0.7670466531693325,-0.0399556916116556,0.16837320780970016,0.1663929063076408,0.12553562852906086,0.470939138716708,0.3237558347101904,-0.4754093217592655,-0.10410605437128972,-0.0947558413674344,-0.16542084272905444,-0.312509524262344,-0.26779816162091535,-0.3498227830088216,-0.050349694548037956,0.06754552464321464,0.29476808067598276,0.24839270686739898,-0.1323847348482169,-0.2962996567020539,-0.07908544222278761,-0.025959047003330474,-0.03558264809111626,1.0,0.5401066254938811,0.017728291106785907,-0.22553040976297958,0.007689003820209259,-0.058444154954823184,0.42518166779971595,0.21712369605837048,0.42518166779971595,-0.32604597668886715,0.1160579375171483,0.29298461565060985,0.42518166779971595,0.09858758085951522,0.1961629936352983,-0.11568095860874929,-0.02072934637581999,-0.5478696903080494
conj,0.5770528451395052,-0.5944987206663448,-0.20303280677882438,-0.1444319318088743,-0.34473239811963025,0.7613678721758116,0.37780507147106485,0.05726407373306381,-0.1171456494250103,-0.12415914107739738,0.013519728025480456,0.1547878549524352,0.2620634245159648,-0.046837315337153525,-0.2180748761024663,0.0863640434947377,0.22368626521823004,0.1487154364906003,0.398373845508323,-0.5699946642534918,0.1857821718892859,0.150159135254165,-0.3513367235080053,-0.35108537227321995,-0.2001428729336005,-0.18098795892402197,-0.20876439502482635,0.24026455000881897,0.7917135032861689,-0.08854401441471836,0.04226388467897898,-0.17209684359421568,-0.19994211787633592,0.2013798877891082,0.3192337150823535,0.5401066254938811,1.0,-0.005454192796039379,-0.1878337590161348,-0.338964334184088,-0.12002034308147273,0.4852236740902211,0.12447712953427398,0.4852236740902211,-0.14214165224068603,-0.11616598606031413,-0.25973722010619876,0.4852236740902211,0.08243035150123812,-0.2343292738747871,-0.3326235721002889,0.04356302258477121,-0.5636745053937589
appos,-0.15527614923212235,0.15378036234655548,0.37424485978429217,0.12575634499549865,0.18887750283155363,0.14665914180801648,-0.3389630791710571,-0.10151163600541838,0.24451549182563564,-0.35817033799214726,0.07754792004867954,-0.09763150931500465,0.23103271341067003,-0.15702190882800413,-0.11747298335545003,-0.3089390602979109,0.18881010065941975,-0.2605076628251102,0.21204096038099554,0.13038168666296948,-0.015464158366849744,-0.0009739068134887607,0.1788872714322655,-0.16926511173682873,0.4240468946392043,0.060343596752732244,0.44320778380049564,-0.27167397081051203,-0.008423090814701273,-0.48526687195838664,0.251432575249573,-0.09002444488844802,-0.33667584829960256,-0.23159656650812224,-0.3833223069277226,0.017728291106785907,-0.005454192796039379,1.0,-0.3410959648494,-0.001419046524436105,0.13921502730352098,-0.10146887407389645,0.09253873674533204,-0.10146887407389645,0.20700528763522968,-0.13500608669350894,0.23438737164412135,-0.10146887407389645,-0.1580276920061058,0.3826250977563872,0.26248424703457396,0.020321462865118118,0.18096882986274804
case,-0.09686051902887077,0.1084669926974797,-0.05019760849938925,-0.1048533060769487,-0.029182278428190347,-0.25487939064087467,0.017481097486931173,0.10156862132307198,-0.04145515456288485,0.9715386069738081,0.2435898608390864,-0.24500262826618682,-0.4477001021838179,0.05831289735693056,0.14675004570718644,0.40996446673951364,-0.02365132871848964,0.22072080669736163,-0.2929476262052541,0.03439315680298033,0.14940523575187656,0.08371490748788772,-0.44384990954919634,0.03357686518334581,-0.3234163794411426,0.5066457456539024,0.2659238827584935,-0.08182045675429475,-0.1670423933413988,0.21158126945235448,-0.189817262000808,0.03909520381211578,-0.15472077480363636,0.026017097455613484,-0.0903116940035202,-0.22553040976297958,-0.1878337590161348,-0.3410959648494,1.0,-0.04399504793546482,0.36777480263933227,-0.48464680459622334,-0.2190214009263122,-0.48464680459622334,-0.43895507865903055,-0.3917820187985119,-0.3753222697957069,-0.48464680459622334,-0.4399443879514896,-0.1343400236963666,-0.17767806718482296,-0.4059369428772175,0.03294703341691751
xcomp:pred,-0.3910098744298458,0.4923989458931342,0.11855968409140091,0.3839157949438198,0.11801887222001872,-0.43704081325855915,-0.3131889962007407,-0.35999356298849033,-0.16421112655011538,-0.11049647298814035,0.47217688222352955,0.2511865907027096,0.1713929493297703,-0.1621902076835709,0.012621289785554603,0.1996411783491926,0.005484812534084829,0.008837361023614354,0.09847058273472557,0.5341992166777637,-0.3606440097553633,-0.43937584430811943,0.2810903650405619,-0.2861666636183828,0.0809922724243891,-0.24109513590284418,-0.08092494487651926,-0.18080017933107262,-0.34313133684916725,0.12462054465700642,0.32702668074173824,0.4787235808797621,-0.24782429685740434,0.17563330840211297,-0.3050012128900736,0.007689003820209259,-0.338964334184088,-0.001419046524436105,-0.04399504793546482,1.0,0.06989049927673373,-0.025078382318189322,0.26617459331917775,-0.025078382318189322,0.18321803525613786,0.02241195780880505,-0.051354486706374,-0.025078382318189322,-0.19053981554492694,0.10862853279149066,0.11625733528479694,0.03729358516202775,0.471549417109012
aux:pass,0.0671584986156075,-0.01626599305622499,0.5409039851960957,0.07731019646302717,0.2777847723471589,-0.20452057116619163,-0.005751213478514995,0.037879728841367914,0.40901368535853,0.2688565183465206,0.4220231092814027,-0.38244110196183173,0.02754733421497498,-0.2662812408629437,0.19730529779869713,0.2678618959462038,0.2961536842648091,0.07055975918611516,-0.110176356197718,-0.0695055691060089,0.20380303104782965,-0.09470273635815897,-0.4943866050434224,0.09680532369495574,0.015949181910378866,0.19649412242273623,0.2678872599752804,-0.1310547203729246,-0.22155473413383406,0.5053867147489602,-0.009719811875938508,0.25938983422610395,-0.047221357311159916,-0.12885978238803494,-0.5270150910065252,-0.058444154954823184,-0.12002034308147273,0.13921502730352098,0.36777480263933227,0.06989049927673373,1.0,-0.2194085212067372,0.2690707978738757,-0.2194085212067372,-0.24190787586721033,-0.5182184418818884,0.14481692852631212,-0.2194085212067372,-0.28404621990784384,0.08978092565567232,0.12675991692200686,-0.2685470287802648,-0.08738247489644344
compound,0.6962032375287989,-0.5646377010499646,-0.2114747894344,-0.2545708206596538,-0.09123822481195525,0.4893523577550651,0.29273769506485287,-0.0731516453431275,-0.28635925091680914,-0.36754959629185774,0.1943726054447406,-0.06524108744055261,0.4130160021060286,0.39677387653550655,-0.09649136590857434,-0.09496280815930082,-0.10745496071577265,0.1723956095327937,0.2423594658092026,-0.5196890758277423,-0.05128260155361299,0.12662063992653844,0.18803503207219005,-0.09812636012286678,0.2111150408026816,-0.4139350807709083,-0.2519041978427864,0.4828275663851103,0.4569211852988763,-0.03516675700757231,-0.04188556055453077,-0.02695616486396059,0.04865295387901104,-0.13426114723351346,0.5067719808095301,0.42518166779971595,0.4852236740902211,-0.10146887407389645,-0.48464680459622334,-0.025078382318189322,-0.2194085212067372,1.0,0.07418066747291725,1.0,0.004770282377296322,-0.06539416040035226,0.06834030037960533,1.0,0.12797394134897885,-0.24419523208816485,-0.2421071352464136,-0.1531628430901413,-0.5295655997000968
advmod:neg,-0.1460683531763766,0.15967146951074945,0.044040864821623685,0.06062398692917613,0.5988886690073663,0.03857281526366733,-0.319025845733926,-0.30934455206999145,0.3903190528878648,-0.23461439430412342,0.20138150411953135,0.18903459255194846,0.5194721818717792,-0.5307984923811497,-0.17356244232283383,-0.061830026302746754,0.7242810180173123,-0.5092970720710069,-0.11844799447595257,0.22326779163252913,-0.0010872218111293915,-0.45808839910606464,0.014072148564871037,-0.014830133521654194,0.19042604809108632,-0.07863265525544809,0.07145411939051952,-0.4468105414275067,0.1409757902966069,0.3127578346003325,-0.1381181152745704,0.25675395962754827,-0.16939811719020134,-0.21251526473360977,-0.46824084650298803,0.21712369605837048,0.12447712953427398,0.09253873674533204,-0.2190214009263122,0.26617459331917775,0.2690707978738757,0.07418066747291725,1.0,0.07418066747291725,-0.1472211285863918,0.2874618205464821,-0.007328902673305021,0.07418066747291725,0.12244526239999222,0.08298305901748611,0.19132882747457394,-0.12944796940816125,0.193286563006694
parataxis:rep,0.6962032375287989,-0.5646377010499646,-0.2114747894344,-0.2545708206596538,-0.09123822481195525,0.4893523577550651,0.29273769506485287,-0.0731516453431275,-0.28635925091680914,-0.36754959629185774,0.1943726054447406,-0.06524108744055261,0.4130160021060286,0.39677387653550655,-0.09649136590857434,-0.09496280815930082,-0.10745496071577265,0.1723956095327937,0.2423594658092026,-0.5196890758277423,-0.05128260155361299,0.12662063992653844,0.18803503207219005,-0.09812636012286678,0.2111150408026816,-0.4139350807709083,-0.2519041978427864,0.4828275663851103,0.4569211852988763,-0.03516675700757231,-0.04188556055453077,-0.02695616486396059,0.04865295387901104,-0.13426114723351346,0.5067719808095301,0.42518166779971595,0.4852236740902211,-0.10146887407389645,-0.48464680459622334,-0.025078382318189322,-0.2194085212067372,1.0,0.07418066747291725,1.0,0.004770282377296322,-0.06539416040035226,0.06834030037960533,1.0,0.12797394134897885,-0.24419523208816485,-0.2421071352464136,-0.1531628430901413,-0.5295655997000968
cop,-0.2680930058185055,0.40637021331740264,0.6046150279383031,-0.009351554288190386,-0.20409372707222345,-0.09939495720512884,-0.3992367728011759,0.3690079680027636,0.018884937625854446,-0.458238446835757,-0.3928731459278163,0.0692731255352275,-0.012832700795050637,-0.017966984975190278,-0.18166015546939038,-0.28980951993089493,-0.15107373178891956,-0.19738949415278964,0.07887529259791226,0.33677358314906397,0.2621395677460875,0.29001365539541946,0.4245991350051737,-0.2974102675434407,0.12972152254139252,-0.14829307479484036,-0.38424091546921735,-0.17592349531898543,-0.12938908343019925,-0.36490170184875875,0.345384747477865,0.46196175834367864,-0.018316121313443918,0.3478910149605939,-0.1058419885979597,-0.32604597668886715,-0.14214165224068603,0.20700528763522968,-0.43895507865903055,0.18321803525613786,-0.24190787586721033,0.004770282377296322,-0.1472211285863918,0.004770282377296322,1.0,0.002751782554120268,0.05783044313437563,0.004770282377296322,0.16841292003908556,0.006921726932626087,-0.03698206903390123,0.49919107570997595,0.4130009869654877
obj,-0.25714135632047813,0.10070498780426287,-0.44317673121073053,-0.13789120815775538,0.4121631060674105,-0.024575135971666787,-0.02086147249605044,-0.4662632224101146,-0.053435759370652425,-0.3762358924105067,-0.3913466236703617,0.43026338619803367,0.3137915691397063,-0.17082712814057635,-0.2979807641631744,-0.28074179347203265,0.2564853171211249,-0.2600685485333183,-0.271184430273706,0.2418179637810968,-0.5078887727210966,-0.5608607202418397,0.5169672030145693,-0.075840091573895,-0.024475783222413953,-0.03506387384779858,-0.1408323222740619,-0.22721869176048162,-0.0009108256419917354,0.09661312382476206,-0.29700490834216087,-0.10497527658762278,0.13158756378129988,-0.14716701904470042,0.09918811928846397,0.1160579375171483,-0.11616598606031413,-0.13500608669350894,-0.3917820187985119,0.02241195780880505,-0.5182184418818884,-0.06539416040035226,0.2874618205464821,-0.06539416040035226,0.002751782554120268,1.0,0.0991512097067569,-0.06539416040035226,0.44375538506423434,0.24104945958561533,0.3209148530365583,0.11472288551932494,0.1745591626744664
ccomp,0.11755234070970576,-0.17756193546163443,0.09601761725943962,0.13944731996443685,0.04442817316010482,-0.21499755017586997,-0.2396958847925482,0.12283556247550476,0.4171032137563206,-0.3977130407371241,-0.10171606569188374,0.25648967412276225,0.47350864479642396,-0.10200003229959784,0.212030898639273,0.022272824089438082,-0.22435486335172966,0.14902108925208382,0.22343225500194766,-0.132523947361954,0.011212496667490303,0.135629327074434,0.03993334934157872,0.12627070645148197,0.199472300598123,-0.13300333556954785,-0.07214438614840299,-0.17845479423011637,-0.3932734030647935,-0.02569167200165649,0.1293754856233113,-0.22227483386696414,0.18813514235248824,-0.238002637120773,-0.3325901400365167,0.29298461565060985,-0.25973722010619876,0.23438737164412135,-0.3753222697957069,-0.051354486706374,0.14481692852631212,0.06834030037960533,-0.007328902673305021,0.06834030037960533,0.05783044313437563,0.0991512097067569,1.0,0.06834030037960533,0.21590661509697515,0.603707715211231,0.2214968197590055,0.04945948393999152,-0.16380140114481156
parataxis,0.6962032375287989,-0.5646377010499646,-0.2114747894344,-0.2545708206596538,-0.09123822481195525,0.4893523577550651,0.29273769506485287,-0.0731516453431275,-0.28635925091680914,-0.36754959629185774,0.1943726054447406,-0.06524108744055261,0.4130160021060286,0.39677387653550655,-0.09649136590857434,-0.09496280815930082,-0.10745496071577265,0.1723956095327937,0.2423594658092026,-0.5196890758277423,-0.05128260155361299,0.12662063992653844,0.18803503207219005,-0.09812636012286678,0.2111150408026816,-0.4139350807709083,-0.2519041978427864,0.4828275663851103,0.4569211852988763,-0.03516675700757231,-0.04188556055453077,-0.02695616486396059,0.04865295387901104,-0.13426114723351346,0.5067719808095301,0.42518166779971595,0.4852236740902211,-0.10146887407389645,-0.48464680459622334,-0.025078382318189322,-0.2194085212067372,1.0,0.07418066747291725,1.0,0.004770282377296322,-0.06539416040035226,0.06834030037960533,1.0,0.12797394134897885,-0.24419523208816485,-0.2421071352464136,-0.1531628430901413,-0.5295655997000968
fixed,0.11326013593335693,-0.1935696825007043,-0.16800939744016777,-0.04739410836142518,-0.21423879478509275,0.0705338606612216,0.1952344898422393,0.18861687677822972,-0.31127484096492614,-0.3893646167081968,-0.2586094783431032,0.24433474724902685,0.19008491273562597,0.20246341476572216,0.011691892799260337,-0.6247680783168205,-0.11956125618369864,0.024941487762209058,-0.10586258558704055,-0.11313274108181251,0.16167523126609665,0.05752447807584101,0.21864115994156091,0.36374045144218525,-0.1120561841737985,-0.32793596566880673,0.0264022319044127,0.2163690869942401,0.07596183818279394,0.06379390321609037,-0.03357142730020763,-0.33098783313999125,0.10820074274899986,-0.09646500391540813,0.15227110245739575,0.09858758085951522,0.08243035150123812,-0.1580276920061058,-0.4399443879514896,-0.19053981554492694,-0.28404621990784384,0.12797394134897885,0.12244526239999222,0.12797394134897885,0.16841292003908556,0.44375538506423434,0.21590661509697515,0.12797394134897885,1.0,0.038873581405528025,-0.22926099391269592,0.1319439918308074,-0.15504904745462494
acl:relcl,-0.18061755209717284,0.08825155858500222,0.17622208185621122,0.21025353433504212,0.1542476309093678,-0.4003554802626985,-0.49351524305891925,-0.12646695300956054,0.39602442043861713,-0.1687252297596922,-0.006923500720023644,0.5211797441328059,0.4075635338186028,-0.1508856990845495,0.19619050982724717,0.17829477009367367,0.14587353280003812,-0.05287950729730627,0.3292212464255769,0.1422250715874589,-0.0523356275207912,-0.11101957258496999,-0.1027862438327286,-0.17962390990614896,0.20566762727077742,-0.07291854294013966,-0.02469132756252124,-0.19478813430347475,-0.5061772493412628,-0.21090265916731432,-0.17952602455077696,-0.30648663228460615,-0.30676194093659415,-0.14786292296450337,-0.43370206564916364,0.1961629936352983,-0.2343292738747871,0.3826250977563872,-0.1343400236963666,0.10862853279149066,0.08978092565567232,-0.24419523208816485,0.08298305901748611,-0.24419523208816485,0.006921726932626087,0.24104945958561533,0.603707715211231,-0.24419523208816485,0.038873581405528025,1.0,0.22353564679133575,-0.06462558340882613,0.09201734660599514
advmod,-0.3475822307726491,0.19861233799921302,0.09750736419431504,0.32963495908740653,0.6248026038593453,-0.09549036105495087,-0.27824934011893093,-0.20054206381657078,0.3667188221151261,-0.2777219446886817,-0.10454020832220999,-0.2665150786615392,-0.007652138767871582,-0.19574613335727878,-0.3487202729599374,-0.17433220001189553,0.48543911675830087,-0.2179335959819895,-0.22430010665846084,0.293760756954932,-0.44073327764660125,-0.3594952171847376,0.17053159159409886,0.0005106186122561259,0.030061435043786982,0.2699388152693328,-0.015263301927826246,-0.4976128652099512,-0.17958201200275878,0.19834877353311606,0.16353136062041743,0.1967176394214099,0.20396971097866595,-0.3702591023440151,-0.23463552294695023,-0.11568095860874929,-0.3326235721002889,0.26248424703457396,-0.17767806718482296,0.11625733528479694,0.12675991692200686,-0.2421071352464136,0.19132882747457394,-0.2421071352464136,-0.03698206903390123,0.3209148530365583,0.2214968197590055,-0.2421071352464136,-0.22926099391269592,0.22353564679133575,1.0,-0.24019121101642085,0.27171533143359367
orphan,-0.23668377811613428,0.25460353152150095,0.19113532002989378,0.17803330236917936,-0.394654233165499,-0.13449410948877125,0.09092722267573525,0.001309942943843868,0.10245567667843071,-0.40616663277209253,-0.451866660477142,0.40146953337976654,-0.036905165273431836,-0.4080201943993847,0.32336492201094036,0.12816977132659244,-0.2797878238852421,-0.0583585675280119,0.3552533063018659,0.18297874213736906,0.09098054473179326,0.016516774426086085,0.11744358187813894,-0.11461923101766279,-0.013869209334388552,-0.41376628734516574,-0.3834129886168019,0.01783025215492727,-0.12897378246485863,-0.11925124392897972,0.06745971965730775,0.055951710291078365,0.27309416303260253,0.6396055382880205,-0.10762315866343733,-0.02072934637581999,0.04356302258477121,0.020321462865118118,-0.4059369428772175,0.03729358516202775,-0.2685470287802648,-0.1531628430901413,-0.12944796940816125,-0.1531628430901413,0.49919107570997595,0.11472288551932494,0.04945948393999152,-0.1531628430901413,0.1319439918308074,-0.06462558340882613,-0.24019121101642085,1.0,0.23491410413224187
punct,-0.9463890296537272,0.990553929716048,0.3457452358435047,0.36845158382659016,0.2139215762797173,-0.6139228763256418,-0.5202254373028827,-0.09692518209360784,0.08097252949832556,-0.05658807098753549,-0.13205889054413286,0.037060532837953186,-0.2735662710905354,-0.2565364353223568,0.0006857873544310697,-0.07615866263571235,0.2126405249435438,-0.39715382323549625,-0.21912402368002767,0.9784816275498689,-0.16897489123980353,-0.32019731360011533,0.297066617216688,0.011790028991458349,0.01508701698811486,0.019570313377076598,-0.04242156441147848,-0.4881691190159205,-0.5373720703602308,-0.20840864164908107,0.18383697452018233,0.28160660687148464,-0.0024658276034248976,0.05720873211638759,-0.2878015896478575,-0.5478696903080494,-0.5636745053937589,0.18096882986274804,0.03294703341691751,0.471549417109012,-0.08738247489644344,-0.5295655997000968,0.193286563006694,-0.5295655997000968,0.4130009869654877,0.1745591626744664,-0.16380140114481156,-0.5295655997000968,-0.15504904745462494,0.09201734660599514,0.27171533143359367,0.23491410413224187,1.0
