,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,aux,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,cc,nsubj:pass,discourse,csubj:pass,acl,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
nsubj:pass,0.9493830352586352,-0.7084484869527339,0.43208025367670816,0.5067186298092938,-0.5153340225026516,0.20811653817772088,-0.9662607731170823,-0.5276213888249341,0.6470953931132509,0.49797081049487163,-0.7679001205274585,-0.44668061725359914,0.6329945641882174,0.4147813903521201,-0.20600081501647965,0.389605508087309,-0.3455694119270771,-0.18464692327769336,0.4228328287292627,0.22486600929332154,-0.6588011784241862,-0.1756131050110109,0.5728366714494026,-0.42244960508632845,0.7798785691843441,0.00905645915599981,-0.03634211841569407,-0.4928467233165076,-0.9588406384574352,1.0,-0.18536216211332426,0.6824701296323017,-0.8811600514506179,-0.04108587714396245,0.13605342852248017,0.27075520239512446,-0.6464015841008384,-0.7307658822816488,0.8120972314619945,0.08309396449927337,-0.07762629420229825,0.587035924555461,0.09960550010256038,0.8372949494060644,-0.4919010712504741,0.811790803587694,-0.3868479998520442,-0.04140349313120154,-0.6303837044112516
discourse,0.023461903734813768,0.21544081751322172,-0.4508222368176537,-0.7601894573526031,-0.020065488881173824,-0.27025772206525284,0.2037264060366919,0.8881476330599806,-0.19317553043377086,-0.016786978439780678,0.31698285305143903,-0.2893155287067546,-0.3158187233519376,-0.16666085549649898,-0.765433109156947,-0.7323213051406279,-0.6722704721258486,0.00913405794451929,0.12476071786724166,-0.6994346458712811,0.1757585214038353,-0.21366431862504617,-0.04562035413196255,0.6124633263771329,-0.24476133102586298,0.00864985825187195,0.8042724365941607,-0.023072171340690742,0.1112056265245978,-0.18536216211332426,1.0,0.05422468147716928,-0.1390347978401099,-0.4218349586803858,-0.14601764025187314,0.33195407317662,-0.375592416092322,0.1317085025110045,-0.3668649829215595,0.5011577992234663,-0.6654443108559996,-0.8278659316306631,0.8920425949437074,-0.2162567932651453,0.04975624024608071,-0.4327364920442603,-0.0388075407801053,-0.18352091423646785,0.386991508069335
csubj:pass,0.8538021978026309,-0.5102083781696098,0.7977519981583918,0.26273126515933964,0.16965116304171282,-0.41394616985345895,-0.53431076026676,-0.2694797575526558,0.5992454325464031,-0.14658059743065793,-0.33804914240582523,-0.22569967574457575,0.7824143322209466,0.022736645670798774,-0.05224552732771053,0.39396545556846385,-0.011713194766381144,0.49217879688929933,-0.2763855292304416,-0.42027984132761015,-0.8559009578010983,0.4013350385756836,0.4944770957333911,-0.2083846349636163,0.21237684077112048,-0.6389421857508061,0.5332806231445957,-0.6582383903908655,-0.6150798978125929,0.6824701296323017,0.05422468147716928,1.0,-0.8667249624038358,0.28138526835065675,-0.17545590396844402,-0.2878773434045903,-0.7735838405671668,-0.15543492909775908,0.3216014716880493,0.6203297187624446,-0.3804649960950389,0.11268057288115185,0.009881037300722696,0.6479252532778058,-0.051558115029704116,0.8398253102067853,-0.49469463261745233,0.5176353537223022,-0.4522089260414406
acl,-0.97476709022104,0.7582961499153279,-0.5296894865313494,-0.3634074630385597,0.18965797876061075,0.22835616636956824,0.7542901832606408,0.2947220459349085,-0.7657199212061134,-0.1523496083241368,0.4402549300948056,0.6080548108491541,-0.7612022010630246,-0.06462789576848788,0.24807298590161928,-0.3478798923076718,0.3351255067924302,-0.17838000951447813,-0.23120558444302047,0.13262847766495545,0.8325375892198038,-0.10970941659310743,-0.7271187246034475,0.06521130970903793,-0.43874183614415746,0.34129063407729077,-0.40408941236298584,0.7488478860562772,0.7897879802911659,-0.8811600514506179,-0.1390347978401099,-0.8667249624038358,1.0,-0.13701174683586545,0.20842116940393057,-0.043605430588691346,0.9190898091862496,0.4036626738787266,-0.6631792960455033,-0.3214113937785682,0.49966523539733276,-0.28333578469268106,-0.31126092743473555,-0.647267072821478,0.4811022330564393,-0.8032183831508812,0.6400570432314646,-0.25530508098019433,0.6480503009482911
amod,0.022478395384205457,-0.5367338046505384,0.6842106142460959,0.683491370300757,0.7528182850282065,-0.7399953564315213,0.25856543165481244,-0.5597697344092448,0.649763216814517,-0.7955386382298688,0.48210199360093503,-0.25584046810376226,0.7248966348563306,-0.7610641302008995,0.8486188722846926,0.8426413146738637,0.7935320675473971,0.8132286542754241,-0.41570493879018605,0.15166809340158333,-0.6514122685282788,0.9227808566245504,0.594004244969312,0.27853947539534907,-0.5395854229539615,-0.795643697538932,0.020206992063343403,-0.6954913142785746,0.2979863974003233,-0.04108587714396245,-0.4218349586803858,0.28138526835065675,-0.13701174683586545,1.0,-0.7959320540439299,-0.9091380108439168,-0.2675179343100153,0.6396400175005001,0.2447319433903362,-0.24566100666720364,-0.31865668196079194,0.36787213559084975,-0.469940886096887,-0.3140506146482522,-0.2772609422707542,0.477515092398246,-0.7129858562321839,0.9182421478029994,-0.6608173098333566
nummod,-0.003016113316603575,0.5558237521997968,-0.2941469540816611,-0.35483527399857456,-0.6556346795986459,0.8728875696881777,-0.3698584937952141,0.09761253455243699,-0.6482040734376587,0.7596494083826464,-0.7313097142847905,0.6326545356120776,-0.5467828666871047,0.9572630801562884,-0.4292979989889891,-0.4662161586439099,-0.3528114870021297,-0.7285794005187443,0.11863605740930645,0.049818951337389616,0.5361032951891471,-0.743532140799282,-0.7169589346837935,-0.7809599741091453,0.6779693090512423,0.689079604834716,-0.37664566955149903,0.7849057804680263,-0.3920502026064398,0.13605342852248017,-0.14601764025187314,-0.17545590396844402,0.20842116940393057,-0.7959320540439299,1.0,0.6503645986074009,0.5163285406036024,-0.7084173474619574,-0.1977449044739648,0.20496220369687382,0.7795052310037467,-0.0032551422342431604,-0.13986697452692354,0.5646899442522526,0.4989139854187086,-0.178024383924451,0.8605082073093765,-0.7576577793360685,0.5770051400728659
conj,0.1412780142546492,0.1867843634474559,-0.7071841721543827,-0.39853162764748085,-0.9311170897524592,0.7849140058513078,-0.46503178226992126,0.34414881672193687,-0.34826677774966797,0.9213730137445671,-0.5524023646378192,-0.09449628889163908,-0.5464675429821853,0.7004703491385073,-0.8126551922881466,-0.6522485529235499,-0.8811734982402635,-0.9240664283938338,0.7529409701909999,0.1581408642425424,0.4950745194026062,-0.9817989526825409,-0.26701587809627336,-0.19180424257439152,0.6907186646588479,0.8832955074366056,-0.17198353155433266,0.4696421691695544,-0.4561653655472116,0.27075520239512446,0.33195407317662,-0.2878773434045903,-0.043605430588691346,-0.9091380108439168,0.6503645986074009,1.0,0.08748829560404547,-0.7787399146629913,0.14299305328971526,-0.053654102348698884,0.210452400307828,-0.07457462550874432,0.5650826766316517,0.3335595825266645,-0.138937262009883,-0.3335626358730136,0.45094793502449104,-0.9479439952375406,0.3231422772786918
appos,-0.8090329439941804,0.7573807133954946,-0.42263753976671636,-0.25,-0.03506499544809796,0.5129979324883925,0.46579699604893304,0.08358712684988852,-0.7947809863405195,0.10787216244814767,0.0673867920080737,0.7698072006207459,-0.7276712764029728,0.28119358446423726,0.23800231693805277,-0.2738234053456505,0.3172102974914773,-0.36735617245612,-0.19388993427569673,0.2652284613334026,0.8126562488275423,-0.2688279926497813,-0.8180629627670326,-0.32598461114430355,-0.10188017116623652,0.4852874294540526,-0.6172599312603704,0.8676874429596492,0.5063814182261845,-0.6464015841008384,-0.375592416092322,-0.7735838405671668,0.9190898091862496,-0.2675179343100153,0.5163285406036024,0.08748829560404547,1.0,0.08832343843315829,-0.5376091947540126,-0.29763847469458504,0.7994762980358435,-0.06178647856380973,-0.49821429329253586,-0.3078759971490956,0.5528170652118979,-0.6212272088192032,0.8070865442799452,-0.3999629063123285,0.635465922953174
case,-0.5659361896487237,0.15382475650968355,0.1407132796132417,-0.0855753609100798,0.9239600216412631,-0.7973153895344612,0.8806208407387676,0.2180143795597005,-0.010340669736575272,-0.9456081531772866,0.9418143382857539,0.05511739124343856,0.048118743836197464,-0.8712937485124331,0.5181119557715015,0.13995204616293275,0.6188974229851004,0.7719835760694939,-0.6151253958396034,-0.32344258622047267,-0.027941614085814883,0.7650692717866963,0.03108400899063346,0.6400542814336871,-0.9908619573264333,-0.6449478469863149,0.3415834400481588,-0.20544475325044567,0.8638911891005068,-0.7307658822816488,0.1317085025110045,-0.15543492909775908,0.4036626738787266,0.6396400175005001,-0.7084173474619574,-0.7787399146629913,0.08832343843315829,1.0,-0.5008888883864018,0.004286841462067451,-0.394333456268655,-0.40224217282356983,-0.15437180750542387,-0.8045159144552314,0.1935675010112737,-0.27729900723015916,-0.2759939069159549,0.6862841400347736,0.06544273190400798
xcomp:pred,0.6740265545677839,-0.9039521200109804,0.27433125910047995,0.7920327850223476,-0.4317392234442432,0.13128414848244663,-0.7470128442368927,-0.7055185569257265,0.8120579499352504,0.3482537421059765,-0.4525216767558811,-0.7022415820842418,0.6471685953606197,0.05929271085864649,0.11643512061109347,0.6106233536577607,-0.14278930932672737,-0.17991489399747404,0.6358427100827913,0.6474366535101207,-0.6046103682829107,-0.06553559742097942,0.7931925273415692,-0.11645349478403821,0.5623694823533417,0.06480011830417771,-0.32898685300982144,-0.6098129355380072,-0.6594276411340905,0.8120972314619945,-0.3668649829215595,0.3216014716880493,-0.6631792960455033,0.2447319433903362,-0.1977449044739648,0.14299305328971526,-0.5376091947540126,-0.5008888883864018,1.0,-0.47520910438064623,-0.14205105915857485,0.822889951563611,0.041718594056768706,0.41283905575099294,-0.8598959805327737,0.6724822327560552,-0.6132406228856842,0.034958222459959026,-0.8803556581154871
aux:pass,0.32874403548220504,0.3165431247934089,0.3033510686890841,-0.556044673015546,0.2098328443319058,-0.25990667971992903,-0.05619450133301782,0.46388992322943157,-0.2067441267898681,-0.12268787560447747,-0.13266230709554655,0.3176847297175726,0.03859623801751938,0.2030881546620638,-0.4459208656301526,-0.36165557941123355,-0.21181106637695998,0.3214399268777014,-0.53963941952423,-0.9175760415540896,-0.16778472743086478,0.11098043699942164,-0.2617414197902385,-0.15228908619119333,-0.03256511562625098,-0.38338023537508964,0.764041768900804,0.015293225039105709,-0.20792401425446716,0.08309396449927337,0.5011577992234663,0.6203297187624446,-0.3214113937785682,-0.24566100666720364,0.20496220369687382,-0.053654102348698884,-0.29763847469458504,0.004286841462067451,-0.47520910438064623,1.0,-0.2072335628524339,-0.6221739811860719,0.19466084000570855,0.3992974880054195,0.6151702113334407,0.1416416570082969,0.17177230629247542,0.15438713921845437,0.4054444821864459
advmod:neg,-0.2991155573812649,0.47322503198112387,-0.0864268539306175,0.06394495735550966,-0.3350582400437179,0.7566049057217065,-0.11690979807874478,-0.3202727297874628,-0.5416149737273624,0.4352974717584605,-0.5046890532272367,0.7535587013788284,-0.39981414813106214,0.680847005661261,0.2103367922566216,-0.009287905918198324,0.24241767887975252,-0.5047526730764259,-0.08485737079521939,0.4219914068735894,0.48702953394405335,-0.3785621329678137,-0.6563158192032249,-0.8133675326121009,0.42568367576627464,0.5174130196554974,-0.7733386787474898,0.73411728902923,-0.07484249974510503,-0.07762629420229825,-0.6654443108559996,-0.3804649960950389,0.49966523539733276,-0.31865668196079194,0.7795052310037467,0.210452400307828,0.7994762980358435,-0.394333456268655,-0.14205105915857485,-0.2072335628524339,1.0,0.3438575194020816,-0.666139881451864,0.2916585463623978,0.4555428955744735,-0.11280310503037377,0.7630359857631707,-0.4467015097204754,0.36191412452588007
cop,0.36433800055326887,-0.6540244126066705,0.38906180678999824,0.9237679841129479,-0.28496564353990467,0.2862002941337209,-0.5707736440104964,-0.9512082194280235,0.5760940482664656,0.2557230638027941,-0.47226224962526636,-0.24216725674590045,0.5378822003619282,0.1588415564823054,0.5172410641605983,0.7835861061521826,0.29916765358891484,-0.16292993966013072,0.343306145579621,0.8434143535238632,-0.4247842488455797,0.04497609737108617,0.4808496698239369,-0.4438578794765279,0.5038753939396599,0.08686382856819509,-0.7196002751484017,-0.3146946120289251,-0.45738836637654895,0.587035924555461,-0.8278659316306631,0.11268057288115185,-0.28333578469268106,0.36787213559084975,-0.0032551422342431604,-0.07457462550874432,-0.06178647856380973,-0.40224217282356983,0.822889951563611,-0.6221739811860719,0.3438575194020816,1.0,-0.5049301444698021,0.3672155145402068,-0.5541358539017299,0.6292013666211227,-0.3142700380071465,0.08378717853928282,-0.7430883499635531
obj,0.21004235356902326,-0.08700466353345038,-0.5466127354463294,-0.5094436267529903,-0.3484642542428889,-0.06479617969625578,-0.09647251498477596,0.6757633056615433,0.03579654575015841,0.26766153525114733,0.11318701889341655,-0.5924478044256174,-0.21722696490154064,-0.07025832963231841,-0.8182871090370372,-0.6127116603083612,-0.8544794759344372,-0.2545977751444436,0.5465863166923125,-0.3410168464817229,0.0982882037437735,-0.42403223862712863,0.20517326195906121,0.5902963516961464,0.04688600880366573,0.23948164818357254,0.5744705550714159,-0.14357483586966602,-0.1380047550002224,0.09960550010256038,0.8920425949437074,0.009881037300722696,-0.31126092743473555,-0.469940886096887,-0.13986697452692354,0.5650826766316517,-0.49821429329253586,-0.15437180750542387,0.041718594056768706,0.19466084000570855,-0.666139881451864,-0.5049301444698021,1.0,-0.10155417701262344,-0.3476324107663293,-0.3116620242328631,-0.18967097992315257,-0.3620588054895222,0.10649410794773026
ccomp,0.7978442492888904,-0.23686988888758434,0.41772276631830557,0.19385723890447942,-0.5204683758291391,0.4230783289123833,-0.8907053991952075,-0.3637422111411302,0.1963008152930145,0.5861785088639838,-0.93164079603293,0.08963259387637659,0.34186691049729584,0.7529488832534494,-0.3008582385392001,0.13715947200687292,-0.3058093409002854,-0.27401236040363575,0.11476132957015799,-0.012797967411039191,-0.3820328796562998,-0.3031551585683131,0.06532047812625004,-0.7742554082420594,0.8430227351447324,0.10681868082212524,-0.04996702939019127,-0.061396105198768106,-0.9301275246705133,0.8372949494060644,-0.2162567932651453,0.6479252532778058,-0.647267072821478,-0.3140506146482522,0.5646899442522526,0.3335595825266645,-0.3078759971490956,-0.8045159144552314,0.41283905575099294,0.3992974880054195,0.2916585463623978,0.3672155145402068,-0.10155417701262344,1.0,0.04683365608005041,0.6664810495831739,0.10400767052153007,-0.2023253644922781,-0.17759851677739458
fixed,-0.39761228392452935,0.8544078962160665,0.03867594474123989,-0.6015190817813366,0.2976918185358129,0.07791928096499214,0.3979403576218603,0.39207696648815976,-0.7656666244726562,-0.16097607165140385,0.01876870505786818,0.9217396269593352,-0.4658707854614503,0.2987135079076915,-0.04504090484644794,-0.4146497272324709,0.229412515511282,0.12166889232888597,-0.7428552362977677,-0.5819298379122426,0.435193119596702,0.03503596139326236,-0.8482654047111161,-0.3815942415570462,-0.21246027686226407,-0.07316559975197522,0.16286912893664818,0.6465093415867926,0.3011711295158369,-0.4919010712504741,0.04975624024608071,-0.051558115029704116,0.4811022330564393,-0.2772609422707542,0.4989139854187086,-0.138937262009883,0.5528170652118979,0.1935675010112737,-0.8598959805327737,0.6151702113334407,0.4555428955744735,-0.5541358539017299,-0.3476324107663293,0.04683365608005041,1.0,-0.32079288415043256,0.7352830850557488,-0.04027622334270247,0.8063352553571366
acl:relcl,0.8310196382517275,-0.74798047361837,0.8684133615353353,0.7249020441426559,0.04497477060199788,-0.21524622698821536,-0.6772322795426591,-0.7428474774447268,0.7858100695739164,-0.04140891582613263,-0.47200745044956055,-0.2872367950851578,0.9212021534733662,0.054741794525521144,0.3008594852574973,0.7685723094781566,0.22063757134748405,0.35359350791187866,-0.08513801131332807,0.12281097181272857,-0.9119387948812743,0.40117391128135377,0.6479152720104041,-0.3885104605745481,0.38198560740335114,-0.5027121763882952,0.027284613554888548,-0.6985005145054931,-0.6783727735780947,0.811790803587694,-0.4327364920442603,0.8398253102067853,-0.8032183831508812,0.477515092398246,-0.178024383924451,-0.3335626358730136,-0.6212272088192032,-0.27729900723015916,0.6724822327560552,0.1416416570082969,-0.11280310503037377,0.6292013666211227,-0.3116620242328631,0.6664810495831739,-0.32079288415043256,1.0,-0.5721324423149693,0.5072236910547843,-0.7628960673606126
advmod,-0.48386734507923085,0.8865449870017736,-0.4762730048366896,-0.5954214344691335,-0.3291327969835457,0.6919971453926728,0.15457770878617322,0.3637707925084177,-0.9363976327313097,0.4376698243293569,-0.28595061083371015,0.8307115475111472,-0.8248629667462649,0.6769432967484016,-0.29058109174338975,-0.6310094634043976,-0.1412359093140212,-0.5643832657948398,-0.13104665986719435,-0.09026697678149043,0.8263911819706282,-0.5862157337347406,-0.9658126267643395,-0.5167658722247314,0.22352006307904926,0.6165360593896765,-0.3158117947392897,0.9795418600419175,0.12663307474900576,-0.3868479998520442,-0.0388075407801053,-0.49469463261745233,0.6400570432314646,-0.7129858562321839,0.8605082073093765,0.45094793502449104,0.8070865442799452,-0.2759939069159549,-0.6132406228856842,0.17177230629247542,0.7630359857631707,-0.3142700380071465,-0.18967097992315257,0.10400767052153007,0.7352830850557488,-0.5721324423149693,1.0,-0.6678265532902006,0.8656242933690896
orphan,0.1313155238651949,-0.4088282583167144,0.7893124424517983,0.441478981851699,0.8686735306692753,-0.8855461062892147,0.2773522580554538,-0.34048430493239,0.5702553953193945,-0.8815559705853356,0.48255823660635283,-0.15227422042443275,0.7346069946083517,-0.7289278563052736,0.6681342918172501,0.6843297744163532,0.7084813717663682,0.9690130160436422,-0.6371404607865843,-0.23805691966059253,-0.7154466148244055,0.9890181889164182,0.5016869309518488,0.2748503135333176,-0.6010331215503741,-0.9699088418207077,0.36008483959101123,-0.7063167255804628,0.2547884170248363,-0.04140349313120154,-0.18352091423646785,0.5176353537223022,-0.25530508098019433,0.9182421478029994,-0.7576577793360685,-0.9479439952375406,-0.3999629063123285,0.6862841400347736,0.034958222459959026,0.15438713921845437,-0.4467015097204754,0.08378717853928282,-0.3620588054895222,-0.2023253644922781,-0.04027622334270247,0.5072236910547843,-0.6678265532902006,1.0,-0.49492033515384226
punct,-0.5862456755262281,0.977915899976934,-0.5515345391514823,-0.8921990341823479,-0.046734772412541425,0.31899620824006325,0.4608768666039365,0.7496737139662532,-0.970034033537175,0.13581303900318817,0.09673917890045132,0.7185327144043736,-0.8760502203957167,0.35049283816580107,-0.43011502883585534,-0.8405039082556512,-0.21270678063535625,-0.2941209667325453,-0.28605160281213055,-0.4826216848469318,0.8251679620808205,-0.4092188262727487,-0.9374410100224256,-0.10222764721856475,-0.15442557546778876,0.3812685591496072,0.1311066163308793,0.8615562932953116,0.38724018235103036,-0.6303837044112516,0.386991508069335,-0.4522089260414406,0.6480503009482911,-0.6608173098333566,0.5770051400728659,0.3231422772786918,0.635465922953174,0.06544273190400798,-0.8803556581154871,0.4054444821864459,0.36191412452588007,-0.7430883499635531,0.10649410794773026,-0.17759851677739458,0.8063352553571366,-0.7628960673606126,0.8656242933690896,-0.49492033515384226,1.0
